Pressure (atm),Temperature (K),B1_Frequencies_1_P0->P1,B1_Energy_1_P0->P1,P1_Energy_1_P0->P1,colrel_Epsilons_P0->P1,B0_SymmetryFactor_1_P0->P1,W0_Frequencies_1_P0->P1,W0_Energy_1_P0->P1,colrel_PowerOne_P0->P1,colrel_FactorOne_P0->P1,P1_SymmetryFactor_1_P0->P1,P0_SymmetryFactor_1_P0->P1,W0_SymmetryFactor_1_P0->P1,B1_SymmetryFactor_1_P0->P1,P1_Frequencies_1_P0->P1,B0_Frequencies_1_P0->P1,P0_Frequencies_1_P0->P1,P0_Energy_1_P0->P1,B0_Energy_1_P0->P1,colrel_Sigmas_P0->P1
0.1,470.0,-2.4226133940857877,-0.8302009034535343,0.0,6.983878412650051e-06,-0.2031836003452017,-0.0001238244847060085,-1.3822510361325737e-05,3.653694556632167e-05,6.677922616264606e-05,0.0,1.0000061393868647,-2.0975187248301356e-05,-0.8111655939441486,0.0,-0.06062737426977327,0.21108905894565627,1.0706901434521388,-0.267541876590151,3.796722224669313e-05
0.1,480.0,-2.4442661709800895,-0.8163751804886105,0.0,6.47528100572903e-06,-0.20416183722603365,-0.00011434251532802451,-1.2735870974739872e-05,3.6181233868732585e-05,6.237977951687662e-05,0.0,1.000006127506492,-1.7933225962344677e-05,-0.8102462967001274,0.0,-0.06734060565234877,0.2264723511259735,1.048384361714863,-0.2578971323664416,3.584508691625849e-05
0.1,490.0,-2.465571669456223,-0.8028022813606682,0.0,5.980914744511462e-06,-0.20527199252551243,-0.00010566191510294851,-1.1855334867732567e-05,3.5604155630973725e-05,5.8208458401923126e-05,0.0,1.0000060388900625,-1.536373226639602e-05,-0.8091979017037874,0.0,-0.07427751354125792,0.24223761476768638,1.0269889027523786,-0.24897270161994617,3.383855747667779e-05
0.1,500.0,-2.48657820980474,-0.7894817793674306,0.0,5.4982640111166e-06,-0.20650618957307057,-9.771506660479294e-05,-1.1155085610183186e-05,3.483349565660806e-05,5.4249328121746186e-05,0.0,1.000005881706436,-1.3222354669988496e-05,-0.8080285673324505,0.0,-0.08140230396187935,0.25836378338822413,1.0064491516565242,-0.24071092825244375,3.193324660172225e-05
0.1,510.0,-2.507325209118148,-0.7764125467491931,0.0,5.025834191912605e-06,-0.20785725346976092,-9.04396005295135e-05,-1.0611461422085549e-05,3.389600814252196e-05,5.0489128619859145e-05,0.0,1.0000056642368,-1.1465973199112434e-05,-0.8067456718750262,0.0,-0.08868527541756317,0.2748307616253773,0.9867147783207931,-0.23305929336691286,3.0117856215959234e-05
0.1,520.0,-2.527843786269839,-0.7635928734748089,0.0,4.5628948432569026e-06,-0.20931861908009033,-8.377808534787338e-05,-1.0202919289410433e-05,3.281704860879053e-05,4.691667167279186e-05,0.0,1.000005394636331,-1.0053315878667934e-05,-0.8053559104028825,0.0,-0.09610241173734377,0.29161937211746586,0.9677393250846386,-0.22596988702605109,2.838353847138621e-05
0.1,530.0,-2.5481575066347677,-0.7510205662660051,0.0,4.109271905781418e-06,-0.2108842510436922,-7.767771792717944e-05,-9.909963195347775e-06,3.162033188616215e-05,4.35223649630867e-05,0.0,1.0000050807627499,-8.945375118933959e-06,-0.8038653811341073,0.0,-0.10363487381497384,0.30871129898961525,0.9494798411191548,-0.2193989441440203,2.6723373599624488e-05
0.1,540.0,-2.5682831965472097,-0.7386930314425632,0.0,3.6651817947236498e-06,-0.21254857467971341,-7.209001809007575e-05,-9.71504714908713e-06,3.0327789595537492e-05,4.029783920270276e-05,0.0,1.0000047300579984,-8.105666627693987e-06,-0.8022796617222171,0.0,-0.1112684409255417,0.3260890315091336,0.9318965574880093,-0.21330643535961624,2.513194633591773e-05
0.1,550.0,-2.5882317770643444,-0.7266073444974012,0.0,3.231100680166344e-06,-0.2143064166179127,-6.697053000130424e-05,-9.602461638854568e-06,2.8959504644686145e-05,3.723565829965869e-05,0.0,1.000004349471526,-7.500366399843333e-06,-0.8006038761288916,0.0,-0.11899293793645943,0.3437358101535228,0.9149525977000201,-0.20765570521703355,2.360500465025719e-05
0.1,560.0,-2.608009081820464,-0.7147603087589351,0.0,2.807662951842074e-06,-0.2161529540135925,-6.22785329109351e-05,-9.558210324769813e-06,2.7533704099749088e-05,3.432909596731258e-05,0.0,1.0000039454157135,-7.098354983856508e-06,-0.7988427528653511,0.0,-0.1268016736209651,0.3616355763928769,0.8986137193107462,-0.20241315120362302,2.2139186635200488e-05
0.1,570.0,-2.6276166353946415,-0.7031485050494803,0.0,2.3955836125180634e-06,-0.21808367126519815,-5.7976763297215054e-05,-9.569882241967229e-06,2.606679521914941e-05,3.157196513367849e-05,0.0,1.0000035237457465,-6.87119269227302e-06,-0.797000675439199,0.0,-0.13469090683176188,0.37977292683149083,0.8828480827545262,-0.19754793820613858,2.0731803430672742e-05
0.1,580.0,-2.647052377372419,-0.6917683338855446,0.0,1.9956000871247468e-06,-0.2200943232371274,-5.403114994131829e-05,-9.626523497628583e-06,2.4573432414562077e-05,2.8958489028436194e-05,0.0,1.0000030897577261,-6.793044711786238e-06,-0.7950817258461379,0.0,-0.14265935096792404,0.3981330719081706,0.8676260441156978,-0.19303174378497434,1.938066792989273e-05
0.1,590.0,-2.666311323759126,-0.6806160514733504,0.0,1.6084296301257412e-06,-0.22218090408452665,-5.041056298325593e-05,-9.718511394985494e-06,2.3066605429833836e-05,2.6483204943207045e-05,0.0,1.0000026482001025,-6.840571124024325e-06,-0.7930897219160281,0.0,-0.15070772251781991,0.4167017990641883,0.8529199689945967,-0.1888385303607802,1.808396067040217e-05
0.1,600.0,-2.6853861620979114,-0.6696878005177258,0.0,1.2347391403927687e-06,-0.2243396208738847,-4.7086577580854586e-05,-9.837433073530136e-06,2.1557741136153933e-05,2.414089342030688e-05,0.0,1.000002203294528,-6.992793589645494e-06,-0.791028249272777,0.0,-0.15883833611068188,0.43546544010869753,0.838704065003729,-0.18494434098529683,1.68401257617427e-05
0.1,610.0,-2.70426777996771,-0.6589796366736432,0.0,8.751247436331808e-07,-0.22656687128804784,-4.403325243221394e-05,-9.975970087262917e-06,2.0056813075257874e-05,2.192652707451884e-05,0.0,1.0000017587630947,-7.230947786834423e-06,-0.7889006886064164,0.0,-0.16705474615657295,0.45441084241100343,0.82495423075322,-0.18132711584936892,1.56477909439146e-05
0.1,620.0,-2.7229457288123866,-0.6484875513181014,0.0,5.300989773558564e-07,-0.22885922479378915,-4.122692312762072e-05,-1.0127789822854317e-05,1.857245429146402e-05,1.9835234437700548e-05,0.0,1.0000013178596086,-7.538328542335651e-06,-0.7867102388896868,0.0,-0.17536143355697262,0.47352534350305286,0.811647919461361,-0.17796652708319036,1.4505706925229816e-05
0.1,630.0,-2.741408626541921,-0.6382074911983368,0.0,2.0008381708409698e-07,-0.2312134067325433,-3.864601006528701e-05,-1.028744426063855e-05,1.711207012683644e-05,1.7862275178729436e-05,0.0,1.0000008834031084,-7.900132866850703e-06,-0.7844599371046684,0.0,-0.18376353493543826,0.4927967486659883,0.798764015563132,-0.17484382974099658,1.3412702034254922e-05
0.1,640.0,-2.759644503252893,-0.6281353754145325,0.0,-1.145918781164698e-07,-0.23362628486954873,-3.627084048944518e-05,-1.045027628049493e-05,1.5681948556245074e-05,1.600302382971305e-05,0.0,1.000000457812279,-8.30330473402022e-06,-0.7821526749803135,0.0,-0.19226661122129435,0.5122133110886382,0.7862827228933507,-0.17194172714617553,1.2367648960011223e-05
0.1,650.0,-2.777641094896172,-0.6182671101164319,0.0,-4.1369164028300336e-07,-0.23609485800325083,-3.4083484081221416e-05,-1.0612333492355523e-05,1.4287366351045258e-05,1.4252959775022745e-05,0.0,1.000000043139765,-8.736384359773187e-06,-0.7797912131807887,0.0,-0.20087645210455699,0.5317637142141207,0.7741854631965103,-0.16924424901245744,1.1369440967473142e-05
0.1,660.0,-2.7953860898958434,-0.6085986012296912,0.0,-6.970682934300125e-07,-0.23861624629561123,-3.206760144475968e-05,-1.07702894109225e-05,1.2932689915922298e-05,1.2607661760666176e-05,0.0,0.9999996411056641,-9.189363892543295e-06,-0.777378193328354,0.0,-0.20959891277984094,0.5514370559268258,0.7624547838669146,-0.16673664096010657,1.0416975481008534e-05
0.1,670.0,-2.8128673336866066,-0.599125765476357,0.0,-9.646591953568238e-07,-0.24118768303539892,-3.020830477537981e-05,-1.0921371682654304e-05,1.1621470072725487e-05,1.1062805580629033e-05,0.0,0.9999992531296955,-9.653550769411614e-06,-0.774916148193457,0.0,-0.21843977944469412,0.5712228342714488,0.7510742739537984,-0.16440526421908222,9.509143343482886e-06
0.1,680.0,-2.830072995956733,-0.589844539912059,0.0,-1.2164803790181763e-06,-0.243806507591205,-2.849202996739261e-05,-1.1063296999391998e-05,1.0356530392651356e-05,9.614163913576946e-06,0.0,0.999998880361709,-1.012143949083813e-05,-0.7724075103390091,0.0,-0.22740466016419075,0.591110934435485,0.7400284875798755,-0.16223750445903323,8.64482239806024e-06
0.1,690.0,-2.84699170511128,-0.580750890168401,0.0,-1.4526200256881357e-06,-0.24647015934944805,-2.690641940969071e-05,-1.119421228795044e-05,9.140048924405479e-06,8.257607533313254e-06,0.0,0.9999985237103252,-1.0586592186318425e-05,-0.7698546194651535,0.0,-0.23649889792208897,0.6110916167647727,0.7293028740206142,-0.16022168881288765,7.822874316410138e-06
0.1,700.0,-2.863612654143835,-0.5718408175611168,0.0,-1.6732316003006787e-06,-0.24917617246571905,-2.544021472400714e-05,-1.1312641741913127e-05,7.973633347829095e-06,6.989107313065618e-06,0.0,0.999998183869593,-1.1043528059754949e-05,-0.7672597286651034,0.0,-0.24572750292273796,0.6311555056171325,0.7188837137776841,-0.15834701027009276,7.042143821273828e-06
0.1,800.0,-3.011579682246463,-0.4919925517601913,0.0,-3.0924564467263276e-06,-0.27808364579157957,-1.5481694537845848e-05,-1.1673575854218664e-05,-8.707518459811771e-07,-1.6632685326239973e-06,0.0,0.9999957528886213,-1.4459799668495494e-05,-0.7394433951537698,0.0,-0.3462015407210302,0.8345487255809021,0.6290190974207416,-0.1454824311947533,1.2398810680794931e-06
0.1,900.0,-3.123300681177519,-0.4265180175117448,0.0,-3.3812593702275947e-06,-0.3090890415555241,-1.036159662343413e-05,-1.0643565729469492e-05,-5.20351931713296e-06,-5.137655526939678e-06,0.0,0.9999948933943974,-1.5157195907434525e-05,-0.7094027979719758,0.0,-0.46242978809968016,1.038293727372658,0.5591258157302629,-0.13922997925127795,-1.7346456316987826e-06
0.1,1000.0,-3.199017474571891,-0.37243377687000767,0.0,-2.9828294986200913e-06,-0.3408442933936832,-7.347121795025902e-06,-8.750313057559493e-06,-6.433971542290162e-06,-5.707432286788019e-06,0.0,0.9999951148006543,-1.366731496780565e-05,-0.6784200644129058,0.0,-0.5930647340575854,1.2376440371779576,0.5032124844967769,-0.13616685033373216,-2.8990176259790197e-06
0.1,1100.0,-3.2425579653370016,-0.3273828993759087,0.0,-2.245018917876058e-06,-0.37245553430347966,-5.325342163650691e-06,-6.512734889424578e-06,-5.850179771950971e-06,-4.802642238313608e-06,0.0,0.999995953035891,-1.0935076897962135e-05,-0.6473765871326558,0.0,-0.7349754979779546,1.4297334585894665,0.4574661591631598,-0.13460435341898816,-3.001600216167342e-06
0.1,1200.0,-3.2590527696945015,-0.2895324836613704,0.0,-1.3976689912380093e-06,-0.4033535203513634,-3.8308820487359185e-06,-4.283308274879829e-06,-4.364987878016983e-06,-3.273684054251397e-06,0.0,0.9999970760094956,-7.724689258365607e-06,-0.6168559235219598,0.0,-0.8846368555803065,1.6129902066890005,0.4193448327470779,-0.13369863724208966,-2.541653974789883e-06
0.1,1300.0,-3.2536683116464507,-0.25746268250078264,0.0,-5.776585754289315e-07,-0.433194032419507,-2.6617830358112433e-06,-2.264457360941145e-06,-2.5588151741399427e-06,-1.603333220326624e-06,0.0,0.999998272532743,-4.538430537642945e-06,-0.5872272810939789,0.0,-1.0388260420033868,1.7866982296131255,0.387088677322456,-0.133029199338086,-1.8329257125261669e-06
0.1,1400.0,-3.23104482266008,-0.23007120301770126,0.0,1.412151141880008e-07,-0.4617850155338017,-1.7247461193138779e-06,-5.547470374724879e-07,-7.747674851538809e-07,-5.099606226621785e-08,0.0,0.9999994187701272,-1.6674679422040887e-06,-0.5587099959381777,0.0,-1.1948745416580353,1.9506880917633038,0.3594407110250538,-0.13239179011297472,-1.0635317912373658e-06
0.1,1500.0,-3.1951163876780906,-0.20649766323049015,0.0,7.248522613121314e-07,-0.48903527654400963,-9.717681040462652e-07,8.116267522283636e-07,7.993439781448973e-07,1.2559638510089688e-06,0.0,1.0000004483310077,7.414906112081635e-07,-0.5314209477414225,0.0,-1.3506979995211765,2.105127360425786,0.3354791826429445,-0.1316936881107281,-3.406042098971262e-07
0.1,1600.0,-3.149112277402945,-0.18606577362411006,0.0,1.1628544993577712e-06,-0.5149192124931077,-3.739701407779407e-07,1.837471752874404e-06,2.072539628261866e-06,2.2663703592222337e-06,0.0,1.0000013306713749,2.632823126079068e-06,-0.5054083145778634,0.0,-1.5047338683133948,2.250381913785264,0.31451280712453555,-0.1308995529884512,2.793546820419947e-07
0.1,1700.0,-3.095632483856001,-0.16823980075502126,0.0,1.4582498506725516e-06,-0.5394529104835188,8.919881482353324e-08,2.54519862161854e-06,3.0120347829947156e-06,2.9717010273217098e-06,0.0,1.0000020567261292,4.004952729975483e-06,-0.4806751236681821,0.0,-1.6558511758481984,2.3869257861858735,0.29601297594453513,-0.13000299032004867,7.70726018467786e-07
0.1,1800.0,-3.036745046446642,-0.15259193602963148,0.0,1.6211328763630962e-06,-0.562678106748755,4.343567439502667e-07,2.966290685468132e-06,3.6186613073655673e-06,3.386204771434348e-06,0.0,1.0000026297389637,4.88628747201744e-06,-0.45719547294148544,0.0,-1.80326096656735,2.51528348966698,0.2795685644989145,-0.1290114972088603,1.126233321047981e-06
0.1,1900.0,-2.974081584618339,-0.13877781412887621,0.0,1.6648388586532736e-06,-0.5846515021646785,6.759301549903009e-07,3.135181595028311e-06,3.911599358190864e-06,3.5352568784763225e-06,0.0,1.0000030595598393,5.320209483793556e-06,-0.4349256028344077,0.0,-1.9464382140109886,2.6359937827111937,0.2648550116433712,-0.12793850096004006,1.349098000960237e-06
0.1,2000.0,-2.908921797858861,-0.1265180702510339,0.0,1.6037096413455646e-06,-0.6054377021674038,8.268199352144236e-07,3.0858554901899764e-06,3.9190754075899565e-06,3.448650875826994e-06,0.0,1.0000033591743724,5.356013470326701e-06,-0.41381139364714536,0.0,-2.0850578391042487,2.7495874835165632,0.2516126761215245,-0.12679920766562444,1.4481937818669246e-06
0.1,2100.0,-2.8422644653506013,-0.11558436517913877,0.0,1.4518401501538148e-06,-0.6251046001712495,8.986523297215864e-07,2.8500864137711606e-06,3.672815548774588e-06,3.156835326525925e-06,0.0,1.0000035426415943,5.043632683582486e-06,-0.3937933985163998,0.0,-2.2189440559293203,2.856574417615687,0.23963137748167299,-0.1256085122455435,1.4350948813150204e-06
0.1,2200.0,-2.7748854449038656,-0.10578872376478927,0.0,1.2224196500155893e-06,-0.6437204049483323,9.018859614358733e-07,2.456642340417401e-06,3.2048348354302936e-06,2.6888977026194734e-06,0.0,1.0000036239088028,4.430724585157305e-06,-0.374810183764672,0.0,-2.348031084895449,2.957436262408773,0.228739153572906,-0.12438002402181307,1.322311864206089e-06
0.1,2300.0,-2.707384292051242,-0.09697534213984026,0.0,9.274275200121799e-07,-0.6613517720177887,8.458803435426576e-07,1.931041418347687e-06,2.5456651677448486e-06,2.0715756294981195e-06,0.0,1.0000036161664656,3.5611994087484386e-06,-0.3568005096105704,0.0,-2.472333078259396,3.0526231605872964,0.2187939512122211,-0.12312569014100548,1.1222680905499634e-06
0.1,2400.0,-2.640221384423227,-0.08901424525862617,0.0,5.775354955859241e-07,-0.6780626744532552,7.389624028046229e-07,1.2956117551608673e-06,1.7234587688832455e-06,1.3288632416642024e-06,0.0,1.0000035315313078,2.474612654832151e-06,-0.3397047182904136,0.0,-2.5919213012484206,3.1425527063645626,0.20967739443460268,-0.12185573158881802,8.467348599381742e-07
0.1,2500.0,-2.573747332160639,-0.08179634052621214,0.0,1.8212591262182994e-07,-0.6939137666837895,5.885000779145851e-07,5.697068134090931e-07,7.636159672272079e-07,4.819534252341979e-07,0.0,1.0000033809252376,1.206060152647944e-06,-0.3234655821980291,0.0,-2.7069069318571946,3.2276103905321443,0.20129004854289012,-0.12057873443895935,5.065478768025482e-07
