Temperature = 300K
THERMAL DISTRIBUTIONS:
  E, kcal/mol           W0           W1           W2           W3           W4          W5t          W5c           S1
      2.75332  4.10631e+07  1.48519e+07  3.51373e+07  7.67643e+06  1.10561e+10  3.02469e+08  1.77134e+08   1.8145e+12  2.91542e-09  1.66279e-09  2.49469e-09  1.19553e-09  3.52136e+12   0.00312757   0.00200429     0.502531
      2.63324  4.49106e+07  1.61709e+07  3.81864e+07  8.40687e+06   1.3782e+10  3.76588e+08  2.20472e+08  2.10643e+12  3.03089e-09  1.72103e-09  2.57709e-09  1.23659e-09  3.61546e+12   0.00323228   0.00207392     0.509264
      2.51315  4.94231e+07  1.77611e+07  4.17365e+07  9.19679e+06  1.73854e+10  4.74183e+08  2.77454e+08  2.46874e+12  3.19152e-09  1.80368e-09  2.69515e-09  1.29506e-09  3.75649e+12   0.00337778   0.00216978     0.516193
      2.39307  5.41911e+07  1.93594e+07  4.54216e+07  1.01405e+07  2.20146e+10  5.99658e+08  3.50782e+08  2.90208e+12  3.37359e-09  1.89664e-09  2.82766e-09  1.36078e-09  3.91792e+12   0.00354535   0.00228017     0.523341
      2.27299  5.96086e+07  2.12216e+07  4.95469e+07   1.1011e+07  2.82358e+10  7.67337e+08  4.48525e+08  3.44712e+12  3.60654e-09  2.01584e-09  2.99777e-09  1.44516e-09  4.13904e+12   0.00376544    0.0024244     0.530642
      2.15291  6.54558e+07  2.32242e+07  5.39136e+07  1.22431e+07  3.64944e+10  9.88878e+08  5.77694e+08  4.13541e+12  3.88463e-09  2.15766e-09  3.19963e-09   1.5456e-09  4.40643e+12   0.00402829   0.00259636      0.53808
      2.03283  7.13466e+07  2.50928e+07  5.81865e+07  1.30732e+07  4.72197e+10  1.27619e+09  7.45025e+08  4.92775e+12  4.19494e-09  2.31434e-09  3.42117e-09  1.65646e-09  4.69624e+12   0.00431596   0.00278475     0.545566
      1.91274  7.68319e+07   2.6966e+07  6.19784e+07  1.43508e+07  6.09181e+10  1.64401e+09  9.59324e+08  5.81924e+12  4.52524e-09  2.47814e-09   3.6504e-09  1.77218e-09  4.99047e+12   0.00461506   0.00298109      0.55315
      1.79266  8.24238e+07  2.88323e+07  6.56719e+07  1.51028e+07  7.92847e+10  2.13364e+09  1.24432e+09  6.94404e+12  4.92674e-09  2.67524e-09  3.92543e-09  1.91146e-09  5.35006e+12   0.00497354   0.00321596     0.560839
      1.67258  8.72804e+07  3.00146e+07  6.85789e+07  1.61606e+07  1.03142e+11  2.76964e+09  1.61432e+09  8.22369e+12  5.36881e-09  2.88793e-09  4.21843e-09  2.06162e-09  5.73293e+12   0.00535955   0.00346913     0.568611
       1.5525  9.18403e+07  3.15695e+07  7.10564e+07   1.6905e+07  1.35163e+11  3.61858e+09  2.10709e+09  9.88861e+12  5.91072e-09  3.14694e-09   4.5731e-09  2.24461e-09   6.1883e+12   0.00581205   0.00376559     0.576505
      1.43241   9.5027e+07  3.23788e+07  7.22405e+07  1.73142e+07  1.77263e+11  4.72797e+09  2.75147e+09  1.18413e+13  6.51968e-09  3.43058e-09  4.95634e-09  2.44501e-09  6.68511e+12   0.00630637    0.0040896     0.584418
      1.31233  9.58469e+07  3.18676e+07  7.13891e+07  1.79067e+07  2.31924e+11  6.16353e+09   3.5833e+09  1.40817e+13  7.16733e-09  3.72071e-09  5.33841e-09  2.65044e-09  7.20468e+12     0.006826    0.0044304     0.592375
      1.19225  9.35535e+07  3.10405e+07  6.80803e+07  1.65974e+07  3.00737e+11  7.97491e+09  4.63242e+09  1.64567e+13  7.83177e-09  4.00464e-09   5.6993e-09  2.85224e-09   7.6955e+12   0.00733325    0.0047641      0.60046
      1.07217  8.97249e+07  2.92271e+07  6.35318e+07  1.72734e+07  3.93279e+11  1.03841e+10  6.02698e+09  1.96108e+13   8.6623e-09  4.35119e-09  6.13354e-09  3.09992e-09  8.28972e+12   0.00792879   0.00515504     0.608652
     0.952083  8.24465e+07  2.66655e+07  5.65202e+07  1.41435e+07  5.10932e+11  1.34433e+10  7.79118e+09  2.29653e+13  9.55858e-09   4.7026e-09  6.55276e-09  3.35547e-09  8.87136e+12   0.00852175   0.00554484     0.616927
        0.832  7.28003e+07  2.35449e+07  4.80218e+07  1.43999e+07  6.65361e+11  1.74223e+10  1.00851e+10  2.75138e+13  1.06251e-08  5.10112e-09  7.00871e-09  3.65071e-09   9.5166e+12   0.00917148    0.0059718     0.625393
     0.711918  6.01365e+07  1.85807e+07  3.78409e+07  9.82114e+06  8.61086e+11  2.24439e+10  1.29746e+10  3.24532e+13  1.18069e-08  5.50265e-09   7.4295e-09  3.96554e-09  1.01454e+13   0.00981069   0.00639214     0.633886
     0.591835  4.61852e+07  1.42735e+07  2.74082e+07  9.52869e+06  1.11582e+12   2.8913e+10  1.66915e+10  3.94465e+13  1.32071e-08  5.93967e-09  7.83766e-09  4.33608e-09    1.083e+13     0.010495   0.00684192     0.642526
     0.471753  3.16132e+07    1.011e+07   1.7416e+07  4.96451e+06   1.4381e+12  3.70231e+10  2.13358e+10  4.78887e+13  1.49764e-08   6.4351e-09  8.25063e-09  4.81861e-09  1.14983e+13    0.0111613    0.0072799      0.65109
      0.35167  1.76352e+07  4.18909e+06  8.85016e+06  4.18028e+06  1.83429e+12  4.69681e+10  2.70269e+10  5.80692e+13  1.73883e-08  7.05815e-09  8.72624e-09   5.5743e-09  1.20819e+13    0.0117557    0.0076717     0.659659
     0.231588  7.83951e+06  3.00462e+06   3.5597e+06   2.5807e+06  2.32404e+12    5.916e+10  3.39878e+10  7.03117e+13  2.18065e-08  8.16047e-09  9.90173e-09  7.20739e-09  1.26105e+13    0.0122964   0.00802861     0.668126
     0.111505            0            0            0            0  2.91855e+12  7.40569e+10  4.25045e+10  8.50153e+13            0            0            0            0  1.30461e+13    0.0127869   0.00835717     0.676609
  -0.00857732            0            0            0            0   3.6298e+12  9.13489e+10  5.23083e+10  1.02617e+14            0            0            0            0  1.33667e+13    0.0130997   0.00856167     0.685009
     -0.12866            0            0            0            0  4.48525e+12  1.11944e+11  6.39694e+10  1.23641e+14            0            0            0            0  1.36069e+13    0.0133332   0.00871423     0.693435
    -0.248742            0            0            0            0  5.52498e+12  1.36661e+11  7.79352e+10   1.4865e+14            0            0            0            0  1.38082e+13    0.0135201   0.00883609     0.701812
    -0.368825            0            0            0            0  6.77201e+12  1.66022e+11  9.44536e+10  1.78279e+14            0            0            0            0  1.39431e+13    0.0136422   0.00891558     0.710215
    -0.488907            0            0            0            0  8.26738e+12  2.00787e+11  1.14033e+11  2.13168e+14            0            0            0            0  1.40231e+13    0.0137084   0.00895851     0.718626
     -0.60899            0            0            0            0   1.0049e+13   2.4179e+11  1.37033e+11  2.53901e+14            0            0            0            0  1.40424e+13    0.0137155   0.00896281     0.727062
    -0.729072            0            0            0            0  1.21622e+13  2.89961e+11  1.64012e+11  3.00781e+14            0            0            0            0  1.40016e+13     0.013665    0.0089295     0.735524
    -0.849155            0            0            0            0  1.46521e+13  3.46216e+11  1.95358e+11  3.53064e+14            0            0            0            0  1.38969e+13     0.013556   0.00885815     0.744026
    -0.969237            0            0            0            0  1.75086e+13  4.10767e+11  2.31405e+11  3.99641e+14            0            0            0            0  1.36813e+13    0.0133621   0.00873201     0.752621
     -1.08932            0            0            0            0  2.10766e+13  4.89328e+11  2.75134e+11    4.768e+14            0            0            0            0  1.35689e+13    0.0132282   0.00864379     0.761438
      -1.2094            0            0            0            0  2.52953e+13   5.8124e+11  3.26243e+11  5.66602e+14            0            0            0            0  1.34169e+13    0.0130587   0.00853248     0.770293
     -1.32948            0            0            0            0  3.02667e+13    6.883e+11  3.85565e+11  6.69719e+14            0            0            0            0  1.32267e+13    0.0128529   0.00839742     0.779107
     -1.44957            0            0            0            0  3.60643e+13   8.1201e+11  4.54138e+11  7.85498e+14            0            0            0            0  1.29851e+13    0.0126016   0.00823283     0.787895
     -1.56965            0            0            0            0  4.27605e+13  9.54027e+11  5.32302e+11  9.08573e+14            0            0            0            0  1.26852e+13    0.0123023   0.00803721     0.796674
     -1.68973            0            0            0            0  5.03067e+13  1.11387e+12  6.20579e+11  1.00484e+15            0            0            0            0   1.2296e+13     0.011942   0.00780233       0.8055
     -1.80981            0            0            0            0  5.96418e+13  1.30609e+12  7.26426e+11  1.19031e+15            0            0            0            0   1.2011e+13    0.0116395   0.00760404     0.814607
      -1.9299            0            0            0            0  7.05232e+13   1.5282e+12  8.48096e+11  1.40195e+15            0            0            0            0  1.17015e+13    0.0113178   0.00739339     0.823689
     -2.04998            0            0            0            0  8.31344e+13  1.78222e+12  9.87334e+11  1.63829e+15            0            0            0            0  1.13653e+13    0.0109748   0.00716895     0.832668
     -2.17006            0            0            0            0  9.76291e+13  2.07264e+12  1.14562e+12  1.89234e+15            0            0            0            0  1.09969e+13    0.0106085    0.0069295     0.841544
     -2.29014            0            0            0            0  1.14156e+14  2.40231e+12  1.32534e+12   2.1418e+15            0            0            0            0  1.05947e+13    0.0102213   0.00667667     0.850343
     -2.41023            0            0            0            0  1.32354e+14  2.77051e+12  1.52507e+12  2.24695e+15            0            0            0            0  1.01211e+13    0.0098008   0.00640305     0.859152
     -2.53031            0            0            0            0  1.54607e+14  3.21014e+12  1.76378e+12  2.51683e+15            0            0            0            0   9.7416e+12   0.00944046   0.00616788     0.868427
     -2.65039            0            0            0            0  1.80276e+14  3.71939e+12  2.03947e+12  2.58287e+15            0            0            0            0  9.35935e+12   0.00909512   0.00594293     0.877676
     -2.77047            0            0            0            0  2.13041e+14   4.3458e+12  2.37661e+12  3.13666e+15            0            0            0            0  9.11363e+12   0.00883311   0.00577124      0.88794
     -2.89056            0            0            0            0  2.53012e+14  5.09387e+12  2.77661e+12  3.80756e+15            0            0            0            0  8.91849e+12   0.00860665   0.00562246     0.897809
     -3.01064            0            0            0            0  3.00658e+14  5.96996e+12  3.24673e+12   4.6158e+15            0            0            0            0  8.73287e+12   0.00838964   0.00547989     0.907236
     -3.13072            0            0            0            0  3.57358e+14  6.99646e+12  3.79488e+12  5.58725e+15            0            0            0            0  8.55306e+12   0.00817466    0.0053386     0.916106
      -3.2508            0            0            0            0  4.24159e+14  8.18387e+12  4.42621e+12  6.75306e+15            0            0            0            0  8.36543e+12   0.00795134   0.00519188     0.924465
     -3.37089            0            0            0            0   5.0215e+14  9.54498e+12  5.14823e+12  8.14995e+15            0            0            0            0   8.1608e+12   0.00771267   0.00503521     0.932368
     -3.49097            0            0            0            0  5.92708e+14  1.11006e+13  5.96858e+12  9.82063e+15            0            0            0            0  7.93744e+12   0.00745609   0.00486687     0.939833
     -3.61105            0            0            0            0  6.97673e+14  1.28574e+13  6.89471e+12  1.18143e+16            0            0            0            0  7.69903e+12   0.00718203   0.00468708     0.946844
     -3.73113            0            0            0            0  8.18109e+14  1.48228e+13  7.92444e+12   1.4189e+16            0            0            0            0  7.43948e+12    0.0068877   0.00449411     0.953465
     -3.85122            0            0            0            0  9.54917e+14  1.70048e+13  9.06924e+12  1.70111e+16            0            0            0            0  7.15558e+12    0.0065722   0.00428738      0.95974
      -3.9713            0            0            0            0  1.10967e+15  1.94091e+13  1.03201e+13  2.03556e+16            0            0            0            0   6.8522e+12   0.00623833    0.0040687     0.965652
     -4.09138            0            0            0            0  1.28297e+15  2.20224e+13  1.16769e+13  2.43076e+16            0            0            0            0  6.52845e+12   0.00588741   0.00383896      0.97123
     -4.21146            0            0            0            0  1.47554e+15  2.48299e+13   1.3125e+13  2.89614e+16            0            0            0            0   6.1874e+12   0.00552251   0.00360018     0.976471
     -4.33155            0            0            0            0  1.68707e+15  2.78058e+13  1.46698e+13  3.44203e+16            0            0            0            0  5.82989e+12   0.00514629    0.0033541     0.981393
     -4.45163            0            0            0            0   1.9173e+15  3.09297e+13  1.62766e+13  4.07936e+16            0            0            0            0  5.46007e+12   0.00476282   0.00310339     0.985988
     -4.57171            0            0            0            0   2.1646e+15  3.41519e+13  1.79254e+13  4.81937e+16            0            0            0            0  5.08009e+12   0.00437579   0.00285047     0.990261
     -4.69179            0            0            0            0  2.42629e+15   3.7419e+13  1.95902e+13  5.67288e+16            0            0            0            0  4.69279e+12   0.00398918   0.00259796     0.994218
     -4.81188            0            0            0            0  2.69855e+15  4.06572e+13  2.12366e+13  6.64919e+16            0            0            0            0  4.30146e+12   0.00360722   0.00234861     0.997857
     -4.93196            0            0            0            0  2.97645e+15  4.37898e+13  2.28224e+13  7.75416e+16            0            0            0            0  3.91008e+12   0.00323413   0.00210519      1.00117
     -5.05204            0            0            0            0  3.25265e+15  4.67554e+13   2.4299e+13  8.98752e+16            0            0            0            0  3.52149e+12   0.00287366   0.00187014      1.00417
     -5.17212            0            0            0            0  3.51804e+15  4.94316e+13  2.56504e+13   1.0338e+17            0            0            0            0  3.13906e+12   0.00252951   0.00164587      1.00686
     -5.29221            0            0            0            0   3.7625e+15  5.17765e+13  2.68011e+13  1.17759e+17            0            0            0            0  2.76682e+12   0.00220506   0.00143458      1.00922
     -5.41229            0            0            0            0  3.97208e+15  5.36989e+13  2.77378e+13  1.32403e+17            0            0            0            0  2.40732e+12   0.00190299   0.00123799      1.01128
     -5.53237            0            0            0            0  4.13445e+15  5.50877e+13  2.83995e+13  1.46158e+17            0            0            0            0  2.06511e+12   0.00162585   0.00105776      1.01303
     -5.65245            0            0            0            0  4.23335e+15  5.59635e+13  2.88109e+13  1.56895e+17            0            0            0            0  1.74271e+12   0.00137489  0.000894663      1.01448
     -5.77254            0            0            0            0  4.25397e+15  5.62853e+13  2.89071e+13  1.60505e+17            0            0            0            0  1.44329e+12    0.0011512  0.000749402      1.01564
     -5.89262            0            0            0            0  4.17853e+15  5.60762e+13  2.87486e+13  1.47976e+17            0            0            0            0  1.16846e+12  0.000954791  0.000621952      1.01646
      -6.0127            0            0            0            0   3.9822e+15  5.54011e+13  2.83567e+13  8.81304e+16            0            0            0            0  9.17791e+11  0.000785067  0.000511918      1.01666
     -6.13278            0            0            0            0  3.73434e+15  5.44426e+13  2.78394e+13            0            0            0            0            0  7.09375e+11  0.000642492  0.000419423            0
     -6.25287            0            0            0            0  3.60188e+15  5.35644e+13  2.73261e+13            0            0            0            0            0  5.63945e+11   0.00052626  0.000343754            0
     -6.37295            0            0            0            0  3.47738e+15  5.26299e+13  2.67902e+13            0            0            0            0            0  4.48757e+11  0.000430556  0.000281389            0
     -6.49303            0            0            0            0  3.36014e+15  5.16569e+13  2.62411e+13            0            0            0            0            0  3.57416e+11  0.000352017  0.000230169            0
     -6.61311            0            0            0            0  3.24952e+15  5.07295e+13  2.56754e+13            0            0            0            0            0  2.84905e+11  0.000287694  0.000188197            0
      -6.7332            0            0            0            0  3.14501e+15  4.97916e+13  2.51316e+13            0            0            0            0            0  2.27283e+11  0.000235125  0.000153872            0
     -6.85328            0            0            0            0  3.04611e+15  4.88574e+13  2.45905e+13            0            0            0            0            0  1.81451e+11  0.000192209  0.000125836            0
     -6.97336            0            0            0            0  2.95241e+15   4.7983e+13   2.4071e+13            0            0            0            0            0  1.44963e+11  0.000157177  0.000102942            0
     -7.09344            0            0            0            0  2.86355e+15  4.71486e+13  2.35577e+13            0            0            0            0            0   1.1589e+11  0.000128601  8.42603e-05            0
     -7.21353            0            0            0            0  2.77913e+15  4.63473e+13   2.3104e+13            0            0            0            0            0  9.27089e+10  0.000105287  6.90104e-05            0
     -7.33361            0            0            0            0  2.69886e+15  4.55951e+13  2.26505e+13            0            0            0            0            0  7.42109e+10  8.62696e-05  5.65686e-05            0
     -7.45369            0            0            0            0  2.62247e+15  4.48815e+13  2.22327e+13            0            0            0            0            0  5.94397e+10  7.07475e-05  4.64098e-05            0
     -7.57377            0            0            0            0  2.54969e+15  4.42063e+13  2.18259e+13            0            0            0            0            0  4.76367e+10  5.80724e-05  3.81124e-05            0
     -7.69386            0            0            0            0  2.48032e+15  4.35863e+13  2.14629e+13            0            0            0            0            0  3.81993e+10   4.7711e-05  3.13268e-05            0
     -7.81394            0            0            0            0  2.41418e+15  4.30242e+13  2.11239e+13            0            0            0            0            0  3.06487e+10  3.92366e-05  2.57757e-05            0
     -7.93402            0            0            0            0  2.35102e+15  4.25171e+13  2.08084e+13            0            0            0            0            0  2.46041e+10   3.2301e-05  2.12312e-05            0
      -8.0541            0            0            0            0  2.29072e+15  4.20315e+13  2.05377e+13            0            0            0            0            0  1.97623e+10  2.66215e-05  1.75073e-05            0
     -8.17419            0            0            0            0  2.23309e+15  4.15942e+13  2.02913e+13            0            0            0            0            0  1.58817e+10   2.1965e-05  1.44536e-05            0
     -8.29427            0            0            0            0  2.17803e+15  4.12186e+13  2.00716e+13            0            0            0            0            0  1.27697e+10  1.81434e-05   1.1947e-05            0
     -8.41435            0            0            0            0  2.12541e+15  4.08923e+13  1.98634e+13            0            0            0            0            0  1.02728e+10  1.50047e-05  9.88801e-06            0
     -8.53443            0            0            0            0  2.07511e+15  4.06238e+13  1.97132e+13            0            0            0            0            0  8.26837e+09   1.2424e-05  8.19371e-06            0
     -8.65452            0            0            0            0  2.02703e+15  4.03784e+13  1.95663e+13            0            0            0            0            0  6.65839e+09  1.03015e-05  6.79997e-06            0
      -8.7746            0            0            0            0  1.98104e+15  4.02008e+13   1.9466e+13            0            0            0            0            0  5.36461e+09  8.55272e-06  5.65102e-06            0
     -8.89468            0            0            0            0  1.93706e+15  4.00905e+13  1.93881e+13            0            0            0            0            0   4.3244e+09  7.11088e-06  4.70366e-06            0
     -9.01476            0            0            0            0  1.89499e+15  4.00225e+13  1.93578e+13            0            0            0            0            0  3.48764e+09  5.92142e-06  3.92156e-06            0
     -9.13485            0            0            0            0  1.85473e+15  4.00508e+13  1.93433e+13            0            0            0            0            0   2.8142e+09  4.93885e-06  3.27579e-06            0
     -9.25493            0            0            0            0  1.81623e+15   4.0124e+13  1.93708e+13            0            0            0            0            0  2.27193e+09  4.12709e-06  2.74182e-06            0
     -9.37501            0            0            0            0  1.77937e+15  4.02749e+13  1.94482e+13            0            0            0            0            0  1.83507e+09  3.45554e-06  2.29989e-06            0
     -9.49509            0            0            0            0   1.7441e+15  4.05281e+13  1.95564e+13            0            0            0            0            0  1.48295e+09  2.89946e-06  1.93406e-06            0
     -9.61518            0            0            0            0  1.71034e+15  4.08541e+13  1.97143e+13            0            0            0            0            0  1.19899e+09  2.43884e-06  1.63082e-06            0
     -9.73526            0            0            0            0  1.67803e+15  4.13331e+13  1.99269e+13            0            0            0            0            0  9.69881e+08  2.05668e-06  1.37924e-06            0
     -9.85534            0            0            0            0   1.6471e+15  4.19287e+13  2.02124e+13            0            0            0            0            0  7.84935e+08   1.7397e-06  1.17032e-06            0
     -9.97542            0            0            0            0  1.61753e+15   4.2647e+13  2.05507e+13            0            0            0            0            0  6.35563e+08  1.47663e-06  9.96821e-07            0
     -10.0955            0            0            0            0  1.58924e+15  4.35748e+13  2.10146e+13            0            0            0            0            0  5.14866e+08  1.25797e-06    8.524e-07            0
     -10.2156            0            0            0            0  1.56218e+15   4.4701e+13  2.15495e+13            0            0            0            0            0  4.17289e+08  1.07626e-06  7.32352e-07            0
     -10.3357            0            0            0            0   1.5363e+15    4.606e+13   2.2211e+13            0            0            0            0            0  3.38367e+08  9.25186e-07  6.32371e-07            0
     -10.4558            0            0            0            0  1.51159e+15  4.77596e+13  2.29841e+13            0            0            0            0            0  2.74501e+08  7.99461e-07  5.49091e-07            0
     -10.5758            0            0            0            0  1.48795e+15  4.97705e+13  2.39608e+13            0            0            0            0            0  2.22795e+08  6.94924e-07  4.79568e-07            0
     -10.6959            0            0            0            0   1.4654e+15  5.21594e+13   2.5134e+13            0            0            0            0            0  1.80914e+08  6.07955e-07  4.21582e-07            0
      -10.816            0            0            0            0  1.44382e+15  5.50543e+13  2.65192e+13            0            0            0            0            0  1.46975e+08  5.35532e-07  3.73216e-07            0
     -10.9361            0            0            0            0  1.42322e+15  5.85532e+13  2.81978e+13            0            0            0            0            0  1.19459e+08  4.75225e-07  3.32824e-07            0
     -11.0562            0            0            0            0  1.40352e+15  6.27642e+13  3.02182e+13            0            0            0            0            0  9.71392e+07  4.25026e-07  2.99098e-07            0
     -11.1762            0            0            0            0  1.38472e+15  6.77774e+13  3.26271e+13            0            0            0            0            0   7.9026e+07  3.83268e-07   2.7095e-07            0
     -11.2963            0            0            0            0  1.36677e+15  7.37841e+13  3.54599e+13            0            0            0            0            0  6.43195e+07  3.48527e-07  2.47467e-07            0
     -11.4164            0            0            0            0  1.34964e+15  8.10428e+13  3.89754e+13            0            0            0            0            0  5.23733e+07  3.19628e-07  2.27836e-07            0
     -11.5365            0            0            0            0  1.33328e+15  8.97547e+13  4.31447e+13            0            0            0            0            0  4.26648e+07  2.95623e-07  2.11491e-07            0
     -11.6566            0            0            0            0  1.31768e+15  1.00227e+14  4.81549e+13            0            0            0            0            0   3.4771e+07  2.75707e-07  1.97888e-07            0
     -11.7767            0            0            0            0  1.30279e+15  1.12813e+14  5.41101e+13            0            0            0            0            0    2.835e+07  2.59211e-07  1.86591e-07            0
     -11.8967            0            0            0            0  1.28863e+15  1.27858e+14  6.13856e+13            0            0            0            0            0  2.31244e+07  2.45577e-07  1.77214e-07            0
     -12.0168            0            0            0            0  1.27513e+15  1.45967e+14  7.00458e+13            0            0            0            0            0  1.88698e+07  2.34333e-07  1.69468e-07            0
     -12.1369            0            0            0            0  1.26231e+15  1.67783e+14  8.04129e+13            0            0            0            0            0  1.54043e+07  2.25089e-07  1.63087e-07            0
      -12.257            0            0            0            0  1.25012e+15  1.94127e+14   9.2935e+13            0            0            0            0            0  1.25803e+07  2.17522e-07  1.57851e-07            0
     -12.3771            0            0            0            0  1.23851e+15  2.25738e+14  1.08047e+14            0            0            0            0            0  1.02782e+07  2.11365e-07  1.53578e-07            0
     -12.4972            0            0            0            0  1.22748e+15  2.63474e+14  1.26084e+14            0            0            0            0            0  8.40066e+06  2.06389e-07  1.50118e-07            0
     -12.6172            0            0            0            0    1.217e+15  3.09329e+14  1.47665e+14            0            0            0            0            0  6.86869e+06  2.02393e-07  1.47338e-07            0
     -12.7373            0            0            0            0  1.20703e+15  3.64131e+14  1.73792e+14            0            0            0            0            0  5.61824e+06   1.9922e-07  1.45123e-07            0
     -12.8574            0            0            0            0  1.19758e+15  4.30343e+14  2.04903e+14            0            0            0            0            0  4.59715e+06  1.96729e-07  1.43384e-07            0
     -12.9775            0            0            0            0   1.1886e+15  5.10256e+14  2.42841e+14            0            0            0            0            0  3.76296e+06  1.94804e-07  1.42034e-07            0
     -13.0976            0            0            0            0  1.18004e+15  6.05438e+14  2.87491e+14            0            0            0            0            0  3.08117e+06  1.93343e-07  1.41011e-07            0
     -13.2177            0            0            0            0  1.17191e+15  7.20549e+14  3.41633e+14            0            0            0            0            0  2.52377e+06  1.92258e-07  1.40248e-07            0
     -13.3377            0            0            0            0  1.16421e+15  8.58827e+14  4.04918e+14            0            0            0            0            0  2.06787e+06  1.91479e-07  1.39702e-07            0
     -13.4578            0            0            0            0  1.15686e+15  1.02454e+15  4.81459e+14            0            0            0            0            0   1.6948e+06  1.90963e-07  1.39338e-07            0
     -13.5779            0            0            0            0  1.14974e+15            0            0            0            0            0            0            0  1.38925e+06            0            0            0
      -13.698            0            0            0            0  1.14316e+15            0            0            0            0            0            0            0  1.13928e+06            0            0            0
     -13.8181            0            0            0            0  1.13697e+15            0            0            0            0            0            0            0       934578            0            0            0
     -13.9381            0            0            0            0  1.13112e+15            0            0            0            0            0            0            0       766878            0            0            0
     -14.0582            0            0            0            0  1.12564e+15            0            0            0            0            0            0            0       629455            0            0            0
     -14.1783            0            0            0            0  1.12049e+15            0            0            0            0            0            0            0       516819            0            0            0
     -14.2984            0            0            0            0  1.11569e+15            0            0            0            0            0            0            0       424451            0            0            0
     -14.4185            0            0            0            0  1.11118e+15            0            0            0            0            0            0            0       348688            0            0            0
     -14.5386            0            0            0            0  1.10698e+15            0            0            0            0            0            0            0       286530            0            0            0
     -14.6586            0            0            0            0  1.10305e+15            0            0            0            0            0            0            0       235513            0            0            0
     -14.7787            0            0            0            0  1.09939e+15            0            0            0            0            0            0            0       193627            0            0            0
     -14.8988            0            0            0            0  1.09599e+15            0            0            0            0            0            0            0       159234            0            0            0
     -15.0189            0            0            0            0  1.09288e+15            0            0            0            0            0            0            0       130980            0            0            0
      -15.139            0            0            0            0  1.08996e+15            0            0            0            0            0            0            0       107760            0            0            0
     -15.2591            0            0            0            0  1.08733e+15            0            0            0            0            0            0            0      88679.9            0            0            0
     -15.3791            0            0            0            0  1.08496e+15            0            0            0            0            0            0            0      72995.8            0            0            0
     -15.4992            0            0            0            0  1.08278e+15            0            0            0            0            0            0            0      60094.9            0            0            0
     -15.6193            0            0            0            0  1.08082e+15            0            0            0            0            0            0            0      49484.2            0            0            0
     -15.7394            0            0            0            0  1.07913e+15            0            0            0            0            0            0            0      40757.2            0            0            0
     -15.8595            0            0            0            0  1.07765e+15            0            0            0            0            0            0            0      33575.9            0            0            0
     -15.9795            0            0            0            0  1.07632e+15            0            0            0            0            0            0            0      27664.6            0            0            0
     -16.0996            0            0            0            0  1.07518e+15            0            0            0            0            0            0            0      22798.2            0            0            0
     -16.2197            0            0            0            0  1.07423e+15            0            0            0            0            0            0            0      18791.7            0            0            0
     -16.3398            0            0            0            0   1.0735e+15            0            0            0            0            0            0            0      15492.8            0            0            0
     -16.4599            0            0            0            0   1.0729e+15            0            0            0            0            0            0            0      12774.8            0            0            0
       -16.58            0            0            0            0   1.0724e+15            0            0            0            0            0            0            0      10534.9            0            0            0
        -16.7            0            0            0            0  1.07209e+15            0            0            0            0            0            0            0      8689.46            0            0            0
     -16.8201            0            0            0            0  1.07199e+15            0            0            0            0            0            0            0      7168.85            0            0            0
     -16.9402            0            0            0            0  1.07204e+15            0            0            0            0            0            0            0      5915.14            0            0            0
     -17.0603            0            0            0            0  1.07209e+15            0            0            0            0            0            0            0      4880.75            0            0            0
     -17.1804            0            0            0            0  1.07242e+15            0            0            0            0            0            0            0       4028.2            0            0            0
     -17.3005            0            0            0            0  1.07302e+15            0            0            0            0            0            0            0      3325.44            0            0            0
     -17.4205            0            0            0            0  1.07355e+15            0            0            0            0            0            0            0      2745.12            0            0            0
     -17.5406            0            0            0            0  1.07418e+15            0            0            0            0            0            0            0      2266.36            0            0            0
     -17.6607            0            0            0            0  1.07513e+15            0            0            0            0            0            0            0      1871.65            0            0            0
     -17.7808            0            0            0            0  1.07625e+15            0            0            0            0            0            0            0      1545.99            0            0            0
     -17.9009            0            0            0            0  1.07729e+15            0            0            0            0            0            0            0       1276.9            0            0            0
      -18.021            0            0            0            0  1.07812e+15            0            0            0            0            0            0            0      1054.46            0            0            0
      -18.141            0            0            0            0  1.07964e+15            0            0            0            0            0            0            0      871.357            0            0            0
     -18.2611            0            0            0            0  1.08166e+15            0            0            0            0            0            0            0      720.414            0            0            0
     -18.3812            0            0            0            0  1.08273e+15            0            0            0            0            0            0            0      595.094            0            0            0
     -18.5013            0            0            0            0  1.08354e+15            0            0            0            0            0            0            0      491.472            0            0            0
     -18.6214            0            0            0            0  1.08582e+15            0            0            0            0            0            0            0      406.435            0            0            0
     -18.7414            0            0            0            0  1.08848e+15            0            0            0            0            0            0            0       336.23            0            0            0
     -18.8615            0            0            0            0     1.09e+15            0            0            0            0            0            0            0      277.855            0            0            0
     -18.9816            0            0            0            0  1.09096e+15            0            0            0            0            0            0            0      229.503            0            0            0
     -19.1017            0            0            0            0  1.09325e+15            0            0            0            0            0            0            0      189.791            0            0            0
     -19.2218            0            0            0            0  1.09696e+15            0            0            0            0            0            0            0      157.157            0            0            0
     -19.3419            0            0            0            0  1.09904e+15            0            0            0            0            0            0            0      129.942            0            0            0
     -19.4619            0            0            0            0  1.09994e+15            0            0            0            0            0            0            0      107.324            0            0            0
