Temperature = 300K
THERMAL DISTRIBUTIONS:
  E, kcal/mol           W0           W1           W2           W3           W4          W5t          W5c           S1
      24.6083     0.371067     0.144601     0.360951    0.0718637    0.0741069   0.00335011   0.00191824       935.72  2.95819e-05  1.85171e-05  2.87754e-05  1.35373e-05    0.0113156  0.000969245  0.000571696      572.666
      24.4883     0.442342     0.172362     0.430224    0.0856587    0.0899703    0.0040573   0.00232384      1123.94  2.95559e-05   1.8499e-05  2.87463e-05  1.35232e-05    0.0113006  0.000969808   0.00057266      572.494
      24.3682     0.528126     0.205772     0.513612     0.102274     0.109264   0.00491659   0.00281659      1350.48  2.95788e-05  1.85116e-05  2.87659e-05  1.35332e-05    0.0112894  0.000970904   0.00057391      572.261
      24.2481      0.63065     0.245702     0.613246     0.122122     0.132847   0.00596166    0.0034161      1622.65  2.96095e-05  1.85293e-05  2.87924e-05  1.35457e-05    0.0112911  0.000972686  0.000575559      571.945
       24.128     0.753007     0.293358     0.732148     0.145813     0.161444   0.00722883   0.00414301      1949.67  2.96406e-05  1.85475e-05  2.88195e-05  1.35588e-05    0.0112875   0.00097447  0.000577195      571.576
      24.0079     0.898194     0.349891     0.873212     0.173919     0.196102   0.00875967   0.00502055      2342.41  2.96447e-05  1.85483e-05  2.88201e-05  1.35591e-05    0.0112786  0.000975616  0.000578383      571.153
      23.8878      1.07136     0.417319      1.04146     0.207447     0.238053    0.0106062   0.00608049      2813.85  2.96513e-05  1.85509e-05  2.88238e-05  1.35611e-05    0.0112628  0.000976055  0.000579265      570.673
      23.7678      1.27751     0.497583       1.2417     0.247353     0.289029    0.0128468   0.00736676      3377.83  2.96518e-05  1.85496e-05  2.88208e-05  1.35598e-05    0.0112491  0.000976819  0.000580344      570.111
      23.6477      1.52293     0.593132      1.48007     0.294863     0.350912    0.0155607   0.00892461       4054.5  2.96479e-05  1.85454e-05  2.88135e-05  1.35567e-05    0.0112351  0.000977625  0.000581411      569.478
      23.5276      1.81516     0.706892      1.76387     0.351416     0.426152    0.0188502     0.010814      4866.77  2.96414e-05  1.85396e-05  2.88038e-05  1.35517e-05    0.0112239  0.000978592  0.000582592      568.771
      23.4075      2.16198     0.841899      2.10066     0.418551     0.516877    0.0228062    0.0130853      5838.69  2.96177e-05  1.85233e-05  2.87777e-05  1.35397e-05    0.0111989   0.00097831  0.000582995      568.006
      23.2874       2.5771       1.0035      2.50373     0.498908     0.627411    0.0276171    0.0158508      7002.66  2.96207e-05  1.85238e-05  2.87774e-05  1.35398e-05    0.0111828  0.000978953  0.000584022       567.15
      23.1673      3.06728      1.19427      2.97958      0.59378     0.760766    0.0334019    0.0191735      8396.88   2.9582e-05  1.84978e-05  2.87362e-05  1.35207e-05    0.0111548  0.000978366  0.000584257      566.236
      23.0473      3.64671      1.41975        3.542     0.705919     0.921812    0.0403719    0.0231789      10058.8  2.95145e-05  1.84536e-05   2.8667e-05  1.34882e-05     0.011119  0.000977163  0.000584136       565.24
      22.9272      4.34208      1.69034      4.21691     0.840482      1.11852    0.0488648    0.0280628      12053.2  2.94943e-05  1.84392e-05   2.8644e-05  1.34774e-05    0.0110991  0.000977401  0.000584906      564.151
      22.8071      5.16472      2.01048      5.01522     0.999696      1.35521    0.0590522    0.0339204      14446.1  2.94471e-05  1.84084e-05  2.85947e-05  1.34545e-05    0.0110629  0.000976085  0.000584725      563.015
       22.687      6.14672      2.39253      5.96804      1.18972      1.64415    0.0714654    0.0410628      17313.9    2.942e-05  1.83894e-05  2.85648e-05  1.34406e-05    0.0110414  0.000976214  0.000585445       561.78
      22.5669      7.32034      2.84914      7.10667      1.41682      1.99564    0.0865298    0.0497306      20766.3   2.9416e-05  1.83852e-05  2.85574e-05  1.34372e-05    0.0110254  0.000976819  0.000586439      560.473
      22.4468        8.711      3.39015      8.45567      1.68592      2.42083     0.104702    0.0601848      24902.9  2.93917e-05  1.83684e-05  2.85301e-05  1.34246e-05    0.0110029  0.000976762  0.000587013      559.095
      22.3268      10.3639      4.03311      10.0589      2.00575      2.93617     0.126671    0.0728308      29849.5  2.93653e-05  1.83501e-05   2.8501e-05   1.3411e-05    0.0109788  0.000976626  0.000587567      557.631
      22.2067      12.3289      4.79738      11.9645      2.38593      3.56133     0.153243    0.0881306        35766  2.93384e-05  1.83315e-05  2.84713e-05  1.33972e-05    0.0109552  0.000976458  0.000588087       556.08
      22.0866      14.6587      5.70346      14.2236      2.83669      4.31794     0.185329     0.106608      42848.7  2.92998e-05  1.83054e-05  2.84301e-05   1.3378e-05    0.0109276  0.000975984  0.000588439      554.449
      21.9665      17.4541      6.79061      16.9338      3.37751      5.24327     0.224476     0.129161      51322.6  2.93073e-05  1.83084e-05  2.84336e-05  1.33798e-05    0.0109166  0.000977035  0.000589711       552.71
      21.8464      20.7288      8.06401      20.1083      4.01102      6.35092     0.271215     0.156079      61476.9  2.92424e-05   1.8266e-05  2.83669e-05  1.33485e-05    0.0108784  0.000975605  0.000589487      550.933
      21.7264      24.6405      9.58492      23.8996      4.76773      7.70051     0.328028     0.188828      73618.6  2.92079e-05  1.82425e-05  2.83296e-05  1.33312e-05    0.0108515  0.000975279  0.000589945      549.055
      21.6063      29.2823      11.3896      28.3979      5.66564      9.33518     0.396595     0.228353      88071.7  2.91689e-05  1.82163e-05   2.8288e-05  1.33118e-05    0.0108228  0.000974631  0.000590196      547.082
      21.4862       34.704      13.4973      33.6515      6.71436      11.2874     0.478326     0.275457       105294  2.90546e-05  1.81431e-05  2.81734e-05   1.3258e-05    0.0107661  0.000971552  0.000588959      545.055
      21.3661      41.1888      16.0181      39.9342      7.96871      13.6703     0.577807     0.332834       125896   2.8986e-05  1.80984e-05  2.81031e-05  1.32251e-05    0.0107273  0.000970079  0.000588729      542.919
       21.246      48.8505       18.996       47.356      9.45058      16.5446     0.697479     0.401858       150418  2.89005e-05  1.80431e-05  2.80164e-05  1.31845e-05    0.0106813  0.000967905  0.000588062      540.695
      21.1259      58.0365      22.5662      56.2531      11.2272      20.0615     0.843566     0.486117       179872  2.88683e-05  1.80211e-05  2.79812e-05  1.31682e-05    0.0106559  0.000967617  0.000588531      538.373
      21.0059      68.8399      26.7645      66.7152      13.3166      24.2891      1.01866     0.587161       215092  2.87938e-05  1.79727e-05  2.79051e-05  1.31325e-05    0.0106145   0.00096588  0.000588135      535.993
      20.8858      81.5691      31.7109      79.0405      15.7783      29.3795      1.22898     0.708543       257148  2.86933e-05   1.7908e-05  2.78038e-05   1.3085e-05    0.0105632  0.000963253  0.000587188      533.541
      20.7657      96.6928      37.5871       93.682      18.7029      35.5571       1.4835     0.855473       307350  2.86089e-05  1.78534e-05   2.7718e-05  1.30448e-05    0.0105184  0.000961183   0.00058659      530.989
      20.6456        114.9      44.6605      111.306      22.2235       43.145      1.79541      1.03558       367219   2.8598e-05  1.78446e-05  2.77034e-05  1.30381e-05    0.0105008  0.000961604  0.000587512       528.31
      20.5255      136.068      52.8838      131.792      26.3168      52.1755      2.16563      1.24931       438497   2.8493e-05  1.77771e-05  2.75977e-05  1.29886e-05    0.0104479  0.000958816  0.000586471       525.59
      20.4054      161.039      62.5832      155.956      31.1448      63.0667       2.6107      1.50653       523705  2.83752e-05  1.77017e-05  2.74797e-05  1.29332e-05    0.0103906  0.000955579  0.000585165      522.798
      20.2854      190.909      74.1844      184.856      36.9199      76.3773      3.15339      1.82002       625258  2.83086e-05  1.76581e-05   2.7411e-05   1.2901e-05    0.0103534  0.000954187  0.000584978       519.89
      20.1653       225.82      87.7425      218.627      43.6692      92.2965       3.8006      2.19412       745929  2.81837e-05  1.75782e-05   2.7286e-05  1.28424e-05    0.0102939  0.000950756  0.000583545      516.917
      20.0452      267.104      103.773      258.557      51.6507       111.54      4.58078      2.64515       889410  2.80621e-05  1.75003e-05  2.71642e-05  1.27853e-05    0.0102355  0.000947389   0.00058215      513.851
      19.9251      316.014      122.764      305.854      61.1051       134.86      5.52396      3.19044  1.05991e+06  2.79519e-05  1.74295e-05  2.70532e-05  1.27332e-05    0.0101822  0.000944488  0.000581038      510.687
       19.805      372.403      144.656      360.375      72.0056      162.412       6.6348      3.83294  1.26171e+06   2.7736e-05  1.72929e-05  2.68402e-05  1.26332e-05    0.0100894  0.000937925  0.000577675      507.473
       19.685      440.074      170.925      425.794      85.0858      196.172      7.99268      4.61861  1.50195e+06  2.76023e-05  1.72075e-05  2.67066e-05  1.25705e-05     0.010027  0.000934165  0.000576036      504.131
      19.5649      519.501      201.756      502.564      100.438      236.736      9.61962      5.56024  1.78738e+06  2.74445e-05  1.71071e-05  2.65498e-05  1.24969e-05   0.00995614  0.000929596  0.000573893      500.709
      19.4448      612.728      237.939      592.658      118.456      285.476      11.5691      6.68896  2.12633e+06  2.72679e-05  1.69949e-05  2.63747e-05  1.24146e-05   0.00987853  0.000924401  0.000571363      497.207
      19.3247      724.596      281.351      700.748      140.076      345.224      13.9533      8.06936  2.52896e+06  2.71679e-05  1.69305e-05  2.62738e-05  1.23674e-05    0.0098293    0.0009218  0.000570425      493.582
      19.2046      852.777      331.092      824.579      164.847      415.482       16.748      9.68829  3.01129e+06  2.69426e-05  1.67881e-05  2.60517e-05   1.2263e-05   0.00973364   0.00091486  0.000566806      489.956
      19.0845      1007.17      390.996      973.709      194.684      501.906      20.1764      11.6752  3.58387e+06  2.68173e-05   1.6708e-05  2.59263e-05  1.22042e-05   0.00967498  0.000911361  0.000565307      486.195
      18.9645      1189.75      461.829      1150.03      229.964       606.51       24.316      14.0734  4.26767e+06  2.67019e-05   1.6634e-05  2.58105e-05  1.21499e-05   0.00961998  0.000908177     0.000564      482.357
      18.8444      1404.76      545.235      1357.63      271.509      732.645      29.2924      16.9592   5.0765e+06  2.65784e-05  1.65549e-05  2.56867e-05  1.20918e-05   0.00956183  0.000904691  0.000562507      478.435
      18.7243      1655.43      642.459      1599.62       319.94      883.391      35.2253      20.3987  6.04103e+06  2.64086e-05  1.64471e-05  2.55183e-05  1.20128e-05   0.00948667    0.0008996  0.000560015      474.468
      18.6042      1948.11      755.967      1882.12      376.488      1063.78      42.3052      24.5053  7.17629e+06  2.62074e-05  1.63196e-05  2.53196e-05  1.19194e-05   0.00940005   0.00089341  0.000556838      470.418
      18.4841      2300.51      892.626      2222.19      444.567       1285.8      50.9913      29.5449  8.53448e+06  2.61024e-05  1.62521e-05  2.52138e-05  1.18698e-05   0.00934899  0.000890545  0.000555721      466.261
       18.364      2707.04      1050.25      2614.43      523.104      1548.73      61.2534      35.5011  1.01393e+07  2.59099e-05  1.61302e-05  2.50235e-05  1.17805e-05   0.00926589  0.000884644  0.000552712       462.06
       18.244      3184.74      1235.45      3075.25      615.378      1865.35      73.5718      42.6538  1.20429e+07  2.57176e-05  1.60083e-05  2.48335e-05  1.16912e-05   0.00918318  0.000878745    0.0005497      457.782
      18.1239      3751.09      1455.01       3621.5      724.782      2249.75      88.4896      51.3146  1.42881e+07  2.55606e-05  1.59085e-05  2.46775e-05   1.1618e-05   0.00911361  0.000874073  0.000547448      453.402
      18.0038      4417.24       1713.2      4263.86      853.438      2713.25      106.435      61.7312  1.69519e+07  2.54034e-05  1.58085e-05  2.45213e-05  1.15447e-05    0.0090443  0.000869398  0.000545186      448.954
      17.8837      5168.62      2004.42      4988.28      998.571      3251.47      127.197      73.7962  2.00705e+07   2.5091e-05   1.5612e-05  2.42155e-05  1.14009e-05   0.00891855  0.000859322  0.000539538      444.484
      17.7636      6082.03      2358.37      5868.73      1174.96       3919.7      152.913      88.7409  2.38117e+07  2.49267e-05  1.55077e-05  2.40525e-05  1.13244e-05   0.00884711   0.00085441  0.000537122      439.897
      17.6435      7159.19      2775.72      6906.82      1382.99      4727.56      183.922      106.758  2.82292e+07  2.47759e-05  1.54117e-05  2.39025e-05   1.1254e-05   0.00878058  0.000849945   0.00053498      435.231
      17.5235      8399.43      3256.25      8101.82      1622.47       5683.6      220.514      128.039  3.35127e+07  2.45493e-05  1.52686e-05  2.36795e-05  1.11492e-05    0.0086866  0.000842836  0.000531175      430.552
      17.4034      9907.31      3840.32      9554.42      1913.64      6871.72       265.88       154.41  3.97892e+07  2.44594e-05  1.52104e-05  2.35882e-05  1.11064e-05   0.00864247  0.000840503  0.000530371      425.758
      17.2833      11618.5      4503.11      11202.5      2244.02       8260.7      318.741      185.167  4.72081e+07  2.42336e-05  1.50678e-05   2.3366e-05   1.1002e-05   0.00854943  0.000833438  0.000526583      420.963
      17.1632      13654.7      5291.68      13163.2      2637.13      9954.43      383.029      222.563  5.59035e+07   2.4066e-05  1.49613e-05  2.31997e-05   1.0924e-05    0.0084779   0.00082841  0.000524068      416.067
      17.0431      16038.1      6214.52      15457.7      3097.25      11990.4      460.096      267.417  6.62286e+07  2.38897e-05  1.48495e-05  2.30252e-05   1.0842e-05   0.00840349  0.000823082  0.000521357      411.127
      16.9231      18813.7      7289.17      18129.2      3633.05      14426.9      552.018      320.927  7.84199e+07   2.3689e-05  1.47225e-05  2.28271e-05   1.0749e-05   0.00832055  0.000816894  0.000518097      406.143
       16.803      22044.7       8539.9      21238.3       4256.7      17341.4      661.713      384.776  9.28614e+07  2.34677e-05  1.45827e-05  2.26093e-05  1.06466e-05   0.00823041  0.000809973  0.000514363      401.122
      16.6829      25819.6      10000.9      24869.9      4985.29      20839.4       792.95      461.215  1.09956e+08  2.32431e-05  1.44408e-05  2.23882e-05  1.05428e-05   0.00813917  0.000802908  0.000510528      396.054
      16.5628      30270.8      11723.6      29151.2      5844.34      25072.7      951.298      553.488  1.30044e+08  2.30478e-05  1.43172e-05  2.21954e-05  1.04522e-05   0.00805858  0.000796856  0.000507329      390.915
      16.4427        35291      13666.1      33978.6      6813.13      29998.5      1135.06      660.567  1.53435e+08  2.27308e-05   1.4118e-05  2.18854e-05  1.03064e-05   0.00793457   0.00078652  0.000501401      385.754
      16.3226      41265.2      15977.3        39722      7965.93      36008.1      1358.58       790.85  1.81101e+08  2.24887e-05  1.39654e-05  2.16477e-05  1.01947e-05   0.00783774  0.000778812  0.000497133       380.51
      16.2026      48256.8      18682.1      46442.1      9315.06        43235      1626.66       947.15  2.13442e+08  2.22564e-05  1.38189e-05  2.14195e-05  1.00875e-05   0.00774455  0.000771418   0.00049305        375.2
      16.0825      56357.8      21815.3      54226.6        10878      51851.2      1945.34      1132.94  2.51662e+08  2.20017e-05  1.36585e-05  2.11697e-05  9.97006e-06   0.00764353  0.000763216  0.000488442      369.859
      15.9624      65751.7      25448.1      63251.3      12690.5      62130.7      2324.32      1354.12  2.96841e+08  2.17321e-05  1.34889e-05  2.09057e-05  9.84598e-06   0.00753738  0.000754466  0.000483473       364.49
      15.8423      76743.4      29698.6      73808.6      14810.9      74493.5      2778.95      1619.32  3.50244e+08  2.14793e-05  1.33297e-05  2.06579e-05   9.7295e-06   0.00743728  0.000746272  0.000478845      359.082
      15.7222      89788.9      34741.8      86335.5      17327.4      89553.8      3330.98       1941.7  4.12519e+08  2.12851e-05   1.3207e-05  2.04665e-05  9.63959e-06   0.00735811  0.000740121  0.000475516      353.606
      15.6021       104464      40414.7       100424      20158.1       107062      3971.02      2315.35   4.8649e+08  2.09791e-05  1.30149e-05  2.01677e-05  9.49911e-06   0.00723947  0.000730024   0.00046965      348.159
      15.4821       122347      47326.7       117587      23607.1       128892      4767.31      2780.26  5.72492e+08  2.08196e-05  1.29136e-05  2.00096e-05  9.42488e-06   0.00717281  0.000725079  0.000467085      342.616
       15.362       142000      54920.3       136444      27397.8       153774       5671.4      3308.63  6.74153e+08  2.04796e-05  1.27006e-05  1.96783e-05  9.26907e-06   0.00704272  0.000713749    0.0004604       337.13
      15.2419       166004      64195.6       159470      32026.4       184859      6798.08      3967.11  7.93347e+08  2.02957e-05  1.25842e-05  1.94968e-05  9.18385e-06   0.00696776  0.000707907  0.000457239      331.564
      15.1218       193323      74749.8       185669        37295       221406       8118.6      4739.13  9.34195e+08  2.00409e-05   1.2424e-05  1.92474e-05   9.0666e-06   0.00686814  0.000699557  0.000452452       326.02
      15.0017       223733      86494.2       214824      43157.8       263549      9636.52      5626.96  1.09773e+09  1.96702e-05   1.2192e-05  1.88869e-05  8.89702e-06   0.00672838  0.000687106     0.000445      320.494
      14.8817       260771       100800       250325      50299.4       316076      11524.3       6730.7  1.28963e+09  1.94483e-05  1.20522e-05  1.86692e-05  8.79472e-06   0.00664115  0.000679899  0.000440921      314.894
      14.7616       302479       116903       290290      58338.9       377301      13716.4      8013.31  1.51235e+09   1.9141e-05  1.18596e-05  1.83696e-05  8.65382e-06   0.00652444  0.000669669  0.000434872        309.3
      14.6415       349982       135241       335794      67497.6       449346      16288.4      9519.48  1.77181e+09  1.87959e-05  1.16436e-05  1.80339e-05  8.49589e-06   0.00639507  0.000658107  0.000427945      303.699
      14.5214       405133       156531       388608      78126.6       535530      19357.9      11315.7  2.07653e+09  1.84699e-05  1.14394e-05  1.77166e-05  8.34665e-06   0.00627276  0.000647211  0.000421433      298.076
      14.4013       469430       181341       450164      90520.3       639009      23031.5      13467.4  2.43253e+09  1.81717e-05  1.12525e-05  1.74259e-05  8.20995e-06   0.00616025  0.000637271  0.000415527      292.428
      14.2812       543967       210102       521504       104883       762693      27411.4      16031.8  2.84643e+09  1.78838e-05   1.1072e-05  1.71453e-05  8.07797e-06   0.00605145   0.00062768  0.000409838      286.759
      14.1612       632260       244168       605985       121898       913374      32733.9      19150.4  3.33808e+09  1.76585e-05  1.09303e-05  1.69247e-05  7.97428e-06   0.00596459  0.000620317  0.000405592      281.081
      14.0411       733668       283274       702986       141435  1.09228e+06      39031.9      22840.9  3.91561e+09  1.74117e-05  1.07753e-05  1.66835e-05  7.86086e-06   0.00587071   0.00061219  0.000400834      275.427
       13.921       851194       328602       815368       164081  1.30635e+06      46546.8      27245.9  4.59492e+09  1.71697e-05  1.06233e-05   1.6447e-05  7.74966e-06    0.0057789  0.000604228  0.000396168      269.794
      13.8009       986564       380798       944772       190158   1.5612e+06      55466.5      32475.8  5.38789e+09  1.69186e-05  1.04657e-05  1.62019e-05  7.63441e-06   0.00568432   0.00059594  0.000391275      264.186
      13.6808  1.14336e+06       441232  1.09461e+06       220364  1.86607e+06      66109.6      38716.5  6.31297e+09  1.66741e-05  1.03122e-05  1.59632e-05  7.52216e-06   0.00559223  0.000587866   0.00038651      258.599
      13.5607  1.32175e+06       509999  1.26503e+06       254722  2.22532e+06      78612.8      46046.8  7.38433e+09  1.63963e-05  1.01382e-05  1.56927e-05  7.39493e-06   0.00548893  0.000578584  0.000380936      253.041
      13.4407  1.52886e+06       589797  1.46282e+06       294609  2.65594e+06      93544.6      54808.3  8.64051e+09  1.61367e-05   9.9755e-06  1.54397e-05  7.27595e-06   0.00539203  0.000569921  0.000375755      247.505
      13.3206  1.76657e+06       681373  1.68976e+06       340383  3.16734e+06       111238      65193.8  1.01084e+10  1.58691e-05  9.80789e-06  1.51791e-05   7.1534e-06   0.00529259  0.000560964  0.000370372      241.999
      13.2005  2.04279e+06       787790  1.95338e+06       393570  3.78121e+06       132412      77622.6  1.18207e+10   1.5622e-05  9.65304e-06  1.49383e-05  7.04016e-06   0.00520054  0.000552739  0.000365457      236.515
      13.0804  2.35642e+06       908549  2.25259e+06       453954  4.50408e+06       157264      92220.3  1.37975e+10  1.53456e-05  9.48004e-06  1.46694e-05   6.9137e-06   0.00509883  0.000543444  0.000359818      231.066
      12.9603  2.71642e+06  1.04716e+06  2.59593e+06       523271  5.36301e+06       186723       109513   1.6101e+10  1.50685e-05  9.30673e-06  1.44001e-05  6.78701e-06   0.00499717  0.000534104  0.000354134      225.649
      12.8402  3.12018e+06  1.20262e+06  2.98086e+06       600987  6.36407e+06       220941       129628  1.87307e+10  1.47476e-05  9.10645e-06  1.40891e-05  6.64066e-06   0.00488096  0.000523183  0.000347388      220.265
      12.7202  3.59122e+06  1.38387e+06  3.42978e+06       691668  7.56984e+06       262032       153767  2.18102e+10  1.44671e-05  8.93114e-06  1.38167e-05  6.51254e-06   0.00477875  0.000513676  0.000341558      214.901
      12.6001  4.13531e+06  1.59325e+06  3.94814e+06       796356  9.01104e+06       310992       182549  2.54053e+10  1.42028e-05   8.7659e-06    1.356e-05  6.39176e-06   0.00468235  0.000504731  0.000336082      209.569
        12.48  4.75417e+06  1.83136e+06   4.5375e+06       915479  1.07122e+07       368624       216426  2.95946e+10  1.39252e-05  8.59247e-06  1.32906e-05  6.26502e-06   0.00458176  0.000495305  0.000330273      204.284
      12.3599  5.48337e+06  2.11174e+06  5.23171e+06  1.05574e+06  1.27804e+07       438536       257540  3.45306e+10  1.37016e-05  8.45236e-06  1.30727e-05  6.16257e-06   0.00449955  0.000487805  0.000325735      199.035
      12.2398  6.30656e+06  2.42834e+06  6.01507e+06  1.21419e+06  1.52088e+07       520327       305655  4.02667e+10  1.34477e-05  8.29362e-06  1.28261e-05  6.04655e-06   0.00440751  0.000479218  0.000320461       193.85
      12.1198  7.24341e+06   2.7885e+06  6.90624e+06  1.39435e+06  1.80788e+07       616725       362385  4.68013e+10  1.31846e-05  8.12932e-06  1.25709e-05  5.92648e-06   0.00431267  0.000470287  0.000314943      188.712
      11.9997  8.31136e+06  3.19885e+06   7.9217e+06  1.59985e+06  2.14755e+07       730543       429375  5.43771e+10  1.29184e-05  7.96309e-06  1.23128e-05  5.80501e-06   0.00421697  0.000461223  0.000309323      183.627
      11.8796  9.52329e+06  3.66471e+06  9.07359e+06  1.83285e+06  2.54824e+07       864340       508181  6.31552e+10  1.26439e-05  7.79181e-06  1.20468e-05  5.67987e-06   0.00411887  0.000451855  0.000303484      178.597
      11.7595  1.09045e+07  4.19519e+06  1.03858e+07  2.09853e+06  3.02263e+07  1.02237e+06       601251  7.32753e+10  1.23709e-05  7.62156e-06  1.17825e-05  5.55548e-06   0.00402167  0.000442523  0.000297651      173.619
      11.6394  1.25099e+07  4.81169e+06  1.19104e+07  2.40715e+06  3.59353e+07  1.21196e+06       712890  8.51388e+10  1.21311e-05  7.47177e-06  1.15498e-05  5.44601e-06   0.00393576  0.000434351  0.000292577      168.693
      11.5193  1.42955e+07  5.49759e+06  1.36054e+07   2.7505e+06  4.25673e+07   1.4314e+06       842288  9.86899e+10  1.18537e-05  7.29886e-06  1.12814e-05   5.3197e-06   0.00383771  0.000424812  0.000286568      163.835
      11.3993  1.63122e+07   6.2713e+06  1.55187e+07  3.13819e+06  5.03651e+07  1.68875e+06       993848  1.14003e+11  1.15697e-05  7.12196e-06  1.10069e-05  5.19049e-06   0.00373779  0.000415005  0.000280359      159.029
      11.2792  1.85398e+07   7.1262e+06  1.76311e+07  3.56632e+06  5.93707e+07   1.9849e+06  1.16852e+06  1.31462e+11   1.1252e-05   6.9244e-06  1.07005e-05  5.04624e-06   0.00362704  0.000403947  0.000273286      154.285
      11.1591  2.10754e+07  8.09915e+06  2.00343e+07  4.05363e+06  7.00204e+07   2.3342e+06  1.37438e+06  1.51439e+11  1.09491e-05  6.73595e-06  1.04082e-05  4.90862e-06   0.00352129  0.000393371  0.000266518      149.588
       11.039  2.38634e+07  9.16773e+06  2.26755e+07  4.58918e+06  8.22759e+07  2.73546e+06  1.61094e+06  1.74031e+11  1.06164e-05  6.52929e-06  1.00878e-05  4.75775e-06   0.00340605  0.000381719  0.000259008      144.948
      10.9189  2.71399e+07  1.04243e+07   2.5778e+07  5.21875e+06  9.71508e+07  3.22056e+06  1.89713e+06  2.00653e+11  1.03433e-05  6.35935e-06  9.82423e-06  4.63365e-06   0.00331077   0.00037221  0.000252929      140.356
      10.7988  3.08507e+07  1.18467e+07    2.929e+07   5.9313e+06  1.14702e+08  3.79118e+06  2.23399e+06  2.31203e+11  1.00761e-05  6.19312e-06  9.56637e-06  4.51226e-06   0.00321784   0.00036289  0.000246957      135.828
      10.6788  3.49995e+07  1.34356e+07  3.32146e+07   6.7285e+06  1.35207e+08  4.45619e+06  2.62626e+06  2.66385e+11  9.80034e-06  6.02171e-06  9.30056e-06  4.38711e-06   0.00312251  0.000353259  0.000240755      131.373
      10.5587  3.98168e+07  1.52819e+07  3.77698e+07  7.65339e+06  1.59893e+08  5.25445e+06   3.0973e+06  3.07253e+11  9.56258e-06  5.87372e-06  9.07095e-06  4.27903e-06   0.00303986  0.000344986  0.000235459      126.987
      10.4386  4.51401e+07  1.73199e+07  4.28005e+07  8.67596e+06  1.88496e+08  6.17706e+06  3.64172e+06  3.53712e+11  9.30205e-06  5.71183e-06  8.81992e-06  4.16084e-06   0.00295016  0.000335887  0.000229587      122.684
      10.3185  5.12919e+07  1.96745e+07  4.86116e+07  9.85649e+06  2.22827e+08  7.28044e+06  4.29328e+06  4.07482e+11  9.07304e-06  5.56937e-06  8.59892e-06   4.0568e-06   0.00287101  0.000327914  0.000224465      118.455
      10.1984  5.81606e+07  2.23049e+07  5.50962e+07  1.11754e+07  2.62969e+08  8.56731e+06  5.05348e+06  4.69075e+11  8.83503e-06  5.42145e-06  8.36954e-06  3.94881e-06   0.00278932  0.000319622  0.000219113      114.311
      10.0784  6.58641e+07  2.52507e+07  6.23649e+07  1.26534e+07  3.10078e+08  1.00735e+07  5.94242e+06  5.39781e+11  8.59592e-06  5.27291e-06  8.13923e-06  3.84037e-06   0.00270765   0.00031129  0.000213719      110.253
      9.95827  7.46483e+07  2.86104e+07  7.06487e+07  1.43394e+07  3.66099e+08  1.18582e+07  6.99735e+06  6.20583e+11  8.37371e-06   5.1348e-06  7.92506e-06  3.73954e-06   0.00263177  0.000303558  0.000208719      106.274
      9.83819  8.42397e+07  3.22797e+07   7.9688e+07  1.61797e+07  4.30523e+08  1.39066e+07   8.2064e+06  7.11753e+11  8.12583e-06  4.98105e-06  7.68678e-06  3.62732e-06   0.00254788  0.000294874  0.000203051      102.384
       9.7181  9.51768e+07  3.64568e+07  8.99901e+07  1.82786e+07   5.0711e+08  1.63333e+07  9.64064e+06  8.15454e+11  7.89835e-06  4.83986e-06  7.46793e-06  3.52427e-06   0.00247068  0.000286897  0.000197853      98.5691
      9.59802  1.07227e+08  4.10624e+07  1.01333e+08  2.05895e+07  5.95864e+08  1.91355e+07  1.12972e+07  9.32703e+11   7.6589e-06  4.69143e-06  7.23793e-06  3.41595e-06   0.00239001  0.000278469  0.000192327      94.8372
      9.47794  1.20419e+08  4.61026e+07  1.13742e+08  2.31198e+07  6.98248e+08  2.23596e+07   1.3204e+07  1.06536e+12  7.40676e-06  4.53529e-06  6.99608e-06  3.30202e-06    0.0023057  0.000269557  0.000186446      91.1869
      9.35786  1.35399e+08  5.18161e+07  1.27824e+08  2.59911e+07   8.1966e+08  2.61706e+07  1.54553e+07  1.21742e+12  7.17518e-06   4.3918e-06  6.77379e-06  3.19732e-06    0.0022283  0.000261377  0.000181051      87.6121
      9.23777  1.51961e+08  5.81408e+07  1.43383e+08  2.91667e+07  9.60894e+08  3.05927e+07  1.80697e+07   1.3898e+12  6.94154e-06  4.24711e-06  6.54968e-06  3.09175e-06   0.00215062  0.000253133  0.000175599      84.1184
      9.11769  1.70734e+08  6.53011e+07  1.61006e+08  3.27633e+07  1.12828e+09  3.58172e+07   2.1159e+07  1.58516e+12  6.72622e-06  4.11367e-06  6.34298e-06  2.99438e-06   0.00207903  0.000245546  0.000170587      80.7019
      8.99761  1.92133e+08  7.34542e+07  1.81082e+08  3.68675e+07  1.32764e+09  4.20218e+07   2.4829e+07  1.81709e+12  6.53152e-06  3.99289e-06  6.15583e-06  2.90624e-06   0.00201411  0.000238687  0.000166064       77.371
      8.87753  2.16623e+08  8.27976e+07  2.04042e+08  4.15551e+07  1.56587e+09  4.94172e+07  2.92026e+07  2.08171e+12  6.35785e-06  3.88501e-06  5.98861e-06  2.82749e-06   0.00195578   0.00023256  0.000162039      74.1287
