Pressure (atm),Temperature (K),B1_Frequencies_1_R1->P1,B1_Energy_1_R1->P1,B4_Energy_1_R1->P1,W1_Frequencies_1_R1->P1,B3_Frequencies_1_R1->P1,R1_Frequencies_1_R1->P1,B2_Frequencies_1_R1->P1,B4_SymmetryFactor_1_R1->P1,B1_SymmetryFactor_1_R1->P1,colrel_Sigmas_R1->P1,W3_SymmetryFactor_1_R1->P1,B3_SymmetryFactor_1_R1->P1,W3_Energy_1_R1->P1,P1_Frequencies_1_R1->P1,B2_SymmetryFactor_1_R1->P1,B4_Frequencies_1_R1->P1,W1_SymmetryFactor_1_R1->P1,colrel_PowerOne_R1->P1,colrel_FactorOne_R1->P1,R1_Energy_1_R1->P1,W3_Frequencies_1_R1->P1,P1_SymmetryFactor_1_R1->P1,colrel_Epsilons_R1->P1,B2_Energy_1_R1->P1,B3_Energy_1_R1->P1,R1_SymmetryFactor_1_R1->P1,W1_Energy_1_R1->P1,P1_Energy_1_R1->P1
0.2154,290.0,-0.003855391676804697,-0.00018141636003375343,-3.24985529916573e-06,3.1821298614320306e-06,-0.04569231023032475,0.08407094069575967,-0.0397624246819826,2.632474532793231e-05,-0.0009855458967332597,5.1719909522076886e-05,-2.775374824150555e-05,-0.5237995977564857,-3.461644509096196e-06,0.0,-0.4515878348750857,5.860629003919303e-05,-1.9226684813220103e-06,-1.9607110275351512e-07,7.253396279892256e-05,1.7352512906090602,-7.836795136722722e-05,0.0,1.244080687728112e-05,-0.766813240635775,-0.8932899292599669,1.0000082505956278,1.4850292194137457e-06,0.0
0.2154,300.0,-0.004143521611193982,-0.00020360051537785768,-2.0296866435910407e-06,2.9345075378053616e-06,-0.050335713538506,0.09394990082368715,-0.04532520563319375,0.00013139001571009805,-0.001066818093723007,4.7196578888046196e-05,-2.6320930534904938e-05,-0.5157559695503651,-3.424168192503361e-06,0.0,-0.45963739608821963,0.00024816201724582934,-2.0512619161360827e-06,7.882999053702135e-07,6.733813396504647e-05,1.6774009189255374,-7.863340278913724e-05,0.0,1.1406398681052475e-05,-0.755754746297483,-0.8513143712712922,1.000001365551932,1.4230321435407975e-06,0.0
0.2154,310.0,-0.004414614185174681,-0.00022298709356894213,-1.8546678121682264e-06,2.038620963155776e-06,-0.05503879755435685,0.1042729253040787,-0.05115423909890376,0.00018712432598997286,-0.0011434720354237345,4.312016781761422e-05,-2.5417533768970972e-05,-0.5081202398303586,-3.2523424237041178e-06,0.0,-0.46724972073015064,0.00035196715296708004,-1.7199528059423954e-06,1.5778996455578454e-06,6.227953478738033e-05,1.623283470744836,-7.864422627957995e-05,0.0,1.0284964885687396e-05,-0.7447044643260884,-0.8126601119464444,0.9999952432114297,1.0567041866611701e-06,0.0
0.2154,320.0,-0.004664169747788681,-0.00023864460441509272,-2.6584366276846637e-06,8.743808129311014e-07,-0.05978906206696442,0.11501877688214783,-0.057233240746938516,0.00019260823466954978,-0.001213281887572417,3.9728638999043806e-05,-2.479335056927534e-05,-0.5008613936900933,-3.014055870847834e-06,0.0,-0.4744518570649259,0.0003674414844395571,-1.1466851167608916e-06,2.381098329210614e-06,5.7780043465798146e-05,1.5725498682593944,-7.81100379085046e-05,0.0,9.189974955439436e-06,-0.7337059406315222,-0.7769600912143163,0.9999905235632284,5.615830276867855e-07,0.0
0.2154,330.0,-0.004894437863968449,-0.00025064036008180514,-4.1671056962559045e-06,-2.795744359217272e-07,-0.06458371823643196,0.12616552435379397,-0.06355926375915154,0.00015671861495606806,-0.0012763344909902743,3.709740475174345e-05,-2.4265307010697652e-05,-0.49395313059264545,-2.7623504161932117e-06,0.0,-0.48127528929093233,0.00030953397198676757,-5.087929330915127e-07,3.313741309454108e-06,5.404957686092095e-05,1.524892891978906,-7.693197150043652e-05,0.0,8.184311128882467e-06,-0.7227943067523253,-0.7439003499751202,0.9999874205122689,6.504775904769836e-08,0.0
0.2154,340.0,-0.005111399134811891,-0.00025960095425535884,-6.038834674008576e-06,-1.250613896752162e-06,-0.06942421654422468,0.13769088572373764,-0.07013564315495198,9.254364442286137e-05,-0.0013340593317264237,3.519349970647147e-05,-2.3719151260931136e-05,-0.4873722963166537,-2.5323797144698526e-06,0.0,-0.4877525511920092,0.00020089510610228986,7.289848485409726e-08,4.418010303291799e-06,5.1138001276620645e-05,1.4800411413098369,-7.51378780591919e-05,0.0,7.295822032372028e-06,-0.7119981900917852,-0.7132109976114306,0.9999858758897664,-3.547295898102789e-07,0.0
0.2154,350.0,-0.005322458095217884,-0.00026638780355756395,-7.952978960833355e-06,-1.954024403289203e-06,-0.07431266395650811,0.14957255994179058,-0.07696705561635135,1.3602309578101823e-05,-0.0013884777421397307,3.392158367635857e-05,-2.3097150643891383e-05,-0.4810978430522542,-2.3434480930142845e-06,0.0,-0.49391488618883517,6.517767813442165e-05,5.300336335954188e-07,5.685845705069976e-06,4.899031688462002e-05,1.437754025872149,-7.28279314185564e-05,0.0,6.530205587985453e-06,-0.7013409116514254,-0.6846585621234037,0.9999856802452686,-6.597909544171172e-07,0.0
0.2154,360.0,-0.0055349163447496515,-0.000271886452686015,-9.656444401725394e-06,-2.3687407439742556e-06,-0.07924984851027424,0.16178849408064624,-0.08405655963471877,-6.832714718142805e-05,-0.001441697196412005,3.3158053575278454e-05,-2.2382196755334143e-05,-0.47511021302523426,-2.202823346335492e-06,0.0,-0.49979089250165953,-7.684741642514554e-05,8.351271183145987e-07,7.079813624609555e-06,4.749288160082134e-05,1.397817572714026,-7.01346015059196e-05,0.0,5.880454375286014e-06,-0.690841307593651,-0.6580397200160002,0.9999865580589526,-8.409157044976241e-07,0.0
0.2154,370.0,-0.005755100291119264,-0.0002768867431540018,-1.0979751460239452e-05,-2.514700259267821e-06,-0.08423441321053565,0.17431707435984548,-0.09140415036588427,-0.00014418755253078005,-0.0014956130331430636,3.2773944445371335e-05,-2.1583156114188606e-05,-0.469391014282506,-2.1096431470454865e-06,0.0,-0.505405922755698,-0.00020907816450737817,9.8881927344628e-07,8.54904618228757e-06,4.6507456412343555e-05,1.3600408919092608,-6.719599157614e-05,0.0,5.333255674284023e-06,-0.6805143542953898,-0.6331762449701839,0.9999882227576794,-9.07130344227002e-07,0.0
0.2154,380.0,-0.005987967456643201,-0.0002820273278098936,-1.1834424681365985e-05,-2.4347292122868984e-06,-0.08926275370753807,0.18713724910968588,-0.09900633580642743,-0.00020784544526821934,-0.001551763069828333,3.2648846066308765e-05,-2.0723235177497632e-05,-0.46392287590471715,-2.058202504782757e-06,0.0,-0.5107819911008755,-0.000320490739562481,1.0088217228616616e-06,1.0040165122623576e-05,4.5893905927051646e-05,1.324253181090564,-6.413980759989732e-05,0.0,4.873048170118455e-06,-0.6703716867263526,-0.6099109667661514,0.999990408911855,-8.77440315805331e-07,0.0
0.2154,390.0,-0.00623702823642193,-0.00028778162058009044,-1.2200572549590495e-05,-2.181419054115627e-06,-0.09432931367782402,0.20022859878748744,-0.1068563273886807,-0.0002558453129707359,-0.001611284157651408,3.267827416289206e-05,-1.9831600504210973e-05,-0.45868940037412137,-2.040425792444176e-06,0.0,-0.5159379831619156,-0.0004047478084355414,9.214504809363368e-07,1.1504013464698337e-05,4.552382619165812e-05,1.2903011757248228,-6.107502510344941e-05,0.0,4.48441333249386e-06,-0.6604220518854846,-0.5881045380372588,0.9999928884920762,-7.74921722954261e-07,0.0
0.2154,400.0,-0.006504454488119458,-0.0002944678629839676,-1.2110657423240276e-05,-1.8083876377564155e-06,-0.09942705521433401,0.2135713686534665,-0.11494454946101544,-0.0002869478944446512,-0.0016749303071010124,3.277661016253043e-05,-1.8937837120701844e-05,-0.4536751591913615,-2.0475703441306753e-06,0.0,-0.520890019667019,-0.00045941514136003557,7.557076785407519e-07,1.2899245817033354e-05,4.5287561457725386e-05,1.2580469708012991,-5.808872998746924e-05,0.0,4.153349230771216e-06,-0.6506717150222492,-0.5676328341784681,0.9999954767164235,-6.228478941718765e-07,0.0
0.2154,410.0,-0.006791282962300879,-0.00030227130768644865,-1.1633114493546409e-05,-1.3649819483800571e-06,-0.10454796604617746,0.22714647736632562,-0.12325927172329967,-0.00030160210661773107,-0.0017431233721035895,3.2877247931082454e-05,-1.8068624117448793e-05,-0.44886569972828205,-2.0713016981624258e-06,0.0,-0.5256518746787706,-0.0004850513077829843,5.394944466664615e-07,1.4193747056906062e-05,4.5096746646124e-05,1.2273661536928102,-5.524618837545868e-05,0.0,3.867831646787933e-06,-0.6411248254370309,-0.5483848447443376,0.9999980315741912,-4.4238996992322195e-07,0.0
0.2154,420.0,-0.007097652710273308,-0.0003112707916032103,-1.0857788598398078e-05,-8.934840086113484e-07,-0.1096835266510976,0.24093551157524326,-0.13178724551218485,-0.000301437988906247,-0.0018160169660695375,3.293112966259609e-05,-1.7246016839884966e-05,-0.44424754648327114,-2.104297837064665e-06,0.0,-0.5302353881898271,-0.00048432631243051444,2.9744481018675073e-07,1.536466034522427e-05,4.488403857414206e-05,1.1981461988164686,-5.259274968877664e-05,0.0,3.6179452114315564e-06,-0.6317837443811232,-0.5302609455171806,1.0000004498664739,-2.5144675355756454e-07,0.0
0.2154,430.0,-0.007423039288864494,-0.0003214650966644989,-9.884039830424954e-06,-4.280247825520841e-07,-0.11482510112966196,0.2549207135413078,-0.14051427901399866,-0.0002888252973749343,-0.001893561667692626,3.290447719436186e-05,-1.648682071686518e-05,-0.4398081895941382,-2.1405234350004185e-06,0.0,-0.5346508403634735,-0.00046124975214964704,4.990850113470556e-08,1.6397603698268858e-05,4.460124141057169e-05,1.1702850833105292,-5.015663722665963e-05,0.0,3.3957735564642142e-06,-0.6226493364254599,-0.5131714663858513,1.000002661636907,-6.423359173573981e-08,0.0
0.2154,440.0,-0.0077664653228023215,-0.00033279663620542466,-8.81168733186326e-06,5.4109402325211455e-09,-0.11996424092513952,0.2690849663095927,-0.14942572212655703,-0.0002665150070181478,-0.0019755648065770443,3.277623982327336e-05,-1.58026582411777e-05,-0.43553605915605453,-2.1752873611235376e-06,0.0,-0.5389072728746512,-0.00042054064651243154,-1.873033357678654e-07,1.7285478708494684e-05,4.4216651597552294e-05,1.1436900898550006,-4.795202021189064e-05,0.0,3.1951698677072797e-06,-0.6137212257928462,-0.4970354908120267,1.000004624162058,1.0865297138573514e-07,0.0
0.2154,450.0,-0.008126678125478334,-0.0003451713876015244,-7.73458418988943e-06,3.88339185611224e-07,-0.12509290475886997,0.2834117790602638,-0.1585068535997707,-0.0002373647362729009,-0.0020617416128049255,3.253557517718013e-05,-1.5200438719734468e-05,-0.43142048689500995,-2.205168260581313e-06,0.0,-0.5430127540201032,-0.0003671421739053004,-4.027022268761764e-07,1.8027136867497084e-05,4.3712156762379124e-05,1.1182767683915777,-4.5982003864949635e-05,0.0,3.011482506160935e-06,-0.6049980196502505,-0.4817798385109051,1.0000063161828479,2.598988774402512e-07,0.0
0.2154,460.0,-0.008502292052518259,-0.0003584748318703266,-6.736439221879528e-06,7.088037582075205e-07,-0.13020360525493296,0.2978852739392599,-0.1677431754789604,-0.0002041404041882978,-0.002151756715485596,3.217953935423177e-05,-1.4683029586614485e-05,-0.42745165805570573,-2.2278683800911797e-06,0.0,-0.5469745906304055,-0.0003058688939623329,-5.886459255616763e-07,1.8626067142020084e-05,4.308041304166552e-05,1.0939680331184654,-4.4241339401110825e-05,0.0,2.841279164709484e-06,-0.5964775008396944,-0.4673381948887517,1.0000077327338655,3.850043084592317e-07,0.0
0.2154,470.0,-0.008891897311162814,-0.00037258413214453275,-5.8884463640770955e-06,9.602822901977719e-07,-0.13528949539073953,0.3124901747998926,-0.17712062603058562,-0.00016938255201855932,-0.0022452562677902736,3.171107027860672e-05,-1.4249996626786446e-05,-0.42362055667535214,-2.2420362597711433e-06,0.0,-0.5507994929849281,-0.00024116691579746064,-7.407442956113035e-07,1.9089197096490658e-05,4.2322280162969246e-05,1.070693374948763,-4.271876388892002e-05,0.0,2.682092859340361e-06,-0.5881567928473997,-0.4536503596213258,1.0000088807207006,4.817743606289472e-07,0.0
0.2154,480.0,-0.009294139039126471,-0.00038737701468271154,-5.2482963610544736e-06,1.1406004851741738e-06,-0.1403444080129428,0.3272117977629326,-0.18662572461218557,-0.00013532478788533725,-0.0023418916597076496,3.1137290175494144e-05,-1.3898330653685862e-05,-0.41991890719347624,-2.2470842706898185e-06,0.0,-0.5544937001035961,-0.0001769655151037855,-8.572397817344404e-07,1.9425852010280807e-05,4.144459771127769e-05,1.048388172779808,-4.139894704245543e-05,0.0,2.532200436072331e-06,-0.5800324999497755,-0.4406615932725629,1.0000097752702828,5.49824124001484e-07,0.0
0.2154,490.0,-0.009707771308608792,-0.0004027378999001697,-4.860194101713904e-06,1.2509290860898325e-06,-0.14536286042726823,0.34203604322396547,-0.19624566197569437,-0.00010385245691712647,-0.002441336074065611,3.0468118712529295e-05,-1.362311342002316e-05,-0.41633911488174513,-2.2430165006010365e-06,0.0,-0.5580630727935618,-0.00011659964468066176,-9.384182182315538e-07,1.964688589599784e-05,4.0458325448082964e-05,1.026993089544467,-4.026406122745179e-05,0.0,2.3904367256040316e-06,-0.5721008254591023,-0.4283220456437765,1.0000104368086655,5.901291215027646e-07,0.0
0.2154,500.0,-0.010131690799872663,-0.0004185618287528295,-4.755567067222534e-06,1.294901166810318e-06,-0.1503400342672044,0.35694938882238747,-0.2059683483264677,-7.649107403390764e-05,-0.0025432951995059323,2.971516970038883e-05,-1.3418099398063345e-05,-0.4128742070379509,-2.2302752768398236e-06,0.0,-0.5615131612092598,-6.278516342555407e-05,-9.86080364658511e-07,1.976397991150909e-05,3.9377034651407157e-05,1.0064535411992066,-3.9295011611281275e-05,0.0,2.256043202021887e-06,-0.5643576708631642,-0.4165862530735209,1.0000108887854622,6.046357123141111e-07,0.0
0.2154,510.0,-0.010564954557728691,-0.0004347566820673114,-4.954213713420175e-06,1.277863371448786e-06,-0.15527173891540821,0.371938882875447,-0.21578242976372067,-5.441577845696438e-05,-0.002647513339049293,2.889089574891384e-05,-1.3276205505207398e-05,-0.4095177763680992,-2.209609851270696e-06,0.0,-0.564849252784361,-1.7631533869099012e-05,-1.0030877053698012e-06,1.9789093540213108e-05,3.821571802171055e-05,0.9867192286248373,-3.847237223946882e-05,0.0,2.128547819909115e-06,-0.5567987184518957,-0.40541269452365825,1.0000111559508713,5.959356284587353e-07,0.0
0.2154,520.0,-0.011006785709121914,-0.0004512441224051694,-5.465698747031812e-06,1.2062599486823939e-06,-0.16015436493396126,0.38699213782954583,-0.2256772818971606,-3.8474789234362195e-05,-0.0027537760114041397,2.800794300159082e-05,-1.3189910367485513e-05,-0.4062639275251059,-2.181967768127072e-06,0.0,-0.5680764054198396,1.732030836200007e-05,-9.929853011902087e-07,1.973404917426148e-05,3.698987701171125e-05,0.9677437239372197,-3.777707548888294e-05,0.0,2.007671790600976e-06,-0.5494194997834796,-0.3947633982423171,1.0000112630909301,5.670025540108617e-07,0.0
0.2154,530.0,-0.01145657041441835,-0.0004679596148702767,-6.290852311165052e-06,1.0871399580019476e-06,-0.164984832368647,0.4020973233596476,-0.2356429876884662,-2.9221408858163343e-05,-0.0028619099756967592,2.7078679451290306e-05,-1.3151570106256886e-05,-0.40310722739824284,-2.148407665565712e-06,0.0,-0.5711994698790295,4.104450067458431e-05,-9.596980676052387e-07,1.9610229402661747e-05,3.571484335019658e-05,0.9494841039783914,-3.7190899866583844e-05,0.0,1.8932589005104086e-06,-0.5422154520867801,-0.3846035922732789,1.0000112341334781,5.209852005780865e-07,0.0
0.2154,540.0,-0.011913848727526157,-0.000484851813365904,-7.423271309848402e-06,9.27773771069543e-07,-0.16976053746590078,0.41724315883655544,-0.2456703050129059,-2.6950471896162474e-05,-0.0029717814432218496,2.6114863639155482e-05,-1.3153660355209346e-05,-0.40004265945439266,-2.1100313177108132e-06,0.0,-0.5742231045058046,5.2968459252666215e-05,-9.072933724909118e-07,1.9428366983223667e-05,3.44052933395462e-05,0.9319006248261396,-3.669679658710976e-05,0.0,1.7852232153935198e-06,-0.5351819644436174,-0.3749013932157674,1.0000110915474978,4.6104972764726137e-07,0.0
0.2154,550.0,-0.012378301492430677,-0.0005018815363770129,-8.850753876417289e-06,7.35363437941988e-07,-0.17447930027464925,0.43241890496894453,-0.2557506281161479,-3.173625197387377e-05,-0.003083293085388716,2.5127424690577907e-05,-1.3188955108055528e-05,-0.3970655822125699,-2.0679323247752385e-06,0.0,-0.5771517846683073,5.290804273252359e-05,-8.398012990471047e-07,1.9198409233792644e-05,3.307491737175919e-05,0.914956432056892,-3.6279089924186725e-05,0.0,1.6835114739222013e-06,-0.5283144153538636,-0.36562752852270414,1.0000108559698153,3.9026393156191215e-07,0.0
0.2154,560.0,-0.012849734925706405,-0.0005190205030334782,-1.0556623284417695e-05,5.168315891143792e-07,-0.17913931477327194,0.44761435450564524,-0.2658759460561087,-4.3469735273362635e-05,-0.0031963803115354025,2.412632897775692e-05,-1.3250652891317465e-05,-0.39417169177579914,-2.023158801445705e-06,0.0,-0.5799898087400068,4.100340718368619e-05,-7.610835779776334e-07,1.89294408389559e-05,3.173621184928328e-05,0.898617302251809,-3.592358084861675e-05,0.0,1.5880769857221351e-06,-0.5216082030650435,-0.35675508832604064,1.0000105460042623,3.1151587046297606e-07,0.0
0.2154,570.0,-0.013328064130908273,-0.0005362499561216201,-1.2520916570212234e-05,2.786745946981083e-07,-0.18373910253030784,0.4628198219504696,-0.27603880035094874,-6.189386701998154e-05,-0.003311007175541644,2.3120512843876516e-05,-1.3332459984180307e-05,-0.39135698823753834,-1.9766875460092106e-06,0.0,-0.5827413019534319,1.765806041085041e-05,-6.747425908314974e-07,1.862965144775806e-05,3.0400365652082618e-05,0.8828514118729407,-3.5617578273362505e-05,0.0,1.4988623824036962e-06,-0.5150587698489327,-0.348259303342277,1.0000101781485509,2.274602371418111e-07,0.0
0.2154,580.0,-0.013813296459227681,-0.0005535592632077127,-1.4721426957110739e-05,2.6867227677409446e-08,-0.18827747044072993,0.4780261322958834,-0.28623224337442676,-8.663590905145817e-05,-0.0034271621757412424,2.2117864584616345e-05,-1.3428639372808267e-05,-0.388617745712363,-1.929407423399041e-06,0.0,-0.5854102190857892,-1.65173125554475e-05,-5.840626289689645e-07,1.8306336741316872e-05,2.9077217998112037e-05,0.8676291301749265,-3.5349877589178875e-05,0.0,1.4157890439212468e-06,-0.5086616212313181,-0.34011734587351483,1.0000097668130967,1.404866029438482e-07,0.0
0.2154,590.0,-0.014305515364206796,-0.0005709445590628779,-1.7134598901645815e-05,-2.331922194256385e-07,-0.1927534727445239,0.4932246088234825,-0.29644979851869463,-0.0001172364413227793,-0.003544854136712915,2.112524218075931e-05,-1.3534032937264955e-05,-0.38595048570298857,-1.8821099774035187e-06,0.0,-0.5880003466444295,-6.07553787491858e-05,-4.919765509693625e-07,1.796592373877709e-05,2.7775268811703915e-05,0.8529228332741662,-3.511070217301099e-05,0.0,1.3387514593582841e-06,-0.5024123410270641,-0.33230815130354097,1.0000093244036363,5.270451120180641e-08,0.0
0.2154,600.0,-0.014804865188606615,-0.0005884074709954264,-1.9736281151937965e-05,-4.967057112966377e-07,-0.1971663773019211,0.5084070600496079,-0.30668542275323246,-0.00015317482543512851,-0.0036641083016050683,2.0148516066725145e-05,-1.3644063231413752e-05,-0.38335195349999224,-1.8354855917124222e-06,0.0,-0.5905153049987446,-0.00011417667385610487,-4.0105198992587173e-07,1.7614012947139787e-05,2.6501726461188432e-05,0.8387067368852126,-3.4891620135601346e-05,0.0,1.2676151418568457e-06,-0.496306602899338,-0.32481225781189926,1.0000088614458587,-3.4058769072312715e-08,0.0
0.2154,610.0,-0.015311537159360497,-0.0006059539523816103,-2.2502347381383403e-05,-7.594759015900997e-07,-0.20151563594563016,0.5235657659151394,-0.3169334719210147,-0.00019389114775814685,-0.00378496271746899,1.9192628584784482e-05,-1.3754720118411813e-05,-0.38081909731034796,-1.790123796144283e-06,0.0,-0.5929585507399684,-0.00017582809492373106,-3.134922214980096e-07,1.7255431538082713e-05,2.526258090519086e-05,0.8249567455643019,-3.468544577929827e-05,0.0,1.2022170225729797e-06,-0.49034017904748317,-0.31761166230435667,1.000008386735468,-1.1825125972766571e-07,0.0
0.2154,620.0,-0.015825756743887285,-0.0006235932376095067,-2.540919636394667e-05,-1.0178895469011846e-06,-0.2058008586349267,0.5386934633310796,-0.3271886689067822,-0.00023880479337323783,-0.003907464960989433,1.8261663687879828e-05,-1.3862536557334383e-05,-0.3783490498211997,-1.7465165756658583e-06,0.0,-0.5953333794297392,-0.00024471559867342806,-2.311476901286182e-07,1.6894293048827224e-05,2.4062692959552483e-05,0.8116503165818778,-3.4486132923243804e-05,0.0,1.142367502524595e-06,-0.4845089465304804,-0.3106896907949317,1.0000079075013013,-1.9858281895694926e-07,0.0
0.2154,630.0,-0.016347772430306128,-0.0006413369229457611,-2.8434144781732853e-05,-1.2688889901152673e-06,-0.21002179108373728,0.5537833311976263,-0.3374460746688814,-0.0002873298861830247,-0.004031669226055007,1.735892203064457e-05,-1.3964556994517544e-05,-0.37593911192232005,-1.7050637593532586e-06,0.0,-0.5976429288122855,-0.00031983148819772267,-1.5553496440919968e-07,1.6534060187925917e-05,2.290589258162566e-05,0.7987663367871225,-3.428866542412946e-05,0.0,1.087853538595339e-06,-0.47880889165015095,-0.30403088167972186,1.0000074295724353,-2.7400739931843403e-07,0.0
0.2154,640.0,-0.01687784592852705,-0.0006591981717374781,-3.155572598172638e-05,-1.5099357328194035e-06,-0.2141782955125889,0.5688289750153742,-0.3477010620302902,-0.00033888787810910334,-0.0041576337758688344,1.648699784163123e-05,-1.405830107393623e-05,-0.3735867383316526,-1.6660797684898067e-06,0.0,-0.5998901825055923,-0.00040017675948419014,-8.786056610472211e-08,1.6177608204050722e-05,2.1795080855593028e-05,0.786285011034421,-3.4088948747466016e-05,0.0,1.0384423031558694e-06,-0.473236112748303,-0.29762088052146135,1.0000069575428507,-3.4370271533503514e-07,0.0
0.2154,650.0,-0.017416243743700505,-0.0006771910382770629,-3.4753907621219844e-05,-1.7389692269158692e-06,-0.21827033417307432,0.5838244112044245,-0.3579492920641783,-0.00039291759154912387,-0.004285418749183868,1.5647854957730864e-05,-1.4141724792325264e-05,-0.37128952489116657,-1.6298011549538078e-06,0.0,-0.6020779741474099,-0.0004847790210648798,-2.904768249446106e-08,1.5827286982612932e-05,2.073233177287492e-05,0.7741877609195927,-3.388370528370695e-05,0.0,9.938850813765639e-07,-0.46778682171307007,-0.29144634512018674,1.000006494929245,-4.070486156497973e-07,0.0
0.2154,660.0,-0.017963230043163515,-0.0006953299020760162,-3.8010240376899006e-05,-1.9543632850111364e-06,-0.22229795530622495,0.5987640512415083,-0.3681866928750132,-0.00044888302206035546,-0.004415084301500613,1.4842900191153359e-05,-1.4213180706656235e-05,-0.36904519732349533,-1.5963945044041131e-06,0.0,-0.6042089919472883,-0.000572706508975973,2.023576435332772e-08,1.5484980584329145e-05,1.9718991038341693e-05,0.7624571327270213,-3.367037523235878e-05,0.0,9.53921170448533e-07,-0.46245734444018544,-0.2854948597828615,1.0000060443191074,-4.636051293414211e-07,0.0
0.2154,670.0,-0.0185190607193813,-0.0007136290028329236,-4.130794889770551e-05,-2.154881902266816e-06,-0.22626128121763275,0.6136426857176427,-0.3784094405605593,-0.0005062791985693588,-0.0045466890566150525,1.4073052792262314e-05,-1.4271378402172328e-05,-0.3668516012625827,-1.565964381633838e-06,0.0,-0.6062857835819507,-0.0006630787056568216,5.9548825841625595e-08,1.515216337358775e-05,1.8755770000014063e-05,0.7510767136213171,-3.344702418467834e-05,0.0,9.182816184819704e-07,-0.4572441204534013,-0.2797548578259456,1.0000056075073624,-5.130908917144277e-07,0.0
0.2154,680.0,-0.01908397854147974,-0.0007321020657295576,-4.4631975077912226e-05,-2.3396358088408944e-06,-0.2301604981785517,0.6284554684100663,-0.38861394213741357,-0.0005646363807544809,-0.004680288840914394,1.333880923629363e-05,-1.4315346096085934e-05,-0.3647066933931049,-1.5385610870767996e-06,0.0,-0.6083107613651283,-0.0007550740433201015,8.864984877022114e-08,1.482995221747555e-05,1.784283348838918e-05,0.7400310552318008,-3.3212258017167534e-05,0.0,8.866926962043157e-07,-0.4521437018535134,-0.27421555145185494,1.0000051856207326,-5.553624448678203e-07,0.0
0.2154,690.0,-0.019658209284251462,-0.0007507620066077621,-4.796898258784312e-05,-2.508040683669344e-06,-0.23399584789079872,0.6431979004527437,-0.3987968202187938,-0.0006235228508990231,-0.004815935671613762,1.2640302919162465e-05,-1.4344393986925609e-05,-0.3626085335534625,-1.5141880617040255e-06,0.0,-0.6102862076221448,-0.0008479351355208903,1.0746998988234667e-07,1.4519154484736021e-05,1.6979880861085954e-05,0.729305603877688,-3.296514535167195e-05,0.0,8.588790427026076e-07,-0.4471527517363928,-0.26886686823485023,1.0000047792295996,-5.903947467249488e-07,0.0
0.2154,700.0,-0.0202419587245017,-0.0007696207068908944,-5.130733048430271e-05,-2.659777661345247e-06,-0.23776762028224321,0.657865814680087,-0.4089548992449467,-0.000682546532842354,-0.004953676970244166,1.1977358578865906e-05,-1.4358079761130362e-05,-0.36055527767543055,-1.4928088327124235e-06,0.0,-0.6122142802022197,-0.000940971939347049,1.1608831859957005e-07,1.4220311759670718e-05,1.6166219923993402e-05,0.7188866367684208,-3.27051475375492e-05,0.0,8.345664501057023e-07,-0.44226804219617905,-0.2636993935356542,1.0000043884475838,-6.182630951511377e-07,0.0
0.2154,800.0,-0.02663115533440199,-0.0009708125395510501,-8.327395073956589e-05,-3.31518102794219e-06,-0.27207706211404037,0.7997370214360379,-0.508595730164975,-0.0012218563228493223,-0.006452690738334674,7.128703229421486e-06,-1.3672929680636645e-05,-0.3421444089329832,-1.4183020084735883e-06,0.0,-0.6292862788771171,-0.0017769154150801673,-2.7600764531811167e-07,1.188609050268765e-05,1.042232451351162e-05,0.6290248631541664,-2.9452487367663633e-05,0.0,7.283264027365482e-07,-0.3986268080612734,-0.22029842983064832,1.0000011831121103,-5.626620733357504e-07,0.0
0.2154,900.0,-0.03402294950965967,-0.0011953450216984484,-0.00011203858683705113,-2.865734145635849e-06,-0.3005543275804069,0.931490566196334,-0.603398571252743,-0.0016027643564438339,-0.008171797648168319,4.69151777279676e-06,-1.1871508785976283e-05,-0.3267248393011304,-1.4867344067291537e-06,0.0,-0.643275937731409,-0.002318932245335721,-1.154299087645465e-06,1.044766012478997e-05,7.744980898988464e-06,0.559133992232046,-2.5554671206840975e-05,0.0,7.338999248100795e-07,-0.3627637938607034,-0.18801682105096393,0.9999985169859053,-1.6196752006249162e-07,0.0
0.2154,1000.0,-0.04228240277352221,-0.0014371232715957515,-0.00014089438037123033,-2.002257838397765e-06,-0.3238131406867593,1.052400980893208,-0.692271494829124,-0.0018751535658362137,-0.010078054520786865,3.561912974392763e-06,-9.597494970563683e-06,-0.3134125137952057,-1.5651220585633155e-06,0.0,-0.6550589182546931,-0.002646109825251914,-2.0420126061392025e-06,9.424424928909869e-06,6.5498400036367e-06,0.503221070303576,-2.1771668206133294e-05,0.0,7.37181056056639e-07,-0.3328205828585158,-0.1631575677592705,0.9999956567659599,2.68485254088892e-07,0.0
0.2154,1100.0,-0.051189457997662044,-0.0016867556069278156,-0.0001741964553362653,-1.1602730621965856e-06,-0.3425144427281547,1.1627010335000747,-0.7748155748468599,-0.0021519440571738445,-0.012119299072534012,3.0245222856628883e-06,-7.316304537175018e-06,-0.3016350374394654,-1.5860927530750725e-06,0.0,-0.6651552167188932,-0.0029527360126735767,-2.688856647854438e-06,8.517415191647357e-06,5.891639454683565e-06,0.45747303196626476,-1.8507980369333658e-05,0.0,6.998665914925976e-07,-0.3074661144961231,-0.1434862748656727,0.9999924613812311,5.708060682018127e-07,0.0
