Pressure (atm),Temperature (K),W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
1.0,296.0,1.6999986268266152,1.6053386067045086,1.699483444718391,0.06204688828428015,0.11427125609784253,0.042716479655445116
1.0,370.0,1.3585925096660931,1.2465613772632014,1.3582126360988427,0.04546548599918657,0.07058140929382975,0.01632360663055723
1.0,407.0,1.2294856052805194,1.1145725908349355,1.2333814203809415,0.038682520681334445,0.043011977747970935,0.008844198639572974
1.0,474.0,1.0293828499310274,0.9267216198857087,1.0555804792699217,0.028276754540569875,0.014525443149888639,0.00255270492844381
1.0,513.0,0.9298906797095099,0.8394236229477396,0.972506895867402,0.023386952969855667,0.00665582231594742,0.001149323720329989
1.0,539.0,0.8696944917268308,0.788073822726811,0.923394916026848,0.02057295043790912,0.003502590649075885,0.0006638563904622688
1.0,577.0,0.7896393444494968,0.7211579723417518,0.8590295623071511,0.017034708448176845,0.0008055468655201042,0.00031510402267881415
1.0,700.0,0.5827061350893463,0.5534595892316014,0.6952181918718386,0.00920742294933813,-0.0009891961329658978,0.0002124265188729489
1.0,810.0,0.4465276495422678,0.44601230286088744,0.5877153789329116,0.005289404362189202,-0.000339948708596468,0.0002499615300471141
1.0,906.0,0.3530270453925359,0.37335635194885564,0.5135751285165081,0.003234142317002374,0.00014312985158201829,0.0001915117494048103
1.0,1050.0,0.2429724490744712,0.2891588105604015,0.42593376287002005,0.0014985671380268093,0.00038808025109602403,3.8191875022257804e-05
1.0,1200.0,0.15467028581176892,0.22291829578633185,0.3555042235558367,0.0006279845442327354,0.0002784879467667775,-8.473292065492002e-05
1.0,1350.0,0.08460639930418593,0.17143294051633817,0.2997578826836887,0.00024443601016740414,6.973756422611155e-05,-0.00011290499406805491
1.0,1525.0,0.018933181232821537,0.12423152973004757,0.2478069376443722,0.00010547144388414275,-0.0001131714808010714,-2.0960581411554836e-05
1.0,1700.0,-0.03434521085399163,0.0868153444994476,0.20601047321854501,0.00012888865747514387,-0.00015944936657162062,0.0001809258966584139
