Pressure (atm),Temperature (K),W2_Frequencies_1_W2->P1,W2_Frequencies_1_W2->P2,W2_Energy_1_W2->P1,W2_Energy_1_W2->P2,W1_Frequencies_1_W2->P1,W1_Frequencies_1_W2->P2,B1_Energy_1_W2->P1,B1_Energy_1_W2->P2,B3_Frequencies_1_W2->P1,B3_Frequencies_1_W2->P2,B2_Frequencies_1_W2->P1,B2_Frequencies_1_W2->P2,B1_SymmetryFactor_1_W2->P1,B1_SymmetryFactor_1_W2->P2,P2_SymmetryFactor_1_W2->P1,P2_SymmetryFactor_1_W2->P2,W3_SymmetryFactor_1_W2->P1,W3_SymmetryFactor_1_W2->P2,B2_ImaginaryFrequency_1_W2->P1,B2_ImaginaryFrequency_1_W2->P2,B3_SymmetryFactor_1_W2->P1,B3_SymmetryFactor_1_W2->P2,W3_Energy_1_W2->P1,W3_Energy_1_W2->P2,P1_Frequencies_1_W2->P1,P1_Frequencies_1_W2->P2,B2_SymmetryFactor_1_W2->P1,B2_SymmetryFactor_1_W2->P2,P2_Frequencies_1_W2->P1,P2_Frequencies_1_W2->P2,B1_Frequencies_1_W2->P1,B1_Frequencies_1_W2->P2,W1_SymmetryFactor_1_W2->P1,W1_SymmetryFactor_1_W2->P2,P2_Energy_1_W2->P1,P2_Energy_1_W2->P2,B3_ImaginaryFrequency_1_W2->P1,B3_ImaginaryFrequency_1_W2->P2,W3_Frequencies_1_W2->P1,W3_Frequencies_1_W2->P2,P1_SymmetryFactor_1_W2->P1,P1_SymmetryFactor_1_W2->P2,W1_Energy_1_W2->P1,W1_Energy_1_W2->P2,B3_Energy_1_W2->P1,B3_Energy_1_W2->P2,B2_Energy_1_W2->P1,B2_Energy_1_W2->P2,W2_SymmetryFactor_1_W2->P1,W2_SymmetryFactor_1_W2->P2,P1_Energy_1_W2->P1,P1_Energy_1_W2->P2
0.1,200.0,4.416360805095858,35.151821086458085,-0.20560375454077118,4.643634231331283,-1.5509093240518643,-1.7075929467341533,8.363592791235373,2.2133005600102007,0.5190752619337173,0.8830156531042763,-4.076908721209384,26.88169745368697,-0.07473814786962928,1.2599739317043985,0.0,0.0,-0.5491700186104047,-3.347927276638049,1.0722854001046322,-3.8202643798612983,1.0877955828230759,0.1511942391308977,0.17406054788836794,27.748084075098237,0.0,0.0,-0.8622301921051138,8.852171965428179,0.0,0.0,0.00986221330743749,6.94472294516884,0.06590098457922491,5.896111825236578,0.0,0.0,-12.476165464585572,-1.4224158245941394,-1.207268993852367,6.159684673050852,0.0,0.0,-5.181250452165338,7.795252954843216,-6.869400719731985,3.868791968002235,-0.27245779234923806,-5.830098789377705,-3.1627865876013943,32.269580870089065,0.0,0.0
0.1,210.0,-0.10109253707961087,1.8364901120612327,0.5336143864692684,3.099084707445479,2.0929463579625343,9.825586807754206,5.5446840754080124,8.68632908463687,0.19984241151755575,-1.0490315337803737,-0.7521690910295751,5.938453247351711,0.7600566486422454,-0.8729616538220808,0.0,0.0,0.6306109710933875,-0.8713874395517217,0.762141006721467,3.9587499413054785,0.6231040193517406,-0.3307282415424876,0.16934057645068346,5.909759659300168,0.0,0.0,0.040449973283091724,1.8776861631192763,0.0,0.0,0.07968953446161742,1.662234555449124,-0.6208467240606056,1.4448400852282215,0.0,0.0,-10.68743412195957,17.42307614386113,-0.1819645861574806,0.022034485828007166,0.0,0.0,-0.7435048749443356,-4.332100353278596,-2.755026373999575,-0.1633097477413328,0.046164443006612516,-8.463029118267773,-1.1139252984485801,8.255788824736104,0.0,0.0
0.1,220.0,2.682615250851997,-6.213241246793256,0.3869279726694211,2.4478113569812687,3.1732769115918176,7.200223144568906,7.862250547640645,5.950464037564196,0.30657458729133014,-1.4689796172110032,-0.8497521634933471,-1.3903441323229457,0.5785164495192351,-1.3130536666153283,0.0,0.0,0.5573711211411119,0.022930618113917504,0.9940032297102341,3.0922420337899,0.7408780337854022,-0.6329518845709898,0.14402133025426408,-1.5274373572667337,0.0,0.0,0.22555926603458804,-0.4856704540789829,0.0,0.0,0.07986208741963367,-0.14277968765781035,-0.523424787471107,-0.14787096968268937,0.0,0.0,-9.325231008666938,16.3370106572144,-0.21793401059619627,-2.0240766933311116,0.0,0.0,-2.895454247310695,-4.92757279184115,-2.7756737049699596,-1.7076150558680245,-0.10590954729981299,-5.678068505044373,0.15516136123056024,-0.20775031575965236,0.0,0.0
0.1,230.0,7.056513473626521,-4.955247880089513,0.02581426739037545,2.1811684368738393,3.270073605231054,1.4951492841375373,11.373046900078268,1.39005867436236,0.497347582583879,-1.3089855630514318,-1.915796592490313,-2.9027412708198406,0.15528017593042565,-1.095320279302226,0.0,0.0,0.15639495050699062,0.24063214842272906,1.2321194359511627,0.2847920142900128,0.9855864333075282,-0.805145860296419,0.12041179332671106,-2.8873634074206556,0.0,0.0,0.1053174080615841,-0.9161085740270419,0.0,0.0,0.05033940922394096,-0.49871993381056823,-0.23891180832991762,-0.5110066430117581,0.0,0.0,-8.447446620392087,10.130904552357464,-0.5461024902666888,-2.3911156305270858,0.0,0.0,-6.2314853331761,-2.113898913526235,-3.7642430863903895,-1.9401986891590188,-0.3533867553805711,-2.031982089665286,0.926698621986186,-2.038858402310739,0.0,0.0
0.1,240.0,10.79785018996365,-1.3723092125446936,-0.2882316488580684,2.0654875901000964,3.0747600809335025,-3.1918945986154346,14.517178747994686,-2.2755331744831646,0.6579424332856628,-0.9910535144144504,-2.9455867216315452,-2.2597136705451124,-0.20986582014908134,-0.6936779854528764,0.0,0.0,-0.21192144189678946,0.20489225720105902,1.3368711931142734,-2.0162073237739206,1.1978393753429302,-0.8900032909857161,0.10500059542691556,-2.0525876624851134,0.0,0.0,-0.09941605469273547,-0.6566385246853839,0.0,0.0,0.013475693197440906,-0.3414513530968802,0.007054269093681077,-0.41152491167426336,0.0,0.0,-7.990527545560886,4.518027534031896,-0.8601574970695564,-2.182250173175449,0.0,0.0,-8.731403154613753,0.8233478022478484,-4.528982975052998,-1.5769295585467142,-0.5520397824601027,0.8204596588697526,1.3725824042242134,-1.4128396022602288,0.0,0.0
0.1,250.0,13.26209076177702,1.7905650490479665,-0.4782373601576926,1.9987729070466242,2.862221856307371,-5.801850797944229,16.817402253745094,-4.3642867431437375,0.7663509329630037,-0.6904555506916684,-3.6046267139448394,-1.092793863638871,-0.4301945746060997,-0.3085569300420611,0.0,0.0,-0.4393670689740947,0.1033820463345154,1.3159152219857797,-3.1926902096649643,1.3413658486005766,-0.9199641779173313,0.09794287914559244,-0.7353143789556754,0.0,0.0,-0.27953262223778375,-0.2514046213486124,0.0,0.0,-0.019351972190165295,-0.07719864456768194,0.1520062903337096,-0.19286861724513835,0.0,0.0,-7.858843787728656,1.1762055316777076,-1.0632126491835285,-1.8694323958783252,0.0,0.0,-9.884391232079684,2.797403869478116,-4.748346474422651,-1.029048157362482,-0.6619016338433117,2.4942305777288105,1.6013859973429245,-0.1842035485991342,0.0,0.0
0.1,260.0,14.469094505921978,3.7158303729152573,-0.5444220286687828,1.9406906554269907,2.7192311743660174,-6.481992400027171,18.256850541495325,-5.005176662100025,0.8329372717167124,-0.4664384398294008,-3.8510741890867664,-0.055948587441983555,-0.5076290054159056,-0.010382241080586599,0.0,0.0,-0.5223009889058913,0.010994154186815694,1.2186309952201602,-3.3390642088898037,1.425324833359939,-0.918008034762006,0.09728377880194179,0.39203806042446043,0.0,0.0,-0.38931656203899406,0.08868351569658109,0.0,0.0,-0.043296932509508786,0.13886501490141195,0.19935185891152346,0.005972102260864141,0.0,0.0,-7.960396233940848,0.1263301627887044,-1.1470730202751185,-1.6277564099175963,0.0,0.0,-9.797180853927395,3.661540666268532,-4.452486579781887,-0.5147646306306463,-0.6866117635220911,3.108897804225359,1.6839759246679236,0.9071049849484094,0.0,0.0
0.1,270.0,14.675353131962918,4.398704013554124,-0.5142603354927872,1.8785623016266688,2.65370013864234,-5.760181153841515,18.987270121632086,-4.582920990409425,0.875349749921682,-0.3266963990671072,-3.7557914748119123,0.6506056961278298,-0.4750101956216833,0.18915852830630459,0.0,0.0,-0.49364860019194184,-0.04934179720137067,1.0948969348505158,-2.7656523647712943,1.470907893639563,-0.8995932547479233,0.10073728381880254,1.1356523908106586,0.0,0.0,-0.4175266848268524,0.30505146667492145,0.0,0.0,-0.05719486032653168,0.26535215169174625,0.17419308490880378,0.14123383229748182,0.0,0.0,-8.21876358489211,0.821263021922054,-1.135907700750115,-1.4994075183643973,0.0,0.0,-8.78098546618138,3.620305145058148,-3.7867502705772402,-0.13470657215886747,-0.6450539166791014,2.9406424475686292,1.6679304929895793,1.636450181762912,0.0,0.0
0.1,280.0,14.182808046641338,4.122758558962942,-0.42034368649399356,1.8111144856188082,2.645557550921941,-4.195798715159982,19.197969168392053,-3.501898413075402,0.9091066185219238,-0.2586228570314492,-3.419682054977187,1.0224722152510233,-0.3706106690438679,0.3022423186987951,0.0,0.0,-0.39312422183110307,-0.07689306698858021,0.9819033687086134,-1.7929360825665233,1.4982288752736037,-0.8746287814844101,0.10634928126919162,1.5052106040762052,0.0,0.0,-0.3704038887674926,0.40315609632882093,0.0,0.0,-0.06180344941270377,0.3080193183978649,0.104410118656019,0.2105032004171718,0.0,0.0,-8.57501077905415,2.6183302032875098,-1.0611223866239248,-1.472730500990712,0.0,0.0,-7.170356101400876,2.9654615588852424,-2.909937364210034,0.0789816579765534,-0.5587153253780451,2.273694697581305,1.5859316770659875,2.0002929756660044,0.0,0.0
0.1,290.0,13.261346151208052,3.2254129422537297,-0.2915170979261623,1.740966171446465,2.669217563491586,-2.2517717205020578,19.061989829489423,-2.0988789651093387,0.9449785731663031,-0.24392142665715863,-2.9384812444280914,1.127177911478482,-0.2280147871417154,0.34837899967931224,0.0,0.0,-0.2555233461808407,-0.07893668642385249,0.9024487064643979,-0.6789325899181164,1.522210769456089,-0.8491178025587406,0.11267062913064908,1.5826126074603697,0.0,0.0,-0.26191441399405674,0.41059594992142495,0.0,0.0,-0.058751360715368704,0.2883945328621528,0.013536363684800734,0.226771436999163,0.0,0.0,-8.985780478214966,4.962125663125528,-0.9511495703030428,-1.5190861680567658,0.0,0.0,-5.25263447284698,1.9673813364767507,-1.9557958027867581,0.13163037599428995,-0.44659927578682185,1.345264938518045,1.460819348534091,2.075410976656585,0.0,0.0
