Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  1.46207e-12          ***
  400  2.19196e-12          ***
  500  2.96686e-12          ***
  650  4.21399e-12          ***
  800   5.5833e-12          ***
 1000  7.65404e-12          ***
 1250  1.06343e-11          ***
 1500  1.39729e-11          ***
 1750  1.76425e-11          ***
 2000  2.16647e-11          ***
 2250  2.60549e-11          ***
 2500  3.07991e-11          ***
