Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  3.23914e-11          ***
  400  3.22497e-11          ***
  500  3.25036e-11          ***
  650   3.3223e-11          ***
  800  3.42704e-11          ***
 1000  3.61678e-11          ***
 1250   3.9195e-11          ***
 1500  4.28406e-11          ***
 1750  4.70631e-11          ***
 2000  5.17428e-11          ***
 2250  5.67466e-11          ***
 2500  6.20133e-11          ***
