Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  5.84791e-11          ***
  400  5.44117e-11          ***
  500   5.2745e-11          ***
  650  5.21997e-11          ***
  800  5.28903e-11          ***
 1000  5.47168e-11          ***
 1250  5.77973e-11          ***
 1500  6.15173e-11          ***
 1750    6.573e-11          ***
 2000  7.03239e-11          ***
 2250  7.52103e-11          ***
 2500  8.03335e-11          ***
