Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  6.57443e-11          ***
  400  6.82757e-11          ***
  500  7.62651e-11          ***
  650  9.29268e-11          ***
  800  1.13024e-10          ***
 1000  1.43684e-10          ***
 1250   1.8705e-10          ***
 1500  2.35229e-10          ***
 1750  2.87694e-10          ***
 2000  3.44075e-10          ***
 2250   4.0409e-10          ***
 2500  4.67514e-10          ***
