Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  2.26704e-11          ***
  400  2.26646e-11          ***
  500  2.33968e-11          ***
  650  2.50945e-11          ***
  800  2.71918e-11          ***
 1000  3.04127e-11          ***
 1250  3.49149e-11          ***
 1500  3.98705e-11          ***
 1750  4.52788e-11          ***
 2000  5.10657e-11          ***
 2250  5.71317e-11          ***
 2500  6.34245e-11          ***
