Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  1.18696e-15          ***
  400  8.43098e-15          ***
  500  2.88767e-14          ***
  650  9.71168e-14          ***
  800  2.22968e-13          ***
 1000  4.99672e-13          ***
 1250  1.05239e-12          ***
 1500  1.86829e-12          ***
 1750  2.97166e-12          ***
 2000  4.37293e-12          ***
 2250  6.07055e-12          ***
 2500  8.05705e-12          ***
