Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  4.58921e-11          ***
  400  4.57018e-11          ***
  500  4.58445e-11          ***
  650  4.64139e-11          ***
  800  4.77486e-11          ***
 1000  5.05525e-11          ***
 1250   5.4921e-11          ***
 1500  5.97507e-11          ***
 1750  6.49108e-11          ***
 2000  7.03496e-11          ***
 2250  7.60443e-11          ***
 2500  8.20131e-11          ***
