Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  5.02411e-11          ***
  400  4.88758e-11          ***
  500  4.88647e-11          ***
  650  5.00324e-11          ***
  800   5.1898e-11          ***
 1000  5.49212e-11          ***
 1250  5.93516e-11          ***
 1500   6.4381e-11          ***
 1750   6.9909e-11          ***
 2000  7.58953e-11          ***
 2250  8.22744e-11          ***
 2500  8.89572e-11          ***
