Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  1.03466e-11          ***
  400  1.12873e-11          ***
  500  1.23845e-11          ***
  650  1.41667e-11          ***
  800  1.60686e-11          ***
 1000  1.87898e-11          ***
 1250  2.25066e-11          ***
 1500  2.65295e-11          ***
 1750  3.08362e-11          ***
 2000  3.54489e-11          ***
 2250  4.03675e-11          ***
 2500  4.55538e-11          ***
