Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  6.54518e-11          ***
  400  6.14886e-11          ***
  500  6.00447e-11          ***
  650  5.99675e-11          ***
  800   6.1136e-11          ***
 1000  6.35732e-11          ***
 1250  6.74655e-11          ***
 1500  7.20684e-11          ***
 1750  7.72161e-11          ***
 2000  8.27767e-11          ***
 2250  8.86425e-11          ***
 2500   9.4747e-11          ***
