Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  3.02917e-11          ***
  400  3.03581e-11          ***
  500  3.11458e-11          ***
  650  3.28829e-11          ***
  800  3.49758e-11          ***
 1000  3.81628e-11          ***
 1250  4.26371e-11          ***
 1500   4.7544e-11          ***
 1750  5.28073e-11          ***
 2000  5.83455e-11          ***
 2250  6.41179e-11          ***
 2500  7.01292e-11          ***
