Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300   1.5891e-15          ***
  400  9.98984e-15          ***
  500   3.1782e-14          ***
  650  1.00733e-13          ***
  800  2.24771e-13          ***
 1000  4.94285e-13          ***
 1250  1.02633e-12          ***
 1500  1.79518e-12          ***
 1750  2.80511e-12          ***
 2000  4.05524e-12          ***
 2250   5.5473e-12          ***
 2500  7.28479e-12          ***
