Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  3.45842e-11          ***
  400  3.39442e-11          ***
  500  3.43111e-11          ***
  650  3.57301e-11          ***
  800  3.77469e-11          ***
 1000  4.10268e-11          ***
 1250  4.57654e-11          ***
 1500   5.0985e-11          ***
 1750  5.66328e-11          ***
 2000   6.2693e-11          ***
 2250  6.90921e-11          ***
 2500  7.57461e-11          ***
