Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  4.71111e-11          ***
  400  4.54029e-11          ***
  500  4.50795e-11          ***
  650  4.57418e-11          ***
  800  4.72076e-11          ***
 1000  4.99624e-11          ***
 1250  5.42697e-11          ***
 1500  5.92114e-11          ***
 1750  6.46516e-11          ***
 2000   7.0531e-11          ***
 2250  7.67628e-11          ***
 2500   8.3266e-11          ***
