Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  8.19721e-12          ***
  400  9.14071e-12          ***
  500  1.02305e-11          ***
  650  1.20234e-11          ***
  800  1.39558e-11          ***
 1000  1.67307e-11          ***
 1250  2.05716e-11          ***
 1500  2.48064e-11          ***
 1750  2.93491e-11          ***
 2000  3.41714e-11          ***
 2250  3.92956e-11          ***
 2500  4.47435e-11          ***
