Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  300  2.63564e-11          ***
  400  2.63724e-11          ***
  500  2.71221e-11          ***
  650  2.88525e-11          ***
  800  3.09884e-11          ***
 1000  3.42704e-11          ***
 1250  3.88675e-11          ***
 1500  4.39038e-11          ***
 1750  4.93728e-11          ***
 2000  5.52187e-11          ***
 2250  6.13492e-11          ***
 2500  6.77084e-11          ***
