Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  2.13907e-14  4.61167e-33
  210  2.50273e-14  3.75946e-32
  220  2.87506e-14  2.51678e-31
  230  3.33646e-14  1.45726e-30
  240  3.86447e-14  7.35239e-30
  250  4.47486e-14  3.29113e-29
  260  5.16803e-14  1.32212e-28
  270   5.9596e-14  4.82856e-28
  280  6.86519e-14   1.6202e-27
  290  7.88304e-14  5.02769e-27
  300  9.02882e-14  1.45473e-26
  310  1.03179e-13  3.95175e-26
  320   1.1765e-13  1.01369e-25
  330  1.33898e-13  2.46869e-25
  340  1.51863e-13  5.72417e-25
  350  1.71624e-13  1.26857e-24
  360  1.93441e-13  2.69891e-24
  370  2.17675e-13  5.53527e-24
  380   2.4402e-13  1.09508e-23
  390  2.73108e-13  2.09957e-23
  400   3.0464e-13  3.90326e-23
  410  3.39449e-13  7.06662e-23
  420  3.77021e-13  1.24551e-22
  430  4.16983e-13  2.13858e-22
  440   4.6067e-13  3.59379e-22
  450  5.07874e-13  5.91301e-22
  460   5.5881e-13  9.53867e-22
  470  6.13332e-13  1.50963e-21
  480  6.71608e-13  2.34684e-21
  490  7.34131e-13  3.58915e-21
  500   8.0111e-13  5.40518e-21
  510  8.72444e-13  8.01969e-21
  520  9.48015e-13  1.17292e-20
  530  1.02831e-12  1.69297e-20
  540  1.11375e-12   2.4138e-20
  550  1.20462e-12  3.40194e-20
  560  1.30007e-12  4.73837e-20
  570  1.40131e-12  6.53164e-20
  580  1.50805e-12  8.91215e-20
  590  1.62091e-12  1.20462e-19
  600  1.73909e-12  1.61275e-19
  610  1.86373e-12  2.14081e-19
  620  1.99458e-12  2.81807e-19
  630   2.1322e-12  3.68078e-19
  640  2.27591e-12  4.77001e-19
  650  2.42676e-12  6.13783e-19
  660   2.5845e-12  7.84304e-19
  670   2.7493e-12   9.9554e-19
  680  2.92204e-12  1.25594e-18
  690  3.10116e-12  1.57425e-18
  700   3.2887e-12  1.96224e-18
  800  5.61684e-12  1.34861e-17
  900  8.88593e-12  6.29821e-17
 1000  1.32454e-11  2.23529e-16
 1100  1.88279e-11  6.47758e-16
 1200  2.57535e-11  1.60893e-15
 1300  3.41235e-11  3.54291e-15
 1400  4.40247e-11  7.08718e-15
 1500  5.55267e-11  1.31126e-14
 1600  6.86894e-11  2.27487e-14
 1700  8.35551e-11  3.73967e-14
 1800  1.00165e-10  5.87429e-14
 1900  1.18535e-10  8.87466e-14
 2000  1.38693e-10  1.29653e-13
 2100  1.60644e-10  1.83963e-13
 2200  1.84399e-10  2.54439e-13
 2300  2.09951e-10   3.4406e-13
 2400  2.37305e-10  4.56048e-13
 2500  2.66439e-10  5.93776e-13
 2600  2.97358e-10  7.60857e-13
 2700  3.30052e-10  9.61044e-13
 2800   3.6448e-10  1.19814e-12
 2900  4.00652e-10  1.47622e-12
 3000  4.38551e-10  1.79941e-12
