Pressure (atm),Temperature (K),W1_Energy_1_R->P2,W1_Energy_1_R->P3,W1_Energy_1_R->P1,W1_Energy_1_W2->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
0.1,250.0,-1.2320411518247112e-06,3.7458020679207236e-08,-4.6920953559677485e-08,-2.9554160374396803,1.1051182247446523e-06,-5.448241852440048e-09,1.3104085469266203e-07
0.1,260.0,6.657020761727749e-07,-3.2871864658736823e-07,4.137702468326008e-07,-0.08254724302306887,-4.346802749646847e-06,4.7599623927886244e-08,8.879127679158807e-07
0.1,270.0,9.106325995111562e-07,9.747774019209476e-07,-1.247543496164221e-06,-0.04382210474225163,1.0525437486863285e-05,-1.410044375308474e-07,2.9960656076649787e-06
0.1,280.0,-8.210866395948017e-07,-7.845282958489427e-07,1.1994611836917297e-06,-0.040758115096393634,-8.19815268880286e-06,1.210405709175252e-07,-2.3243673327324453e-06
0.1,290.0,-2.3768255796046139e-07,-1.2572285783577796e-06,6.231925308918816e-07,-0.0005196701277024437,-5.331163122481368e-06,1.3479326591970813e-07,-1.5534819945690144e-06
0.1,300.0,8.538127083732679e-07,-7.678738796965815e-07,-7.57976122137754e-07,0.012525985981751381,5.473733269595991e-06,2.871303721906601e-08,1.4687387600018775e-06
0.1,310.0,1.013309568884538e-06,-3.1607508507001005e-07,-1.0110048777703646e-06,0.004249826726199202,8.703497611345426e-06,-2.2409958181838657e-08,2.6740097937202783e-06
0.1,320.0,3.2305286350394303e-07,-1.9864819847838838e-07,-2.776453646444811e-07,-0.005519787468124925,3.511680198198448e-06,1.2510496583736974e-09,1.7650195027143919e-06
0.1,330.0,-5.466493693606391e-07,-2.614833774573827e-07,5.689135257554707e-07,-0.008146040205747862,-4.173123724556215e-06,4.6587065098025114e-08,1.6410258204414782e-07
0.1,340.0,-1.0861711078657066e-06,-2.997657144282842e-07,9.430644780235249e-07,-0.0047169664902042465,-9.283337902755924e-06,6.8534286530013e-08,-9.109509826717175e-07
0.1,350.0,-1.1491750868373562e-06,-2.2448481355702062e-07,7.618765894096031e-07,0.0005739253771477223,-1.0067695909032454e-05,5.471658055532609e-08,-1.0539179086689328e-06
0.1,360.0,-8.521182058616153e-07,-5.7353819533524054e-08,2.562960589992256e-07,0.004460654588749114,-7.380103054947223e-06,1.6842182147394282e-08,-4.857839806334175e-07
0.1,370.0,-4.0810975901287743e-07,1.3053579074015208e-07,-2.7165106671712655e-07,0.005685402264843024,-3.144058389328591e-06,-2.5443644059792928e-08,3.2917514593805157e-07
0.1,380.0,-6.3820488037314865e-09,2.716488499849887e-07,-6.011729288726069e-07,0.004549187641936934,8.326124975945925e-07,-5.606986445142171e-08,9.740997510301236e-07
0.1,390.0,2.412631629070261e-07,3.2811859193153473e-07,-6.420051792015006e-07,0.0020810916426396353,3.420908833450983e-06,-6.716478725766562e-08,1.212033582764043e-06
0.1,400.0,3.042232968494957e-07,2.952946115765073e-07,-4.170382823130737e-07,-0.0006249077720784045,4.248354571086604e-06,-5.873300485084724e-08,9.970237552963049e-07
0.1,410.0,2.114602244834681e-07,1.9299151115470706e-07,-1.770046913865765e-08,-0.0027676767433631962,3.5183094780472963e-06,-3.60110737799463e-08,4.222658194085111e-07
0.1,420.0,2.3181552167555093e-08,5.312602596787166e-08,4.4142102818179896e-07,-0.0039426939132568475,1.7522882816540027e-06,-6.433809365924035e-09,-3.4867001251657776e-07
0.1,430.0,-1.9359711340293518e-07,-9.111744563132806e-08,8.561007263752818e-07,-0.004093456406548578,-4.394261651279967e-07,2.2773662745482525e-08,-1.1412242423416442e-06
0.1,440.0,-3.8153014646732724e-07,-2.1251912490983552e-07,1.1511799934848872e-06,-0.003399174824279287,-2.5162208255772515e-06,4.605665107305601e-08,-1.8095914330608167e-06
0.1,450.0,-5.013279282178084e-07,-2.9331631023478784e-07,1.2866154396881362e-06,-0.0021564211628868585,-4.090861520438481e-06,6.011926131856022e-08,-2.256438877883893e-06
0.1,460.0,-5.337685065490956e-07,-3.257486289461793e-07,1.2548646933162698e-06,-0.0006838316631283624,-4.953344903028967e-06,6.387942002913476e-08,-2.4368750177492377e-06
0.1,470.0,-4.775497552610146e-07,-3.107094197674704e-07,1.0735665503073954e-06,0.0007408661711551111,-5.055171608463834e-06,5.805261126171141e-08,-2.3522035276046967e-06
0.1,480.0,-3.449811671998335e-07,-2.554581079686412e-07,7.766088134634963e-07,0.0019134693321938264,-4.472654784877861e-06,4.458130479266189e-08,-2.038461223415593e-06
0.1,490.0,-1.5701813860610314e-07,-1.7110690292363743e-07,4.056240578664043e-07,0.002712454105446074,-3.3633672517952243e-06,2.6060713934034496e-08,-1.5534892867666062e-06
0.1,500.0,6.13882126400487e-08,-7.033552444066881e-08,3.0243733631654767e-09,0.0030926200621252857,-1.9249007331725033e-06,5.24874899829457e-09,-9.649530279401497e-07
0.1,510.0,2.851000557540412e-07,3.4430833412813136e-08,-3.930048688071517e-07,0.0030702363527687427,-3.609223698166924e-07,-1.5300927565115745e-08,-3.4059956249903096e-07
0.1,520.0,4.915630560096036e-07,1.3230376467844336e-07,-7.515798876974816e-07,0.002705005881669133,1.1435662750618898e-06,-3.347707841081701e-08,2.587809199409587e-07
0.1,530.0,6.625532586052375e-07,2.1469876248715863e-07,-1.0505379400972382e-06,0.002082398479293255,2.437860606883153e-06,-4.773419794226692e-08,7.837571040610084e-07
0.1,540.0,7.850360845145819e-07,2.756666818100535e-07,-1.2765806973360664e-06,0.001298406455459729,3.413287005573129e-06,-5.712411463795117e-08,1.198385823167417e-06
0.1,550.0,8.513254532279118e-07,3.1189088643265083e-07,-1.4245316909446317e-06,0.0004476501242932054,4.004740843506193e-06,-6.126140977409748e-08,1.4805599144277539e-06
0.1,560.0,8.587395646788429e-07,3.2245200110991463e-07,-1.4960558029354108e-06,-0.00038500236295932027,4.1878036094829145e-06,-6.024640775049295e-08,1.6210825161758958e-06
0.1,570.0,8.089326106458889e-07,3.0845073779001054e-07,-1.4981231064576903e-06,-0.001129597236555958,3.973053177247607e-06,-5.4565634473615617e-08,1.621927768723022e-06
0.1,580.0,7.070518706617812e-07,2.7256240686150185e-07,-1.4414275889614847e-06,-0.0017335706171309822,3.3989005456814083e-06,-4.4985091349625735e-08,1.4940695033001614e-06
0.1,590.0,5.608359443128706e-07,2.1857860490196047e-07,-1.3389052966597306e-06,-0.0021621501098788545,2.5239768371385717e-06,-3.244725330420865e-08,1.2551717825261618e-06
0.1,600.0,3.7973752901586527e-07,1.5097475739406072e-07,-1.2044403341228114e-06,-0.0023972777941645173,1.4197979306428864e-06,-1.7978830672062275e-08,9.273518807484553e-07
0.1,610.0,1.7412592710845336e-07,7.45278565399909e-08,-1.0518032364760494e-06,-0.0024355802552650115,1.64177200491468e-07,-2.6132074855533853e-09,5.351539573307959e-07
0.1,620.0,-4.539853676255127e-08,-6.0026541420508454e-09,-8.938341207271499e-07,-0.0022858162712825923,-1.1643488062474912e-06,1.267089884050266e-08,1.0381298713062268e-07
0.1,630.0,-2.6856366681609007e-07,-8.612642185780403e-08,-7.418608124789385e-07,-0.0019661351468557822,-2.4909741023818224e-06,2.6994686533409665e-08,-3.421562882086791e-07
0.1,640.0,-4.858564203263553e-07,-1.618077324805931e-07,-6.053285072745503e-07,-0.0015013855688677026,-3.7479598711378184e-06,3.9609653687843336e-08,-7.800429719682222e-07
0.1,650.0,-6.88832805720817e-07,-2.2959050940814036e-07,-4.916100062411698e-07,-0.000920636989066008,-4.876931598558147e-06,4.9914985312909316e-08,-1.1897155895252633e-06
0.1,660.0,-8.70319023208905e-07,-2.866704592082422e-07,-4.059629652239086e-07,-0.0002550106343887177,-5.830258526389095e-06,5.7464102407937794e-08,-1.5541222682369962e-06
0.1,670.0,-1.0245190942753165e-06,-3.3092305344646954e-07,-3.516011711351172e-07,0.0004641332675378892,-6.571658637673418e-06,6.196258846645476e-08,-1.859555192016636e-06
0.1,680.0,-1.1470452106100398e-06,-3.6089615785964394e-07,-3.29848970504922e-07,0.0012066395369530246,-7.0761774676897514e-06,6.325959723467717e-08,-2.0957211809274184e-06
0.1,690.0,-1.2348867523458275e-06,-3.7577567814416976e-07,-3.4035221264334284e-07,0.0019446497240715615,-7.329683931361664e-06,6.133464014236921e-08,-2.255659132815292e-06
0.1,700.0,-1.2863328138041201e-06,-3.7533176397238525e-07,-3.8132265862227237e-07,0.0026533702303680176,-7.3280136986017e-06,5.628139152749662e-08,-2.3355422791313685e-06
0.1,800.0,-9.22414893562879e-08,2.477795881319949e-07,-1.5405040913908534e-06,0.0052628802825652925,2.9070532375153808e-06,-9.900361030439155e-08,5.188489596843762e-07
0.1,900.0,1.9090597299089735e-06,8.866964530145543e-07,-1.2171640592037255e-06,0.0006991459698303865,1.2650126311886961e-05,-2.0578269999006391e-07,4.5602861115975575e-06
0.1,1000.0,2.2861862881574012e-06,6.572307639897768e-07,1.5937231847183404e-06,-0.0035602405847770732,6.756971676366012e-06,-1.25844992985194e-07,4.416708622137448e-06
