Rate Units: cm^3/sec

 T, K        R->P8        P8->R
  200  4.37748e-18  1.11917e-27
  210  7.03766e-18  5.00012e-27
  220  1.10731e-17  1.99231e-26
  230  1.70585e-17  7.16957e-26
  240  2.57456e-17  2.35524e-25
  250  3.80938e-17  7.12816e-25
  260  5.53029e-17   2.0035e-24
  270  7.88437e-17   5.2664e-24
  280  1.10487e-16  1.30264e-23
  290  1.52332e-16  3.04857e-23
  300  2.06828e-16  6.78317e-23
  310  2.76798e-16  1.44115e-22
  320  3.65452e-16  2.93497e-22
  330  4.76406e-16  5.74932e-22
  340  6.13685e-16  1.08666e-21
  350  7.81733e-16  1.98724e-21
  360  9.85415e-16  3.52515e-21
  370  1.23001e-15  6.07942e-21
  380  1.52123e-15  1.02141e-20
  390  1.86516e-15  1.67494e-20
  400  2.26832e-15  2.68533e-20
  410   2.7376e-15  4.21568e-20
  420  3.28026e-15  6.48961e-20
  430  3.90395e-15   9.8087e-20
  440  4.61662e-15  1.45733e-19
  450  5.42659e-15  2.13071e-19
  460  6.34247e-15  3.06864e-19
  470  7.37318e-15  4.35731e-19
  480   8.5279e-15  6.10528e-19
  490   9.8161e-15  8.44785e-19
  500  1.12475e-14  1.15518e-18
  510  1.28319e-14   1.5621e-18
  520  1.45796e-14   2.0902e-18
  530  1.65009e-14  2.76908e-18
  540  1.86063e-14  3.63397e-18
  550  2.09065e-14  4.72651e-18
  560  2.34123e-14  6.09557e-18
  570  2.61347e-14  7.79807e-18
  580  2.90849e-14  9.89997e-18
  590   3.2274e-14  1.24772e-17
  600  3.57135e-14  1.56167e-17
  610  3.94147e-14  1.94175e-17
  620  4.33892e-14  2.39917e-17
  630  4.76486e-14  2.94658e-17
  640  5.22046e-14   3.5982e-17
  650  5.70688e-14  4.36989e-17
  660  6.22532e-14  5.27934e-17
  670  6.77694e-14  6.34614e-17
  680  7.36294e-14  7.59196e-17
  690  7.98452e-14  9.04066e-17
  700  8.64285e-14  1.07184e-16
  750  1.25279e-13  2.36391e-16
  800  1.75117e-13  4.77891e-16
  850  2.37437e-13   8.9878e-16
  900  3.13719e-13  1.59085e-15
  950  4.05422e-13  2.67446e-15
 1000  5.13976e-13  4.30207e-15
 1050  6.40776e-13  6.66115e-15
 1100   7.8718e-13  9.97668e-15
 1150  9.54501e-13   1.4513e-14
 1200  1.14401e-12  2.05753e-14
 1250  1.35694e-12  2.85102e-14
 1300  1.59447e-12  3.87064e-14
 1350  1.85772e-12  5.15943e-14
 1400  2.14779e-12  6.76458e-14
 1450  2.46571e-12  8.73737e-14
 1500  2.81248e-12   1.1133e-13
 1550  3.18905e-12  1.40106e-13
 1600  3.59632e-12  1.74329e-13
 1650  4.03516e-12  2.14661e-13
 1700   4.5064e-12    2.618e-13
 1750  5.01081e-12  3.16474e-13
 1800  5.54915e-12  3.79441e-13
 1850  6.12212e-12   4.5149e-13
 1900  6.73042e-12  5.33432e-13
 1950  7.37468e-12  6.26107e-13
 2000  8.05551e-12  7.30376e-13
 2050  8.77351e-12   8.4712e-13
 2100  9.52923e-12  9.77241e-13
 2150  1.03232e-11  1.12166e-12
 2200  1.11559e-11  1.28131e-12
 2250  1.20279e-11  1.45715e-12
 2300  1.29396e-11  1.65013e-12
 2350  1.38914e-11  1.86124e-12
 2400  1.48838e-11  2.09146e-12
 2450  1.59171e-11  2.34178e-12
 2500  1.69917e-11  2.61322e-12
 2550  1.81081e-11  2.90678e-12
 2600  1.92665e-11  3.22349e-12
 2650  2.04672e-11  3.56436e-12
 2700  2.17107e-11  3.93042e-12
 2750  2.29971e-11  4.32271e-12
 2800  2.43269e-11  4.74226e-12
 2850  2.57001e-11  5.19011e-12
 2900  2.71172e-11  5.66729e-12
 2950  2.85784e-11  6.17485e-12
