========================================
ch4o_W1_Energy_1_0.0.out
0.1 atm
T,W1->R
300.0,1.29937e-51
310.0,1.77753e-49
320.0,1.78675e-47
330.0,1.35679e-45
340.0,7.9776e-44
350.0,3.713e-42
360.0,1.39425e-40
370.0,4.29892e-39
380.0,1.10541e-37
390.0,2.4031e-36
400.0,4.473e-35
410.0,7.21062e-34
420.0,1.01684e-32
430.0,1.26598e-31
440.0,1.40405e-30
450.0,1.39711e-29
460.0,1.2561e-28
470.0,1.02761e-27
480.0,7.68961e-27
490.0,5.29251e-26
500.0,3.36863e-25
510.0,1.99081e-24
520.0,1.09726e-23
530.0,5.66496e-23
540.0,2.74834e-22
550.0,1.25683e-21
560.0,5.43807e-21
570.0,2.2325e-20
580.0,8.71762e-20
590.0,3.24582e-19
600.0,1.15535e-18
610.0,3.93969e-18
620.0,1.29017e-17
630.0,4.06174e-17
640.0,1.23275e-16
650.0,3.61067e-16
660.0,1.0225e-15
670.0,2.8038e-15
680.0,7.45482e-15
690.0,1.92441e-14
700.0,4.82962e-14
800.0,1.27981e-10
900.0,5.38695e-08
1000.0,6.2581e-06
1100.0,0.000285502
1200.0,0.00646871
1300.0,0.0857036
1400.0,0.745715
1500.0,4.64297
1600.0,22.0616
1700.0,83.9308
1800.0,265.675
1900.0,721.27
2000.0,1723.48
2100.0,3681.47
2200.0,7158.49
2300.0,12860.9
2400.0,21533.4
2500.0,34014.5
2600.0,51012.5
2700.0,72919.4
2800.0,100639.0
2900.0,134415.0
3000.0,173574.0
========================================
ch4o_W1_Energy_1_0.0.out
0.3 atm
T,W1->R
300.0,1.67657e-51
310.0,2.32603e-49
320.0,2.37068e-47
330.0,1.82501e-45
340.0,1.08761e-43
350.0,5.12929e-42
360.0,1.95132e-40
370.0,6.09377e-39
380.0,1.58659e-37
390.0,3.49175e-36
400.0,6.57785e-35
410.0,1.07288e-33
420.0,1.53046e-32
430.0,1.92709e-31
440.0,2.16082e-30
450.0,2.17342e-29
460.0,1.97483e-28
470.0,1.6322e-27
480.0,1.23373e-26
490.0,8.57573e-26
500.0,5.51085e-25
510.0,3.28772e-24
520.0,1.82894e-23
530.0,9.52715e-23
540.0,4.66263e-22
550.0,2.15092e-21
560.0,9.38531e-21
570.0,3.88459e-20
580.0,1.52909e-19
590.0,5.73873e-19
600.0,2.0585e-18
610.0,7.07252e-18
620.0,2.33314e-17
630.0,7.39893e-17
640.0,2.26144e-16
650.0,6.66985e-16
660.0,1.90169e-15
670.0,5.24937e-15
680.0,1.40485e-14
690.0,3.64982e-14
700.0,9.21743e-14
800.0,2.58369e-10
900.0,1.13942e-07
1000.0,1.37676e-05
1100.0,0.00064946
1200.0,0.0151461
1300.0,0.205756
1400.0,1.83037
1500.0,11.6212
1600.0,56.1732
1700.0,217.065
1800.0,697.009
1900.0,1916.33
2000.0,4629.61
2100.0,9998.05
2200.0,19623.6
2300.0,35552.2
2400.0,59983.1
2500.0,95330.3
2600.0,143976.0
2700.0,206986.0
2800.0,287179.0
2900.0,385087.0
3000.0,500309.0
========================================
ch4o_W1_Energy_1_0.0.out
0.5 atm
T,W1->R
300.0,1.81393e-51
310.0,2.53042e-49
320.0,2.59317e-47
330.0,2.00728e-45
340.0,1.20282e-43
350.0,5.70359e-42
360.0,2.18162e-40
370.0,6.84982e-39
380.0,1.79297e-37
390.0,3.96688e-36
400.0,7.51214e-35
410.0,1.2316e-33
420.0,1.76587e-32
430.0,2.23475e-31
440.0,2.51821e-30
450.0,2.54531e-29
460.0,2.32395e-28
470.0,1.92981e-27
480.0,1.4655e-26
490.0,1.02338e-25
500.0,6.60594e-25
510.0,3.95859e-24
520.0,2.21179e-23
530.0,1.15707e-22
540.0,5.68654e-22
550.0,2.63421e-21
560.0,1.15408e-20
570.0,4.79577e-20
580.0,1.89515e-19
590.0,7.14008e-19
600.0,2.57086e-18
610.0,8.86575e-18
620.0,2.93529e-17
630.0,9.34208e-17
640.0,2.86537e-16
650.0,8.48029e-16
660.0,2.42608e-15
670.0,6.71923e-15
680.0,1.80411e-14
690.0,4.70221e-14
700.0,1.19128e-13
800.0,3.43638e-10
900.0,1.55265e-07
1000.0,1.91533e-05
1100.0,0.000919775
1200.0,0.0217856
1300.0,0.300006
1400.0,2.70113
1500.0,17.3346
1600.0,84.5929
1700.0,329.725
1800.0,1067.13
1900.0,2954.84
2000.0,7183.67
2100.0,15607.3
2200.0,30797.9
2300.0,56068.3
2400.0,95019.3
2500.0,151595.0
2600.0,229817.0
2700.0,331515.0
2800.0,461347.0
2900.0,620223.0
3000.0,808091.0
========================================
ch4o_W1_Energy_1_0.0.out
0.7 atm
T,W1->R
300.0,1.8888e-51
310.0,2.64317e-49
320.0,2.71732e-47
330.0,2.11016e-45
340.0,1.26857e-43
350.0,6.03487e-42
360.0,2.31588e-40
370.0,7.29507e-39
380.0,1.91572e-37
390.0,4.25221e-36
400.0,8.0785e-35
410.0,1.32869e-33
420.0,1.91115e-32
430.0,2.42628e-31
440.0,2.74255e-30
450.0,2.78067e-29
460.0,2.54665e-28
470.0,2.12113e-27
480.0,1.61562e-26
490.0,1.13155e-25
500.0,7.32543e-25
510.0,4.40241e-24
520.0,2.46678e-23
530.0,1.29406e-22
540.0,6.37732e-22
550.0,2.96228e-21
560.0,1.30129e-20
570.0,5.42172e-20
580.0,2.14807e-19
590.0,8.11371e-19
600.0,2.92879e-18
610.0,1.01252e-17
620.0,3.36038e-17
630.0,1.07208e-16
640.0,3.296e-16
650.0,9.77747e-16
660.0,2.80358e-15
670.0,7.78223e-15
680.0,2.09415e-14
690.0,5.47009e-14
700.0,1.38879e-13
800.0,4.08552e-10
900.0,1.87718e-07
1000.0,2.34936e-05
1100.0,0.00114241
1200.0,0.027357
1300.0,0.380378
1400.0,3.45422
1500.0,22.3377
1600.0,109.756
1700.0,430.465
1800.0,1401.05
1900.0,3899.35
2000.0,9523.43
2100.0,20780.0
2200.0,41165.6
2300.0,75208.1
2400.0,127871.0
2500.0,204591.0
2600.0,311000.0
2700.0,449743.0
2800.0,627255.0
2900.0,844890.0
3000.0,1102990.0
========================================
ch4o_W1_Energy_1_0.0.out
0.9 atm
T,W1->R
300.0,1.93677e-51
310.0,2.71598e-49
320.0,2.79813e-47
330.0,2.17763e-45
340.0,1.31202e-43
350.0,6.25542e-42
360.0,2.4059e-40
370.0,7.59576e-39
380.0,1.99919e-37
390.0,4.44756e-36
400.0,8.46881e-35
410.0,1.39603e-33
420.0,2.01256e-32
430.0,2.56077e-31
440.0,2.90104e-30
450.0,2.9479e-29
460.0,2.70578e-28
470.0,2.25859e-27
480.0,1.72406e-26
490.0,1.2101e-25
500.0,7.85059e-25
510.0,4.72798e-24
520.0,2.65474e-23
530.0,1.39552e-22
540.0,6.8913e-22
550.0,3.20749e-21
560.0,1.41179e-20
570.0,5.89363e-20
580.0,2.33955e-19
590.0,8.85384e-19
600.0,3.20197e-18
610.0,1.10901e-17
620.0,3.68732e-17
630.0,1.17852e-16
