========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,W1->P1
290.0,1.16376e-51
350.0,4.61491e-40
375.0,2.55758e-36
400.0,4.85153e-33
500.0,3.36015e-23
600.0,1.18179e-16
800.0,1.43508e-08
900.0,6.17208e-06
1000.0,0.000716458
1100.0,0.0319676
========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,W1->P2
290.0,7.64915e-61
350.0,5.72646e-48
375.0,7.9675e-44
400.0,3.33318e-40
500.0,2.24677e-29
600.0,3.25134e-22
800.0,2.0262e-13
900.0,1.46065e-10
1000.0,2.54686e-08
1100.0,1.58232e-06
========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,W1->P3
290.0,4.00494e-67
350.0,3.50837e-56
375.0,1.20908e-52
400.0,1.63477e-49
500.0,9.93436e-40
600.0,6.66192e-33
800.0,2.85395e-24
900.0,2.06008e-21
1000.0,3.79892e-19
1100.0,2.58863e-17
========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,P1->P2
290.0,4.94606e-20
350.0,1.3171e-18
375.0,3.79325e-18
400.0,9.57526e-18
500.0,1.5416e-16
600.0,9.87777e-16
800.0,1.03414e-14
900.0,2.30003e-14
1000.0,4.40887e-14
1100.0,7.58574e-14
========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,P1->P3
290.0,4.13157e-30
350.0,3.06771e-29
375.0,7.19306e-29
400.0,1.70196e-28
500.0,6.95933e-27
600.0,3.23098e-25
800.0,1.12219e-22
900.0,9.28728e-22
1000.0,5.32059e-21
1100.0,2.30869e-20
========================================
c2h6rad_W1_Energy_1_34.9759.out
1 atm
T,P2->P3
290.0,1.62274e-25
350.0,6.19191e-25
375.0,1.1803e-24
400.0,2.38258e-24
500.0,5.37559e-23
600.0,9.4929e-22
800.0,6.52409e-20
900.0,3.10235e-19
1000.0,1.14935e-18
1100.0,3.5184e-18
