Wells (G - ground energy, D - dissociation limit, kcal/mol):
      Name        G        D
        W1    -90.3     -4.4

Bimolecular Products (G - ground energy, kcal/mol):
      Name        G
         R      0.0
        P1      0.6
        P2    -13.1
        P3    -17.7
        P4    -69.8
        P5      4.3
        P6     13.5
        P7     48.0

Well-to-Bimolecular Barriers (H/G - barrier height/well depth, kcal/mol)
      Name        H     Well        G  Product
        B1      0.0       W1    -90.3        R
        B2      0.6       W1    -90.3       P1
        B3     -1.5       W1    -90.3       P2
        B4     -4.4       W1    -90.3       P3
        B5     -0.1       W1    -90.3       P4
        B6      4.3       W1    -90.3       P5
        B7     13.5       W1    -90.3       P6
        B8     48.0       W1    -90.3       P7

________________________________________________________________________________________

Unimolecular Rate Units: 1/sec;  Bimolecular Rate Units: cm^3/sec

______________________________________________________________________________________

Species-Species Rate Tables:

Temperature = 300 K

High Pressure Rate Coefficients:

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
R         5.58775e-11  6.85476e-11  1.02773e-11  2.72535e-13  2.05293e-12  5.38607e-14  1.34688e-14  1.11074e-21  1.38444e-46
P1         9.4676e-11  3.10657e-11  1.29451e-10  4.01821e-13   3.2182e-12  8.20949e-14  6.72958e-15  2.53916e-22  4.18048e-47
P2        2.90149e-20    8.378e-22  4.08648e-22  3.04976e-20  2.30995e-22  5.03989e-24  2.19393e-25  1.91449e-32  7.94944e-57
P3        1.87889e-21  2.69476e-24  1.39752e-24  9.86348e-26  1.88313e-21  4.08803e-26  4.00498e-28  1.99873e-35  5.00743e-60
P4        1.79513e-59  1.59922e-63  8.06398e-64  4.86785e-65  9.24704e-64  1.79547e-59  3.23172e-67  2.40719e-74  9.92529e-99
P5        8.79582e-12  2.32154e-10  3.83739e-11  1.23014e-12  5.25901e-12  1.87607e-13  2.86001e-10  9.08297e-19  8.08726e-43
P6        6.34441e-19  1.54719e-10  1.17009e-11   8.6749e-13  2.12099e-12  1.12929e-13  7.34022e-12  1.76862e-10  2.95311e-37
P7        7.75006e-21   1.0844e-09  1.08327e-10   2.0255e-11  2.98802e-11  2.61832e-12  3.67507e-10  1.66059e-11  1.62959e-09

Temperature = 300 K    Pressure = 0.3 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1         5.0227e-50  1.67661e-51  9.14306e-52  2.25315e-52  3.33495e-50  1.40612e-50  5.62634e-56  1.04358e-68  2.33044e-98
R         7.20965e-11  7.87899e-11  5.49675e-12  1.42882e-13  1.01459e-12  2.73758e-14   1.1801e-14  1.11082e-21  1.38445e-46
P1        1.18844e-10  1.66153e-11  1.37167e-10  1.91998e-13  1.47157e-12  3.82993e-14  6.12248e-15  2.54133e-22  4.18048e-47
P2        2.97846e-20  4.39235e-22   1.9526e-22  3.05089e-20  8.75887e-23  1.96743e-24    1.965e-25  1.91329e-32  7.94941e-57
P3        1.88243e-21   1.3318e-24  6.39035e-25  3.74003e-26  1.88445e-21  1.45179e-26  3.68474e-28   1.9992e-35  5.00742e-60
P4        1.79532e-59  8.12833e-64  3.76205e-64  1.90027e-65  3.28392e-64  1.79547e-59  2.92495e-67  2.40598e-74  9.92524e-99
P5        4.17021e-11  2.03408e-10   3.4912e-11  1.10178e-12  4.83849e-12  1.69798e-13  2.86132e-10  9.05676e-19  8.08722e-43
P6        6.25084e-17  1.54731e-10  1.17109e-11  8.66948e-13  2.12149e-12  1.12872e-13  7.31904e-12  1.76862e-10  2.95307e-37
P7        7.84938e-21   1.0844e-09  1.08327e-10  2.02549e-11  2.98801e-11   2.6183e-12  3.67505e-10  1.66057e-11  1.62959e-09

Temperature = 300 K    Pressure = 0.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.04436e-50  1.81396e-51  9.74825e-52  2.27056e-52   3.3366e-50  1.40616e-50  9.45328e-56  9.92882e-68  2.34049e-98
R         7.80027e-11  8.26988e-11  3.86993e-12  1.00433e-13  6.96242e-13  1.90069e-14  1.04227e-14   1.1109e-21  1.38445e-46
P1         1.2671e-10  1.16978e-11  1.39544e-10  1.29528e-13  9.75246e-13   2.5593e-14  5.44624e-15  2.54361e-22  4.18047e-47
P2        3.00148e-20  3.08743e-22  1.31729e-22  3.05117e-20  5.49655e-23  1.24863e-24  1.74555e-25  1.91208e-32  7.94937e-57
P3        1.88336e-21  9.13916e-25  4.23505e-25  2.34703e-26  1.88473e-21   8.9047e-27  3.29266e-28  1.99971e-35   5.0074e-60
P4        1.79537e-59  5.64346e-64  2.51394e-64  1.20601e-65  2.01423e-64  1.79547e-59  2.60442e-67  2.40477e-74  9.92519e-99
P5        7.00673e-11  1.79652e-10  3.10559e-11   9.7873e-13  4.32365e-12  1.51191e-13  2.86229e-10  9.03016e-19  8.08718e-43
P6        5.94718e-16  1.54741e-10  1.17214e-11  8.66398e-13  2.12203e-12  1.12815e-13  7.29754e-12  1.76862e-10  2.95303e-37
P7        7.88321e-21  1.08441e-09  1.08327e-10  2.02548e-11    2.988e-11  2.61829e-12  3.67504e-10  1.66055e-11  1.62959e-09

Temperature = 300 K    Pressure = 0.7 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.05587e-50  1.88883e-51  1.00606e-51  2.27935e-52  3.33739e-50  1.40618e-50  1.24857e-55  4.31433e-67  2.34591e-98
R         8.12222e-11  8.48733e-11  3.01391e-12  7.82706e-14  5.34916e-13  1.47056e-14  9.34136e-15  1.11096e-21  1.38445e-46
P1         1.3077e-10  9.11029e-12  1.40736e-10  9.84648e-14  7.33675e-13  1.93479e-14  4.88356e-15    2.546e-22  4.18047e-47
P2        3.01309e-20  2.40612e-22  1.00138e-22   3.0513e-20  4.02334e-23  9.19914e-25  1.56738e-25  1.91084e-32  7.94933e-57
P3        1.88381e-21  7.02153e-25  3.18602e-25  1.71797e-26  1.88485e-21  6.43713e-27   2.9601e-28  2.00026e-35  5.00739e-60
P4        1.79539e-59  4.36636e-64   1.9005e-64  8.88512e-66  1.45607e-64  1.79547e-59  2.33974e-67  2.40354e-74  9.92514e-99
P5        9.25433e-11  1.61012e-10  2.78474e-11  8.78828e-13  3.88696e-12  1.35826e-13  2.86305e-10  9.00313e-19  8.08714e-43
P6        2.58421e-15   1.5475e-10  1.17324e-11  8.65837e-13  2.12261e-12  1.12758e-13  7.27571e-12  1.76862e-10  2.95299e-37
P7        7.90149e-21  1.08441e-09  1.08327e-10  2.02547e-11  2.98799e-11  2.61828e-12  3.67502e-10  1.66053e-11  1.62959e-09

Temperature = 300 K    Pressure = 0.9 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.06314e-50  1.93678e-51  1.02537e-51  2.28472e-52  3.33786e-50  1.40619e-50  1.49192e-55  1.26197e-66  2.34925e-98
R         8.32845e-11  8.62837e-11  2.47822e-12  6.44324e-14  4.36062e-13  1.20462e-14  8.47663e-15  1.11101e-21  1.38446e-46
P1         1.3328e-10  7.49105e-12  1.41461e-10   7.9676e-14   5.8951e-13  1.55979e-14  4.42455e-15  2.54848e-22  4.18046e-47
P2         3.0202e-20  1.98072e-22  8.10297e-23  3.05137e-20  3.17905e-23  7.30034e-25  1.42302e-25  1.90956e-32  7.94929e-57
P3        1.88407e-21  5.72393e-25  2.55997e-25  1.35745e-26  1.88492e-21  5.04539e-27  2.68651e-28  2.00083e-35  5.00737e-60
P4        1.79541e-59  3.57672e-64  1.53214e-64  7.05114e-66  1.14126e-64  1.79547e-59    2.124e-67  2.40229e-74   9.9251e-99
P5        1.10581e-10  1.46108e-10    2.523e-11  7.97885e-13  3.52771e-12  1.23301e-13  2.86367e-10  8.97566e-19   8.0871e-43
P6        7.55899e-15  1.54756e-10  1.17438e-11  8.65259e-13  2.12322e-12  1.12699e-13  7.25351e-12  1.76862e-10  2.95296e-37
P7        7.91272e-21  1.08441e-09  1.08327e-10  2.02546e-11  2.98798e-11  2.61827e-12    3.675e-10  1.66051e-11  1.62959e-09

Temperature = 300 K    Pressure = 1 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.06586e-50  1.95494e-51  1.03254e-51  2.28671e-52  3.33803e-50   1.4062e-50  1.59633e-55  1.96145e-66  2.35073e-98
R         8.40654e-11  8.68215e-11  2.27814e-12   5.9266e-14  3.99551e-13  1.10588e-14  8.10612e-15  1.11102e-21  1.38446e-46
P1        1.34212e-10  6.88625e-12  1.41726e-10  7.27899e-14  5.37077e-13  1.42291e-14  4.22657e-15  2.54974e-22  4.18046e-47
P2        3.02282e-20   1.8219e-22  7.40266e-23   3.0514e-20  2.87841e-23  6.62115e-25  1.36084e-25  1.90891e-32  7.94927e-57
P3        1.88417e-21  5.24468e-25  2.33228e-25  1.22908e-26  1.88494e-21  4.55418e-27  2.56805e-28  2.00112e-35  5.00737e-60
P4        1.79542e-59  3.28355e-64  1.39769e-64  6.39513e-66  1.03015e-64  1.79547e-59  2.03088e-67  2.40165e-74  9.92507e-99
P5        1.18319e-10  1.39721e-10   2.4101e-11  7.63026e-13  3.37215e-12  1.17896e-13  2.86394e-10  8.96176e-19  8.08708e-43
P6        1.17487e-14  1.54757e-10  1.17497e-11  8.64961e-13  2.12353e-12  1.12669e-13  7.24227e-12  1.76862e-10  2.95294e-37
P7         7.9177e-21  1.08441e-09  1.08327e-10  2.02546e-11  2.98798e-11  2.61826e-12  3.67499e-10   1.6605e-11  1.62959e-09

Temperature = 300 K    Pressure = 1.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.07477e-50  2.01483e-51  1.05557e-51  2.29306e-52  3.33857e-50  1.40621e-50  1.99922e-55  1.00139e-65  2.35471e-98
R         8.66405e-11  8.86103e-11  1.62993e-12  4.25206e-14  2.82803e-13  7.88064e-15  6.67745e-15  1.11087e-21  1.38447e-46
P1        1.37205e-10  4.92687e-12  1.42569e-10   5.0988e-14   3.7264e-13  9.91746e-15  3.46062e-15  2.55613e-22  4.18044e-47
P2        3.03121e-20  1.30713e-22  5.18543e-23  3.05148e-20  1.95785e-23  4.52989e-25  1.12013e-25  1.90534e-32  7.94918e-57
P3        1.88447e-21  3.71219e-25  1.61821e-25     8.36e-27  1.88502e-21  3.06589e-27  2.10771e-28  2.00247e-35  5.00733e-60
P4        1.79543e-59   2.3399e-64  9.74168e-65  4.37526e-66  6.93499e-65  1.79547e-59  1.66984e-67  2.39817e-74  9.92495e-99
P5        1.48181e-10  1.15096e-10  1.97334e-11   6.2806e-13  2.76767e-12  9.69367e-14  2.86503e-10   8.8904e-19  8.08699e-43
P6        5.99815e-14  1.54738e-10  1.17791e-11  8.63345e-13  2.12496e-12  1.12506e-13   7.1846e-12  1.76862e-10  2.95285e-37
P7        7.93113e-21  1.08442e-09  1.08326e-10  2.02543e-11  2.98796e-11  2.61823e-12  3.67495e-10  1.66044e-11  1.62959e-09

Temperature = 300 K    Pressure = 2 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.07973e-50  2.04857e-51  1.06812e-51   2.2965e-52  3.33885e-50  1.40622e-50  2.27486e-55  2.93716e-65  2.35725e-98
R         8.80915e-11  8.96293e-11  1.27314e-12   3.3287e-14  2.19552e-13  6.14381e-15  5.70005e-15  1.11028e-21  1.38447e-46
P1        1.38836e-10  3.84839e-12   1.4302e-10  3.93315e-14  2.85801e-13  7.62724e-15  2.93746e-15  2.56215e-22  4.18043e-47
P2        3.03577e-20  1.02328e-22  3.99997e-23  3.05153e-20  1.48542e-23  3.44884e-25  9.55072e-26  1.90111e-32  7.94909e-57
P3        1.88463e-21  2.88193e-25   1.2411e-25  6.34276e-27  1.88505e-21   2.3123e-27  1.79181e-28  2.00337e-35  5.00729e-60
P4        1.79544e-59   1.8242e-64  7.49205e-65  3.33112e-66  5.23038e-65  1.79547e-59  1.42217e-67  2.39394e-74  9.92483e-99
P5        1.68611e-10   9.8249e-11  1.67502e-11   5.3551e-13  2.35286e-12  8.25594e-14  2.86582e-10  8.81599e-19  8.08689e-43
P6        1.75931e-13  1.54655e-10  1.18068e-11  8.61428e-13  2.12591e-12  1.12308e-13  7.12447e-12  1.76862e-10  2.95275e-37
P7        7.93969e-21  1.08442e-09  1.08326e-10  2.02541e-11  2.98793e-11   2.6182e-12  3.67491e-10  1.66039e-11  1.62959e-09

Temperature = 300 K    Pressure = 2.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.08291e-50  2.07038e-51  1.07605e-51  2.29868e-52  3.33903e-50  1.40622e-50  2.47653e-55  6.40364e-65  2.35893e-98
R         8.90293e-11  9.02925e-11  1.04611e-12  2.73995e-14  1.79684e-13   5.0428e-15  4.98452e-15  1.10909e-21  1.38448e-46
P1        1.39867e-10  3.16214e-12  1.43302e-10  3.20478e-14  2.31967e-13  6.20215e-15  2.55634e-15   2.5672e-22  4.18041e-47
P2        3.03864e-20  8.42291e-23  3.25923e-23  3.05156e-20  1.19738e-23  2.78663e-25  8.34257e-26  1.89601e-32  7.94899e-57
P3        1.88473e-21   2.3586e-25  1.00733e-25  5.11282e-27  1.88508e-21  1.85662e-27  1.56104e-28  2.00344e-35  5.00725e-60
P4        1.79545e-59  1.49729e-64  6.09222e-65  2.69151e-66  4.19964e-65  1.79547e-59  1.24103e-67  2.38868e-74  9.92471e-99
P5        1.83559e-10  8.59157e-11  1.45769e-11  4.67768e-13  2.04983e-12  7.20437e-14  2.86641e-10  8.73866e-19   8.0868e-43
P6        3.83567e-13   1.5449e-10  1.18301e-11  8.59118e-13  2.12599e-12  1.12061e-13  7.06197e-12  1.76862e-10  2.95266e-37
P7        7.94534e-21  1.08443e-09  1.08326e-10  2.02538e-11  2.98791e-11  2.61816e-12  3.67486e-10  1.66034e-11  1.62959e-09

Temperature = 300 K    Pressure = 3 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.08513e-50  2.08569e-51  1.08153e-51  2.30018e-52  3.33915e-50  1.40623e-50  2.63112e-55  1.16407e-64  2.36006e-98
R         8.96876e-11  9.07603e-11  8.88535e-13  2.33055e-14  1.52188e-13  4.28033e-15  4.43565e-15  1.10721e-21  1.38449e-46
P1         1.4058e-10  2.68582e-12  1.43495e-10  2.70558e-14  1.95279e-13  5.22833e-15  2.26552e-15  2.57085e-22   4.1804e-47
P2        3.04063e-20  7.16436e-23  2.75155e-23  3.05158e-20  1.00322e-23  2.33876e-25  7.41662e-26  1.88992e-32   7.9489e-57
P3         1.8848e-21  1.99768e-25  8.48006e-26  4.28373e-27  1.88509e-21  1.55121e-27  1.38462e-28  2.00245e-35  5.00722e-60
P4        1.79545e-59   1.2709e-64  5.13566e-65  2.25893e-66   3.5088e-65  1.79547e-59  1.10233e-67   2.3822e-74  9.92459e-99
P5        1.95017e-10  7.64552e-11  1.29186e-11   4.1585e-13  1.81817e-12   6.3992e-14  2.86689e-10  8.65871e-19   8.0867e-43
P6        6.97255e-13  1.54228e-10  1.18469e-11   8.5636e-13  2.12493e-12  1.11757e-13  6.99736e-12  1.76862e-10  2.95257e-37
P7        7.94914e-21  1.08443e-09  1.08325e-10  2.02536e-11  2.98789e-11  2.61813e-12  3.67482e-10  1.66029e-11  1.62959e-09

Temperature = 300 K    Pressure = 3.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.08677e-50  2.09705e-51  1.08555e-51  2.30128e-52  3.33924e-50  1.40623e-50  2.75373e-55  1.87453e-64  2.36091e-98
R         9.01761e-11  9.11088e-11  7.72594e-13  2.02884e-14  1.32051e-13  3.72018e-15        4e-15  1.10461e-21  1.38449e-46
P1        1.41102e-10  2.33536e-12  1.43636e-10  2.34173e-14   1.6865e-13  4.52011e-15  2.03583e-15  2.57281e-22  4.18038e-47
P2        3.04208e-20  6.23685e-23  2.38152e-23  3.05159e-20  8.63391e-24  2.01543e-25  6.68243e-26   1.8828e-32  7.94881e-57
P3        1.88485e-21  1.73335e-25   7.3237e-26  3.68668e-27   1.8851e-21  1.33219e-27  1.24509e-28  2.00023e-35  5.00718e-60
P4        1.79545e-59  1.10458e-64     4.44e-65  1.94663e-66   3.0134e-65  1.79547e-59  9.92462e-68  2.37441e-74  9.92447e-99
P5        2.04105e-10  6.89461e-11  1.16089e-11  3.74684e-13  1.63495e-12  5.76141e-14  2.86728e-10  8.57652e-19  8.08661e-43
P6        1.12281e-12  1.53866e-10   1.1856e-11  8.53134e-13  2.12258e-12  1.11391e-13  6.93094e-12  1.76863e-10  2.95248e-37
P7        7.95199e-21  1.08444e-09  1.08325e-10  2.02534e-11  2.98786e-11   2.6181e-12  3.67478e-10  1.66023e-11  1.62959e-09

Temperature = 300 K    Pressure = 4 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.08803e-50  2.10583e-51  1.08862e-51  2.30212e-52  3.33931e-50  1.40623e-50  2.85357e-55  2.77083e-64  2.36162e-98
R         9.05536e-11  9.13788e-11  6.83632e-13  1.79699e-14  1.16654e-13  3.29082e-15  3.64508e-15   1.1013e-21   1.3845e-46
P1        1.41502e-10  2.06645e-12  1.43743e-10  2.06459e-14  1.48434e-13  3.98159e-15  1.84956e-15  2.57295e-22  4.18037e-47
P2        3.04319e-20  5.52415e-23  2.09966e-23   3.0516e-20  7.57859e-24  1.77092e-25  6.08492e-26  1.87467e-32  7.94871e-57
P3        1.88489e-21  1.53125e-25   6.4458e-26  3.23606e-27  1.88511e-21  1.16744e-27   1.1318e-28  1.99673e-35  5.00714e-60
P4        1.79546e-59    9.771e-65  3.91102e-65  1.71047e-66  2.64072e-65  1.79547e-59  9.03129e-68  2.36531e-74  9.92435e-99
P5        2.11505e-10  6.28286e-11  1.05467e-11  3.41182e-13  1.48619e-12  5.24281e-14   2.8676e-10   8.4925e-19  8.08651e-43
P6        1.65968e-12  1.53404e-10  1.18566e-11  8.49447e-13  2.11887e-12  1.10964e-13  6.86305e-12  1.76863e-10  2.95238e-37
P7        7.95438e-21  1.08445e-09  1.08324e-10  2.02531e-11  2.98784e-11  2.61807e-12  3.67473e-10  1.66018e-11  1.62959e-09

Temperature = 310 K

High Pressure Rate Coefficients:

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1                ***  3.08839e-49  1.55573e-49  2.76183e-50  3.36928e-48  2.86851e-43  6.78992e-53   8.4246e-60  8.87588e-84
R         9.31239e-11          ***          ***          ***          ***          ***          ***          ***          ***
P1        1.36955e-10          ***          ***          ***          ***          ***          ***          ***          ***
P2        5.25715e-20          ***          ***          ***          ***          ***          ***          ***          ***
P3        3.52181e-21          ***          ***          ***          ***          ***          ***          ***          ***
P4        1.13908e-52          ***          ***          ***          ***          ***          ***          ***          ***
P5        2.87399e-10          ***          ***          ***          ***          ***          ***          ***          ***
P6        1.77514e-10          ***          ***          ***          ***          ***          ***          ***          ***
P7        1.63844e-09          ***          ***          ***          ***          ***          ***          ***          ***

Temperature = 310 K    Pressure = 0.1 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        4.90649e-48  1.77761e-49   9.9724e-50   2.6003e-50  3.35405e-48  1.24895e-48  1.97065e-54  3.79703e-68  3.83886e-95
R         5.36001e-11  6.66047e-11  1.05942e-11  2.78592e-13   2.0607e-12    5.453e-14  1.66143e-14  2.22135e-21  1.77997e-45
P1        8.77893e-11  3.09301e-11  1.22266e-10  3.88172e-13   3.0714e-12  7.87828e-14  7.87804e-15  4.89768e-22  5.19651e-46
P2        4.94969e-20  1.75871e-21  8.39338e-22  5.25345e-20  4.29572e-22  9.49655e-24  5.52907e-25  7.88645e-32  2.10294e-55
P3        3.50589e-21  7.14357e-24   3.6469e-24   2.3589e-25  3.51701e-21  9.10048e-26  1.28567e-27  1.05603e-34  1.70267e-58
P4        4.95956e-58  7.18133e-62  3.55376e-62  1.98112e-63  3.45727e-62    4.961e-58  1.75278e-65  2.14113e-72  5.67127e-96
P5        8.34123e-12  2.33224e-10  3.78789e-11  1.22947e-12   5.2062e-12  1.86832e-13  2.86067e-10  1.49587e-18  8.48411e-42
P6         8.0007e-19  1.55229e-10  1.17228e-11  8.72994e-13  2.12879e-12  1.13613e-13  7.44657e-12  1.77514e-10  1.91296e-36
P7        7.08633e-21  1.08969e-09  1.08966e-10  2.03935e-11  3.00691e-11  2.63634e-12  3.70002e-10  1.67588e-11  1.63851e-09

Temperature = 310 K    Pressure = 0.3 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        4.99716e-48  2.32608e-49    1.263e-49  2.68113e-50  3.36228e-48  1.24914e-48  9.37209e-54  3.45698e-66  3.90979e-95
R         7.01379e-11    7.714e-11  5.76995e-12   1.4936e-13  1.03982e-12  2.83276e-14  1.46596e-14  2.22151e-21  1.77997e-45
P1        1.11185e-10  1.68456e-11  1.29688e-10  1.88535e-13   1.4246e-12  3.73235e-14  7.20709e-15  4.90179e-22  5.19651e-46
P2        5.10355e-20  9.42885e-22  4.07666e-22  5.25559e-20  1.65657e-22  3.78087e-24   4.9815e-25   7.8816e-32  2.10293e-55
P3         3.5145e-21   3.6046e-24  1.69153e-24  9.09672e-26  3.51992e-21  3.27398e-26  1.18858e-27  1.05627e-34  1.70266e-58
P4        4.96033e-58  3.73061e-62   1.6836e-62  7.88744e-64  1.24379e-62  4.96101e-58  1.59503e-65  2.14006e-72  5.67124e-96
P5        3.96696e-11  2.05785e-10  3.46529e-11  1.10771e-12  4.81307e-12  1.70017e-13  2.86198e-10  1.49166e-18  8.48407e-42
P6        7.28418e-17   1.5524e-10  1.17327e-11  8.72456e-13  2.12927e-12  1.13557e-13  7.42563e-12  1.77514e-10  1.91294e-36
P7        7.21726e-21  1.08969e-09  1.08965e-10  2.03934e-11   3.0069e-11  2.63633e-12      3.7e-10  1.67585e-11  1.63851e-09

Temperature = 310 K    Pressure = 0.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.02895e-48  2.53046e-49  1.35108e-49  2.70592e-50  3.36452e-48   1.2492e-48   1.5832e-53  3.13097e-65  3.93476e-95
R         7.63006e-11  8.12559e-11  4.09629e-12  1.06048e-13  7.20052e-13  1.98592e-14   1.3024e-14  2.22166e-21  1.77997e-45
P1        1.18939e-10  1.19592e-11  1.32008e-10   1.2811e-13  9.49849e-13  2.51075e-14  6.44584e-15   4.9061e-22   5.1965e-46
P2        5.15073e-20  6.69466e-22   2.7701e-22  5.25614e-20   1.0467e-22  2.41912e-24  4.45006e-25  7.87667e-32  2.10292e-55
P3        3.51683e-21  2.49611e-24  1.12782e-24  5.74775e-26  3.52054e-21  2.01837e-26  1.06769e-27  1.05654e-34  1.70266e-58
P4        4.96055e-58  2.61536e-62  1.13256e-62  5.04662e-64  7.66779e-63  4.96101e-58    1.428e-65    2.139e-72  5.67121e-96
P5        6.70129e-11  1.82826e-10  3.09926e-11  9.89538e-13  4.32351e-12  1.52213e-13  2.86297e-10  1.48739e-18  8.48403e-42
P6        6.59725e-16   1.5525e-10   1.1743e-11  8.71911e-13   2.1298e-12    1.135e-13  7.40438e-12  1.77514e-10  1.91291e-36
P7        7.26336e-21  1.08969e-09  1.08965e-10  2.03933e-11   3.0069e-11  2.63631e-12  3.69999e-10  1.67583e-11  1.63851e-09

Temperature = 310 K    Pressure = 0.7 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.04605e-48   2.6432e-49  1.39696e-49  2.71858e-50  3.36561e-48  1.24923e-48  2.10006e-53  1.32108e-64  3.94825e-95
R         7.97002e-11  8.35737e-11  3.20692e-12  8.31687e-14  5.56303e-13  1.54579e-14  1.17283e-14  2.22179e-21  1.77998e-45
P1        1.22978e-10  9.36271e-12   1.3318e-10  9.78172e-14  7.17175e-13  1.90579e-14   5.8056e-15  4.91061e-22  5.19649e-46
P2        5.17483e-20  5.25032e-22  2.11508e-22  5.25639e-20  7.69259e-23  1.79093e-24  4.01435e-25  7.87164e-32  2.10291e-55
P3        3.51797e-21  1.92846e-24  8.51553e-25  4.22422e-26  3.52081e-21  1.46336e-26  9.64069e-28  1.05682e-34  1.70265e-58
P4        4.96066e-58  2.03572e-62   8.5967e-63  3.73613e-64  5.55931e-63  4.96101e-58  1.28871e-65  2.13792e-72  5.67118e-96
P5        8.88901e-11  1.64637e-10  2.79143e-11  8.92653e-13  3.90392e-12  1.37365e-13  2.86375e-10  1.48306e-18  8.48399e-42
P6        2.78365e-15  1.55259e-10  1.17538e-11  8.71355e-13  2.13037e-12  1.13443e-13  7.38279e-12  1.77514e-10  1.91289e-36
P7        7.28826e-21   1.0897e-09  1.08965e-10  2.03932e-11  3.00689e-11   2.6363e-12  3.69997e-10  1.67581e-11  1.63851e-09

Temperature = 310 K    Pressure = 0.9 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.05694e-48    2.716e-49  1.42551e-49  2.72638e-50  3.36626e-48  1.24924e-48  2.51798e-53  3.78813e-64  3.95681e-95
R         8.18953e-11  8.50894e-11  2.64673e-12  6.87717e-14  4.55274e-13  1.27163e-14  1.06843e-14  2.22187e-21  1.77998e-45
P1        1.25491e-10  7.72721e-12  1.33895e-10  7.93963e-14  5.77698e-13  1.54073e-14  5.27925e-15  4.91529e-22  5.19648e-46
P2        5.18969e-20  4.34145e-22  1.71677e-22  5.25654e-20  6.09502e-23    1.426e-24  3.65867e-25  7.86646e-32   2.1029e-55
P3        3.51865e-21  1.57824e-24  6.85942e-25  3.34696e-26  3.52096e-21  1.14924e-26  8.78173e-28  1.05711e-34  1.70265e-58
P4        4.96072e-58  1.67468e-62  6.94998e-63  2.97485e-64  4.36597e-63  4.96101e-58   1.1743e-65  2.13682e-72  5.67116e-96
P5         1.0658e-10  1.49982e-10  2.53835e-11  8.13562e-13  3.55609e-12  1.25171e-13   2.8644e-10  1.47865e-18  8.48395e-42
