Rate Units: cm^3/sec

 T, K        R->P8        P8->R
  200  5.39198e-18  1.25322e-27
  210  8.60223e-18  5.55611e-27
  220   1.3438e-17  2.19801e-26
  230  2.05636e-17  7.85701e-26
  240  3.08415e-17  2.56493e-25
  250  4.53664e-17   7.7173e-25
  260  6.54985e-17  2.15715e-24
  270  9.28957e-17  5.64091e-24
  280  1.29544e-16  1.38847e-23
  290  1.77784e-16  3.23449e-23
  300  2.40335e-16  7.16553e-23
  310  3.20316e-16  1.51612e-22
  320   4.2126e-16  3.07561e-22
  330  5.47125e-16  6.00251e-22
  340  7.02305e-16  1.13053e-21
  350  8.91629e-16  2.06055e-21
  360  1.12037e-15  3.64355e-21
  370  1.39422e-15  6.26455e-21
  380  1.71931e-15  1.04946e-20
  390   2.1022e-15  1.71618e-20
  400  2.54983e-15  2.74418e-20
  410  3.06956e-15  4.29716e-20
  420  3.66911e-15    6.599e-20
  430  4.35657e-15  9.95083e-20
  440  5.14038e-15  1.47515e-19
  450  6.02929e-15  2.15214e-19
  460  7.03238e-15  3.09313e-19
  470  8.15901e-15  4.38337e-19
  480  9.41882e-15   6.1301e-19
  490  1.08217e-14  8.46661e-19
  500  1.23777e-14   1.1557e-18
  510  1.40973e-14  1.56013e-18
  520   1.5991e-14  2.08412e-18
  530  1.80695e-14  2.75664e-18
  540  2.03437e-14  3.61208e-18
  550  2.28246e-14  4.69106e-18
  560  2.55236e-14  6.04115e-18
  570  2.84519e-14  7.71771e-18
  580   3.1621e-14  9.78475e-18
  590  3.50425e-14  1.23159e-17
  600  3.87279e-14  1.53953e-17
  610  4.26891e-14  1.91187e-17
  620  4.69378e-14  2.35944e-17
  630   5.1486e-14  2.89444e-17
  640  5.63456e-14  3.53056e-17
  650  6.15285e-14  4.28307e-17
  660  6.70468e-14  5.16897e-17
  670  7.29127e-14  6.20706e-17
  680   7.9138e-14  7.41814e-17
  690  8.57351e-14  8.82506e-17
  700   9.2716e-14  1.04529e-16
  800  1.86309e-13  4.62213e-16
  900  3.31596e-13  1.52864e-15
 1000  5.40399e-13  4.11203e-15
 1100  8.24036e-13  9.49435e-15
 1200  1.19318e-12  1.95088e-14
 1300   1.6578e-12  3.65853e-14
 1400  2.22709e-12  6.37667e-14
 1500  2.90948e-12    1.047e-13
 1600  3.71268e-12  1.63608e-13
 1700   4.6437e-12  2.45251e-13
 1800  5.70891e-12  3.54878e-13
 1900  6.91407e-12  4.98171e-13
 2000  8.26441e-12  6.81196e-13
 2100  9.76466e-12   9.1035e-13
 2200  1.14191e-11  1.19231e-12
 2300  1.32316e-11  1.53398e-12
 2400  1.52058e-11  1.94246e-12
 2500  1.73447e-11  2.42501e-12
 2600  1.96514e-11  2.98899e-12
 2700  2.21285e-11  3.64187e-12
 2800  2.47783e-11  4.39116e-12
 2900  2.76032e-11  5.24442e-12
 3000  3.06051e-11  6.20922e-12
 3100   3.3786e-11  7.29314e-12
 3200  3.71474e-11  8.50373e-12
 3300  4.06909e-11  9.84853e-12
 3400   4.4418e-11   1.1335e-11
 3500  4.83301e-11  1.29706e-11
 3600  5.24282e-11  1.47628e-11
 3700  5.67136e-11  1.67188e-11
 3800  6.11873e-11  1.88459e-11
 3900  6.58503e-11  2.11513e-11
