Pressure (atm),Temperature (K),W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
1.0,296.0,1.6993527832043607,1.605180642432148,1.6993446365704579,0.06205163001974415,0.11428639640006827,0.04272952848780614
1.0,370.0,1.3655741943609134,1.2482314147578653,1.3596759173011186,0.04541160983579242,0.07042055443848493,0.01617644886465191
1.0,407.0,1.2232865205770356,1.1131400537321618,1.2321320195959644,0.038733867963971234,0.0431509521981972,0.008983069198903865
1.0,474.0,1.022531681807877,0.9250738177848611,1.0541356628170315,0.028328983262120206,0.014684111197981372,0.0026955698499456803
1.0,513.0,0.9280085694417376,0.8389266556740795,0.9720660893070567,0.0233982042230726,0.006702861238998917,0.0011813078693913477
1.0,539.0,0.8712015146038934,0.7883747710702584,0.9236517628192333,0.02055716508522426,0.0034724465807885016,0.0006223644653566053
1.0,577.0,0.795210233986359,0.7224317286060905,0.8601388440750725,0.01698763023144044,0.0006815550209225628,0.00018816555202070582
1.0,700.0,0.5917746266518957,0.5556718523846282,0.6971614413067122,0.00914051728380103,-0.0012021084190795928,2.8699418097791425e-05
1.0,810.0,0.45072195947815963,0.44716344953837195,0.5887409282845667,0.0052674245083800305,-0.00044862441681248514,0.00018609872649261866
1.0,906.0,0.3515129559125477,0.37318451428463884,0.5134464194218149,0.0032591267884545983,0.00016315116423994686,0.00025465929152326957
1.0,1050.0,0.23478624447964172,0.28734638776857635,0.4243626100244396,0.0015717763803941322,0.0005665799221743889,0.00023393518834655965
1.0,1200.0,0.14383110792750414,0.22030593496529194,0.3532133952442248,0.0007099060203413476,0.0005327836341603123,0.0001388045268475544
1.0,1350.0,0.07534875697577918,0.168948784991298,0.2975509106081074,0.00029644052482459207,0.00030911254826338814,3.5137714466132604e-05
1.0,1525.0,0.015625981899160826,0.12281506033952637,0.2464949220177569,8.641476955438405e-05,1.9294835775104603e-05,-5.806200780299193e-05
1.0,1700.0,-0.028710885348567597,0.08714807161568848,0.20618664908040987,1.3316877234993214e-05,-0.0002001763969545643,-0.00010992413928334271
1.0,1900.0,-0.06623813803165612,0.05540273927028945,0.16956153580742622,5.663256078006201e-07,-0.0003274457972101789,-0.0001218289447811208
1.0,2000.0,-0.08110519416609532,0.04224338390337985,0.15413630582661722,6.317071718748488e-06,-0.0003428281830069174,-0.00011192945168407524
1.0,2200.0,-0.10504057167366863,0.02004721477549748,0.12774193112066193,2.5759901433976267e-05,-0.00029055561750194813,-6.744557905613005e-05
1.0,2900.0,-0.15197444951635852,-0.030225704569188286,0.06574079571900153,7.241934253115418e-05,0.0004536556950062125,0.00023509402833837736
