Wells (G - ground energy, D - dissociation limit, kcal/mol):
      Name        G        D
        W1    -90.3     -4.4

Bimolecular Products (G - ground energy, kcal/mol):
      Name        G
         R      0.0
        P1      0.6
        P2    -13.1
        P3    -17.7
        P4    -69.8
        P5      4.3
        P6     13.5
        P7     48.0

Well-to-Bimolecular Barriers (H/G - barrier height/well depth, kcal/mol)
      Name        H     Well        G  Product
        B1      0.0       W1    -90.3        R
        B2      0.6       W1    -90.3       P1
        B3     -1.5       W1    -90.3       P2
        B4     -4.4       W1    -90.3       P3
        B5     -0.2       W1    -90.3       P4
        B6      4.3       W1    -90.3       P5
        B7     13.5       W1    -90.3       P6
        B8     48.0       W1    -90.3       P7

________________________________________________________________________________________

Unimolecular Rate Units: 1/sec;  Bimolecular Rate Units: cm^3/sec

______________________________________________________________________________________

Species-Species Rate Tables:

Temperature = 300 K

High Pressure Rate Coefficients:

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
R         8.23063e-11   8.5613e-11  2.73199e-12  7.08433e-14  4.80786e-13  1.41928e-14  8.88633e-15  1.11095e-21  1.38442e-46
P1        1.32089e-10  8.25812e-12  1.41113e-10  8.83727e-14  6.54725e-13  1.85736e-14  4.63176e-15  2.54742e-22  4.18035e-47
P2        3.01691e-20   2.1778e-22  8.98742e-23  3.05134e-20  3.56241e-23  8.84108e-25  1.48996e-25   1.9101e-32  7.94909e-57
P3        1.88395e-21    6.311e-25  2.84317e-25  1.52115e-26  1.88489e-21  6.21318e-27  2.81003e-28  2.00058e-35  5.00724e-60
P4        2.00505e-59  4.21408e-64  1.82444e-64  8.53929e-66  1.40541e-64  2.00512e-59  2.34786e-67  2.48942e-74  1.00963e-98
P5        1.02093e-10  1.53169e-10  2.64116e-11   8.3542e-13   3.6899e-12  1.36297e-13  2.86336e-10  8.98806e-19   8.0869e-43
P6        6.48069e-15  1.54748e-10  1.17389e-11  8.65505e-13  2.12296e-12  1.16787e-13  7.26352e-12  1.76862e-10  2.95289e-37
P7        8.16418e-21  1.08438e-09  1.08324e-10  2.02541e-11   2.9879e-11  2.66342e-12  3.67491e-10  1.66047e-11  1.62959e-09

Temperature = 300 K    Pressure = 0.9 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.23062e-50  1.95868e-51  1.03394e-51  2.28714e-52  3.33807e-50   1.5704e-50  1.62457e-55  2.92845e-66  2.42699e-98
R         8.42262e-11  8.69325e-11  2.23788e-12   5.8113e-14  3.90724e-13  1.15846e-14   8.0087e-15  1.11096e-21  1.38442e-46
P1        1.34395e-10  6.76454e-12  1.41774e-10  7.13048e-14   5.2476e-13  1.49309e-14  4.16448e-15  2.55035e-22  4.18034e-47
P2        3.02339e-20  1.78645e-22  7.25163e-23  3.05141e-20  2.81179e-23  7.00501e-25    1.343e-25  1.90858e-32  7.94905e-57
P3        1.88419e-21   5.1288e-25  2.27879e-25  1.20063e-26  1.88495e-21  4.86635e-27  2.53061e-28  2.00125e-35  5.00722e-60
P4        2.00506e-59  3.43967e-64  1.46662e-64  6.76589e-66  1.10076e-64  2.00512e-59  2.11552e-67  2.48798e-74  1.00962e-98
P5        1.20412e-10  1.38042e-10   2.3747e-11  7.53019e-13  3.32298e-12  1.22809e-13    2.864e-10  8.95598e-19  8.08685e-43
P6        1.75409e-14  1.54749e-10  1.17525e-11  8.64814e-13  2.12367e-12  1.16719e-13   7.2376e-12  1.76862e-10  2.95285e-37
P7        8.17459e-21  1.08438e-09  1.08324e-10   2.0254e-11  2.98789e-11  2.66341e-12  3.67489e-10  1.66044e-11  1.62959e-09

Temperature = 300 K    Pressure = 1 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.23314e-50  1.97552e-51   1.0405e-51  2.28895e-52  3.33823e-50   1.5704e-50  1.72944e-55  4.40763e-66  2.42832e-98
R           8.495e-11  8.74333e-11  2.05409e-12  5.33777e-14  3.57568e-13  1.06199e-14  7.63661e-15  1.11094e-21  1.38442e-46
P1        1.35247e-10  6.20901e-12  1.42016e-10  6.50689e-14  4.77622e-13  1.36055e-14  3.96556e-15  2.55183e-22  4.18034e-47
P2        3.02578e-20  1.64089e-22  6.61744e-23  3.05143e-20  2.54478e-23  6.34925e-25  1.28046e-25  1.90778e-32  7.94902e-57
P3        1.88428e-21  4.69359e-25  2.07409e-25  1.08662e-26  1.88497e-21  4.39133e-27  2.41126e-28  2.00158e-35  5.00722e-60
P4        2.00507e-59  3.15323e-64  1.33643e-64  6.13252e-66  9.93311e-65  2.00512e-59  2.01649e-67  2.48723e-74  1.00962e-98
P5        1.28185e-10  1.31629e-10  2.26127e-11  7.17952e-13  3.16627e-12   1.1706e-13  2.86428e-10   8.9397e-19  8.08683e-43
P6        2.64009e-14  1.54747e-10  1.17593e-11  8.64453e-13  2.12401e-12  1.16684e-13  7.22445e-12  1.76862e-10  2.95283e-37
P7        8.17905e-21  1.08438e-09  1.08324e-10  2.02539e-11  2.98789e-11   2.6634e-12  3.67488e-10  1.66043e-11  1.62959e-09

Temperature = 300 K    Pressure = 1.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.24131e-50  2.03069e-51  1.06147e-51  2.29471e-52  3.33871e-50  1.57041e-50  2.12826e-55  1.99503e-65  2.43215e-98
R         8.73227e-11  8.90884e-11  1.46183e-12  3.81026e-14  2.51986e-13  7.52954e-15  6.22211e-15  1.11053e-21  1.38443e-46
P1        1.37973e-10  4.41875e-12   1.4278e-10  4.54017e-14  3.30289e-13   9.4463e-15  3.20882e-15  2.55906e-22  4.18032e-47
P2        3.03339e-20  1.17131e-22  4.61731e-23  3.05151e-20  1.72827e-23  4.33407e-25  1.04207e-25  1.90332e-32  7.94892e-57
P3        1.88455e-21  3.30767e-25   1.4343e-25  7.37971e-27  1.88503e-21  2.95334e-27  1.95555e-28  2.00292e-35  5.00717e-60
P4        2.00508e-59  2.23565e-64  9.27887e-65  4.18613e-66  6.68039e-65  2.00512e-59  1.63873e-67  2.48292e-74  1.00961e-98
P5        1.57746e-10  1.07248e-10  1.82976e-11  5.84291e-13  2.56787e-12  9.51307e-14  2.86538e-10  8.85591e-19  8.08672e-43
P6        1.19499e-13  1.54689e-10  1.17926e-11   8.6243e-13  2.12544e-12  1.16482e-13  7.15673e-12  1.76862e-10  2.95272e-37
P7        8.19196e-21  1.08439e-09  1.08323e-10  2.02536e-11  2.98786e-11  2.66336e-12  3.67483e-10  1.66037e-11  1.62959e-09

Temperature = 300 K    Pressure = 2 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.24582e-50  2.06154e-51  1.07282e-51  2.29781e-52  3.33896e-50  1.57042e-50  2.39612e-55  5.39588e-65  2.43454e-98
R         8.86493e-11  9.00233e-11  1.13809e-12   2.9733e-14  1.95098e-13  5.85144e-15  5.27171e-15  1.10938e-21  1.38444e-46
P1        1.39448e-10  3.44016e-12  1.43186e-10  3.49393e-14  2.52819e-13  7.24807e-15  2.70245e-15  2.56529e-22   4.1803e-47
P2         3.0375e-20  9.14023e-23  3.55329e-23  3.05155e-20     1.31e-23  3.29512e-25  8.81741e-26   1.8978e-32  7.94881e-57
P3        1.88469e-21  2.56094e-25  1.09788e-25   5.5937e-27  1.88507e-21  2.22607e-27  1.64935e-28  2.00335e-35  5.00713e-60
P4        2.00509e-59  1.73739e-64   7.1196e-65  3.18264e-66  5.03532e-65  2.00512e-59  1.38475e-67  2.47734e-74  1.00959e-98
P5        1.77599e-10  9.08659e-11  1.54101e-11  4.94393e-13  2.16579e-12  8.03869e-14  2.86616e-10  8.76819e-19  8.08661e-43
P6        3.23203e-13   1.5453e-10  1.18213e-11  8.59928e-13   2.1259e-12   1.1622e-13  7.08584e-12  1.76862e-10  2.95261e-37
P7        8.19999e-21   1.0844e-09  1.08323e-10  2.02534e-11  2.98784e-11  2.66333e-12  3.67478e-10  1.66031e-11  1.62959e-09

Temperature = 300 K    Pressure = 2.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1         5.2487e-50  2.08138e-51  1.07997e-51  2.29977e-52  3.33912e-50  1.57042e-50  2.58968e-55   1.1082e-64  2.43594e-98
R         8.95022e-11  9.06284e-11  9.33018e-13  2.44191e-14  1.59371e-13  4.79216e-15  4.58441e-15  1.10735e-21  1.38445e-46
P1        1.40377e-10  2.82028e-12  1.43439e-10  2.84229e-14  2.04926e-13  5.88457e-15  2.33845e-15  2.56977e-22  4.18028e-47
P2        3.04008e-20   7.5067e-23  2.89058e-23  3.05157e-20  1.05528e-23  2.65982e-25  7.65883e-26  1.89099e-32   7.9487e-57
P3        1.88478e-21  2.09197e-25  8.89898e-26  4.50605e-27  1.88509e-21  1.78664e-27  1.42869e-28  2.00242e-35  5.00708e-60
P4         2.0051e-59  1.42287e-64  5.78027e-65  2.56903e-66  4.04136e-65  2.00512e-59  1.20143e-67  2.47012e-74  1.00958e-98
P5        1.91946e-10  7.90193e-11  1.33345e-11  4.29431e-13  1.87604e-12   6.9745e-14  2.86675e-10  8.67692e-19   8.0865e-43
P6        6.63794e-13  1.54247e-10  1.18419e-11  8.56845e-13  2.12491e-12  1.15881e-13  7.01208e-12  1.76862e-10  2.95251e-37
P7        8.20472e-21   1.0844e-09  1.08322e-10  2.02531e-11  2.98781e-11  2.66329e-12  3.67473e-10  1.66025e-11  1.62959e-09

Temperature = 300 K    Pressure = 3 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.25071e-50  2.09525e-51  1.08489e-51  2.30111e-52  3.33923e-50  1.57043e-50   2.7367e-55  1.92302e-64  2.43709e-98
R         9.00987e-11  9.10535e-11  7.91142e-13  2.07355e-14  1.34795e-13  4.06086e-15  4.06195e-15  1.10437e-21  1.38446e-46
P1        1.41017e-10  2.39142e-12  1.43612e-10  2.39671e-14  1.72348e-13  4.95493e-15  2.06336e-15  2.57203e-22  4.18027e-47
P2        3.04186e-20   6.3743e-23  2.43744e-23  3.05159e-20  8.83731e-24  2.23072e-25  6.77914e-26  1.88283e-32  7.94859e-57
P3        1.88484e-21  1.76938e-25  7.48428e-26  3.77353e-27   1.8851e-21  1.49229e-27  1.26164e-28  1.99988e-35  5.00704e-60
P4         2.0051e-59  1.20574e-64  4.86711e-65  2.15457e-66  3.37554e-65  2.00512e-59  1.06241e-67  2.46111e-74  1.00956e-98
P5        2.02843e-10   7.0014e-11  1.17658e-11  3.80107e-13  1.65668e-12  6.16747e-14  2.86721e-10  8.58266e-19  8.08639e-43
P6        1.15185e-12  1.53832e-10  1.18523e-11  8.53147e-13  2.12221e-12  1.15459e-13  6.93591e-12  1.76863e-10   2.9524e-37
P7         8.2086e-21  1.08441e-09  1.08322e-10  2.02528e-11  2.98778e-11  2.66325e-12  3.67468e-10  1.66019e-11  1.62959e-09

Temperature = 300 K    Pressure = 3.5 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.25219e-50  2.10551e-51   1.0885e-51   2.3021e-52   3.3393e-50  1.57043e-50  2.85249e-55  2.98258e-64  2.43784e-98
R         9.05401e-11  9.13691e-11  6.87013e-13  1.80272e-14  1.16833e-13  3.52487e-15   3.6502e-15  1.10045e-21  1.38446e-46
P1        1.41485e-10  2.07667e-12  1.43738e-10  2.07251e-14  1.48737e-13     4.28e-15   1.8477e-15  2.57186e-22  4.18025e-47
P2        3.04316e-20  5.54176e-23  2.10773e-23   3.0516e-20  7.60274e-24  1.92124e-25  6.08668e-26  1.87333e-32  7.94848e-57
P3        1.88489e-21   1.5336e-25  6.45897e-26  3.24636e-27  1.88511e-21   1.2813e-27  1.13051e-28  1.99566e-35    5.007e-60
P4         2.0051e-59  1.04659e-64  4.20414e-65  1.85566e-66  2.89828e-65  2.00512e-59  9.53105e-68   2.4503e-74  1.00955e-98
P5        2.11425e-10  6.29167e-11  1.05361e-11   3.4128e-13  1.48449e-12  5.53293e-14  2.86759e-10  8.48604e-19  8.08628e-43
P6        1.78651e-12  1.53285e-10  1.18516e-11  8.48841e-13  2.11773e-12  1.14952e-13  6.85783e-12  1.76863e-10  2.95229e-37
P7        8.21113e-21  1.08442e-09  1.08321e-10  2.02525e-11  2.98776e-11  2.66322e-12  3.67463e-10  1.66013e-11  1.62959e-09

Temperature = 300 K    Pressure = 4 atm

From\To            W1            R           P1           P2           P3           P4           P5           P6           P7
W1        5.25332e-50  2.11343e-51  1.09125e-51  2.30285e-52  3.33936e-50  1.57043e-50  2.94622e-55  4.27341e-64  2.43842e-98
R         9.08803e-11  9.16131e-11  6.07272e-13  1.59502e-14  1.03121e-13  3.11482e-15  3.31666e-15  1.09564e-21  1.38447e-46
P1        1.41843e-10  1.83563e-12  1.43833e-10   1.8259e-14  1.30832e-13  3.76746e-15  1.67382e-15  2.56926e-22  4.18023e-47
