========================================
c2h6rad_B1_Frequencies_1_0.1.out
0.5 atm
T,W1->P1
290.0,9.35529e-52
300.0,1.67886e-49
310.0,2.15987e-47
320.0,2.0548e-45
330.0,1.48556e-43
340.0,8.36065e-42
350.0,3.7417e-40
360.0,1.35719e-38
370.0,4.05753e-37
380.0,1.01509e-35
390.0,2.15422e-34
400.0,3.92547e-33
410.0,6.21059e-32
420.0,8.61644e-31
430.0,1.0578e-29
440.0,1.15866e-28
450.0,1.14082e-27
460.0,1.01672e-26
470.0,8.25294e-26
480.0,6.13642e-25
490.0,4.20211e-24
500.0,2.66272e-23
510.0,1.56847e-22
520.0,8.62419e-22
530.0,4.44294e-21
540.0,2.15246e-20
550.0,9.8382e-20
560.0,4.25513e-19
570.0,1.74672e-18
580.0,6.82261e-18
590.0,2.5422e-17
600.0,9.05708e-17
610.0,3.09166e-16
620.0,1.01337e-15
630.0,3.19501e-15
640.0,9.70816e-15
650.0,2.84756e-14
660.0,8.07493e-14
670.0,2.21718e-13
680.0,5.90267e-13
690.0,1.52578e-12
700.0,3.834e-12
800.0,1.02061e-08
900.0,4.24061e-06
1000.0,0.000477127
1100.0,0.0207026
1200.0,0.439383
1300.0,5.38068
1400.0,42.8278
1500.0,241.753
1600.0,1034.4
1700.0,3524.04
1800.0,9955.7
1900.0,24027.5
2000.0,51010.0
2100.0,96864.7
2200.0,167816.0
2300.0,268106.0
2400.0,403340.0
2500.0,572670.0
2600.0,780688.0
2700.0,1023270.0
2800.0,1302710.0
2900.0,1625390.0
========================================
c2h6rad_B1_Frequencies_1_0.1.out
1 atm
T,W1->P1
290.0,9.38419e-52
300.0,1.68506e-49
310.0,2.16932e-47
320.0,2.0654e-45
330.0,1.49455e-43
340.0,8.41964e-42
350.0,3.77233e-40
360.0,1.37e-38
370.0,4.10147e-37
380.0,1.02764e-35
390.0,2.18446e-34
400.0,3.98779e-33
410.0,6.32148e-32
420.0,8.7887e-31
430.0,1.08138e-29
440.0,1.18734e-28
450.0,1.17205e-27
460.0,1.04737e-26
470.0,8.52588e-26
480.0,6.35836e-25
490.0,4.36766e-24
500.0,2.77668e-23
510.0,1.64113e-22
520.0,9.05526e-22
530.0,4.68198e-21
540.0,2.27672e-20
550.0,1.0446e-19
560.0,4.53587e-19
570.0,1.86945e-18
580.0,7.33209e-18
590.0,2.74348e-17
