Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  2.64616e-12  1.50759e-71
  210  2.65118e-12  1.05618e-68
  220  2.72905e-12  4.18689e-66
  230    2.784e-12  9.79272e-64
  240  2.92279e-12  1.49738e-61
  250  2.95661e-12  1.47995e-59
  260  3.17633e-12  1.09129e-57
  270  3.20756e-12  5.52653e-56
  280  3.55953e-12  2.32411e-54
  290  3.33372e-12  6.41662e-53
  300  3.42245e-12  1.54909e-51
  310  3.85477e-12  3.34552e-50
  320  3.95683e-12  5.47296e-49
  330   3.7117e-12  6.91599e-48
  340   3.8447e-12  8.27946e-47
  350  3.91274e-12   8.4653e-46
  360  3.96341e-12    7.577e-45
  370  4.08423e-12  6.13166e-44
  380  4.18274e-12  4.42378e-43
  390  4.47016e-12  3.01288e-42
  400  4.40936e-12  1.72621e-41
  410  4.54969e-12  9.49396e-41
  420  4.66636e-12  4.79233e-40
  430  4.75445e-12  2.23126e-39
  440  4.83337e-12  9.67305e-39
  450  5.01278e-12  4.01089e-38
  460  5.05349e-12  1.52202e-37
  470  5.19002e-12  5.56106e-37
  480  5.31767e-12  1.92263e-36
  490  5.43417e-12  6.30858e-36
  500  5.54162e-12  1.97148e-35
  510  5.78785e-12  6.03889e-35
  520  5.82797e-12  1.71109e-34
  530   6.2487e-12  4.96492e-34
  540  6.07835e-12   1.2597e-33
  550  6.26938e-12  3.27293e-33
  560  6.91221e-12  8.79506e-33
  570  6.45071e-12  1.93899e-32
  580  6.59649e-12  4.54744e-32
  590  6.73694e-12  1.03561e-31
  600  6.87158e-12  2.29338e-31
  610   7.0014e-12  4.94617e-31
  620  7.80174e-12  1.13881e-30
  630  7.38999e-12  2.17816e-30
  640   7.4736e-12  4.35155e-30
  650  7.57977e-12  8.53806e-30
  660  7.83734e-12  1.67416e-29
  670  7.90029e-12  3.13991e-29
  680  8.19375e-12  5.94969e-29
  690  8.20663e-12  1.06991e-28
  700   8.4572e-12  1.94687e-28
  800  9.98763e-12  3.10739e-26
  900  1.19669e-11  1.69866e-24
 1000  1.38559e-11  4.19688e-23
 1100   1.6172e-11  6.01505e-22
 1200   1.8272e-11  5.51384e-21
 1300  2.08716e-11  3.71476e-20
 1400  2.34911e-11  1.91926e-19
 1500  2.64323e-11   8.1114e-19
 1600  2.93791e-11  2.87671e-18
 1700  3.23955e-11   8.8483e-18
 1800  3.57632e-11  2.43579e-17
 1900  3.92203e-11  6.06045e-17
 2000  4.27539e-11  1.38307e-16
 2100  4.70799e-11  2.97591e-16
 2200   5.0409e-11  5.86552e-16
 2300  5.46818e-11  1.11201e-15
 2400  5.84177e-11  1.98394e-15
