Pressure (atm),Temperature (K),W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
1.0,296.0,1.6998422340878399,1.605323424557113,1.6994727590583047,0.062049621666668074,0.11427381549542577,0.04272300879543122
1.0,370.0,1.3604584700086928,1.2467390607227258,1.358336785324438,0.045432601076209965,0.07055204963599504,0.016244592472287704
1.0,407.0,1.2275955974602608,1.1143970933673546,1.2332599972275156,0.038716186622534864,0.04304019116433353,0.00892567047570571
1.0,474.0,1.0275911343086022,0.9265497562508105,1.05546006463305,0.02830822292079583,0.014554062418559093,0.0026281758067379863
1.0,513.0,0.9296027775950034,0.8393917164950855,0.972483401688477,0.02339166274352214,0.006661883519654105,0.001160072343601979
1.0,539.0,0.8703729325738891,0.788133057941422,0.9234348667128496,0.02056056498794028,0.0034937445535156366,0.0006334015274908549
1.0,577.0,0.7914033915646239,0.7213212003089831,0.8591423352592126,0.017003250765245857,0.0007794065591779937,0.00023887429972264238
1.0,700.0,0.5849420121552131,0.5536786488578939,0.695372882752201,0.009168553402348945,-0.001026482069231594,0.00011971272701615204
1.0,810.0,0.4469756788733007,0.4460705882738176,0.587760272603674,0.005282796540197276,-0.0003523295667908149,0.00023600076516248943
1.0,906.0,0.3517450802562294,0.37325222936643987,0.513507182104108,0.003258174317776362,0.00015718461203607497,0.0002515672969275216
1.0,1050.0,0.2400908830154076,0.2888938516603799,0.42575119365391284,0.00155000997255349,0.0004302288513419341,0.00016327516353283696
1.0,1200.0,0.1518114233903298,0.22263394467705305,0.3553023849715955,0.0006771605655490062,0.0003276566397930621,3.250335593903239e-05
1.0,1350.0,0.08328879140816953,0.17126504396097425,0.2996293560583211,0.00026386035428881707,0.00010502094235375987,-7.062689609024667e-05
1.0,1525.0,0.020803775311906737,0.12432552109834162,0.2478503016770653,6.516884248703018e-05,-0.00011379579273749273,-0.00012703240196320335
1.0,1700.0,-0.02833003962931946,0.08725917155046312,0.20628634223246814,1.1754161272163526e-05,-0.00020996570150745794,-0.00011499716527033208
1.0,1900.0,-0.07287176334531136,0.05346758467147763,0.1678250662171611,2.7785936030134582e-05,-0.00015693428954947265,-3.346625566023601e-05
1.0,2000.0,-0.09161508224555749,0.03917744977453306,0.15138515540914585,4.9442066819400455e-05,-7.268074816619755e-05,2.806669372343971e-05
1.0,2200.0,-0.12368409722820639,0.01460854398834891,0.12286165620878352,0.0001022594742399062,0.0001886598192134627,0.0001808940508830456
