========================================
c2h6rad_B1_Frequencies_1_0.01.out
0.001 atm
T,P1->P2
1100.0,3.3016e-18
1200.0,8.66083e-18
1300.0,2.01778e-17
1400.0,4.26893e-17
1500.0,8.34051e-17
1600.0,1.52451e-16
1700.0,2.63364e-16
1800.0,4.33516e-16
1900.0,6.8444e-16
2000.0,1.04205e-15
2100.0,1.53677e-15
2200.0,2.2035e-15
2300.0,3.08157e-15
2400.0,4.21455e-15
2500.0,5.64998e-15
2600.0,7.4391e-15
2700.0,9.63648e-15
2800.0,1.22996e-14
2900.0,1.54886e-14
========================================
c2h6rad_B2_Frequencies_1_0.01.out
0.001 atm
T,P2->P3
290.0,2.64795e-25
300.0,3.07804e-25
310.0,3.61093e-25
320.0,4.27797e-25
330.0,5.12192e-25
340.0,6.20157e-25
350.0,7.59836e-25
360.0,9.42562e-25
370.0,1.18419e-24
380.0,1.50691e-24
390.0,1.94184e-24
400.0,2.53251e-24
410.0,3.33963e-24
420.0,4.44752e-24
430.0,5.97264e-24
440.0,8.07481e-24
450.0,1.09718e-23
460.0,1.49583e-23
470.0,2.04297e-23
480.0,2.79122e-23
490.0,3.81008e-23
500.0,5.19061e-23
510.0,7.05111e-23
520.0,9.54407e-23
530.0,1.28646e-22
540.0,1.72604e-22
550.0,2.30436e-22
560.0,3.0605e-22
570.0,4.04301e-22
580.0,5.31184e-22
590.0,6.94055e-22
600.0,9.0188e-22
610.0,1.16553e-21
620.0,1.4981e-21
630.0,1.91529e-21
640.0,2.43581e-21
650.0,3.08188e-21
660.0,3.87969e-21
670.0,4.86005e-21
680.0,6.05896e-21
690.0,7.51838e-21
700.0,9.28695e-21
800.0,6.14013e-20
900.0,2.91134e-19
1000.0,1.07597e-18
1100.0,3.28692e-18
1200.0,8.65196e-18
1300.0,2.02223e-17
1400.0,4.29141e-17
1500.0,8.40877e-17
1600.0,1.54124e-16
1700.0,2.66964e-16
1800.0,4.40568e-16
1900.0,6.973e-16
2000.0,1.06418e-15
2100.0,1.57307e-15
2200.0,2.26068e-15
2300.0,3.16855e-15
2400.0,4.34288e-15
2500.0,5.83434e-15
2600.0,7.69771e-15
2700.0,9.99162e-15
2800.0,1.27781e-14
2900.0,1.61222e-14
