*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
          200          0.1  1.41748e+09     0.059141  0.000677092    0.0133314
          200            1  1.41748e+10    0.0483035  0.000294874   0.00562336
          200            2  2.83496e+10    0.0456352  0.000224004   0.00417573
          200            3  4.25244e+10    0.0441743  0.000189382    0.0034698
          200            4  5.66992e+10    0.0431784  0.000167506   0.00302557
          210          0.1  1.35343e+09    0.0580872  0.000773861    0.0162616
          210            1  1.35343e+10    0.0476615  0.000355931   0.00728484
          210            2  2.70687e+10    0.0450586  0.000275173   0.00552022
          210            3   4.0603e+10    0.0436264  0.000235109   0.00464456
          210            4  5.41373e+10     0.042647  0.000209541   0.00408721
          220          0.1  1.29583e+09    0.0570919  0.000890987    0.0198835
          220            1  1.29583e+10     0.047075  0.000430655   0.00940783
          220            2  2.59166e+10    0.0445389  0.000338313   0.00726169
          220            3  3.88749e+10    0.0431364  0.000291856   0.00617964
          220            4  5.18332e+10    0.0421743  0.000261938   0.00548375
          230          0.1  1.24377e+09    0.0566494    0.0010482    0.0246478
          230            1  1.24377e+10    0.0468883   0.00052977    0.0122629
          230            2  2.48753e+10    0.0443842  0.000422245   0.00962738
          230            3   3.7313e+10    0.0429929  0.000367461   0.00827895
          230            4  4.97507e+10    0.0420356  0.000331891   0.00740342
          240          0.1  1.19649e+09    0.0571769   0.00126067    0.0309165
          240            1  1.19649e+10    0.0473935  0.000662892    0.0161141
          240            2  2.39298e+10    0.0448569  0.000535247    0.0128515
          240            3  3.58947e+10     0.043442  0.000469481    0.0111594
          240            4  4.78596e+10    0.0424661  0.000426469    0.0100508
          250          0.1  1.15337e+09    0.0580384   0.00151806    0.0385685
          250            1  1.15337e+10    0.0481768  0.000827211    0.0209808
          250            2  2.30675e+10    0.0455935   0.00067581     0.016977
          250            3  3.46012e+10    0.0441469  0.000597017    0.0148741
