Rate Units: cm^3/sec

 T, K        R->P8        P8->R
  200  5.39975e-18  1.25412e-27
  210  8.61402e-18  5.55992e-27
  220  1.34556e-17  2.19945e-26
  230  2.05893e-17  7.86192e-26
  240  3.08785e-17  2.56647e-25
  250  4.54187e-17  7.72174e-25
  260   6.5571e-17  2.15835e-24
  270  9.29948e-17  5.64392e-24
  280  1.29677e-16  1.38919e-23
  290   1.7796e-16  3.23609e-23
  300  2.40566e-16  7.16897e-23
  310  3.20614e-16  1.51683e-22
  320  4.21639e-16  3.07699e-22
  330  5.47602e-16  6.00513e-22
  340  7.02899e-16  1.13101e-21
  350  8.92362e-16   2.0614e-21
  360  1.12126e-15  3.64501e-21
  370   1.3953e-15  6.26699e-21
  380  1.72061e-15  1.04986e-20
  390  2.10375e-15  1.71682e-20
  400  2.55167e-15  2.74517e-20
  410  3.07171e-15  4.29866e-20
  420  3.67162e-15  6.60126e-20
  430  4.35949e-15  9.95416e-20
  440  5.14374e-15  1.47563e-19
  450  6.03315e-15  2.15283e-19
  460  7.03678e-15   3.0941e-19
  470  8.16401e-15  4.38472e-19
  480  9.42447e-15  6.13193e-19
  490   1.0828e-14  8.46909e-19
  500  1.23849e-14  1.15603e-18
  510  1.41053e-14  1.56057e-18
  520  1.59998e-14   2.0847e-18
  530  1.80793e-14  2.75738e-18
  540  2.03545e-14  3.61304e-18
  550  2.28366e-14  4.69229e-18
  560  2.55367e-14  6.04271e-18
  570  2.84663e-14  7.71966e-18
  580  3.16367e-14  9.78718e-18
  590  3.50595e-14  1.23189e-17
  600  3.87465e-14   1.5399e-17
  610  4.27092e-14  1.91232e-17
  620  4.69596e-14  2.35999e-17
  630  5.15095e-14   2.8951e-17
  640  5.63709e-14  3.53135e-17
  650  6.15557e-14  4.28402e-17
  660  6.70761e-14  5.17009e-17
  670   7.2944e-14   6.2084e-17
  680  7.91715e-14  7.41971e-17
  690  8.57709e-14   8.8269e-17
  700  9.27541e-14   1.0455e-16
  800  1.86376e-13  4.62296e-16
  900  3.31703e-13  1.52888e-15
 1000  5.40554e-13  4.11262e-15
 1100  8.24251e-13   9.4956e-15
 1200  1.19347e-12  1.95111e-14
 1300  1.65817e-12  3.65894e-14
 1400  2.22754e-12  6.37733e-14
 1500  2.91003e-12   1.0471e-13
 1600  3.71334e-12  1.63623e-13
 1700  4.64449e-12  2.45272e-13
 1800  5.70982e-12  3.54906e-13
 1900  6.91512e-12  4.98209e-13
 2000   8.2656e-12  6.81245e-13
 2100    9.766e-12  9.10412e-13
 2200  1.14206e-11  1.19239e-12
 2300  1.32333e-11  1.53407e-12
 2400  1.52076e-11  1.94258e-12
 2500  1.73467e-11  2.42515e-12
 2600  1.96536e-11  2.98915e-12
 2700  2.21308e-11  3.64206e-12
 2800  2.47809e-11  4.39138e-12
 2900   2.7606e-11  5.24468e-12
 3000  3.06081e-11  6.20952e-12
 3100  3.37891e-11  7.29348e-12
 3200  3.71507e-11  8.50411e-12
 3300  4.06944e-11  9.84896e-12
 3400  4.44218e-11  1.13355e-11
 3500   4.8334e-11  1.29712e-11
 3600  5.24324e-11  1.47634e-11
 3700   5.6718e-11  1.67194e-11
 3800  6.11919e-11  1.88466e-11
 3900  6.58551e-11  2.11521e-11
