*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
          200            1  1.41748e+10    0.0511166  0.000301076   0.00534717
          210            1  1.35343e+10    0.0500373  0.000362098   0.00696447
          220            1  1.29583e+10    0.0490639  0.000437908    0.0090646
          230            1  1.24377e+10    0.0485067  0.000536656    0.0118695
          240            1  1.19649e+10    0.0486168  0.000666945    0.0156237
          250            1  1.15337e+10    0.0492053  0.000833384    0.0205108
          260            1  1.11389e+10    0.0506791   0.00105134    0.0268909
          270            1  1.07759e+10    0.0533267    0.0013381    0.0351335
          280            1   1.0441e+10    0.0562093   0.00167149    0.0447984
          290            1   1.0131e+10    0.0593799   0.00205664    0.0559528
          300            1  9.84308e+09    0.0626964   0.00249555    0.0686504
          310            1  9.57496e+09    0.0660602   0.00296958    0.0823612
          320            1  9.32456e+09    0.0697942   0.00351486    0.0977286
          330            1  9.09011e+09    0.0739049   0.00412123     0.114359
          340            1  8.87007e+09     0.078058   0.00477853     0.132072
          350            1  8.66309e+09    0.0816826   0.00545951     0.150412
          360            1  8.46798e+09    0.0861219   0.00622339     0.169962
          370            1   8.2837e+09    0.0906945   0.00704738     0.190306
          380            1  8.10934e+09    0.0949194   0.00789709     0.211025
          390            1  7.94407e+09    0.0995793   0.00881476     0.232373
          400            1  7.78716e+09     0.104101    0.0097845      0.25422
          410            1  7.63798e+09     0.108972    0.0108073     0.276177
          420            1  7.49592e+09     0.113588     0.011865     0.298465
          430            1  7.36048e+09     0.119126    0.0130149     0.320857
          440            1  7.23117e+09     0.124387    0.0142074     0.343288
          450            1  7.10758e+09     0.127919    0.0153747     0.365405
          460            1  6.98931e+09     0.135643     0.016856     0.388291
          470            1  6.87601e+09     0.139941    0.0180208     0.409039
          480            1  6.76736e+09     0.143233    0.0192493     0.430089
          490            1  6.66308e+09     0.150651    0.0209736     0.452749
          500            1  6.56288e+09     0.158138    0.0225639     0.473703
          510            1  6.46653e+09     0.160316    0.0237393      0.49317
          520            1  6.37379e+09     0.164556    0.0252124     0.513141
          530            1  6.28447e+09     0.175521    0.0273184     0.533762
          540            1  6.19836e+09     0.179869    0.0289226     0.552721
          550            1  6.11529e+09     0.183002    0.0304174     0.570856
          560            1  6.03509e+09     0.184889    0.0319956     0.589112
          570            1  5.95761e+09     0.196712    0.0340489     0.605873
          580            1  5.88272e+09     0.203464    0.0359934     0.622818
          590            1  5.81026e+09     0.208089    0.0378113     0.639109
          600            1  5.74013e+09     0.212412     0.039705     0.655021
          610            1  5.67221e+09     0.221379    0.0418122     0.669816
          620            1  5.60638e+09     0.225853    0.0437292     0.684496
          630            1  5.54255e+09     0.231761    0.0458304     0.698704
          640            1  5.48063e+09     0.237251    0.0479419      0.71241
          650            1  5.42052e+09     0.242708    0.0500013     0.725431
          660            1  5.36214e+09     0.247264    0.0521206     0.738119
          670            1  5.30541e+09       0.2427    0.0539014     0.751441
          680            1  5.25026e+09     0.264365    0.0568152     0.761078
          690            1  5.19663e+09     0.268867    0.0590642      0.77233
          700            1  5.14444e+09     0.273524    0.0612424     0.782907
          800            1  4.69001e+09     0.332677    0.0862863     0.866229
          900            1  4.32949e+09     0.372835     0.112636     0.919122
         1000            1  4.03466e+09     0.451878      0.14489      0.94983
         1100            1  3.78774e+09     0.455486     0.169027     0.969832
         1200            1    3.577e+09     0.511221     0.202129     0.981214
         1300            1  3.39436e+09     0.583721     0.240825     0.988125
         1400            1  3.23409e+09     0.470253     0.234566     0.993059
         1500            1  3.09198e+09     0.609699     0.299683     0.995372
         1600            1  2.96489e+09     0.447438     0.263826      0.99731
         1700            1  2.85036e+09     0.402555     0.256655     0.998295
         1800            1   2.7465e+09     0.658715     0.386903     0.998794
         1900            1  2.65177e+09     0.526051     0.339767      0.99928
         2000            1  2.56495e+09     0.370763     0.254914      0.99959
         2100            1  2.48501e+09     0.818125      0.49112     0.999603
         2200            1  2.41112e+09      0.67824     0.461542     0.999723
         2300            1  2.34258e+09     0.487339     0.364751     0.999818
         2400            1  2.27878e+09     0.597897     0.377156     0.999909
         2500            1  2.21922e+09     0.397853     0.267513     0.999946
         2600            1  2.16347e+09     0.972153     0.648252     0.999922
         2700            1  2.11114e+09     0.962089     0.600675     0.999949
         2800            1  2.06191e+09     0.910185     0.531683     0.999966
         2900            1   2.0155e+09     0.840771     0.456241     0.999978
         3000            1  1.97166e+09     0.707609     0.353801     0.999985
