========================================
ch4o_colrel_FactorOne_0.1.out
0.1 atm
T,W1->R
290.0,6.99343e-54
300.0,1.34666e-51
310.0,1.84567e-49
320.0,1.85831e-47
330.0,1.41344e-45
340.0,8.32504e-44
350.0,3.88116e-42
360.0,1.45975e-40
370.0,4.50802e-39
380.0,1.16072e-37
390.0,2.52742e-36
400.0,4.71152e-35
410.0,7.60532e-34
420.0,1.07401e-32
430.0,1.3392e-31
440.0,1.487e-30
450.0,1.48161e-29
460.0,1.33402e-28
470.0,1.09253e-27
480.0,8.18314e-27
490.0,5.64006e-26
500.0,3.59351e-25
510.0,2.12612e-24
520.0,1.17347e-23
530.0,6.06548e-23
540.0,2.94441e-22
550.0,1.34825e-21
560.0,5.8398e-21
570.0,2.39975e-20
580.0,9.37969e-20
590.0,3.49604e-19
600.0,1.24554e-18
610.0,4.2517e-18
620.0,1.39316e-17
630.0,4.39035e-17
640.0,1.33359e-16
650.0,3.90954e-16
660.0,1.10806e-15
670.0,3.04076e-15
680.0,8.09192e-15
690.0,2.09057e-14
700.0,5.25008e-14
800.0,1.401e-10
900.0,5.93165e-08
1000.0,6.9274e-06
1100.0,0.000317351
1200.0,0.00722079
1300.0,0.0960024
1400.0,0.838344
1500.0,5.23687
1600.0,24.95
1700.0,95.19
1800.0,302.541
1900.0,824.042
2000.0,1971.78
2100.0,4224.61
2200.0,8247.87
2300.0,14894.0
2400.0,25103.0
2500.0,39751.0
2600.0,60196.7
2700.0,86978.8
2800.0,121277.0
2900.0,163862.0
3000.0,215895.0
========================================
ch4o_colrel_FactorOne_0.1.out
0.3 atm
T,W1->R
290.0,8.77465e-54
300.0,1.71326e-51
310.0,2.38056e-49
320.0,2.4297e-47
330.0,1.87307e-45
340.0,1.11794e-43
350.0,5.28008e-42
360.0,2.0116e-40
370.0,6.29112e-39
380.0,1.64007e-37
390.0,3.61478e-36
400.0,6.81934e-35
410.0,1.11373e-33
420.0,1.59089e-32
430.0,2.00609e-31
440.0,2.25209e-30
450.0,2.26819e-29
460.0,2.06389e-28
470.0,1.70772e-27
480.0,1.2922e-26
490.0,8.99444e-26
500.0,5.78626e-25
510.0,3.45611e-24
520.0,1.92514e-23
530.0,1.00403e-22
540.0,4.91795e-22
550.0,2.27155e-21
560.0,9.92265e-21
570.0,4.1113e-20
580.0,1.62002e-19
590.0,6.08661e-19
600.0,2.18543e-18
610.0,7.51719e-18
620.0,2.48163e-17
630.0,7.87819e-17
640.0,2.41014e-16
650.0,7.11532e-16
660.0,2.03056e-15
670.0,5.60992e-15
680.0,1.50278e-14
690.0,3.90764e-14
700.0,9.87632e-14
800.0,2.7903e-10
900.0,1.2389e-07
1000.0,1.50602e-05
1100.0,0.000713995
1200.0,0.0167318
1300.0,0.228254
1400.0,2.03881
1500.0,12.9921
1600.0,63.0103
1700.0,244.256
1800.0,787.431
1900.0,2171.93
2000.0,5260.31
2100.0,11393.9
2200.0,22457.9
2300.0,40884.3
2400.0,69406.9
2500.0,110677.0
2600.0,168401.0
2700.0,244713.0
2800.0,342377.0
2900.0,464171.0
3000.0,613234.0
========================================
ch4o_colrel_FactorOne_0.1.out
0.5 atm
T,W1->R
290.0,9.39338e-54
300.0,1.84367e-51
310.0,2.57528e-49
320.0,2.6424e-47
330.0,2.0479e-45
340.0,1.22881e-43
350.0,5.83449e-42
360.0,2.23462e-40
370.0,7.02545e-39
380.0,1.84112e-37
390.0,4.07894e-36
400.0,7.73462e-35
410.0,1.26966e-33
420.0,1.82274e-32
430.0,2.30991e-31
440.0,2.60589e-30
450.0,2.63726e-29
460.0,2.41118e-28
470.0,2.00447e-27
480.0,1.52383e-26
490.0,1.06551e-25
500.0,6.88541e-25
510.0,4.13088e-24
520.0,2.311e-23
530.0,1.21041e-22
540.0,5.954e-22
550.0,2.76149e-21
560.0,1.21119e-20
570.0,5.03839e-20
580.0,1.99313e-19
590.0,7.51744e-19
600.0,2.70944e-18
610.0,9.35441e-18
620.0,3.09948e-17
630.0,9.87526e-17
640.0,3.03174e-16
650.0,8.98165e-16
660.0,2.57195e-15
670.0,7.1295e-15
680.0,1.91615e-14
690.0,4.99871e-14
700.0,1.26744e-13
800.0,3.68634e-10
900.0,1.67757e-07
1000.0,2.08268e-05
1100.0,0.00100555
1200.0,0.0239401
1300.0,0.331165
1400.0,2.99469
1500.0,19.2932
1600.0,94.4924
1700.0,369.551
1800.0,1200.83
1900.0,3336.1
2000.0,8133.63
2100.0,17724.4
2200.0,35126.1
2300.0,64249.9
2400.0,109543.0
2500.0,175384.0
2600.0,267707.0
2700.0,390246.0
2800.0,547341.0
2900.0,743689.0
3000.0,984289.0
========================================
ch4o_colrel_FactorOne_0.1.out
0.7 atm
T,W1->R
290.0,9.72276e-54
300.0,1.91394e-51
310.0,2.68143e-49
320.0,2.7597e-47
330.0,2.14541e-45
340.0,1.29133e-43
350.0,6.1505e-42
360.0,2.36308e-40
370.0,7.45278e-39
380.0,1.95928e-37
390.0,4.3544e-36
400.0,8.28294e-35
410.0,1.36393e-33
420.0,1.96417e-32
430.0,2.49685e-31
440.0,2.82545e-30
450.0,2.86817e-29
460.0,2.63022e-28
470.0,2.1931e-27
480.0,1.67218e-26
490.0,1.17265e-25
500.0,7.5997e-25
510.0,4.57246e-24
520.0,2.56524e-23
530.0,1.34729e-22
540.0,6.64563e-22
550.0,3.09062e-21
560.0,1.35917e-20
570.0,5.66879e-20
580.0,2.24833e-19
590.0,8.50164e-19
600.0,3.07189e-18
610.0,1.06321e-17
620.0,3.53144e-17
630.0,1.12787e-16
640.0,3.47077e-16
650.0,1.03063e-15
660.0,2.95806e-15
670.0,8.21835e-15
680.0,2.2137e-14
690.0,5.78763e-14
700.0,1.47066e-13
800.0,4.36297e-10
900.0,2.01955e-07
1000.0,2.54428e-05
1100.0,0.0012442
1200.0,0.0299543
1300.0,0.418463
1400.0,3.81735
1500.0,24.7857
1600.0,122.247
1700.0,481.142
1800.0,1572.35
1900.0,4391.04
2000.0,10756.7
2100.0,23542.9
2200.0,46841.3
2300.0,85975.6
2400.0,147048.0
2500.0,236128.0
2600.0,361292.0
2700.0,527880.0
2800.0,741787.0
2900.0,1009570.0
3000.0,1338040.0
========================================
ch4o_colrel_FactorOne_0.1.out
0.9 atm
T,W1->R
290.0,9.93048e-54
300.0,1.95861e-51
310.0,2.74943e-49
320.0,2.83544e-47
330.0,2.20885e-45
340.0,1.33231e-43
350.0,6.35919e-42
360.0,2.44852e-40
370.0,7.73903e-39
380.0,2.03899e-37
390.0,4.54146e-36
400.0,8.65776e-35
410.0,1.42879e-33
420.0,2.06209e-32
430.0,2.62708e-31
440.0,2.97932e-30
450.0,3.03095e-29
460.0,2.7855e-28
470.0,2.32756e-27
480.0,1.77851e-26
490.0,1.24986e-25
500.0,8.11707e-25
510.0,4.89392e-24
520.0,2.75123e-23
530.0,1.4479e-22
540.0,7.15641e-22
550.0,3.33481e-21
560.0,1.46944e-20
570.0,6.14061e-20
580.0,2.44015e-19
590.0,9.24448e-19
600.0,3.34657e-18
610.0,1.16042e-17
620.0,3.86136e-17
630.0,1.23547e-16
640.0,3.80861e-16
650.0,1.13293e-15
660.0,3.2573e-15
670.0,9.06513e-15
680.0,2.44589e-14
690.0,6.40528e-14
700.0,1.63027e-13
800.0,4.90995e-10
