*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
          200          0.1  1.54466e+09     0.062424  0.000688698    0.0126218
          200            1  1.54466e+10    0.0511215  0.000297684   0.00526347
          200            2  3.08931e+10    0.0483287  0.000225403   0.00388865
          200            3  4.63397e+10    0.0467975   0.00019014    0.0032201
          200            4  6.17862e+10    0.0457529  0.000167883   0.00280043
          210          0.1  1.47486e+09    0.0609155  0.000785562    0.0154953
          210            1  1.47486e+10     0.050089  0.000358869   0.00687123
          210            2  2.94973e+10    0.0473773  0.000276623   0.00518319
          210            3  4.42459e+10    0.0458833  0.000235868   0.00434755
          210            4  5.89945e+10    0.0448611  0.000209884   0.00381684
          220          0.1  1.41209e+09    0.0594943  0.000902264    0.0190536
          220            1  1.41209e+10    0.0491377  0.000433439   0.00893383
          220            2  2.82419e+10     0.046508  0.000339586    0.0068679
          220            3  4.23628e+10    0.0450522  0.000292412   0.00582844
          220            4  5.64837e+10    0.0440529  0.000262059   0.00516125
          230          0.1  1.35536e+09    0.0586653   0.00105845    0.0237377
          230            1  1.35536e+10    0.0486183  0.000532005     0.011715
          230            2  2.71072e+10    0.0460342  0.000422995   0.00916396
          230            3  4.06608e+10    0.0445969  0.000367497   0.00786108
          230            4  5.42143e+10    0.0436076   0.00033149   0.00701659
          240          0.1  1.30384e+09    0.0588419   0.00126892    0.0299081
          240            1  1.30384e+10    0.0488192  0.000663931    0.0154766
          240            2  2.60768e+10    0.0462146   0.00053491    0.0123033
          240            3  3.91152e+10    0.0447602  0.000468475    0.0106599
          240            4  5.21536e+10    0.0437568  0.000425053   0.00958491
          250          0.1  1.25685e+09    0.0593614    0.0015227     0.037459
          250            1  1.25685e+10    0.0493076  0.000826065    0.0202469
          250            2  2.51371e+10    0.0466682  0.000673541    0.0163359
          250            3  3.77056e+10    0.0451889    0.0005942    0.0142844
          250            4  5.02742e+10    0.0441658  0.000541997    0.0129312
          260          0.1  1.21383e+09    0.0607016   0.00184116    0.0468104
          260            1  1.21383e+10    0.0504267   0.00103131    0.0263429
          260            2  2.42765e+10    0.0477041  0.000849913    0.0215488
          260            3  3.64148e+10    0.0461728  0.000754703    0.0190039
          260            4   4.8553e+10    0.0451114  0.000691692    0.0173121
          270          0.1  1.17427e+09     0.063673   0.00227478    0.0588374
          270            1  1.17427e+10    0.0527699   0.00130916     0.034382
          270            2  2.34854e+10    0.0498591   0.00108886    0.0284892
          270            3  3.52281e+10    0.0482175  0.000972369    0.0253259
          270            4  4.69708e+10    0.0470775  0.000894899    0.0232075
          280          0.1  1.13777e+09    0.0680739   0.00279199     0.072748
          280            1  1.13777e+10    0.0560831   0.00164507    0.0440252
          280            2  2.27555e+10    0.0528776   0.00137935    0.0369183
          280            3  3.41332e+10    0.0510682   0.00123796     0.033063
          280            4   4.5511e+10    0.0498111   0.00114354    0.0304637
          290          0.1  1.10399e+09    0.0720335   0.00335938    0.0880286
          290            1  1.10399e+10    0.0591689   0.00202261    0.0549934
          290            2  2.20798e+10     0.055715    0.0017085    0.0466206
          290            3  3.31198e+10    0.0537621    0.0015404    0.0420354
          290            4  4.41597e+10    0.0524038   0.00142771    0.0389248
          300          0.1  1.07262e+09    0.0759952   0.00397801     0.104642
          300            1  1.07262e+10    0.0622758   0.00244261    0.0673044
          300            2  2.14524e+10    0.0585782   0.00207721    0.0576312
          300            3  3.21786e+10    0.0564843   0.00188065    0.0522875
          300            4  4.29048e+10    0.0550266   0.00174842    0.0486416
          310          0.1   1.0434e+09    0.0805975   0.00469709     0.123044
          310            1   1.0434e+10    0.0659053   0.00293414    0.0812915
          310            2  2.08681e+10    0.0619309   0.00251006     0.070253
          310            3  3.13021e+10     0.059677   0.00228092    0.0641057
          310            4  4.17361e+10    0.0581065   0.00212632    0.0598894
          320          0.1  1.01612e+09    0.0856334   0.00548187     0.142505
          320            1  1.01612e+10    0.0698585   0.00347781    0.0965132
          320            2  2.03223e+10    0.0655791   0.00299115    0.0841228
          320            3  3.04835e+10    0.0631495   0.00272716    0.0771708
          320            4  4.06447e+10    0.0614553    0.0025486    0.0723794
          330          0.1  9.90568e+08    0.0894675   0.00626367     0.162334
          330            1  9.90568e+09    0.0729952   0.00403546     0.112448
          330            2  1.98114e+10    0.0685092   0.00348893    0.0987769
          330            3   2.9717e+10    0.0659584   0.00319127     0.091054
          330            4  3.96227e+10     0.064178   0.00298941    0.0857076
          340          0.1  9.66589e+08     0.094721   0.00717834     0.183758
          340            1  9.66589e+09    0.0771794   0.00468486      0.13001
          340            2  1.93318e+10    0.0723871    0.0040685     0.115039
          340            3  2.89977e+10    0.0696591   0.00373173     0.106527
          340            4  3.86636e+10    0.0677537   0.00350285     0.100611
          350          0.1  9.44034e+08    0.0999365   0.00814806     0.205808
          350            1  9.44034e+09    0.0813499   0.00538179     0.148483
          350            2  1.88807e+10    0.0762614   0.00469306     0.132275
          350            3   2.8321e+10    0.0733621   0.00431563     0.123004
          350            4  3.77614e+10    0.0713359   0.00405863     0.116534
          360          0.1  9.22773e+08     0.104587   0.00916087     0.228409
          360            1  9.22773e+09    0.0852132   0.00612052     0.167789
          360            2  1.84555e+10     0.079884   0.00535809     0.150408
          360            3  2.76832e+10    0.0768423   0.00493908     0.140411
          360            4  3.69109e+10    0.0747146   0.00465323     0.133409
          370          0.1  9.02692e+08     0.110298    0.0102615     0.251467
          370            1  9.02692e+09    0.0897755   0.00692522     0.187882
          370            2  1.80538e+10    0.0841223    0.0060836     0.169406
          370            3  2.70808e+10    0.0808937   0.00561993     0.158724
          370            4  3.61077e+10    0.0786343    0.0053031     0.151216
          380          0.1  8.83691e+08     0.115991     0.011437     0.275012
          380            1  8.83691e+09     0.094382   0.00779031     0.208728
          380            2  1.76738e+10    0.0884172   0.00686537     0.189228
          380            3  2.65107e+10    0.0850079   0.00635465     0.177897
          380            4  3.53476e+10    0.0826207   0.00600517      0.16991
          390          0.1  8.65681e+08     0.121507    0.0126512     0.298521
          390            1  8.65681e+09    0.0989194   0.00869388     0.229931
          390            2  1.73136e+10    0.0926647   0.00768483     0.209514
          390            3  2.59704e+10    0.0890854   0.00712645     0.197595
          390            4  3.46273e+10    0.0865776   0.00674383     0.189167
          400          0.1  8.48583e+08     0.126995    0.0139307     0.322253
          400            1  8.48583e+09     0.103466    0.0096526     0.251636
          400            2  1.69717e+10     0.096931   0.00855629     0.230384
          400            3  2.54575e+10    0.0931872   0.00794842     0.217923
          400            4  3.39433e+10    0.0905624   0.00753135     0.209087
          410          0.1  8.32326e+08     0.133307    0.0153063     0.346046
          410            1  8.32326e+09     0.108576    0.0106836     0.273725
          410            2  1.66465e+10     0.101699   0.00949404     0.251731
          410            3  2.49698e+10    0.0977571   0.00883334     0.238781
          410            4   3.3293e+10    0.0949925   0.00837952     0.229575
          420          0.1  8.16846e+08     0.138615    0.0166564     0.369363
          420            1  8.16846e+09     0.113002    0.0117129     0.295704
          420            2  1.63369e+10     0.105865    0.0104349     0.273084
          420            3  2.45054e+10      0.10177   0.00972377     0.259713
          420            4  3.26738e+10    0.0988972   0.00923476     0.250184
          430          0.1  8.02086e+08     0.144995    0.0181626     0.392875
          430            1  8.02086e+09      0.11823     0.012853     0.318115
          430            2  1.60417e+10     0.110764    0.0114755     0.294941
          430            3  2.40626e+10     0.106478    0.0107079     0.281194
          430            4  3.20835e+10      0.10347    0.0101796     0.271372
          440          0.1  7.87996e+08     0.149343     0.019615     0.415728
          440            1  7.87996e+09     0.122262    0.0139768       0.3402
          440            2  1.57599e+10      0.11465    0.0125074     0.316583
          440            3  2.36399e+10      0.11027    0.0116873     0.302524
          440            4  3.15198e+10      0.10719    0.0111221     0.292458
          450          0.1  7.74527e+08     0.158305    0.0214127     0.439048
          450            1  7.74527e+09     0.129324     0.015323     0.362966
          450            2  1.54905e+10     0.121186    0.0137334     0.338965
          450            3  2.32358e+10     0.116504    0.0128455     0.324629
          450            4  3.09811e+10     0.113213    0.0122334     0.314342
          460          0.1  7.61639e+08     0.162947     0.022824     0.460328
          460            1  7.61639e+09       0.1333    0.0164484     0.384186
          460            2  1.52328e+10     0.124964    0.0147759     0.359969
          460            3  2.28492e+10     0.120165    0.0138399     0.345457
          460            4  3.04656e+10     0.116791    0.0131939     0.335022
          470          0.1  7.49293e+08     0.166806    0.0243903     0.482208
          470            1  7.49293e+09     0.137022    0.0176899     0.406018
          470            2  1.49859e+10      0.12859    0.0159239     0.381597
          470            3  2.24788e+10     0.123725    0.0149339     0.366919
          470            4  2.99717e+10     0.120299    0.0142498     0.356345
          480          0.1  7.37453e+08     0.176559    0.0266681     0.505594
          480            1  7.37453e+09     0.145014    0.0193846      0.42929
          480            2  1.47491e+10     0.136055    0.0174647     0.404651
          480            3  2.21236e+10     0.130881    0.0163882     0.389797
          480            4  2.94981e+10     0.127236    0.0156443     0.379077
          490          0.1  7.26089e+08     0.183397    0.0283055     0.525436
          490            1  7.26089e+09      0.15042    0.0206885     0.449782
          490            2  1.45218e+10     0.141082    0.0186734     0.425166
          490            3  2.17827e+10     0.135694    0.0175418     0.410281
          490            4  2.90436e+10     0.131899    0.0167592     0.399519
          500          0.1   7.1517e+08     0.186034    0.0297312     0.544652
          500            1   7.1517e+09     0.153126     0.021881      0.46974
          500            2  1.43034e+10     0.143774    0.0197924     0.445197
          500            3  2.14551e+10     0.138369    0.0186171     0.430315
          500            4  2.86068e+10     0.134559    0.0178032     0.419536
          510          0.1  7.04671e+08     0.191756    0.0317322     0.564873
          510            1  7.04671e+09     0.158342    0.0234471      0.49061
          510            2  1.40934e+10     0.148789    0.0212371     0.466125
          510            3  2.11401e+10     0.143257    0.0199923     0.451241
          510            4  2.81868e+10     0.139353    0.0191297     0.440442
          520          0.1  6.94565e+08     0.205921    0.0344831     0.585011
          520            1  6.94565e+09     0.169282    0.0254791     0.511577
          520            2  1.38913e+10     0.158851    0.0230831     0.487209
          520            3   2.0837e+10     0.152818    0.0217344     0.472359
          520            4  2.77826e+10     0.148565    0.0208002     0.461567
          530          0.1  6.84831e+08     0.207746    0.0360809     0.602826
          530            1  6.84831e+09     0.171735    0.0268187     0.530518
          530            2  1.36966e+10     0.161403    0.0243419     0.506385
          530            3  2.05449e+10     0.155413    0.0229453     0.491645
          530            4  2.73932e+10     0.151182     0.021977     0.480918
          540          0.1  6.75448e+08     0.210925    0.0377682     0.620124
          540            1  6.75448e+09     0.174961    0.0282286     0.549053
          540            2   1.3509e+10     0.164604     0.025666     0.525199
          540            3  2.02634e+10      0.15859    0.0242188     0.510597
          540            4  2.70179e+10     0.154339    0.0232144     0.499956
          550          0.1  6.66395e+08     0.221299    0.0400991     0.637125
          550            1  6.66395e+09     0.183117    0.0300394     0.567437
          550            2  1.33279e+10     0.172158    0.0273358      0.54391
          550            3  1.99919e+10     0.165803    0.0258086     0.529478
          550            4  2.66558e+10     0.161314    0.0247485     0.518945
          560          0.1  6.57656e+08     0.229808    0.0425315     0.654103
          560            1  6.57656e+09      0.19022    0.0319397     0.585737
          560            2  1.31531e+10     0.178849    0.0290899     0.562533
          560            3  1.97297e+10     0.172251    0.0274795      0.54827
          560            4  2.63062e+10     0.167591    0.0263614      0.53785
          570          0.1  6.49213e+08     0.236082    0.0448134     0.670226
          570            1  6.49213e+09     0.195872    0.0337614     0.603275
          570            2  1.29843e+10     0.184279    0.0307814     0.580434
          570            3  1.94764e+10     0.177544    0.0290961     0.566367
          570            4  2.59685e+10     0.172782    0.0279255     0.556077
          580          0.1  6.41052e+08     0.240628    0.0470052     0.685725
          580            1  6.41052e+09     0.200424    0.0355454     0.620247
          580            2   1.2821e+10     0.188757    0.0324462     0.597795
          580            3  1.92315e+10     0.181964    0.0306914      0.58394
          580            4  2.56421e+10     0.177155    0.0294718     0.573792
          590          0.1  6.33156e+08     0.242247    0.0490555     0.700901
          590            1  6.33156e+09     0.202992    0.0372678     0.636884
          590            2  1.26631e+10       0.1915    0.0340657     0.614828
          590            3  1.89947e+10     0.184787    0.0322498      0.60119
          590            4  2.53262e+10     0.180026    0.0309864     0.591189
          600          0.1  6.25514e+08     0.255051    0.0517423     0.714596
          600            1  6.25514e+09     0.212756    0.0393585     0.652308
          600            2  1.25103e+10     0.200467    0.0359957     0.630733
          600            3  1.87654e+10     0.193305    0.0340885     0.617363
          600            4  2.50206e+10     0.188232    0.0327615     0.607546
          610          0.1  6.18112e+08     0.260962    0.0541049     0.728293
          610            1  6.18112e+09     0.218086    0.0412881     0.667622
          610            2  1.23622e+10     0.205603    0.0377985     0.646505
          610            3  1.85434e+10     0.198322    0.0358174     0.633393
          610            4  2.47245e+10      0.19316    0.0344381     0.623753
          620          0.1  6.10939e+08     0.268306    0.0566948     0.741412
          620            1  6.10939e+09     0.224537     0.043369     0.682383
          620            2  1.22188e+10     0.211763     0.039735     0.661744
          620            3  1.83282e+10     0.204305    0.0376705     0.648903
          620            4  2.44375e+10     0.199014    0.0362324     0.639451
          630          0.1  6.03983e+08     0.273555    0.0590278      0.75385
          630            1  6.03983e+09     0.229437    0.0453047     0.696501
          630            2  1.20797e+10     0.216526    0.0415519     0.676359
          630            3  1.81195e+10      0.20898    0.0394176     0.663805
          630            4  2.41593e+10     0.203623    0.0379298     0.654552
          640          0.1  5.97235e+08     0.276432      0.06132     0.765997
          640            1  5.97235e+09      0.23291    0.0472396     0.710294
          640            2  1.19447e+10     0.220085    0.0433756      0.69065
          640            3  1.79171e+10     0.212572    0.0411755     0.678384
          640            4  2.38894e+10      0.20723    0.0396407     0.669334
          650          0.1  5.90685e+08     0.280516    0.0637812     0.777698
          650            1  5.90685e+09     0.237159     0.049288     0.723627
          650            2  1.18137e+10     0.224323    0.0453006     0.704505
          650            3  1.77205e+10     0.216796    0.0430295     0.692558
          650            4  2.36274e+10     0.211443     0.041445     0.683737
          660          0.1  5.84323e+08      0.29852    0.0671025     0.787668
          660            1  5.84323e+09     0.250619    0.0518179     0.735432
          660            2  1.16865e+10     0.236588     0.047626     0.716884
          660            3  1.75297e+10     0.228392    0.0452408     0.705281
          660            4  2.33729e+10     0.222577    0.0435779     0.696708
          670          0.1  5.78141e+08      0.30307    0.0697349     0.798314
          670            1  5.78141e+09      0.25534    0.0540025     0.747701
          670            2  1.15628e+10     0.241282    0.0496767     0.729664
          670            3  1.73442e+10     0.233055    0.0472135     0.718367
          670            4  2.31257e+10     0.227212    0.0454954     0.710013
          680          0.1  5.72132e+08     0.307898      0.07222     0.808172
          680            1  5.72132e+09     0.260093    0.0560931     0.759218
          680            2  1.14426e+10      0.24596    0.0516473     0.741707
          680            3   1.7164e+10     0.237678    0.0491133     0.730723
          680            4  2.28853e+10     0.231791     0.047345     0.722595
          690          0.1  5.66287e+08     0.313721    0.0749412      0.81775
          690            1  5.66287e+09     0.265588     0.058353     0.770415
          690            2  1.13257e+10     0.251311    0.0537697     0.753417
          690            3  1.69886e+10     0.242934    0.0511552      0.74274
          690            4  2.26515e+10     0.236976    0.0493298     0.734832
          700          0.1    5.606e+08     0.317924    0.0776256     0.827023
          700            1    5.606e+09     0.270044    0.0606136     0.781267
          700            2   1.1212e+10      0.25577    0.0558996     0.764773
          700            3   1.6818e+10     0.247377    0.0532076     0.754396
          700            4   2.2424e+10     0.241401    0.0513269     0.746703
          800          0.1   5.1108e+08     0.381331     0.107038     0.896394
          800            1   5.1108e+09     0.329113    0.0852925     0.865075
          800            2  1.02216e+10     0.313173    0.0791695     0.853426
          800            3  1.53324e+10     0.303741    0.0756546     0.846005
          800            4  2.04432e+10     0.296987    0.0731895     0.840458
          900          0.1  4.71793e+08     0.453837     0.141058     0.937919
          900            1  4.71793e+09     0.395351     0.113901      0.91714
          900            2  9.43586e+09     0.377409     0.106209     0.909253
          900            3  1.41538e+10     0.366757     0.101766     0.904164
          900            4  1.88717e+10     0.359084    0.0986409     0.900341
         1000          0.1  4.39665e+08     0.501062     0.174768     0.963035
         1000            1  4.39665e+09     0.443781     0.143286      0.94954
         1000            2   8.7933e+09     0.426088     0.134301     0.944302
         1000            3    1.319e+10     0.415375     0.129056     0.940898
         1000            4  1.75866e+10     0.407582     0.125357     0.938336
         1100          0.1  4.12758e+08     0.490285     0.198562     0.978195
         1100            1  4.12758e+09     0.447331     0.167049     0.969588
         1100            2  8.25516e+09      0.43307     0.157795     0.966243
         1100            3  1.23827e+10     0.424584     0.152375     0.964022
         1100            4  1.65103e+10     0.418396     0.148495     0.962314
         1200          0.1  3.89793e+08     0.538977     0.233828     0.986697
         1200            1  3.89793e+09     0.495153     0.197889      0.98115
         1200            2  7.79586e+09     0.480795     0.187675     0.978983
         1200            3  1.16938e+10      0.47226     0.181555     0.977511
         1200            4  1.55917e+10     0.465928     0.177139     0.976377
         1300          0.1   3.6989e+08     0.605497     0.276719     0.991645
         1300            1   3.6989e+09     0.555907     0.234508     0.988146
         1300            2   7.3978e+09     0.541235      0.22265     0.986682
         1300            3  1.10967e+10      0.53229       0.2154     0.985687
         1300            4  1.47956e+10     0.525441     0.210182     0.984931
         1400          0.1  3.52425e+08     0.467656     0.257222     0.995123
         1400            1  3.52425e+09     0.446902     0.226948     0.993088
         1400            2   7.0485e+09     0.440222     0.218027     0.992187
         1400            3  1.05728e+10     0.436013     0.212449     0.991575
         1400            4   1.4097e+10     0.432746     0.208412     0.991112
         1500          0.1   3.3694e+08     0.610625     0.320581     0.996722
         1500            1   3.3694e+09     0.553885     0.281668     0.995404
         1500            2  6.73879e+09     0.545816     0.268671     0.994734
         1500            3  1.01082e+10     0.540094     0.260796     0.994311
         1500            4  1.34776e+10     0.535293     0.255292     0.994001
         1600          0.1   3.2309e+08     0.449577     0.277657     0.998068
         1600            1   3.2309e+09     0.421025      0.25237     0.997302
         1600            2  6.46179e+09     0.417896     0.243277     0.996886
         1600            3  9.69269e+09     0.415786     0.237703     0.996626
         1600            4  1.29236e+10     0.414028      0.23381     0.996438
         1700          0.1   3.1061e+08     0.386018     0.247491     0.998829
         1700            1   3.1061e+09     0.337903     0.224486     0.998367
         1700            2  6.21219e+09     0.334863     0.219238     0.998165
         1700            3  9.31829e+09     0.333633     0.215747     0.998007
         1700            4  1.24244e+10     0.332853     0.213044     0.997879
         1800          0.1  2.99291e+08     0.668745     0.421071     0.999116
         1800            1  2.99291e+09     0.652121      0.38042     0.998766
         1800            2  5.98583e+09     0.650769     0.363246     0.998527
         1800            3  8.97874e+09     0.649365     0.352056     0.998378
         1800            4  1.19717e+10     0.645808     0.344165     0.998275
         1900          0.1  2.88969e+08     0.510897     0.349933     0.999476
         1900            1  2.88969e+09     0.505932     0.325116     0.999263
         1900            2  5.77938e+09     0.505613     0.313206     0.999104
         1900            3  8.66907e+09     0.505313     0.305162     0.999005
         1900            4  1.15588e+10     0.500784      0.29943     0.998938
         2000          0.1  2.79508e+08     0.286371     0.208553     0.999703
         2000            1  2.79508e+09     0.285024     0.199257     0.999617
         2000            2  5.59015e+09     0.284497     0.195279     0.999533
         2000            3  8.38523e+09     0.283245     0.192166     0.999468
         2000            4  1.11803e+10     0.279046     0.189686      0.99942
         2100          0.1  2.70797e+08     0.954279     0.537028     0.999798
         2100            1  2.70797e+09     0.722989     0.469269     0.999572
         2100            2  5.41594e+09     0.672344     0.439116     0.999517
         2100            3  8.12391e+09     0.658258     0.425352     0.999494
         2100            4  1.08319e+10     0.651778     0.417285     0.999478
         2200          0.1  2.62745e+08     0.924601       0.4963     0.999877
         2200            1  2.62745e+09     0.607205     0.429304     0.999708
         2200            2   5.2549e+09     0.579952     0.402474     0.999682
         2200            3  7.88236e+09     0.572626     0.391194     0.999672
         2200            4  1.05098e+10     0.569277     0.384824     0.999663
         2300          0.1  2.55276e+08      0.78528     0.383362     0.999929
         2300            1  2.55276e+09     0.436374      0.33348     0.999806
         2300            2  5.10551e+09     0.422564     0.312214     0.999795
         2300            3  7.65827e+09     0.419086     0.303765     0.999792
         2300            4   1.0211e+10     0.417524     0.299191     0.999788
         2400          0.1  2.48323e+08     0.760344     0.374373     0.999951
         2400            1  2.48323e+09     0.482959      0.35395     0.999889
         2400            2  4.96647e+09     0.425773     0.330092     0.999847
         2400            3   7.4497e+09       0.4133     0.315392     0.999836
         2400            4  9.93294e+09     0.408417     0.306598     0.999833
         2500          0.1  2.41833e+08     0.568804     0.245976     0.999971
         2500            1  2.41833e+09     0.304153     0.236564     0.999933
         2500            2  4.83666e+09     0.267546     0.219916     0.999897
         2500            3    7.255e+09     0.261118     0.208551     0.999892
         2500            4  9.67333e+09     0.258876     0.201871     0.999892
         2600          0.1  2.35757e+08      1.32376     0.871291     0.999963
         2600            1  2.35757e+09     0.967623     0.607488     0.999928
         2600            2  4.71515e+09     0.962629     0.577077     0.999927
         2600            3  7.07272e+09     0.961069     0.566164     0.999925
         2600            4   9.4303e+09     0.960269     0.560217     0.999924
         2700          0.1  2.30055e+08      1.04653     0.817809     0.999964
         2700            1  2.30055e+09     0.920875     0.546903     0.999953
         2700            2  4.60111e+09      0.91895     0.526124     0.999952
         2700            3  6.90166e+09     0.918277     0.518744     0.999952
         2700            4  9.20221e+09     0.917888     0.514732     0.999951
         2800          0.1  2.24691e+08     0.923278     0.717413     0.999968
         2800            1  2.24691e+09     0.893253     0.496825     0.999969
         2800            2  4.49382e+09      0.89244     0.483217     0.999969
         2800            3  6.74073e+09     0.892104     0.478382     0.999968
         2800            4  8.98764e+09     0.891873      0.47574     0.999967
         2900          0.1  2.19634e+08     0.845929     0.579368     0.999979
         2900            1  2.19634e+09     0.838243     0.430777     0.999979
         2900            2  4.39267e+09     0.837895     0.422116     0.999979
         2900            3  6.58901e+09     0.837716      0.41905     0.999979
         2900            4  8.78535e+09     0.837569      0.41738     0.999978
         3000          0.1  2.14856e+08     0.637385     0.397764     0.999986
         3000            1  2.14856e+09     0.635128     0.302302     0.999986
         3000            2  4.29712e+09     0.635003     0.296879     0.999986
         3000            3  6.44568e+09     0.634933     0.295011     0.999986
         3000            4  8.59424e+09     0.634874     0.294032     0.999986
