*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
         2200            4   9.6445e+09     0.598403      0.40517     0.999647
         2300          0.1  2.34258e+08     0.776535     0.400382     0.999928
         2300            1  2.34258e+09     0.487339     0.364751     0.999818
         2300            2  4.68516e+09     0.453428     0.339339     0.999785
         2300            3  7.02774e+09     0.445424     0.327338     0.999778
         2300            4  9.37032e+09     0.442004       0.3206     0.999774
         2400          0.1  2.27878e+08     0.751237     0.390895     0.999948
         2400            1  2.27878e+09     0.597897     0.377156     0.999909
         2400            2  4.55756e+09     0.480993     0.360057     0.999862
         2400            3  6.83634e+09     0.450876      0.34504     0.999837
         2400            4  9.11513e+09     0.439112     0.334132     0.999827
         2500          0.1  2.21922e+08      0.61645     0.274084     0.999969
         2500            1  2.21922e+09     0.397853     0.267513     0.999946
         2500            2  4.43845e+09     0.319395     0.256413     0.999909
         2500            3  6.65767e+09     0.301157     0.244712      0.99989
         2500            4  8.87689e+09     0.294882     0.235987     0.999885
         2600          0.1  2.16347e+08      1.79428     0.881604     0.999971
         2600            1  2.16347e+09     0.972153     0.648252     0.999922
         2600            2  4.32694e+09     0.960878     0.599974     0.999921
         2600            3   6.4904e+09     0.957719     0.582751      0.99992
         2600            4  8.65387e+09     0.956212     0.573667     0.999919
         2700          0.1  2.11114e+08      1.35847     0.887734     0.999976
         2700            1  2.11114e+09     0.962089     0.600675     0.999949
         2700            2  4.22228e+09     0.957859     0.566314     0.999948
         2700            3  6.33342e+09     0.956552     0.554326     0.999948
         2700            4  8.44456e+09     0.955882     0.548018     0.999947
         2800          0.1  2.06191e+08       1.0486      0.82972     0.999976
         2800            1  2.06191e+09     0.910185     0.531683     0.999966
         2800            2  4.12383e+09     0.908566     0.508633     0.999966
         2800            3  6.18574e+09     0.908011     0.500662     0.999966
         2800            4  8.24766e+09     0.907696     0.496481     0.999965
         2900          0.1   2.0155e+08     0.870455     0.702046     0.999977
         2900            1   2.0155e+09     0.840771     0.456241     0.999978
         2900            2  4.03101e+09     0.840137     0.441303     0.999977
         2900            3  6.04651e+09     0.839889     0.436165     0.999977
         2900            4  8.06202e+09     0.839728     0.433481     0.999977
         3000          0.1  1.97166e+08     0.714639     0.520675     0.999984
         3000            1  1.97166e+09     0.707609     0.353801     0.999985
         3000            2  3.94332e+09     0.707371     0.344248     0.999985
         3000            3  5.91498e+09     0.707266     0.340995     0.999985
         3000            4  7.88664e+09     0.707191     0.339317     0.999985
