Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  6.76524e-20  1.66846e-18
  210  1.06974e-19  2.21217e-18
  220   1.6712e-19  2.94465e-18
  230  2.58152e-19  3.92999e-18
  240  3.94971e-19  5.25878e-18
  250   5.9852e-19  7.04465e-18
  260  8.99969e-19  9.45343e-18
  270  1.34216e-18  1.26885e-17
  280  1.98531e-18  1.70196e-17
  290  2.91353e-18  2.28031e-17
  300  4.23927e-18  3.04759e-17
  310  6.11739e-18  4.06173e-17
  320  8.75219e-18  5.39393e-17
  330  1.24101e-17  7.13144e-17
  340   1.7442e-17  9.38442e-17
  350  2.42951e-17  1.22852e-16
  360  3.35341e-17  1.59924e-16
  370  4.58706e-17  2.06971e-16
  380  6.21873e-17  2.66259e-16
  390  8.35675e-17  3.40448e-16
  400  1.11326e-16  4.32627e-16
  410  1.47048e-16  5.46386e-16
  420  1.92627e-16  6.85844e-16
  430  2.50301e-16  8.55695e-16
  440    3.227e-16  1.06127e-15
  450   4.1289e-16  1.30858e-15
  460  5.24416e-16  1.60435e-15
  470  6.61352e-16   1.9561e-15
  480  8.28347e-16  2.37213e-15
  490  1.03068e-15  2.86164e-15
  500   1.2743e-15   3.4347e-15
  510   1.5659e-15  4.10239e-15
  520  1.91292e-15  4.87672e-15
  530  2.32365e-15  5.77074e-15
  540  2.80724e-15  6.79857e-15
  550  3.37376e-15  7.97543e-15
  560  4.03424e-15  9.31766e-15
  570  4.80073e-15  1.08428e-14
  580  5.68634e-15  1.25694e-14
  590  6.70524e-15  1.45175e-14
  600  7.87276e-15  1.67081e-14
  610  9.20539e-15  1.91637e-14
  620  1.07208e-14  2.19079e-14
  630  1.24379e-14  2.49656e-14
  640  1.43769e-14  2.83631e-14
  650  1.65592e-14  3.21277e-14
  660  1.90076e-14  3.62885e-14
  670  2.17462e-14  4.08756e-14
  680  2.48004e-14  4.59205e-14
  690   2.8197e-14  5.14559e-14
  700  3.19642e-14  5.75162e-14
  800  9.72059e-14  1.55442e-13
  900  2.40729e-13  3.53079e-13
 1000  5.12728e-13  7.05132e-13
 1100  9.74458e-13  1.27658e-12
 1200   1.6955e-12  2.14047e-12
 1300  2.75097e-12  3.37564e-12
 1400  4.21895e-12  5.06471e-12
 1500  6.17843e-12  7.29222e-12
 1600  8.70767e-12  1.01431e-11
 1700   1.1883e-11  1.37017e-11
 1800  1.57781e-11  1.80506e-11
 1900  2.04632e-11  2.32701e-11
 2000   2.6005e-11  2.94375e-11
 2100  3.24666e-11  3.66273e-11
 2200   3.9907e-11  4.49103e-11
 2300  4.83817e-11  5.43542e-11
 2400  5.79426e-11   6.5023e-11
