Pressure (atm),Temperature (K),colrel_FactorOne_W1->R,colrel_FactorOne_R->P4,colrel_FactorOne_W1->P3,colrel_FactorOne_W1->P2,colrel_FactorOne_W1->P1,colrel_FactorOne_W1->P7,colrel_FactorOne_W1->P6,colrel_FactorOne_W1->P5,colrel_FactorOne_W1->P4,colrel_FactorOne_P5->P6,colrel_FactorOne_P5->P7,colrel_FactorOne_P6->P7,colrel_FactorOne_P3->P4,colrel_FactorOne_P3->P5,colrel_FactorOne_P3->P6,colrel_FactorOne_P3->P7,colrel_FactorOne_P1->P2,colrel_FactorOne_P1->P3,colrel_FactorOne_P1->P6,colrel_FactorOne_P1->P7,colrel_FactorOne_P1->P4,colrel_FactorOne_P1->P5,colrel_FactorOne_R->P6,colrel_FactorOne_R->P2,colrel_FactorOne_R->P3,colrel_FactorOne_R->P1,colrel_FactorOne_P4->P7,colrel_FactorOne_P4->P6,colrel_FactorOne_P4->P5,colrel_FactorOne_R->P5,colrel_FactorOne_P2->P3,colrel_FactorOne_P2->P5,colrel_FactorOne_P2->P4,colrel_FactorOne_P2->P7,colrel_FactorOne_P2->P6
0.1,400.0,0.5478152738835462,-0.5413197804872486,0.022807937299616127,0.12142871096344603,0.45541804525527985,0.18925574828122832,13.192204735511586,2.5823458264452555,0.005453794931702788,-0.001373040898404131,-2.352869481093176e-06,-1.3017359683254647e-05,-1.0793221684756846,-0.018899175724922723,0.0008586894660894866,-1.2633623299168032e-05,-0.6439305405236068,-0.740761372843786,0.001390962678724411,-1.2685794340279203e-06,-0.6969402190405163,-0.030974171909483462,0.0006980255612767424,-0.48854034932935975,-0.5902848216805197,-0.4764315958983704,1.5030124019875536e-06,0.0002928084841537883,-0.033693076098906455,-0.06005742379576517,-0.9543615563362828,-0.0433620063763083,-0.8884744377758266,-3.8062721331781072e-06,0.0001657229746780455
0.1,410.0,0.5629595604216098,-0.522144061637865,0.026405902191219893,0.13124087047476377,0.464863844698427,0.21425741758216035,12.989276654234102,2.5776064259977636,0.0073669091125383316,-0.0013432247334130463,-3.859834754404681e-06,-1.3940388809087406e-05,-1.0571873027379866,-0.017821305272638616,0.0008282513103625348,-1.2806314524384179e-05,-0.6279120853189422,-0.7259869491119012,0.0013511639868355517,-1.8714413531072314e-06,-0.6812114137355981,-0.029261663157407858,0.0006744591317272966,-0.4700011136362295,-0.5712527558487558,-0.4620200703666076,1.5958957657810993e-06,0.00027236748974703153,-0.032034802694257486,-0.057106612080903486,-0.9315360803527728,-0.04124464488348821,-0.8639625655539152,-4.171149121185115e-06,0.00015094250267888514
0.1,420.0,0.5777173663003345,-0.5036657061400074,0.03018622952219284,0.1410825903195511,0.4740440064080992,0.23921061383722034,12.793983187493504,2.573574692095341,0.009767844726758967,-0.0013134804202813303,-5.204894635874986e-06,-1.451414236632049e-05,-1.0352478593681602,-0.01680565187187765,0.000798775193939411,-1.2562631286102807e-05,-0.6123575089195562,-0.7115375773155742,0.0013124737280542538,-2.330825140556579e-06,-0.6659055474063073,-0.02764364121323454,0.0006518077169325598,-0.452181074139548,-0.552875290011985,-0.448109258757837,1.5808659694571954e-06,0.0002531807994422504,-0.030462102312699357,-0.0543128454609739,-0.9091003107049277,-0.03923485787489875,-0.8399335931414472,-4.385343630997513e-06,0.0001369518665711462
0.1,430.0,0.5920985412784946,-0.4858621920481153,0.034140049127192394,0.1509246423404809,0.4829669114328827,0.2638961197620514,12.606279185370976,2.5703759076060164,0.012690775545426103,-0.0012837513034815995,-6.33035478662959e-06,-1.479946494392146e-05,-1.0135856195328985,-0.01584690387394735,0.0007703247921342292,-1.2011247654124358e-05,-0.5972672943805928,-0.6974197401448865,0.0012749312403608924,-2.6352936392195686e-06,-0.6510297806857107,-0.026112754362377245,0.0006298552614484516,-0.43505331394348523,-0.5351352906428386,-0.4346839681271154,1.4703185618602429e-06,0.00023520351959937735,-0.028969005183170162,-0.0516660414380513,-0.8870954683452931,-0.03732574816555341,-0.8164116533324975,-4.473989714310336e-06,0.0001236088603809553
0.1,440.0,0.6061165868768482,-0.4687080781107859,0.03826574787676165,0.1607529468909266,0.4916453976884886,0.288151946437413,12.425883103917185,2.56802556785371,0.016155900670368577,-0.0012540180752745188,-7.208622733581403e-06,-1.4850971818901009e-05,-0.9922431007580751,-0.014940677465123413,0.0007429239119741927,-1.124631792475151e-05,-0.5826292975302095,-0.6836340782015345,0.0012385377496479501,-2.788886552675835e-06,-0.6365773914176559,-0.02466282698593531,0.0006084589627490131,-0.4185898982589886,-0.5180107430346214,-0.42172576392605043,1.2786750991352177e-06,0.00021837030117585643,-0.027550372001176337,-0.049157125744476574,-0.8655356592546565,-0.03551127152975486,-0.7934014901613604,-4.46169162068712e-06,0.00011081745233784386
0.1,450.0,0.6197868342628118,-0.4521766469875506,0.042565440421464755,0.1705630626252126,0.5000945520505744,0.31186251670738907,12.252389007163291,2.566466143569966,0.020170391750408377,-0.0012242894709511437,-7.834295208600729e-06,-1.4716023295348255e-05,-0.9712356735119568,-0.014083321649796131,0.0007165663526892684,-1.0345880148012152e-05,-0.5684233280835119,-0.6701765067016958,0.001203269013877702,-2.805660541926948e-06,-0.6225323217447445,-0.023288620227173422,0.0005875344189553239,-0.40276284271535123,-0.5014769311533971,-0.40921444159274206,1.0207986450053406e-06,0.0002026052589256655,-0.026201736991666728,-0.046777884013499874,-0.8444171622872089,-0.033786076991889714,-0.7708957765565684,-4.371106905609759e-06,9.851733361805127e-05
0.1,460.0,0.6331251529371761,-0.43624108070258705,0.04704243156203459,0.18035603275393833,0.5083301229932747,0.33494906472825087,12.085340830425924,2.5655963273759914,0.024729928333404472,-0.0011945941832250168,-8.217402093932477e-06,-1.4434758810611584e-05,-0.9505611789226239,-0.013271751295027886,0.0006912249740803732,-9.372390129089823e-06,-0.5546247522175985,-0.6570393529676604,0.0011690851678233874,-2.705422583221459e-06,-0.6088728704331654,-0.021985626590769934,0.0005670408293269491,-0.3875447758413814,-0.48550806895911663,-0.3971291533472508,7.109911258386346e-07,0.00018782886688401752,-0.024919171353590244,-0.04452083076699506,-0.8237255977218826,-0.03214537044177781,-0.7488805417372291,-4.222261069230729e-06,8.66743927602908e-05
0.1,470.0,0.6461470962399519,-0.4208752458157948,0.051699532136842447,0.1901354371561473,0.5163674568719616,0.35736149649749743,11.924279378555598,2.5652929490559693,0.029820510644502973,-0.0011649741815951417,-8.377976752481669e-06,-1.4040656693261748e-05,-0.9302071718293045,-0.01250331137494724,0.0006668592358815521,-8.374288813985146e-06,-0.5412071604110685,-0.6442123961989458,0.0011359380099448865,-2.5105757152118123e-06,-0.5955745159998905,-0.020749902251289677,0.0005469679899815354,-0.37290935597845126,-0.4700784488825481,-0.3854492175655779,3.6240289254180825e-07,0.00017396253577607135,-0.02369917040192656,-0.04237909854894849,-0.8034411653317926,-0.030584803266387448,-0.7273389752867908,-4.032316861435993e-06,7.527271990750025e-05
0.1,480.0,0.6588673820634926,-0.40605417537185207,0.056538047976426364,0.19990542340411274,0.5242208433771915,0.37907169212725667,11.768770164894242,2.565426553322283,0.035420334399051366,-0.0011354793955033993,-8.341882979437334e-06,-1.35613140393278e-05,-0.9101561322051883,-0.011775670483368719,0.0006434210679415197,-7.387970757436328e-06,-0.5281442358924267,-0.631683757965369,0.0011037761531089904,-2.243904287164067e-06,-0.5826119672175992,-0.019577934820307615,0.0005273256696445294,-0.35883150350604653,-0.45516319940039857,-0.3741546634583804,-1.3272973081514762e-08,0.00016093147471079949,-0.02253856348504721,-0.040346346560634135,-0.783542279027586,-0.029100384174573682,-0.7062539390402279,-3.8156156163439626e-06,6.43082495246889e-05
0.1,490.0,0.6712996175174024,-0.3917543273902542,0.061557267542831785,0.20966948646326122,0.5319031633442192,0.4000681093697995,11.618418162395795,2.565871866331362,0.041501588664061284,-0.001106163615165129,-8.137728743697547e-06,-1.3019277750101012e-05,-0.8903890435437483,-0.011086739601418713,0.0006208592082569501,-6.439802892404828e-06,-0.5154109829906207,-0.6194406299842774,0.001072548488902971,-1.9271061829088968e-06,-0.5699605757890261,-0.018466541816894843,0.0005081353679166849,-0.3452875013094572,-0.4407387434077729,-0.3632265683188643,-4.0591526034382024e-07,0.0001486663215495956,-0.021434443909890657,-0.03841668661002695,-0.7640079452241126,-0.027688410970813437,-0.6856095033585234,-3.5838715144009294e-06,5.378391455544141e-05
0.1,500.0,0.6834561927565692,-0.3779536862275877,0.0667542993748167,0.2194297946318913,0.5394257492975318,0.42035150396647786,11.472873898923224,2.5665143346286396,0.048032094956418525,-0.001077081426403472,-7.794669615619408e-06,-1.2432838506473894e-05,-0.8708877152067428,-0.010434611581118039,0.0005991222526667915,-5.548011391476556e-06,-0.502984466598162,-0.6074698462333933,0.0010422063745991026,-1.5798933816685336e-06,-0.5575972479572112,-0.017412794428047527,0.0004894241947589406,-0.3322550059643876,-0.426783037633334,-0.35264723968345496,-8.069656309012097e-07,0.00013710391631625252,-0.02038411553578028,-0.036584623682336705,-0.7448191991777455,-0.026345418708499595,-0.6653917783472515,-3.3464423341091286e-06,4.370609065182334e-05
0.1,510.0,0.6953482861034139,-0.36463175879883436,0.07212414095429175,0.2291868968669187,0.5467983881567149,0.4399315784593182,11.33183405980001,2.5672537628770966,0.05497674636679829,-0.0010482859938866277,-7.340913057632016e-06,-1.1816746377906501e-05,-0.8516361728308203,-0.009817517036369025,0.0005781606800151376,-4.724353545543265e-06,-0.49084419279212116,-0.5957583163569066,0.0010127048860093474,-1.219509132597816e-06,-0.5455009774973683,-0.016413961393614212,0.0004712205170734753,-0.319713001961694,-0.41327565846205605,-0.3424002863098061,-1.2093437664101998e-06,0.0001261874985445362,-0.019385052766369825,-0.034845008461959426,-0.7259598615641831,-0.02506814086189888,-0.6455892567502932,-3.1106287469985233e-06,3.408208856179767e-05
0.1,520.0,0.70698593756245,-0.3517695046873991,0.07765988942728907,0.23893968383831035,0.5540294129886342,0.45882438622794447,11.195038806164344,2.568005886955707,0.062298732971684936,-0.0010198275225559693,-6.802758290700191e-06,-1.1182833323885271e-05,-0.832621380097509,-0.009233792883436,0.0005579280959278543,-3.975548257287664e-06,-0.47897223610792267,-0.5842933410473267,0.0009840034101371048,-8.605396173607814e-07,-0.5336531024741379,-0.01546746848838746,0.0004535510126052962,-0.3076417225716889,-0.40019778493809016,-0.332470612878177,-1.6073197854098336e-06,0.00011586653416382841,-0.018434871026409255,-0.03319299940354271,-0.7074168232793483,-0.023853480589742668,-0.6261928345551906,-2.8819730913008356e-06,2.4918468010721554e-05
0.1,530.0,0.7183781600738169,-0.33934922840820025,0.08335302913800381,0.24868550759023572,0.5611258453046412,0.4770503402141395,11.062267315392898,2.5687025362862865,0.06996055741645445,-0.000991752249494454,-6.204034528736986e-06,-1.0540542245400895e-05,-0.8138334976170828,-0.008681860414150377,0.0005383819017905096,-3.3044696768388743e-06,-0.4673531956466336,-0.5730628303505002,0.0009560657885024048,-5.149254477002179e-07,-0.5220373676479753,-0.014570869828112943,0.00043643880619345524,-0.2960225539426046,-0.387532116975892,-0.32284436511051,-1.9963663975340768e-06,0.00010609631900308679,-0.017531305266141124,-0.0316240323059273,-0.6891800173734811,-0.022698489659102226,-0.6071956320827065,-2.6645409451858016e-06,1.621997663742438e-05
0.1,540.0,0.7295330673930336,-0.32735445359387605,0.08919375056765566,0.2584203912792361,0.5680935609799943,0.49463270002371357,10.933332542799885,2.569290880110414,0.07792485507378895,-0.0009641018424601135,-5.5658276831111535e-06,-9.89736948313022e-06,-0.7952658349162428,-0.008160210403361534,0.0005194835557488376,-2.7111240453043373e-06,-0.45597404202169517,-0.5620554443040373,0.0009288601688759366,-1.921018114935649e-07,-0.5106398558967694,-0.013721827959706404,0.00041990241328798206,-0.2848379336515911,-0.3752627563718072,-0.31350884507617927,-2.3730056053148e-06,9.683746167153068e-05,-0.016672194494111545,-0.030133795706796147,-0.6712421958662926,-0.021600353074224903,-0.5885927034783149,-2.4611768249968176e-06,7.988951679256614e-06
0.1,550.0,0.7404580046516664,-0.3157697924142923,0.09517127033792724,0.2681392812519729,0.5749374616985242,0.511596433877859,10.808075844099204,2.5697321216133546,0.08615503876661129,-0.0009369131039788367,-4.906409849934955e-06,-9.259230764055313e-06,-0.7769146107325349,-0.007667393297900818,0.0005011985556275553,-2.193436341183051e-06,-0.44482390062025545,-0.551260672969112,0.000902358680371854,1.0078485719515543e-07,-0.49944883636714726,-0.01291810034750164,0.00040395526752061775,-0.2740712509399644,-0.36337507001658326,-0.30445241089060426,-2.7346593465808583e-06,8.805531569819191e-05,-0.015855470753859256,-0.028718210749395675,-0.6535985962399145,-0.020556377875712673,-0.5703806955235461,-2.2737304068391406e-06,2.250547110543441e-07
0.1,560.0,0.751159672879603,-0.3045808187701623,0.10127413312535749,0.27783630945518434,0.5816616403491828,0.527967371954937,10.686361847414773,2.569999900296184,0.09461579032013842,-0.00091021790000557,-4.241306216423492e-06,-8.63076140113968e-06,-0.7587786045668363,-0.00720201299195236,0.0004834962419714453,-1.7478747533842949e-06,-0.4338938035996986,-0.5406688703237017,0.0008765370135280466,3.5862084079071563e-07,-0.48845456438769974,-0.01215753041705834,0.00038860565673633966,-0.2637067529946584,-0.35185554847778877,-0.2956643706954928,-3.0795096890903545e-06,7.971940688734672e-05,-0.01507915131432155,-0.02737341446042335,-0.6362465568879334,-0.019563984929110507,-0.5525574963907826,-2.1032527841321262e-06,-7.0747615738273825e-06
0.1,570.0,0.7616442424755824,-0.2937739503731525,0.10749048439616057,0.2875050457486608,0.5882695334919428,0.5437715846624629,10.568073792315696,2.5700785834252358,0.10327342135623704,-0.0008840432493015624,-3.5834505061335626e-06,-8.01556113526132e-06,-0.7408587576194828,-0.006762723064705517,0.0004663494935104023,-1.369939702279921e-06,-0.42317643301337243,-0.5302712539656501,0.0008513739616865813,5.780554463426127e-07,-0.4776490582046707,-0.011438041765977507,0.0003738569327935639,-0.2537294596308389,-0.3406916685021769,-0.2871348775477357,-3.406371599829212e-06,7.180288472719502e-05,-0.014341333135616552,-0.026095745617162724,-0.6191851215457648,-0.018620702810008594,-0.5351219000989017,-1.9501640996660456e-06,-1.3916131512720639e-05
0.1,580.0,0.7719174531655796,-0.2833363424256645,0.11380830851270507,0.29713872799961966,0.5947640572915456,0.5590349334117667,10.453109439040958,2.569961567626583,0.11209612460214453,-0.0008584115239059027,-2.943393126332007e-06,-7.416393011071259e-06,-0.7231577625429545,-0.006348224649509496,0.0004497343668816594,-1.0545415128927148e-06,-0.41266586993452997,-0.5200598802841433,0.0008268509611517469,7.572348109633075e-07,-0.46702586994275685,-0.01075763450730074,0.0003597078940984277,-0.24412508737029248,-0.32987176464482715,-0.2788548294370517,-3.7145795801457477e-06,6.428201466194598e-05,-0.013640188906067685,-0.024881732575265412,-0.6024146585279376,-0.017724163121622612,-0.5180733018010627,-1.8143948790368249e-06,-2.0307057044961176e-05
0.1,590.0,0.781984699688949,-0.2732557939844871,0.12021563058008843,0.3067304636428005,0.6011477255424901,0.5737827528473832,10.34137757707342,2.5696496677489495,0.12105413512997641,-0.0008333407226604788,-2.3295362746528773e-06,-6.8353444684742906e-06,-0.7056796676459092,-0.0059572653314991075,0.00043362971668417955,-7.962877305758043e-07,-0.4023573589181551,-0.5100276027631958,0.0008029516538823668,8.95550076090461e-07,-0.4565798624301179,-0.010114382989152043,0.00034615326675534766,-0.23487998302320667,-0.3193849128699167,-0.2708157769158967,-4.003888325742624e-06,5.7135719791161415e-05,-0.012973964130508891,-0.02372808258194364,-0.585936510351002,-0.016872096759405115,-0.5014114316348117,-1.6955038396210894e-06,-2.6257632765588576e-05
0.1,600.0,0.7918511035359382,-0.26352066702729965,0.12670068287660596,0.3162734003274772,0.6074227498600869,0.5880396325917099,10.232795116354596,2.5691496384734585,0.13011981875914838,-0.0008088447890297601,-1.7483779750149447e-06,-6.2739576006770156e-06,-0.6884295111947004,-0.005588638644510553,0.00041801682006214255,-5.896979227808604e-07,-0.3922470931628352,-0.5001680193927368,0.0007796614866676028,9.934062923496254e-07,-0.4463069992700464,-0.009506434347635939,0.0003331842312526871,-0.22598106633209342,-0.30922082734382955,-0.263009839601926,-4.274386871998858e-06,5.034517501573263e-05,-0.012340974892500576,-0.022631672219110516,-0.5697526820941936,-0.0160623307743766,-0.48513612986312393,-1.5927750659014481e-06,-3.1779745550784725e-05
0.1,610.0,0.8015215717076672,-0.2541198175800662,0.1332520382219585,0.32576086584176384,0.6135911230092712,0.6018292737856609,10.127284717837425,2.568472851871837,0.13926770258890364,-0.0007849339518088353,-1.204752793074383e-06,-5.733334385813137e-06,-0.6714129943770046,-0.0052411838690388365,0.00040287902125265657,-4.29360870628415e-07,-0.3823320229398064,-0.49047541376548237,0.0007569673538798383,1.0520152454663562e-06,-0.4362041524579411,-0.00893200751175323,0.0003207889577088308,-0.21741578092428282,-0.299369770561364,-0.2554296319753132,-4.526425271434159e-06,4.389345307915085e-05,-0.011739606021892503,-0.021589538713337842,-0.5538655718870352,-0.015292785590750348,-0.46924716278424655,-1.5052973565345186e-06,-3.688676970208476e-05
0.1,620.0,0.8110008438156142,-0.24504253788613664,0.13985871346870907,0.3351864790925501,0.6196546868506938,0.6151744013862057,10.024772906450384,2.567634138848234,0.14847446043630552,-0.0007616150730706473,-7.020612681925215e-07,-5.214221683329461e-06,-0.6546361965923229,-0.004913785930167443,0.00038820140519118846,-3.1004643066777464e-07,-0.3726096879466937,-0.4809446933009905,0.0007348572862461782,1.0732132243483184e-06,-0.4262689296553426,-0.008389392399905021,0.0003089531248771116,-0.20917205266810018,-0.2898224762598388,-0.24806819833933338,-4.760552642219577e-06,3.776521975722177e-05,-0.011168309481116521,-0.020598871919843106,-0.5382777436173719,-0.014561472411013835,-0.4537440768904991,-1.4320283519559561e-06,-4.159327166886776e-05
0.1,630.0,0.8202935289808643,-0.2362785084151133,0.1465102466695791,0.3445442348180944,0.625615186625163,0.6280967176231385,9.925188604410875,2.566650792294784,0.1577188639235953,-0.0007388919921674356,-2.424832200290925e-07,-4.717079912944444e-06,-0.6381053334465873,-0.004605375265557423,0.00037397050478001195,-2.267820773223225e-07,-0.3630780729862642,-0.47157132712714045,0.0007133201850147594,1.0593033191059099e-06,-0.41649952172137156,-0.007876949136587885,0.000297660407099462,-0.2012382544827976,-0.2805700841698596,-0.24091895646454853,-4.97746534880791e-06,3.19464742008293e-05,-0.010625602844529179,-0.01965700684075074,-0.5229917398647603,-0.0138664906988128,-0.4386260876371075,-1.3718458006254106e-06,-4.5914733330595306e-05
0.1,640.0,0.8294041340049562,-0.22781775845604707,0.15319675153226145,0.35382856513622407,0.631474313362288,0.6406168854735173,9.828462023058202,2.565541723424416,0.16698170813195617,-0.000716765858032117,1.7282768240723952e-07,-4.242138598554615e-06,-0.6218265557139911,-0.004314927584833204,0.0003601740433371115,-1.7490221111510168e-07,-0.35373548558611,-0.46235128542864157,0.0006923455989926028,1.0129209338102877e-06,-0.40689457009176616,-0.007393107182631659,0.0002868929199761984,-0.19360317667465143,-0.2716040854401287,-0.23397564923528147,-5.1779640800228745e-06,2.6424329859713467e-05,-0.01011006778976773,-0.01876141657740103,-0.5080099318341732,-0.01320602567144014,-0.4238919986644483,-1.323588050235279e-06,-4.986729909179757e-05
