Pressure (atm),Temperature (K),W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
1.0,290.0,1.735237947418261,1.6421589353106383,1.7347697155757484,0.06350419106381414,0.11705950741931309,0.045270515592532604
1.0,350.0,1.4365568468573158,1.3290258199209417,1.4363842077917897,0.04962398708161649,0.08354405607767701,0.02236428316920909
1.0,375.0,1.3405217751802028,1.2272334349599143,1.3399164803336734,0.04454288209612515,0.06509993231076132,0.015071227030631795
1.0,400.0,1.2526126276376044,1.1377715009363707,1.2553002058006648,0.03983509076477508,0.04876325507707714,0.009874247413797249
1.0,500.0,0.961271633048251,0.867061124783388,0.9988488990787802,0.02487297314836967,0.00992932421676748,0.0015470071436580889
1.0,600.0,0.7452925477657347,0.6846295192673524,0.8236733977730416,0.015239455011211312,-0.0011476071784922044,0.00033565475753890385
1.0,800.0,0.4577906863116962,0.4545884215674189,0.5963390272082608,0.005543379175401702,-0.000352295553810412,0.0001482724453138457
1.0,900.0,0.35865077955639607,0.3775004321362004,0.5177766881043752,0.0032842249392541524,0.0007648398311360905,4.910785255646007e-05
1.0,1000.0,0.2781825048164999,0.315718816460153,0.4537240394954162,0.0019360906795705467,0.0006523088671907517,-5.491146545371173e-06
1.0,1100.0,0.21149173780438557,0.26511220816827713,0.40045444433433147,0.0011729047511147101,-0.0007125574645226618,2.9906313735378275e-05
