Pressure (atm),Temperature (K),W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
0.5,290.0,1.7300233019581785,1.5864598341931089,1.7326744472244833,0.040172865440268136,0.10721372270205239,0.030469357463190547
0.5,300.0,1.6774407409047205,1.5281571691763003,1.6765792132211401,0.038009984701544014,0.10743892662683946,0.027437685821169164
0.5,310.0,1.6259415905033097,1.472230268653345,1.623019525358348,0.03601399051723842,0.10370101896282118,0.02434437025645379
0.5,320.0,1.5761430879094185,1.418968452895876,1.572162874756041,0.03414453343324635,0.0976281478440162,0.021358390601532655
0.5,330.0,1.5283392045896949,1.3684603968362388,1.5240206918569004,0.032377156570736976,0.09030553619888171,0.018573078161274962
0.5,340.0,1.4826289156279124,1.320674332305768,1.4785134703835574,0.030697140361356835,0.08244913111582473,0.016033892006798018
0.5,350.0,1.4389968999092737,1.2755090799574167,1.4355118273941567,0.029095636523554992,0.07452333923816643,0.013756477209418397
0.5,360.0,1.3973640673611158,1.232826357284986,1.394862179495907,0.0275672509812042,0.06682130383325487,0.0117383984276972
0.5,370.0,1.3576188987071374,1.1924710290994691,1.3564025633006864,0.026108545661960515,0.0595198904110373,0.009966737572029302
0.5,380.0,1.319636577312094,1.1542835834012901,1.3199721427919087,0.024717122930639723,0.05271747646046519,0.008422977874200646
0.5,390.0,1.2832903688430044,1.1181075995582366,1.285416685036029,0.023391078458652927,0.04645997777607323,0.007086104621846492
0.5,400.0,1.248458102867588,1.0837940038581437,1.2525914784876422,0.022128685707165415,0.04075878511733578,0.005934534252670411
0.5,410.0,1.215025587878994,1.0512032802543538,1.2213626482248634,0.020928224538917538,0.035603113110642334,0.004947275728137746
0.5,420.0,1.182888134962528,1.020206396914714,1.1916074857843066,0.01978789807581807,0.03096847607945663,0.004104591700674699
0.5,430.0,1.1519509425034167,0.9906849435611818,1.1632141923433252,0.01870580222870714,0.02682247261510668,0.003388336928516117
0.5,440.0,1.1221288212015745,0.9625308006821093,1.1360812912234635,0.017679925402719933,0.023128697473107137,0.0027820916483969264
0.5,450.0,1.0933455620012191,0.9356455475647886,1.11011687243596,0.016708164304840057,0.01984935020231018,0.0022711678330286926
0.5,460.0,1.065533135332317,0.9099397411113521,1.085237771091017,0.015788347197398873,0.01694693797886398,0.0018425396962414705
0.5,470.0,1.038630836403144,0.8853321481681601,1.0613687418089028,0.014918259411800049,0.01438535085541248,0.00148473204358798
0.5,480.0,1.0125844440164762,0.8617489818594467,1.0384416655345714,0.014095668144922439,0.012130504523380882,0.001187688183067142
0.5,490.0,0.9873454303040894,0.8391231714153353,1.0163948086023427,0.013318344950316884,0.01015068752785914,0.0009426311730521183
0.5,500.0,0.9628702398840295,0.8173936814235386,0.9951721433851594,0.012584085196275645,0.00841670903569752,0.0007419269003836705
0.5,510.0,0.9391196453182094,0.7965048877961852,0.9747227333212236,0.011890724281364872,0.006901914498216162,0.0005789539847265991
0.5,520.0,0.9160581788136266,0.7764060123556673,0.9550001811669355,0.011236150697984873,0.005582116253265366,0.0004479832127577438
0.5,530.0,0.8936536361840777,0.7570506146925786,0.9359621370694575,0.010618316196068775,0.004435471766711243,0.0003440677239965776
0.5,540.0,0.871876647067325,0.7383961380924418,0.9175698618818559,0.010035243374361763,0.003442332069439983,0.00026294423275463364
0.5,550.0,0.8507003045547867,0.7204035053716218,0.8997878406596885,0.00948503104962473,0.0025850757753437727,0.000200944997218915
0.5,560.0,0.8300998472682696,0.7030367600776403,0.8825834412169522,0.00896585774639264,0.001847939004737198,0.0001549199146517674
0.5,570.0,0.8100523872089087,0.686262748477168,0.86592661280892,0.008475983625434553,0.001216847976044764,0.0001221679480720123
0.5,580.0,0.7905366772142768,0.6700508379327482,0.8497896203375499,0.00801375113654589,0.000679258533892005,0.00010037701842796078
0.5,590.0,0.7715329124696289,0.6543726675630892,0.8341468098699406,0.007577584646067589,0.00022400514641823574,8.757148931950883e-05
0.5,600.0,0.7530225611543975,0.6392019274312876,0.8189744016766732,0.007165989254751969,-0.00015883929044719264,8.206640340282831e-05
0.5,610.0,0.7349882199217928,0.6245141628725777,0.8042503074073977,0.006777548989009614,-0.0004780923153202233,8.242768385792205e-05
0.5,620.0,0.7174134904839007,0.6102866009348994,0.7899539684097745,0.006410924519083233,-0.0007415794433839256,8.743757965593933e-05
0.5,630.0,0.700282874095321,0.5964979962482478,0.7760662125566046,0.006064850531594499,-0.0009562407489468324,9.60647027073924e-05
0.5,640.0,0.6835816811915999,0.5831284939553006,0.7625691272710691,0.005738132861220847,-0.0011282270627946598,0.00010743807384727898
0.5,650.0,0.6672959538449617,0.5701595076230748,0.7494459467308724,0.005429645466789618,-0.0012629864786613222,0.00012082466034276482
0.5,660.0,0.6514123990527454,0.5575736103128767,0.7366809514899472,0.005138327320537361,-0.0013653419191852795,0.00013560994871530583
0.5,670.0,0.6359183311780346,0.5453544372145156,0.7242593789834205,0.004863179265361545,-0.001439560524625979,0.00015128115244309674
0.5,680.0,0.6208016221224184,0.5334865984525331,0.7121673435803975,0.004603260883258214,-0.0014894156121933633,0.00016741270434910826
0.5,690.0,0.606050658032919,0.5219556008493429,0.700391765022682,0.00435768740848795,-0.0015182419205816908,0.0001836537282902583
0.5,700.0,0.5916543015337536,0.5107477775850876,0.6889203042385594,0.004125626711048496,-0.0015289848104905906,0.00019971722443221386
0.5,800.0,0.46502845250377867,0.41391775100663253,0.588647179336397,0.0023972611557901606,-0.0010861122009442812,0.0003177576006415004
0.5,900.0,0.36423548242718246,0.33867323454763887,0.5090553499212589,0.0013976100078692709,-0.0003894263723784261,0.0003370681955160427
0.5,1000.0,0.2829718232139459,0.27883613594647766,0.44448715427259483,0.0008110203607763263,0.00016524800931274787,0.00028631912230044955
0.5,1100.0,0.21665850543628712,0.23035102463963217,0.39117963308168047,0.0004637611293741921,0.0005217885979754231,0.00020269761795503084
0.5,1200.0,0.1619277811339502,0.1904386495970302,0.3465172367336347,0.0002578687663431822,0.0007126326147994161,0.00011163177819374356
0.5,1300.0,0.11627679210134706,0.15713297876219082,0.3086231770008396,0.00013673307849839989,0.000783801599053233,2.746544144740903e-05
0.5,1400.0,0.07782543607229477,0.1290078003477806,0.27611681795131937,6.690462834807398e-05,0.0007747350321363704,-4.28647037421872e-05
0.5,1500.0,0.04514571941306212,0.10500654467858883,0.2479613998710465,2.8238776676552702e-05,0.0007148869056281476,-9.681461165880749e-05
0.5,1600.0,0.017140942023421472,0.08433219473076259,0.22336455935665783,8.414282592331787e-06,0.0006249748870795551,-0.00013425771927752552
0.5,1700.0,-0.0070403588115833474,0.06637389191591121,0.20171131251108995,-1.934295615983035e-07,0.0005190908188664305,-0.00015629469772507982
0.5,1800.0,-0.02806619236641449,0.05065677897350458,0.1825177680722559,-2.3381898966096186e-06,0.00040658835415020096,-0.00016456857331404733
0.5,1900.0,-0.0464658801859913,0.03680699077061967,0.16539847773686323,-9.92263997552947e-07,0.00029352956723053696,-0.00016088552355233057
