Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  2.13867e-14  5.07283e-33
  210  2.50204e-14  4.13541e-32
  220  2.87393e-14  2.76846e-31
  230  3.33463e-14  1.60299e-30
  240  3.86161e-14  8.08763e-30
  250   4.4705e-14  3.62025e-29
  260  5.16154e-14  1.45433e-28
  270  5.95015e-14  5.31142e-28
  280  6.85166e-14  1.78222e-27
  290  7.86405e-14  5.53046e-27
  300  9.00258e-14   1.6002e-26
  310  1.02822e-13  4.34693e-26
  320   1.1717e-13  1.11506e-25
  330  1.33262e-13  2.71556e-25
  340   1.5103e-13  6.29659e-25
  350  1.70546e-13  1.39542e-24
  360  1.92061e-13   2.9688e-24
  370  2.15924e-13   6.0888e-24
  380   2.4182e-13  1.20458e-23
  390  2.70366e-13  2.30953e-23
  400  3.01253e-13  4.29359e-23
  410  3.35292e-13  7.77328e-23
  420  3.71959e-13  1.37007e-22
  430  4.10873e-13  2.35244e-22
  440  4.53333e-13  3.95317e-22
  450  4.99117e-13  6.50431e-22
  460  5.48416e-13  1.04925e-21
  470  6.01067e-13  1.66059e-21
  480  6.57214e-13  2.58152e-21
  490  7.17318e-13  3.94807e-21
  500  7.81561e-13  5.94569e-21
  510  8.49817e-13  8.82166e-21
  520  9.21947e-13  1.29022e-20
  530  9.98401e-13  1.86227e-20
  540  1.07956e-12  2.65517e-20
  550  1.16566e-12  3.74213e-20
  560  1.25588e-12   5.2122e-20
  570  1.35132e-12  7.18481e-20
  580   1.4517e-12  9.80337e-20
  590  1.55757e-12  1.32508e-19
  600  1.66812e-12  1.77402e-19
  610  1.78443e-12  2.35489e-19
  620  1.90622e-12  3.09988e-19
  630  2.03399e-12  4.04886e-19
  640  2.16705e-12  5.24701e-19
  650  2.30635e-12  6.75162e-19
  660  2.45164e-12  8.62735e-19
  670  2.60303e-12  1.09509e-18
  680  2.76133e-12  1.38154e-18
  690  2.92499e-12  1.73167e-18
  700  3.09593e-12  2.15846e-18
  800  5.18597e-12  1.48347e-17
  900  8.04678e-12  6.92804e-17
 1000  1.17696e-11  2.45882e-16
 1100  1.64275e-11  7.12534e-16
 1200  2.20821e-11  1.76982e-15
 1300  2.87793e-11  3.89721e-15
 1400  3.65545e-11   7.7959e-15
 1500  4.54311e-11  1.44239e-14
 1600  5.54272e-11  2.50235e-14
 1700  6.65499e-11  4.11364e-14
 1800  7.88078e-11  6.46172e-14
 1900  9.21931e-11  9.76212e-14
 2000  1.06709e-10  1.42619e-13
 2100  1.22342e-10  2.02359e-13
 2200  1.39091e-10  2.79883e-13
 2300  1.56935e-10  3.78466e-13
 2400   1.7587e-10  5.01653e-13
 2500  1.95871e-10  6.53154e-13
 2600  2.16935e-10  8.36942e-13
 2700  2.39049e-10  1.05715e-12
 2800  2.62177e-10  1.31795e-12
 2900  2.86324e-10  1.62384e-12
 3000  3.11473e-10  1.97935e-12
