Pressure (atm),Temperature (K),W1_Energy_1_R->P2,W1_Energy_1_R->P3,W1_Energy_1_R->P1,W1_Energy_1_P1->P2,W1_Energy_1_W2->P1,W1_Energy_1_P2->P3
0.3,600.0,3.3244305497672215e-07,4.856227204933277e-07,7.75131596266443e-07,4.394227267435558e-06,0.00017076824407872372,2.168042014991345e-06
0.3,610.0,2.8798668676790606e-07,4.2542928681920264e-07,1.2664001415077387e-06,5.465073901278755e-06,0.00015274348241999653,2.0707734673282144e-06
0.3,620.0,2.2150293647985748e-07,3.3793170347401186e-07,1.6210560611570052e-06,5.9508706766275845e-06,0.0001247216368121312,1.8283817793663638e-06
0.3,630.0,1.3555639297516936e-07,2.2826202260435026e-07,1.813499347710285e-06,5.815432369179797e-06,8.892236482519844e-05,1.4517552762769544e-06
0.3,640.0,3.390291154412869e-08,1.0207788855022776e-07,1.8285224193009288e-06,5.055403523530884e-06,4.7666218650234183e-05,9.575255723266927e-07
0.3,650.0,-7.886880003986647e-08,-3.47646576162143e-08,1.6607363062939122e-06,3.6963115957148936e-06,3.187581795952631e-06,3.665785072172794e-07
0.3,660.0,-1.976776627564928e-07,-1.764863001978835e-07,1.313594184368325e-06,1.7878860853498827e-06,-4.239472775748463e-05,-2.973745789681322e-07
0.3,670.0,-3.172549173033089e-07,-3.1760399724783584e-07,7.981475763331913e-07,-6.009797810242555e-07,-8.719356422764914e-05,-1.0091197366962524e-06
0.3,680.0,-4.324093828555548e-07,-4.53097874607849e-07,1.3166839094529679e-07,-3.3872716368899248e-06,-0.00012960420397043187,-1.7430994942025353e-06
0.3,690.0,-5.382438952101473e-07,-5.785309073643962e-07,-6.637752647548032e-07,-6.478663477933105e-06,-0.0001682933185877201,-2.4744047975586952e-06
0.3,700.0,-6.303261432006636e-07,-6.901251086101503e-07,-1.562708535481473e-06,-9.777943897811235e-06,-0.00020222224089631605,-3.1795783620984346e-06
0.3,800.0,-2.971347008238949e-07,-6.921336346404867e-07,-1.0379685570903737e-05,-3.5433834126289284e-05,-0.0002213942426363639,-5.480192092438356e-06
0.3,900.0,1.6955252742937873e-06,7.145614890002358e-07,-8.223187305340448e-06,-2.236684480314914e-05,7.07644199303071e-05,1.5512574566044015e-06
0.3,1000.0,2.867786747010701e-06,1.7143952953168543e-06,2.5579425877232663e-06,1.0500983611073514e-05,0.00023463453974257594,9.174978305352925e-06
0.3,1100.0,1.940628874099147e-06,1.4710038531189792e-06,1.1345204365307426e-05,2.833485045010702e-05,0.00018080563670816127,1.022898588557111e-05
0.3,1200.0,-4.897373156870678e-07,3.2428299980326317e-07,1.2135934041096024e-05,1.7384324347061316e-05,2.4573951659436405e-05,4.325621439763022e-06
0.3,1300.0,-3.033839586362624e-06,-9.611843839076758e-07,5.23869648222395e-06,-1.5684208357799724e-05,-0.00011345617583542851,-4.891520235013792e-06
0.3,1400.0,-4.489339617239994e-06,-1.7527154087944626e-06,-5.7281281162051024e-06,-5.604194271735164e-05,-0.00017534100863232503,-1.3255056845496137e-05
0.3,1500.0,-4.26899705751338e-06,-1.7539988947244297e-06,-1.677416719281738e-05,-9.026926130037417e-05,-0.0001584523080199606,-1.800034157335565e-05
0.3,1600.0,-2.4244347130104592e-06,-9.932852712156776e-07,-2.5122141157859697e-05,-0.0001106515278044802,-8.914160143497728e-05,-1.825941282393081e-05
0.3,1700.0,5.136797451566695e-07,2.7190559154435636e-07,-2.9657237734438727e-05,-0.0001157434251059052,-9.722766212342662e-07,-1.4786761996123042e-05
0.3,1800.0,3.7348709499745156e-06,1.6592954182323651e-06,-3.074706073244888e-05,-0.00010912785558424329,7.767543843610086e-05,-9.42448598831462e-06
0.3,1900.0,6.320215545786955e-06,2.7456978517512646e-06,-2.982080295622422e-05,-9.765507846130471e-05,0.0001284883974065043,-4.576251040600585e-06
0.3,2000.0,7.365410471860741e-06,3.123841681359667e-06,-2.892652217752209e-05,-8.981207281814955e-05,0.00014364569319492415,-2.795199954691674e-06
0.3,2100.0,6.057416566344552e-06,2.435573692325276e-06,-3.0362657987346993e-05,-9.446385999973427e-05,0.00012407704168559242,-6.504246017400832e-06
0.3,2200.0,1.7145016216992699e-06,3.875620295750924e-07,-3.641022654413456e-05,-0.00011999680813624101,7.704892007085254e-05,-1.7830538774042924e-05
0.3,2300.0,-6.199436490551e-06,-3.2446571011072057e-06,-4.91591173864994e-05,-0.00017380465861241822,1.381594259002736e-05,-3.852555951563532e-05
0.3,2400.0,-1.8077022482060355e-05,-8.619694655183034e-06,-7.040983028726315e-05,-0.0002620333974974435,-5.2348839619538765e-05,-6.994361680676578e-05
0.3,2500.0,-3.417909937331236e-05,-1.583712364591689e-05,-0.00010163025542799961,-0.000389505644466749,-0.00010761947568353465,-0.00011305690356828192
0.3,2600.0,-5.465115804639992e-05,-2.4945939954508568e-05,-0.00014394971537730323,-0.0005597602488831973,-0.00013867722375556315,-0.00016849115750233433
0.3,2700.0,-7.95413727707236e-05,-3.5953336478926115e-05,-0.00019817636573723398,-0.0007751592370233861,-0.00013334153538871284,-0.00023657102792097847
0.3,2800.0,-0.00010881834566517529,-4.883302486267278e-05,-0.0002648278189995305,-0.0010370286711405777,-8.09665238168672e-05,-0.00031736812602946074
0.3,2900.0,-0.00014238749303357475,-6.35327172407518e-05,-0.00034416798879746436,-0.0013458112630374169,2.7392566274787035e-05,-0.0004107475305567764
0.3,3000.0,-0.00018010556786220795,-7.998060746598043e-05,-0.0004362455579275832,-0.0017012168398045275,0.0001989646897733811,-0.0005164104096001793
0.5,250.0,-1.1108582143169371e-06,-5.141900217739927e-08,-2.2732261002496086e-07,-1.1336296486756365e-06,-2.656116736885671,6.802248659469717e-07
0.5,260.0,6.311080217754002e-07,4.94575134883916e-07,2.0801346683637902e-06,9.190794032404833e-06,0.016416646289243747,2.3687628505376603e-06
0.5,270.0,-1.0060527419981449e-06,-1.657853743890046e-06,-6.596697983761285e-06,-2.8837537251115e-05,0.049909408940886066,-3.607775507780813e-06
0.5,280.0,3.041180545896765e-06,8.616212342843117e-07,7.023895564391407e-06,2.9645851840257757e-05,-0.005863393066020148,2.449972608973657e-06
0.5,290.0,2.042626067206254e-06,1.81935687829311e-06,2.8006214098274737e-06,1.2809867940567015e-05,-0.002332860785181784,1.25022091043648e-06
0.5,300.0,-3.7328747715379634e-07,1.3455415982704085e-06,-4.6803437614554595e-06,-1.8906520099817565e-05,0.004754807398485524,3.0357709623968774e-07
0.5,310.0,-1.0557298270370787e-06,7.002286244602741e-07,-4.992616920585311e-06,-2.095885154034294e-05,0.0026445601494564674,2.8687447079792106e-06
0.5,320.0,-5.129899227695534e-08,3.684494930234633e-07,-1.9016845539772048e-07,-1.2563879563098168e-06,-0.0019698399049513943,6.221918034414302e-06
0.5,330.0,1.4003905178426593e-06,2.822606333652819e-07,4.270378824513209e-06,1.7494333618413374e-05,-0.003905605292583682,7.381372808958852e-06
0.5,340.0,2.388440829844248e-06,2.6761560229105115e-07,5.356957067915863e-06,2.2427519343276118e-05,-0.002719236494874291,5.658142138096847e-06
0.5,350.0,2.6772457624106875e-06,2.347961227522307e-07,3.1728086856716416e-06,1.3760707354456455e-05,-0.00018778294347946735,2.2066398704296572e-06
0.5,360.0,2.4703088445058483e-06,1.827200693851588e-07,-5.320519570836052e-07,-1.3099497903417087e-06,0.0019476495635708951,-1.285631799386453e-06
0.5,370.0,2.0932194089549405e-06,1.461903881310957e-07,-3.889876027283936e-06,-1.4999213033940542e-05,0.002841325471141127,-3.553213766545011e-06
0.5,380.0,1.7961068227441153e-06,1.533593120914973e-07,-5.735226199358256e-06,-2.240530052457125e-05,0.002485266813166795,-4.094374854655944e-06
0.5,390.0,1.6900141129005968e-06,2.0911411821140802e-07,-5.763206874541793e-06,-2.221657360875302e-05,0.0013321230152182036,-3.0774849414541343e-06
0.5,400.0,1.7666837017334946e-06,2.975192848732184e-07,-4.315685197481369e-06,-1.584516728228023e-05,-5.987500289687326e-05,-1.0636903373643312e-06
0.5,410.0,1.9498298377222706e-06,3.923137133149864e-07,-2.055690031477611e-06,-6.073811472420696e-06,-0.0012435256533049031,1.2752433827696725e-06
0.5,420.0,2.144909805784058e-06,4.675672982668531e-07,3.1614322217208656e-07,4.134870042693636e-06,-0.0019646009781226375,3.3585643546799235e-06
0.5,430.0,2.2731282908037168e-06,5.047975953825792e-07,2.243558906210137e-06,1.2410596733284378e-05,-0.002154567042009195,4.799753977031305e-06
0.5,440.0,2.287625520693083e-06,4.958711027936735e-07,3.3940911513801997e-06,1.7319516354425337e-05,-0.0018802007227493125,5.4286292387860275e-06
0.5,450.0,2.1756949654455716e-06,4.425680723709784e-07,3.661398477364386e-06,1.8383423764260563e-05,-0.0012832430044557323,5.2612367198817245e-06
0.5,460.0,1.9524795899649237e-06,3.541639952860855e-07,3.121869327736109e-06,1.5904009768208803e-05,-0.0005282960041084546,4.4448009034474026e-06
0.5,470.0,1.65100912466039e-06,2.44259482288328e-07,1.9722808067022367e-06,1.0704061707042196e-05,0.00023375018872618433,3.197907675246238e-06
0.5,480.0,1.3120149490074404e-06,1.2772986883964453e-07,4.6715367739032485e-07,3.8644334099919994e-06,0.0008864954362023447,1.7582360372553372e-06
0.5,490.0,9.754935925693108e-07,1.829524101757202e-08,-1.133512006491525e-06,-3.497632359163896e-06,0.0013557471640930575,3.435722749670311e-07
0.5,500.0,6.748446211361294e-07,-7.310489202862779e-08,-2.6016730624359847e-06,-1.038921658224482e-05,0.0016081639215888325,-8.726977883228133e-07
0.5,510.0,4.336174882870403e-07,-1.391478554937515e-07,-3.7635600399335085e-06,-1.6039502594992758e-05,0.0016446658762670021,-1.773173688524208e-06
0.5,520.0,2.6448158289655003e-07,-1.7630249401083896e-07,-4.508949455116634e-06,-1.9942608678447874e-05,0.001491366184477952,-2.2978759076663392e-06
0.5,530.0,1.6984644937323825e-07,-1.8452489465485131e-07,-4.790468623172984e-06,-2.185820458248387e-05,0.0011903014538940558,-2.4386925043804965e-06
0.5,540.0,1.435361816253645e-07,-1.6664803316205766e-07,-4.616185010381498e-06,-2.178312535884215e-05,0.0007911117806891672,-2.2296607069826908e-06
0.5,550.0,1.7300809848166134e-07,-1.2762543476589425e-07,-4.03836165937862e-06,-1.9906133224219737e-05,0.0003442911124307841,-1.7354382299531516e-06
0.5,560.0,2.417079152271108e-07,-7.374314535733558e-08,-3.140684188448905e-06,-1.6555471869989307e-05,-0.00010364898341723662,-1.0396741489836996e-06
0.5,570.0,3.312806619383165e-07,-1.1888819218379513e-08,-2.0256575435468396e-06,-1.214647524561832e-05,-0.0005134150195370464,-2.3442294505103863e-07
0.5,580.0,4.234625286860698e-07,5.107455531203602e-08,-8.032699351137672e-07,-7.1338697806163965e-06,-0.000854582136846205,5.887225087848635e-07
0.5,590.0,5.015640141194537e-07,1.0880172273793685e-07,4.184472151879152e-07,-1.9716428286072348e-06,-0.0011061197782157681,1.3455069549703812e-06
0.5,600.0,5.515272044892088e-07,1.5582076997164572e-07,1.540701992892698e-06,2.9183683494188965e-06,-0.00125603814387443,1.9638718871912377e-06
0.5,610.0,5.625757535119646e-07,1.877585251254223e-07,2.479076299668667e-06,7.169059808930517e-06,-0.0013004747475475142,2.3869490578029554e-06
0.5,620.0,5.275101956733495e-07,2.0145233749978245e-07,3.1666839123299373e-06,1.0482444123607206e-05,-0.001242383719264966,2.57445928678621e-06
0.5,630.0,4.427127344830712e-07,1.9496478053226634e-07,3.5556279152128895e-06,1.2636919309366635e-05,-0.0010901596435156995,2.5027972589062312e-06
0.5,640.0,3.0792472132107344e-07,1.6752829305496298e-07,3.6170744862623753e-06,1.3488677768689652e-05,-0.0008561640802899439,2.1641291273750074e-06
0.5,650.0,1.2587099027607082e-07,1.1943328692644376e-07,3.3402637678723677e-06,1.2968574607574687e-05,-0.0005554028616970023,1.5647858997481709e-06
0.5,660.0,-9.822311496705554e-08,5.188312811907787e-08,2.730759239128702e-06,1.107569627613269e-05,-0.00020430394071070687,7.231971027512689e-07
0.5,670.0,-3.5716114806977247e-07,-3.3170890854499924e-08,1.8082037440910935e-06,7.868713836533407e-06,0.00018027161795652639,-3.3240405784726274e-07
0.5,680.0,-6.423200300410031e-07,-1.3320097160335666e-07,6.038106253285628e-07,3.455990291496886e-06,0.0005819105187435562,-1.566345924091278e-06
0.5,690.0,-9.441744119153327e-07,-2.4527211142412656e-07,-8.422382335888329e-07,-2.0148217920507335e-06,0.0009852218939281237,-2.9378182609745205e-06
0.5,700.0,-1.2527804746876758e-06,-3.6619870576053537e-07,-2.4833365353831334e-06,-8.367075413426607e-06,0.0013763557730474638,-4.4030142994623516e-06
0.5,800.0,-2.8916458817707346e-06,-1.4122442608453118e-06,-1.879245324701562e-05,-7.736151220182225e-05,0.0029414579924722916,-1.548045836782976e-05
0.5,900.0,-1.3950700196115304e-07,-1.1961004696518566e-06,-1.4910156682522572e-05,-7.229642133403812e-05,0.0005080120549781954,-7.906971153614693e-06
0.5,1000.0,3.6868068483767347e-06,-2.471139629797961e-07,5.303136404418367e-06,-1.8557602662673458e-06,-0.001891774134154619,9.408800352210342e-06
0.5,1100.0,4.565540243971217e-06,3.175811024808702e-07,2.227730672739305e-05,5.88431090249829e-05,-0.0022030166439270795,1.969409413185391e-05
0.5,1200.0,1.7173939449241973e-06,9.005425201008178e-08,2.4634466997902105e-05,6.455401303659159e-05,-0.0009566897472080346,1.6313128603651672e-05
0.5,1300.0,-3.123844463185567e-06,-6.706310326363089e-07,1.2629605873781952e-05,1.558663607213338e-05,0.0006024471883393426,2.5526438801764754e-06
0.5,1400.0,-7.574556243083129e-06,-1.4869608191080907e-06,-7.211248695234259e-06,-6.265946627659338e-05,0.0016109287742719137,-1.4347371732185764e-05
0.5,1500.0,-9.85925121048946e-06,-1.996781192251228e-06,-2.7481928195698802e-05,-0.00014100732617799896,0.001793933008029005,-2.7887529940346203e-05
0.5,1600.0,-9.265675213766803e-06,-2.0853531870029334e-06,-4.286657352492391e-05,-0.000198427647527332,0.0012897586639594458,-3.441454051316463e-05
0.5,1700.0,-6.088940738297351e-06,-1.8808448780591979e-06,-5.103410995124309e-05,-0.00022571904719560743,0.0004175250440165683,-3.3386440363089006e-05
0.5,1800.0,-1.3584166629031612e-06,-1.6888558720492188e-06,-5.236318918609737e-05,-0.00022448691004233503,-0.0004916122287864414,-2.6746599870458873e-05
0.5,1900.0,3.47194825366118e-06,-1.914583668362353e-06,-4.920597650166021e-05,-0.00020424125680489695,-0.0011844786228420948,-1.804286170867716e-05
0.5,2000.0,6.786333933926651e-06,-2.9958547181137636e-06,-4.5095099007000455e-05,-0.00017923968034634546,-0.001517142232333649,-1.1613978278893957e-05
0.5,2100.0,6.997625693666249e-06,-5.354464851773158e-06,-4.407484853781654e-05,-0.0001658113588475227,-0.001451527123989321,-1.1963010532782798e-05
0.5,2200.0,2.6689915907713874e-06,-9.36542137201527e-06,-5.020949221247191e-05,-0.00018038234714578164,-0.0010356329877846929,-2.333209309687718e-05
0.5,2300.0,-7.419835734402748e-06,-1.5340649144576883e-05,-6.725995552956612e-05,-0.0002381724937817614,-0.0003788664415887027,-4.9448627510969766e-05
0.5,2400.0,-2.424616392447985e-05,-2.3523146209835368e-05,-9.84969043148522e-05,-0.000352438823439561,0.00037143603494192083,-9.340076947802372e-05
0.5,2500.0,-4.854439807143914e-05,-3.408804371789519e-05,-0.00014661423761375472,-0.0005341225288231345,0.0010496104863502238,-0.00015760244514927905
0.5,2600.0,-8.082216424478709e-05,-4.7147810833093926e-05,-0.00021371119188601982,-0.0007917725584520861,0.0014866181057732984,-0.00024381566955702209
0.5,2700.0,-0.00012138505625353998,-6.275962746937445e-05,-0.0003013179861212998,-0.001131645313943119,0.0015206498160372855,-0.0003532062296802994
0.5,2800.0,-0.00017036496979293646,-8.093358769676406e-05,-0.00041044658369274975,-0.0015579063595998414,0.0010040492830519236,-0.0004864160045591593
0.5,2900.0,-0.00022774881800461083,-0.00010164088799959054,-0.0005416537572060227,-0.002072882521268511,-0.00019268157350524754,-0.0006436408583497334
0.5,3000.0,-0.0002934057191400461,-0.00012482150256545464,-0.0006951079684035857,-0.0026773300354919097,-0.0021789931708015168,-0.0008247071970746245
1.0,250.0,-2.048947805057547e-06,-9.677844385786122e-08,-6.148825528039181e-07,-3.3309106391501623e-06,-2.588197555977153,-1.4844466994337703e-06
1.0,260.0,2.7044971426062512e-06,8.970793917850888e-07,5.516327254324757e-06,2.6321106551819072e-05,-0.0026019099141206294,1.0153053247214502e-05
1.0,270.0,-3.262211082668913e-06,-2.971553604305356e-06,-1.7069148214852262e-05,-8.38618208459981e-05,0.015347408944498507,-1.49675582654077e-05
1.0,280.0,8.862449989878575e-06,4.6264900410234346e-07,1.7414397823578025e-05,8.159547464104911e-05,-0.011644743200646969,1.1515199231026095e-05
1.0,290.0,6.757385104165694e-06,-4.318276584751248e-07,7.639126724650519e-06,3.8083285940420275e-05,0.005643047359133622,6.59588568459383e-06
1.0,300.0,1.8645751924619636e-07,-2.297564087655642e-06,-1.1484018270292272e-05,-5.351997995991797e-05,0.01055723150024931,-3.994942263628871e-06
1.0,310.0,-1.872679166316247e-06,-2.2629690640724274e-06,-1.3282876318164585e-05,-6.49733862382521e-05,0.0025362314790845783,-1.63602374451779e-06
1.0,320.0,5.043037303101611e-07,-7.138968918457819e-07,-1.8177774119629027e-06,-1.2419362975401908e-05,-0.005158626904681462,8.734595957454906e-06
1.0,330.0,3.838933223298419e-06,9.000265173232009e-07,9.659481838333423e-06,4.2514558749328394e-05,-0.006749212451009001,1.6492414921622926e-05
1.0,340.0,5.634402375633728e-06,1.6594275774347656e-06,1.3283742659352428e-05,6.188583298951892e-05,-0.0035710472890703084,1.6429126056647334e-05
1.0,350.0,5.369494113458256e-06,1.466795309380289e-06,8.793807116883656e-06,4.315766471883179e-05,0.0008719669485620834,9.66478701945028e-06
1.0,360.0,3.788800199324535e-06,7.139423928446694e-07,1.63989487427521e-07,4.170957579388848e-06,0.0039749137282019086,3.6856518876781063e-07
1.0,370.0,1.955086828492294e-06,-1.1199167617874869e-07,-8.087238602247024e-06,-3.402252020087853e-05,0.004807042917122934,-7.3930522125113465e-06
1.0,380.0,6.584846446233697e-07,-6.642017292631756e-07,-1.2979326259118226e-05,-5.71291236540232e-05,0.0036973752632958492,-1.1254591199719989e-05
1.0,390.0,2.2927532800038367e-07,-8.045125604049795e-07,-1.3564388301755485e-05,-6.0223580457781215e-05,0.001540065195615793,-1.0768410580523228e-05
1.0,400.0,6.051252904085638e-07,-5.684301521676648e-07,-1.049067664965723e-05,-4.5928969298826355e-05,-0.0007474526155589028,-6.873281942218511e-06
1.0,410.0,1.496330809072386e-06,-9.151037257805073e-08,-5.254103052452662e-06,-2.102501451231218e-05,-0.002509679140948116,-1.161925529051213e-06
1.0,420.0,2.5477970200827083e-06,4.616051680109752e-07,4.82151585144296e-07,6.720526788267131e-06,-0.00342915437951338,4.737182544546402e-06
1.0,430.0,3.452568754893985e-06,9.471157503748354e-07,5.342750988166784e-06,3.072558848292877e-05,-0.0034788911967689935,9.547809483817832e-06
1.0,440.0,4.009160094413518e-06,1.2678466232312317e-06,8.45557505066566e-06,4.667031442156397e-05,-0.0028249329166518014,1.2509060774245437e-05
1.0,450.0,4.133538765353967e-06,1.3794475677947921e-06,9.480641212708065e-06,5.270072804632035e-05,-0.0017261186838810774,1.3372257952711361e-05
1.0,460.0,3.84228975869405e-06,1.2838990089030503e-06,8.52380061011426e-06,4.90789592870517e-05,-0.00045458434284439335,1.2300580352713244e-05
