========================================
ch4o_W1_Energy_1_0.0.out
0.1 atm
T,W1->R
290.0,6.75877e-54
300.0,1.2991e-51
310.0,1.77735e-49
320.0,1.78638e-47
330.0,1.35639e-45
340.0,7.97555e-44
350.0,3.71218e-42
360.0,1.39393e-40
370.0,4.29796e-39
380.0,1.10491e-37
390.0,2.40233e-36
400.0,4.47173e-35
410.0,7.20782e-34
420.0,1.01646e-32
430.0,1.2657e-31
440.0,1.4035e-30
450.0,1.39657e-29
460.0,1.25586e-28
470.0,1.02724e-27
480.0,7.68454e-27
490.0,5.29017e-26
500.0,3.36664e-25
510.0,1.9896e-24
520.0,1.0969e-23
530.0,5.6637e-23
540.0,2.74637e-22
550.0,1.25625e-21
560.0,5.43575e-21
570.0,2.23154e-20
580.0,8.71368e-20
590.0,3.24465e-19
600.0,1.15491e-18
610.0,3.93869e-18
620.0,1.28943e-17
630.0,4.05985e-17
640.0,1.23215e-16
650.0,3.6091e-16
660.0,1.02205e-15
670.0,2.80245e-15
680.0,7.45187e-15
690.0,1.9237e-14
700.0,4.82723e-14
800.0,1.2792e-10
900.0,5.38401e-08
1000.0,6.25566e-06
1100.0,0.000285279
1200.0,0.00646498
1300.0,0.0856397
1400.0,0.745352
1500.0,4.64156
1600.0,22.0497
1700.0,83.8955
1800.0,265.963
1900.0,722.668
2000.0,1725.0
2100.0,3687.21
2200.0,7183.09
2300.0,12945.4
2400.0,21778.4
2500.0,34418.2
2600.0,52045.0
2700.0,75064.6
2800.0,104525.0
2900.0,141040.0
3000.0,185601.0
========================================
ch4o_W1_Energy_1_0.0.out
0.3 atm
T,W1->R
290.0,8.59839e-54
300.0,1.67637e-51
310.0,2.3259e-49
320.0,2.37039e-47
330.0,1.82464e-45
340.0,1.08744e-43
350.0,5.12856e-42
360.0,1.95103e-40
370.0,6.09287e-39
380.0,1.58611e-37
390.0,3.49096e-36
400.0,6.57654e-35
410.0,1.07259e-33
420.0,1.53006e-32
430.0,1.92679e-31
440.0,2.16019e-30
450.0,2.1728e-29
460.0,1.97457e-28
470.0,1.63176e-27
480.0,1.23317e-26
490.0,8.57312e-26
500.0,5.50856e-25
510.0,3.28632e-24
520.0,1.82843e-23
530.0,9.52525e-23
540.0,4.66033e-22
550.0,2.15017e-21
560.0,9.38215e-21
570.0,3.88325e-20
580.0,1.52854e-19
590.0,5.73696e-19
600.0,2.05781e-18
610.0,7.07113e-18
620.0,2.33207e-17
630.0,7.39618e-17
640.0,2.26056e-16
650.0,6.66746e-16
660.0,1.901e-15
670.0,5.24719e-15
680.0,1.40438e-14
690.0,3.64856e-14
700.0,9.21347e-14
800.0,2.58255e-10
900.0,1.13887e-07
1000.0,1.3762e-05
1100.0,0.000649012
1200.0,0.0151376
1300.0,0.205625
1400.0,1.82954
1500.0,11.6166
1600.0,56.1506
1700.0,216.98
1800.0,697.453
1900.0,1918.35
2000.0,4633.65
2100.0,10010.6
2200.0,19683.2
2300.0,35752.5
2400.0,60564.9
2500.0,96368.9
2600.0,146366.0
2700.0,212292.0
2800.0,296530.0
2900.0,401395.0
3000.0,529568.0
========================================
ch4o_W1_Energy_1_0.0.out
0.5 atm
T,W1->R
290.0,9.2526e-54
300.0,1.81377e-51
310.0,2.53032e-49
320.0,2.59294e-47
330.0,2.00696e-45
340.0,1.20267e-43
350.0,5.70297e-42
360.0,2.18137e-40
370.0,6.84904e-39
380.0,1.79253e-37
390.0,3.96614e-36
400.0,7.51092e-35
410.0,1.23134e-33
420.0,1.76548e-32
430.0,2.23447e-31
440.0,2.5176e-30
450.0,2.54471e-29
460.0,2.3237e-28
470.0,1.92938e-27
480.0,1.46495e-26
490.0,1.02312e-25
500.0,6.60364e-25
510.0,3.95717e-24
520.0,2.21126e-23
530.0,1.15687e-22
540.0,5.68417e-22
550.0,2.63341e-21
560.0,1.15375e-20
570.0,4.79431e-20
580.0,1.89456e-19
590.0,7.13813e-19
600.0,2.57009e-18
610.0,8.86424e-18
620.0,2.93411e-17
630.0,9.33905e-17
640.0,2.86437e-16
650.0,8.4776e-16
660.0,2.4253e-15
670.0,6.7167e-15
680.0,1.80356e-14
690.0,4.70071e-14
700.0,1.19081e-13
800.0,3.43496e-10
900.0,1.55196e-07
1000.0,1.91458e-05
1100.0,0.000919182
1200.0,0.0217738
1300.0,0.299823
1400.0,2.69995
1500.0,17.3272
1600.0,84.5597
1700.0,329.593
1800.0,1067.64
1900.0,2957.17
2000.0,7189.31
2100.0,15623.8
2200.0,30883.2
2300.0,56353.9
2400.0,95862.1
2500.0,153132.0
2600.0,233286.0
2700.0,339405.0
2800.0,475194.0
2900.0,644603.0
3000.0,851901.0
========================================
ch4o_W1_Energy_1_0.0.out
0.7 atm
T,W1->R
290.0,9.60492e-54
300.0,1.88868e-51
310.0,2.64309e-49
320.0,2.71714e-47
330.0,2.10987e-45
340.0,1.26844e-43
350.0,6.03434e-42
360.0,2.31566e-40
370.0,7.29438e-39
380.0,1.91531e-37
390.0,4.25152e-36
400.0,8.07736e-35
410.0,1.32845e-33
420.0,1.91078e-32
430.0,2.42602e-31
440.0,2.74198e-30
450.0,2.78009e-29
460.0,2.54642e-28
470.0,2.12071e-27
480.0,1.61507e-26
490.0,1.13129e-25
500.0,7.32316e-25
510.0,4.40101e-24
520.0,2.46625e-23
530.0,1.29386e-22
540.0,6.37495e-22
550.0,2.96147e-21
560.0,1.30095e-20
570.0,5.42023e-20
580.0,2.14746e-19
590.0,8.1117e-19
600.0,2.92799e-18
610.0,1.01236e-17
620.0,3.35915e-17
630.0,1.07177e-16
640.0,3.29493e-16
650.0,9.77463e-16
660.0,2.80276e-15
670.0,7.7795e-15
680.0,2.09356e-14
690.0,5.46846e-14
700.0,1.38829e-13
800.0,4.08393e-10
900.0,1.87639e-07
1000.0,2.34845e-05
1100.0,0.00114171
1200.0,0.0273425
1300.0,0.380152
1400.0,3.45273
1500.0,22.3278
1600.0,109.712
1700.0,430.289
1800.0,1401.57
1900.0,3901.85
2000.0,9530.16
2100.0,20799.3
2200.0,41271.5
2300.0,75563.7
2400.0,128934.0
2500.0,206554.0
2600.0,315399.0
2700.0,459897.0
2800.0,645066.0
2900.0,876443.0
3000.0,1159830.0
========================================
ch4o_W1_Energy_1_0.0.out
0.9 atm
T,W1->R
290.0,9.8288e-54
300.0,1.93666e-51
310.0,2.71591e-49
320.0,2.79797e-47
330.0,2.17736e-45
340.0,1.3119e-43
350.0,6.25495e-42
360.0,2.40571e-40
370.0,7.59514e-39
380.0,1.9988e-37
390.0,4.4469e-36
400.0,8.46774e-35
410.0,1.39582e-33
420.0,2.0122e-32
430.0,2.56054e-31
440.0,2.90049e-30
450.0,2.94735e-29
460.0,2.70558e-28
470.0,2.25819e-27
480.0,1.72352e-26
490.0,1.20985e-25
500.0,7.84837e-25
510.0,4.7266e-24
520.0,2.65421e-23
530.0,1.39532e-22
540.0,6.88894e-22
550.0,3.20668e-21
560.0,1.41146e-20
570.0,5.89214e-20
580.0,2.33894e-19
590.0,8.85182e-19
600.0,3.20115e-18
610.0,1.10886e-17
620.0,3.68606e-17
630.0,1.1782e-16
640.0,3.62854e-16
650.0,1.07831e-15
660.0,3.09727e-15
670.0,8.61156e-15
680.0,2.32135e-14
690.0,6.07348e-14
700.0,1.5444e-13
800.0,4.61164e-10
900.0,2.14637e-07
1000.0,2.71654e-05
1100.0,0.0013336
1200.0,0.032212
1300.0,0.45125
1400.0,4.12609
1500.0,26.8429
1600.0,132.612
1700.0,522.652
1800.0,1709.92
1900.0,4779.48
2000.0,11716.7
2100.0,25657.8
2200.0,51067.9
2300.0,93752.2
2400.0,160363.0
2500.0,257495.0
2600.0,393925.0
2700.0,575427.0
2800.0,808321.0
2900.0,1099700.0
3000.0,1456850.0
========================================
ch4o_W1_Energy_1_0.0.out
1 atm
T,W1->R
290.0,9.91317e-54
300.0,1.95483e-51
310.0,2.74362e-49
320.0,2.82887e-47
330.0,2.20328e-45
340.0,1.32867e-43
350.0,6.34044e-42
360.0,2.44076e-40
370.0,7.71271e-39
380.0,2.03158e-37
390.0,4.52392e-36
400.0,8.62225e-35
410.0,1.42258e-33
420.0,2.05265e-32
430.0,2.61439e-31
440.0,2.96419e-30
450.0,3.01481e-29
460.0,2.76999e-28
470.0,2.31401e-27
480.0,1.76771e-26
490.0,1.24196e-25
500.0,8.06374e-25
510.0,4.86052e-24
520.0,2.73176e-23
530.0,1.43731e-22
540.0,7.10224e-22
550.0,3.30872e-21
560.0,1.45758e-20
570.0,6.08958e-20
580.0,2.41926e-19
590.0,9.16308e-19
600.0,3.31631e-18
610.0,1.14964e-17
620.0,3.82456e-17
630.0,1.22339e-16
640.0,3.77051e-16
650.0,1.12133e-15
660.0,3.22316e-15
670.0,8.96799e-15
680.0,2.41913e-14
690.0,6.33371e-14
700.0,1.61168e-13
800.0,4.84314e-10
900.0,2.26654e-07
1000.0,2.88237e-05
1100.0,0.00142094
1200.0,0.034448
1300.0,0.484148
1400.0,4.43975
1500.0,28.9585
1600.0,143.399
1700.0,566.363
1800.0,1856.46
1900.0,5198.16
2000.0,12763.5
2100.0,27991.0
2200.0,55785.8
2300.0,102534.0
2400.0,175573.0
2500.0,282200.0
2600.0,432079.0
2700.0,631653.0
2800.0,887892.0
2900.0,1208650.0
3000.0,1601970.0
========================================
ch4o_W1_Energy_1_0.0.out
1.5 atm
T,W1->R
290.0,1.01897e-53
300.0,2.01475e-51
310.0,2.83556e-49
320.0,2.93205e-47
330.0,2.29037e-45
340.0,1.38535e-43
350.0,6.6312e-42
360.0,2.56068e-40
370.0,8.11736e-39
380.0,2.14505e-37
390.0,4.79205e-36
400.0,9.16317e-35
410.0,1.51681e-33
420.0,2.19582e-32
430.0,2.80602e-31
440.0,3.19202e-30
450.0,3.25729e-29
460.0,3.00269e-28
470.0,2.51669e-27
480.0,1.92889e-26
490.0,1.35964e-25
500.0,8.85659e-25
510.0,5.35576e-24
520.0,3.01979e-23
530.0,1.5939e-22
540.0,7.90115e-22
550.0,3.69249e-21
560.0,1.63171e-20
570.0,6.83805e-20
580.0,2.72491e-19
590.0,1.0352e-18
600.0,3.75781e-18
610.0,1.30655e-17
620.0,4.35926e-17
630.0,1.39848e-16
640.0,4.3224e-16
650.0,1.28909e-15
660.0,3.71572e-15
670.0,1.0367e-14
680.0,2.80411e-14
690.0,7.3614e-14
700.0,1.87817e-13
800.0,5.78485e-10
900.0,2.7663e-07
1000.0,3.58496e-05
1100.0,0.00179689
1200.0,0.0442045
1300.0,0.629406
1400.0,5.83921
1500.0,38.4852
1600.0,192.373
1700.0,766.306
1800.0,2531.23
1900.0,7137.82
2000.0,17639.3
2100.0,38913.8
2200.0,77973.8
2300.0,144004.0
2400.0,247664.0
2500.0,399704.0
2600.0,614081.0
2700.0,900584.0
2800.0,1269400.0
2900.0,1732110.0
3000.0,2300360.0
========================================
ch4o_W1_Energy_1_0.0.out
2 atm
T,W1->R
290.0,1.03441e-53
300.0,2.04851e-51
310.0,2.8878e-49
320.0,2.99118e-47
330.0,2.3407e-45
340.0,1.41838e-43
350.0,6.80206e-42
360.0,2.63173e-40
370.0,8.35905e-39
380.0,2.21337e-37
390.0,4.95476e-36
400.0,9.49397e-35
410.0,1.57487e-33
420.0,2.28471e-32
430.0,2.92587e-31
440.0,3.33553e-30
450.0,3.41112e-29
460.0,3.15132e-28
470.0,2.64703e-27
480.0,2.03324e-26
490.0,1.43632e-25
500.0,9.37652e-25
510.0,5.68255e-24
520.0,3.21101e-23
530.0,1.69848e-22
540.0,8.43781e-22
550.0,3.95176e-21
560.0,1.75001e-20
570.0,7.34931e-20
580.0,2.93481e-19
590.0,1.11727e-18
600.0,4.06415e-18
610.0,1.41596e-17
620.0,4.73397e-17
630.0,1.52176e-16
640.0,4.71283e-16
650.0,1.40832e-15
660.0,4.06736e-15
670.0,1.13701e-14
680.0,3.08134e-14
690.0,8.10461e-14
700.0,2.07169e-13
800.0,6.49453e-10
900.0,3.15464e-07
1000.0,4.1451e-05
1100.0,0.00210324
1200.0,0.0523052
1300.0,0.751993
1400.0,7.03724
1500.0,46.7446
1600.0,235.313
1700.0,943.396
1800.0,3134.32
1900.0,8885.8
2000.0,22066.0
2100.0,48898.4
2200.0,98382.0
2300.0,182359.0
2400.0,314680.0
2500.0,509446.0
2600.0,784748.0
2700.0,1153690.0
2800.0,1629620.0
2900.0,2227770.0
3000.0,2963250.0
========================================
ch4o_W1_Energy_1_0.0.out
2.5 atm
T,W1->R
290.0,1.04434e-53
300.0,2.07034e-51
310.0,2.92176e-49
320.0,3.02984e-47
330.0,2.37381e-45
340.0,1.44024e-43
350.0,6.91575e-42
360.0,2.67928e-40
370.0,8.52175e-39
380.0,2.25962e-37
390.0,5.06554e-36
400.0,9.72046e-35
410.0,1.61484e-33
420.0,2.34624e-32
430.0,3.00927e-31
440.0,3.43593e-30
450.0,3.5193e-29
460.0,3.25639e-28
470.0,2.73963e-27
480.0,2.10774e-26
490.0,1.49133e-25
500.0,9.75125e-25
510.0,5.91917e-24
520.0,3.3501e-23
530.0,1.7749e-22
540.0,8.83164e-22
550.0,4.14285e-21
560.0,1.83756e-20
570.0,7.72925e-20
580.0,3.09143e-19
590.0,1.17875e-18
600.0,4.29452e-18
610.0,1.49855e-17
620.0,5.01787e-17
630.0,1.61551e-16
640.0,5.01078e-16
650.0,1.49963e-15
660.0,4.33757e-15
670.0,1.21436e-14
680.0,3.2958e-14
690.0,8.68138e-14
700.0,2.22235e-13
800.0,7.06297e-10
900.0,3.47314e-07
1000.0,4.61373e-05
1100.0,0.00236392
1200.0,0.0592996
1300.0,0.859195
1400.0,8.09666
1500.0,54.1209
1600.0,274.002
1700.0,1104.22
1800.0,3685.91
1900.0,10494.9
2000.0,26165.1
2100.0,58193.5
2200.0,117473.0
2300.0,218398.0
2400.0,377897.0
2500.0,613353.0
2600.0,946857.0
2700.0,1394790.0
2800.0,1973660.0
2900.0,2702230.0
3000.0,3599000.0
========================================
ch4o_W1_Energy_1_0.0.out
3 atm
T,W1->R
290.0,1.05128e-53
300.0,2.08565e-51
310.0,2.94571e-49
320.0,3.05722e-47
330.0,2.39735e-45
340.0,1.45585e-43
350.0,6.99733e-42
360.0,2.71356e-40
370.0,8.63953e-39
380.0,2.29325e-37
390.0,5.14645e-36
400.0,9.88659e-35
410.0,1.64429e-33
420.0,2.39175e-32
430.0,3.07123e-31
440.0,3.51083e-30
450.0,3.60033e-29
460.0,3.3354e-28
470.0,2.80954e-27
480.0,2.1642e-26
