Temperature = 1661.93K
THERMAL DISTRIBUTIONS:
  E, kcal/mol           W1
      145.591     0.103056
      145.448     0.106919
      145.306     0.110927
      145.163     0.115084
       145.02     0.119397
      144.877     0.123872
      144.734     0.128513
      144.591     0.133328
      144.448     0.138323
      144.305     0.143504
      144.162     0.148879
      144.019     0.154454
      143.876     0.160238
      143.733     0.166238
       143.59     0.172462
      143.447     0.178918
      143.304     0.185616
      143.161     0.192563
      143.018      0.19977
      142.875     0.207245
      142.732        0.215
      142.589     0.223044
      142.446     0.231388
      142.303     0.240043
      142.161     0.249022
      142.018     0.258335
      141.875     0.267995
      141.732     0.278016
      141.589      0.28841
      141.446     0.299192
      141.303     0.310376
       141.16     0.321976
      141.017     0.334009
      140.874     0.346491
      140.731     0.359438
      140.588     0.372866
      140.445     0.386796
      140.302     0.401244
      140.159      0.41623
      140.016     0.431775
      139.873     0.447898
       139.73     0.464622
      139.587     0.481968
      139.444      0.49996
      139.301     0.518622
      139.158     0.537979
      139.015     0.558056
      138.873      0.57888
       138.73     0.600478
      138.587     0.622881
      138.444     0.646116
      138.301     0.670216
      138.158     0.695213
      138.015     0.721139
      137.872     0.748029
      137.729     0.775918
      137.586     0.804845
      137.443     0.834847
        137.3     0.865964
      137.157     0.898237
      137.014      0.93171
      136.871     0.966426
      136.728      1.00243
      136.585      1.03978
      136.442      1.07851
      136.299      1.11868
      136.156      1.16034
      136.013      1.20355
       135.87      1.24836
      135.728      1.29483
      135.585      1.34304
      135.442      1.39303
      135.299      1.44487
      135.156      1.49864
      135.013       1.5544
       134.87      1.61224
      134.727      1.67221
      134.584      1.73442
      134.441      1.79893
      134.298      1.86583
      134.155      1.93521
      134.012      2.00717
      133.869      2.08179
      133.726      2.15918
      133.583      2.23944
       133.44      2.32267
      133.297      2.40898
      133.154      2.49849
      133.011      2.59132
      132.868      2.68759
      132.725      2.78742
      132.583      2.89095
       132.44      2.99832
      132.297      3.10965
      132.154      3.22511
      132.011      3.34485
      131.868      3.46902
      131.725      3.59778
      131.582       3.7313
      131.439      3.86977
      131.296      4.01336
      131.153      4.16226
       131.01      4.31666
      130.867      4.47678
      130.724      4.64282
      130.581        4.815
      130.438      4.99354
      130.295      5.17869
      130.152      5.37067
      130.009      5.56975
      129.866      5.77619
      129.723      5.99026
       129.58      6.21223
      129.437      6.44241
      129.295      6.68108
      129.152      6.92857
      129.009       7.1852
      128.866      7.45131
      128.723      7.72724
       128.58      8.01335
      128.437      8.31003
      128.294      8.61765
