Temperature = 814.908K
THERMAL DISTRIBUTIONS:
  E, kcal/mol           W1
      78.2652  1.72514e-09
      78.1222    1.868e-09
      77.9793  2.02268e-09
      77.8363  2.19015e-09
      77.6934  2.37147e-09
      77.5504  2.56778e-09
      77.4075  2.78033e-09
      77.2645  3.01046e-09
      77.1216   3.2596e-09
      76.9786  3.52935e-09
      76.8356  3.82139e-09
      76.6927  4.13758e-09
      76.5497  4.47989e-09
      76.4068  4.85049e-09
      76.2638  5.25172e-09
      76.1209   5.6861e-09
      75.9779  6.15637e-09
       75.835  6.66548e-09
       75.692  7.21666e-09
       75.549  7.81336e-09
      75.4061  8.45933e-09
      75.2631  9.15866e-09
      75.1202  9.91574e-09
      74.9772  1.07353e-08
      74.8343  1.16226e-08
      74.6913  1.25831e-08
      74.5484  1.36228e-08
      74.4054  1.47485e-08
      74.2624   1.5967e-08
      74.1195   1.7286e-08
      73.9765  1.87139e-08
      73.8336  2.02596e-08
      73.6906  2.19329e-08
      73.5477  2.37442e-08
      73.4047  2.57048e-08
      73.2618  2.78272e-08
      73.1188  3.01247e-08
      72.9758  3.26116e-08
      72.8329  3.53036e-08
      72.6899  3.82175e-08
       72.547  4.13716e-08
       72.404  4.47858e-08
      72.2611  4.84814e-08
      72.1181  5.24816e-08
      71.9752  5.68114e-08
      71.8322  6.14981e-08
      71.6892  6.65709e-08
      71.5463  7.20617e-08
      71.4033  7.80048e-08
      71.2604  8.44375e-08
      71.1174     9.14e-08
      70.9745  9.89359e-08
      70.8315  1.07092e-07
      70.6886  1.15921e-07
      70.5456  1.25476e-07
      70.4026  1.35817e-07
      70.2597  1.47011e-07
      70.1167  1.59125e-07
      69.9738  1.72237e-07
      69.8308  1.86427e-07
      69.6879  2.01786e-07
      69.5449  2.18408e-07
       69.402  2.36397e-07
       69.259  2.55867e-07
      69.1161  2.76938e-07
      68.9731  2.99742e-07
      68.8301  3.24422e-07
      68.6872  3.51132e-07
      68.5442  3.80038e-07
      68.4013   4.1132e-07
      68.2583  4.45174e-07
      68.1154  4.81811e-07
      67.9724   5.2146e-07
      67.8295  5.64367e-07
      67.6865  6.10801e-07
      67.5435   6.6105e-07
      67.4006  7.15428e-07
      67.2576  7.74273e-07
      67.1147  8.37953e-07
      66.9717  9.06864e-07
      66.8288  9.81434e-07
      66.6858  1.06213e-06
      66.5429  1.14945e-06
      66.3999  1.24394e-06
      66.2569  1.34619e-06
       66.114  1.45683e-06
       65.971  1.57656e-06
      65.8281  1.70611e-06
      65.6851  1.84629e-06
      65.5422  1.99798e-06
      65.3992  2.16211e-06
      65.2563  2.33971e-06
      65.1133  2.53188e-06
      64.9703  2.73982e-06
      64.8274  2.96481e-06
      64.6844  3.20825e-06
      64.5415  3.47165e-06
      64.3985  3.75666e-06
      64.2556  4.06502e-06
      64.1126  4.39867e-06
      63.9697  4.75967e-06
      63.8267  5.15026e-06
      63.6837  5.57286e-06
      63.5408  6.03009e-06
      63.3978  6.52479e-06
      63.2549  7.06001e-06
      63.1119  7.63908e-06
       62.969  8.26559e-06
       62.826  8.94341e-06
      62.6831  9.67675e-06
