Pressure (atm),Temperature (K),B1_Frequencies_1_R1->P1,B1_Frequencies_1_P1->W1,B1_Energy_1_R1->P1,B1_Energy_1_P1->W1,B4_Energy_1_R1->P1,B4_Energy_1_P1->W1,W1_Frequencies_1_R1->P1,W1_Frequencies_1_P1->W1,B3_Frequencies_1_R1->P1,B3_Frequencies_1_P1->W1,R1_Frequencies_1_R1->P1,R1_Frequencies_1_P1->W1,B2_Frequencies_1_R1->P1,B2_Frequencies_1_P1->W1,B4_SymmetryFactor_1_R1->P1,B4_SymmetryFactor_1_P1->W1,B1_SymmetryFactor_1_R1->P1,B1_SymmetryFactor_1_P1->W1,colrel_Sigmas_R1->P1,colrel_Sigmas_P1->W1,W3_SymmetryFactor_1_R1->P1,W3_SymmetryFactor_1_P1->W1,B3_SymmetryFactor_1_R1->P1,B3_SymmetryFactor_1_P1->W1,W3_Energy_1_R1->P1,W3_Energy_1_P1->W1,P1_Frequencies_1_R1->P1,P1_Frequencies_1_P1->W1,B2_SymmetryFactor_1_R1->P1,B2_SymmetryFactor_1_P1->W1,B4_Frequencies_1_R1->P1,B4_Frequencies_1_P1->W1,W1_SymmetryFactor_1_R1->P1,W1_SymmetryFactor_1_P1->W1,colrel_PowerOne_R1->P1,colrel_PowerOne_P1->W1,colrel_FactorOne_R1->P1,colrel_FactorOne_P1->W1,R1_Energy_1_R1->P1,R1_Energy_1_P1->W1,W3_Frequencies_1_R1->P1,W3_Frequencies_1_P1->W1,P1_SymmetryFactor_1_R1->P1,P1_SymmetryFactor_1_P1->W1,colrel_Epsilons_R1->P1,colrel_Epsilons_P1->W1,B2_Energy_1_R1->P1,B2_Energy_1_P1->W1,B3_Energy_1_R1->P1,B3_Energy_1_P1->W1,R1_SymmetryFactor_1_R1->P1,R1_SymmetryFactor_1_P1->W1,W1_Energy_1_R1->P1,W1_Energy_1_P1->W1,P1_Energy_1_R1->P1,P1_Energy_1_P1->W1
0.2154,1400.0,-0.07966009916825217,1.2547894217935491e-05,-0.002406819781560886,1.7349199310537265e-05,-0.00032459421152196063,-0.2669282847265732,3.1464082100651584e-08,-3.6064415386946895,-0.3775177256227878,0.0,1.4375770327783384,0.0,-0.9858128821483453,0.0,-0.003825311774932343,-0.050869993240197746,-0.01856117470574008,1.4681578717876586e-05,2.1651741334606086e-06,1.1753269793225014,-2.218889687997039e-06,9.367927713987101e-07,-0.27233371414858826,0.0,-1.244757625631199e-06,9.084635359827897e-08,0.0,0.07271031113784361,-0.6882092207229881,0.0,-0.005197606643998094,4.734230393765222e-06,-2.9011105100338833e-06,-0.9505814093927857,5.735068760603885e-06,1.6642282086399356,4.02085019701145e-06,1.090106390965911,0.3594357292874167,0.0,-1.2185401711585377e-05,9.010430962140516e-06,0.0,0.9999912220611311,3.9641750142402563e-07,0.08676743175039829,-0.2504180790165573,0.012139882609844443,-0.1034887070990738,0.012139882609844443,0.9999831030242126,0.0,5.743518926786111e-07,-0.09099827935861225,0.0,0.3594500807732385
0.2154,1500.0,-0.08919429931879645,1.1311105678743724e-05,-0.0026224278526759195,1.4824591695630286e-05,-0.00039305249898071137,-0.2445367754494706,4.127311146618748e-08,-3.6240351077845805,-0.38393694867643013,0.0,1.5134592022671916,0.0,-1.0451677495068925,0.0,-0.004775646080934349,-0.04636416496846099,-0.020694079864722704,1.3341983231372496e-05,1.8786052054086898e-06,1.1809220294800757,-1.1901520417284945e-06,1.6456734256459075e-06,-0.26397773960083964,0.0,-1.0474494411406297e-06,8.701535842604368e-08,0.0,0.08928947979437782,-0.6940898381661087,0.0,-0.006596350909720426,4.3326838388722585e-06,-2.572143050245254e-06,-0.954975653395801,4.8318884198625225e-06,1.7817322372428233,3.2911019292041077e-06,1.1163282318185852,0.3354700072455661,0.0,-1.0913092322274019e-05,8.662070371494706e-06,0.0,0.9999915220673246,2.786183128970118e-07,0.08404697024621977,-0.2358812293567771,0.008683710955868682,-0.09418190592038884,0.008683710955868682,0.9999808458800363,0.0,3.9247704180265985e-07,-0.08436347052459924,0.0,0.33548639793370894
0.2154,1600.0,-0.09857231129608932,1.0435248091768638e-05,-0.002822686214212772,1.2838713918181635e-05,-0.00046952929458866027,-0.22394999818000833,-5.35197934656105e-08,-3.6403047102168786,-0.3884517281696068,0.0,1.5828436270063304,0.0,-1.0997746271910396,0.0,-0.005921587884168994,-0.04230501096537874,-0.02278144742611004,1.2325975765767078e-05,1.5906824441896313e-06,1.1859620526431236,-4.4159428863927087e-07,2.2384187789831297e-06,-0.25615180079953015,0.0,-8.371350436506413e-07,7.344126734177634e-08,0.0,0.10652876019638052,-0.6992804625382947,0.0,-0.008326357083659341,3.979905748101391e-06,-2.1487923095038605e-06,-0.9589374777944775,3.992984807637071e-06,1.8908965101338544,2.5723634049826484e-06,1.1397321625390715,0.31449997062188334,0.0,-9.875122965967095e-06,8.286772737455888e-06,0.0,0.9999922457387171,1.7141204821294108e-07,0.08177927653291288,-0.22296082100316084,0.0052646195771190295,-0.08619553286123265,0.0052646195771190295,0.9999792520838007,0.0,1.8404931838024675e-07,-0.08014254909570429,0.0,0.3145180095821144
0.2154,1700.0,-0.10773111923781825,9.806123566440675e-06,-0.0030073390357818744,1.1279825957948595e-05,-0.0005528694766746657,-0.2046181540729909,-2.0400811371321143e-07,-3.6555390924636932,-0.3913966481893769,0.0,1.6464420328060572,0.0,-1.1500711788509135,0.0,-0.007245154918987804,-0.03857717059478553,-0.024810435402974403,1.1525657496498794e-05,1.3185991720006445e-06,1.1905904858630216,7.364687195621345e-08,2.6971982139538954e-06,-0.2487908492891602,0.0,-6.265565441127715e-07,5.241106802882463e-08,0.0,0.1241756925775677,-0.703875299549403,0.0,-0.01035987068009581,3.67851861807674e-06,-1.6801107392340203e-06,-0.9625787729541904,3.2419044318508055e-06,1.9913891222493976,1.909177137145229e-06,1.1601735858588238,0.29599720233091076,0.0,-8.987146824623405e-06,7.882206335457855e-06,0.0,0.9999932682930244,8.119815372917469e-08,0.07990965229929915,-0.2114006343717021,0.002081967642050223,-0.0792717063357759,0.002081967642050223,0.9999783653922706,0.0,-2.281009425242227e-08,-0.07859773263988197,0.0,0.29601630368702675
0.2154,1800.0,-0.11662846519006106,9.331593995122462e-06,-0.003176722813419452,1.0050146676000501e-05,-0.0006418721771732277,-0.18618001431212786,-3.7165453607653966e-07,-3.669934712099795,-0.39305136657561984,0.0,1.7048856142532782,0.0,-1.1964668432166816,0.0,-0.00872412440814252,-0.035100322774305366,-0.026772865027139183,1.0855874379812131e-05,1.0781817348912709e-06,1.1949072025775163,3.995386948327131e-07,3.0172397086582667e-06,-0.24184455274604194,0.0,-4.249603451218662e-07,2.5863055553555876e-08,0.0,0.14202502332240038,-0.7079536484437042,0.0,-0.012661149301609307,3.4271031081210262e-06,-1.2030917444408505e-06,-0.9659773155695276,2.593832963660947e-06,2.0832624180489665,1.3357223212944462e-06,1.1776727623717878,0.27955067551787555,0.0,-8.185286101306073e-06,7.447823182520267e-06,0.0,0.9999944897914372,1.1686625986895417e-08,0.07838747782729585,-0.2009957650371815,-0.0007425829811924433,-0.07321444885572359,-0.0007425829811924433,0.9999781863972939,0.0,-2.0809518599336058e-07,-0.07976700892996096,0.0,0.2795701405981075
0.2154,1900.0,-0.1252378008338397,8.941117174942903e-06,-0.0033315343179895892,9.06863757810647e-06,-0.0007353838827585188,-0.16840106943155556,-5.280026178466462e-07,-3.683627304719458,-0.3936485176128322,0.0,1.7587302595837904,0.0,-1.2393373002466896,0.0,-0.010335031843022634,-0.03181848587721018,-0.02866401561669764,1.02526535740048e-05,8.816171206769377e-07,1.1989818102524439,5.746640505541032e-07,3.201917169502841e-06,-0.23527270075266574,0.0,-2.3862623778254433e-07,-4.6213573369159055e-09,0.0,0.15991301219973275,-0.7115827686669646,0.0,-0.015191726655791717,3.2221665109823428e-06,-7.442168031303998e-07,-0.9691872244687166,2.0567027617831437e-06,2.1668170883069107,8.751178742367183e-07,1.1923536743909342,0.2648358607008435,0.0,-7.42323948319527e-06,6.984593707714771e-06,0.0,0.9999958329113686,-3.541507937471851e-08,0.07716692929071195,-0.19158046284600727,-0.003143105344850767,-0.06787241972226839,-0.003143105344850767,0.9999786867725898,0.0,-3.5858511736790135e-07,-0.08354731433368205,0.0,0.26485494079623034
0.2154,2000.0,-0.13354425233532405,8.582818414840477e-06,-0.0034726703489048705,8.270338980671399e-06,-0.000832347527131243,-0.15113133975371826,-6.532243372778364e-07,-3.6967124539389533,-0.3933810760513285,0.0,1.8084638366780568,0.0,-1.2790230930677846,0.0,-0.012054977523536575,-0.028692545278030532,-0.030481681333458296,9.669831091225958e-06,7.370985835578183e-07,1.2028629395308947,6.316141231777585e-07,3.25937382757121e-06,-0.22904222577227593,0.0,-7.149187700431924e-08,-3.778304836445218e-08,0.0,0.17771113064625343,-0.714820000987577,0.0,-0.017913626737833224,3.059299939401991e-06,-3.214761423319233e-07,-0.9722462493732986,1.6327911084172387e-06,2.2425027533438135,5.408242793034887e-07,1.2044003628522102,0.25159310402988755,0.0,-6.668766081523863e-06,6.494580032608155e-06,0.0,0.9999972393218429,-5.980608647558148e-08,0.07620716882763891,-0.18301924488148089,-0.005092208792937299,-0.06312706557145008,-0.005092208792937299,0.9999798204166643,0.0,-4.6634146679044125e-07,-0.08975335029713258,0.0,0.2516110452093312
0.2154,2100.0,-0.1415414883669454,8.219947594980958e-06,-0.003601120565092246,7.604342212723532e-06,-0.0009318238790594428,-0.13427679511798196,-7.3439041549412e-07,-3.709259042253234,-0.39240888359616233,0.0,1.8545139732586706,0.0,-1.3158305753997135,0.0,-0.01386263007793097,-0.02569506413074664,-0.032225452720652754,9.075396093180082e-06,6.49268179430439e-07,1.2065846965070461,5.972737610208576e-07,3.200272906008387e-06,-0.22312524394277575,0.0,7.426990379718992e-08,-7.263665232780883e-08,0.0,0.19532004096076172,-0.7177144167959205,0.0,-0.020791185963117385,2.9338418929880814e-06,5.368754610024037e-08,-0.975180824587198,1.3202707800334855e-06,2.31084841767422,3.3865505801176704e-07,1.2140270582052262,0.2396121844409555,0.0,-5.9003983906225774e-06,5.980529584888839e-06,0.0,0.9999986659508474,-6.21233205341132e-08,0.07547220226188286,-0.17520030825673036,-0.006588243619185628,-0.058884316173014435,-0.006588243619185628,0.9999815315793594,0.0,-5.273476747398019e-07,-0.09815751459330924,0.0,0.23962825774456067
0.2154,2200.0,-0.1492293326231228,7.827530051467089e-06,-0.003717897970777024,7.031414927121769e-06,-0.001032996340231069,-0.11778008355106719,-7.638497946407813e-07,-3.721318083038973,-0.39086426277070097,0.0,1.8972555536430862,0.0,-1.3500340705021694,0.0,-0.015738712607354762,-0.022806688431648573,-0.03389617871420988,8.44818545821608e-06,6.199139129251733e-07,1.2101711334678518,4.934752565630066e-07,3.036340531650579e-06,-0.21749774537711353,0.0,1.9776936337492243e-07,-1.0842143992161595e-07,0.0,0.21266423655310013,-0.7203081421557791,0.0,-0.023791970841601815,2.841244407354774e-06,3.7471663930662756e-07,-0.9780095649655464,1.1145168516884816e-06,2.3724155008512198,2.687457375892517e-07,1.2214584733287415,0.2287210827529565,0.0,-5.104678739002507e-06,5.445547922115563e-06,0.0,1.0000000816593542,-4.359263479988513e-08,0.07493054987687145,-0.1680305827036117,-0.007646083197891875,-0.055068655531993985,-0.007646083197891875,0.9999837605009545,0.0,-5.403905071420103e-07,-0.10851608492966824,0.0,0.22873460325254308
0.2154,2300.0,-0.15661196530727284,7.389506760182385e-06,-0.0038239954165692758,6.521739181514134e-06,-0.0011351663789346727,-0.1016075863397262,-7.378573339079637e-07,-3.732928544577935,-0.3888567568710992,0.0,1.9370175814494153,0.0,-1.381878576399705,0.0,-0.017666168474857386,-0.020013658052874757,-0.035495568454312995,7.775132423106266e-06,6.486760178997248e-07,1.2136393446691862,3.3775408633711775e-07,2.779450627436763e-06,-0.2121387022797817,0.0,2.990196348554733e-07,-1.4455715577738185e-07,0.0,0.22968745645732871,-0.7226374415937952,0.0,-0.026887130055488023,2.77726182787607e-06,6.386006563622571e-07,-0.9807456829933712,1.0091299956507723e-06,2.4277671835298102,3.272359032931018e-07,1.2269172856278678,0.21877768036873332,0.0,-4.273962243624219e-06,4.892858180020174e-06,0.0,1.0000014644731354,-5.778720256640423e-09,0.07455482818251397,-0.16143196886763367,-0.008290636073973097,-0.051618817863245604,-0.008290636073973097,0.9999864471565526,0.0,-5.06188476753245e-07,-0.12058576501542322,0.0,0.2187880181190798
0.2154,2400.0,-0.1636965797157501,6.8964207747100185e-06,-0.00392035972320533,6.052940467619612e-06,-0.0012377441372613859,-0.08574075786993676,-6.55473831619707e-07,-3.7441212063523697,-0.38647708545786325,0.0,1.9740892845922207,0.0,-1.41158262991328,0.0,-0.019630137524500216,-0.017306082926427272,-0.03702589916711143,7.0490798390756665e-06,7.336644265012179e-07,1.217001610662573,1.4407953502512843e-07,2.441073443328269e-06,-0.2070294488564383,0.0,3.786469478755583e-07,-1.8060656582905426e-07,0.0,0.24634885617977487,-0.7247336155182997,0.0,-0.030051407415914853,2.7380352706149795e-06,8.448383233704523e-07,-0.9833986604989351,9.96700745961967e-07,2.47744920621284,5.076082863128601e-07,1.230616566549781,0.2096635329291081,0.0,-3.4047283247482647e-06,4.325635658210361e-06,0.0,1.0000027993641893,4.958884879746099e-08,0.07432130424452424,-0.15533844533372976,-0.008552368407251414,-0.04848461586914889,-0.008552368407251414,0.9999895336240169,0.0,-4.2673576555990684e-07,-0.134133649412451,0.0,0.20967011821230988
0.2154,2500.0,-0.17049238554564783,6.343606024200851e-06,-0.004007877536776946,5.608450039893333e-06,-0.001340236971495655,-0.07017036213741253,-5.17714219167373e-07,-3.754921222083234,-0.38380042119826424,0.0,2.0087254555131,0.0,-1.4393411122224975,0.0,-0.021617827131421057,-0.014676748357234828,-0.03848980352039651,6.26709198881301e-06,8.7195976617514e-07,1.2202668845477536,-7.649341370123916e-08,2.0319640372268965e-06,-0.20215324022466882,0.0,4.3767519350677184e-07,-2.162447203602836e-07,0.0,0.26261985939455523,-0.7266237484784721,0.0,-0.03326296286716376,2.7201170623011455e-06,9.946520060844138e-07,-0.9859754055892527,1.0693599526496792e-06,2.5219785333856066,8.017083115129123e-07,1.23275554111767,0.2012791378813268,0.0,-2.496312310523047e-06,3.746901296193806e-06,0.0,1.0000040765127878,1.2073314335133247e-07,0.07420945886651999,-0.14969382004735382,-0.008464273926965861,-0.045624571322991324,-0.008464273926965861,0.9999929654846169,0.0,-3.048207239095151e-07,-0.1489427899761541,0.0,0.20128146256192847
0.2154,2600.0,-0.17700987407044458,5.729800197451053e-06,-0.004087368851438551,5.176182157561981e-06,-0.0014422375430106537,-0.054892665119720456,-3.269037307838365e-07,-3.765349828960082,-0.38088909267413784,0.0,2.041151075723372,0.0,-1.4653278817919893,0.0,-0.023618331185825736,-0.012120286564175284,-0.039890116058800065,5.429177272140243e-06,1.0600013603040083e-06,1.2234418226850667,-3.1526719252943193e-07,1.562006389198947e-06,-0.1974949308333139,0.0,4.773689147490037e-07,-2.5123422327614293e-07,0.0,0.27848159587668864,-0.7283313357844043,0.0,-0.03650309485984812,2.7204618809471813e-06,1.090404006191365e-06,-0.9884810537327672,1.2191622985139054e-06,2.561837315383377,1.200495140765503e-06,1.2335175416419821,0.19354029376413523,0.0,-1.5499685777784536e-06,3.159458656603765e-06,0.0,1.0000052899658491,2.0590667917517493e-07,0.07420157832213801,-0.144449965277121,-0.008059869878887684,-0.043004122785342484,-0.008059869878887684,0.9999966925622362,0.0,-1.4367992339997135e-07,-0.16481488414630208,0.0,0.19353791008722876
0.2154,2700.0,-0.18326028000824654,5.056099357357864e-06,-0.004159585431042896,4.747484731207021e-06,-0.001543412359378598,-0.03990694600857742,-8.62004547142763e-08,-3.7754254908769296,-0.3777948084670453,0.0,2.0715652971445753,0.0,-1.4896981820352437,0.0,-0.025622429504398875,-0.009632602086504032,-0.04122976333090476,4.537336475188817e-06,1.2938776947131973e-06,1.2265314995942718,-5.654380776348719e-07,1.0401563736805667e-06,-0.1930407338853989,0.0,4.991209442465151e-07,-2.854055799747626e-07,0.0,0.29392283096747523,-0.7298768098469025,0.0,-0.03975592175110653,2.7364005911691532e-06,1.1351694793731111e-06,-0.9909195224703212,1.4383440000337826e-06,2.5974703460973494,1.6945792504653844e-06,1.2330693725352835,0.18637526820749953,0.0,-5.681882153989509e-07,2.565861720866855e-06,0.0,1.0000064366115018,3.034393924027356e-07,0.07428238389717007,-0.1395654193576646,-0.007371911247764065,-0.040594254240044425,-0.007371911247764065,1.0000006692221939,0.0,5.324534403003387e-08,-0.18157112552462296,0.0,0.18636778599351747
0.2154,2800.0,-0.1892551905910854,4.325180250772553e-06,-0.00422521226332493,4.3163167805158625e-06,-0.001643491224109116,-0.02521389596144186,2.0075279908060298e-07,-3.785164665152285,-0.3745604855566533,0.0,2.100144858866804,0.0,-1.51259080701477,0.0,-0.02762238684012053,-0.007210473475050487,-0.0425116862088403,3.594862794787801e-06,1.5695376385736492e-06,1.2295399035296037,-8.217165067832935e-07,4.7444574620207564e-07,-0.18877803659302353,0.0,5.043735132680116e-07,-3.1864170545287214e-07,0.0,0.3089383003267613,-0.7312779833260702,0.0,-0.043008056700067875,2.7656062308137685e-06,1.1324284711577766e-06,-0.9932938952570466,1.7194880820015551e-06,2.6292847700978914,2.274596130025763e-06,1.2315615540482572,0.17972257251144327,0.0,4.4579144561600876e-07,1.968403721197351e-06,0.0,1.000007515400915,4.117665710026609e-07,0.07443870219747917,-0.13500426947193844,-0.006431602215229619,-0.038370434629079464,-0.006431602215229619,1.0000048543857607,0.0,2.8247659554977156e-07,-0.1990519189412825,0.0,0.1797096554169902
0.2154,2900.0,-0.1950062645062951,3.5407284763893427e-06,-0.004284870801329929,3.8786090266109496e-06,-0.0017422577885924976,-0.010814612133992098,5.300780690680142e-07,-3.794582318083669,-0.37122175246080696,0.0,2.1270470153759744,0.0,-1.5341300287217865,0.0,-0.029611762191879776,-0.004851277598386354,-0.043738785854797006,2.605833353655705e-06,1.8829396861766927e-06,1.232470279491259,-1.0800193366971588e-06,-1.2797782878018145e-07,-0.1846952546329845,0.0,4.94564098304706e-07,-3.508657757956503e-07,0.0,0.32352737526036157,-0.732550423007524,0.0,-0.04624829568855797,2.8060576227071513e-06,1.0858472724616463e-06,-0.9956066866090575,2.055623148101808e-06,2.6576511872957584,2.931457185281258e-06,1.229129087910258,0.17352919643047032,0.0,1.4883345192613785e-06,1.369119790593662e-06,0.0,1.0000085267610774,5.294430932103286e-07,0.07465917555252369,-0.13073525182310125,-0.005268147808271074,-0.03631178971990607,-0.005268147808271074,1.0000092113685224,0.0,5.406101683280786e-07,-0.21711592783925165,0.0,0.17351055773591792
0.2154,3000.0,-0.2005250326637016,2.7070229287771005e-06,-0.004339123170939765,3.4317698513509176e-06,-0.001839541246009783,0.0032900111008453093,8.978377623103486e-07,-3.803692272630242,-0.3678081858590966,0.0,2.1524120457394234,0.0,-1.5544273002079896,0.0,-0.031585233826613004,-0.002552799345457389,-0.04491388700428674,1.5747446568278654e-06,2.2301539315037467e-06,1.2353253659752117,-1.3372221086900788e-06,-7.607910004001176e-07,-0.18078171468845797,0.0,4.7108933695756656e-07,-3.8203173482371236e-07,0.0,0.33769299577965134,-0.7337077658563481,0.0,-0.0494673289604299,2.8560036683745495e-06,9.991260346510383e-07,-0.9978600246965653,2.4402752379419134e-06,2.682905579678376,3.6565103912957273e-06,1.225892508627135,0.16774919581971923,0.0,2.5556490405821926e-06,7.697982571799712e-07,0.0,1.0000094721538242,6.551484945627442e-07,0.07493400990614937,-0.12673102145964538,-0.003908535065675238,-0.03440044948125585,-0.003908535065675238,1.0000137076163238,0.0,8.2438916697232e-07,-0.23563876131606903,0.0,0.16772459405385526
0.4641,200.0,-0.002949565778160599,-4.2627264275224045e-07,-8.505440695528608e-05,-3.8466362407376717e-07,-8.805426721148647e-06,-2.4642387275111135,3.4261469626459604e-05,-1.9662999370953018,-0.012542333096999784,0.0,0.018816762792493343,0.0,-0.007348791458871405,0.0,3.6237678249917607e-05,-0.5050663120646799,-0.0009571707063619725,-1.0385616550389824e-07,-0.00020050816220808294,0.6115759055511651,0.00012709734147540365,1.6185582380406737e-07,-0.6221297827875558,0.0,-0.00010604790665556713,2.878161255035029e-08,0.0,-3.3903779952534294e-06,-0.3551769950123423,0.0,6.933737614245578e-05,-1.7672800018007496e-07,-0.00010906413642752189,-0.5042982700738249,6.995785226500832e-05,-0.20471135273913035,-0.00020026089424146688,0.4980591006154489,2.5160898268486833,0.0,0.00022607139526742862,3.4293482744792114e-07,0.0,0.99999334317072,6.75610512998953e-05,0.13269063927803235,-0.8500275934562176,-0.00038319200565914934,-1.5202820251730298,-0.00038319200565914934,0.999978939984245,0.0,-5.909656254370343e-05,-0.050070575239672864,0.0,2.516119130045793
0.4641,210.0,-0.0028290196404145707,1.6328183882076985e-06,-0.00015814988459848792,6.992982197419094e-07,-2.4998638386120523e-05,-2.336623839540837,-3.063254652206706e-05,-2.038355067556567,-0.01476527915925721,0.0,0.02370277556819712,0.0,-0.008759035936081546,0.0,-0.0004203536588778718,-0.4848722462865589,-0.0007851928941675273,3.837184167003467e-07,-0.00014479113882966718,0.6366137723128297,6.620140079481308e-05,-6.540803594158386e-07,-0.6082934870021427,0.0,-3.5567627530094638e-06,-1.1284702677214839e-07,0.0,3.243603245626623e-05,-0.3683279648669231,0.0,-0.0007304858173396738,6.797442313997228e-07,-9.817636781462322e-06,-0.5243770444452183,2.7004873442032508e-05,-0.21622105502944586,-0.0002137906466821516,0.5047361487753601,2.3962445785255464,0.0,0.0001836558307761365,-1.2004492278087364e-06,0.0,0.9999872455932004,-4.712333614263197e-05,0.13764781704999923,-0.8431599594741483,0.0016849986127550971,-1.4171545237999892,0.0016849986127550971,1.000015476118192,0.0,-1.349133374505062e-05,-0.07052486824673931,0.0,2.3962606932805985
0.4641,220.0,-0.0033409854012212293,-9.780876235841867e-07,-0.00023079636843854485,2.20553721952467e-06,5.648770087301477e-06,-2.232072202220477,-1.4170436249741919e-05,-2.105298820755366,-0.018404651520541597,0.0,0.029180321937837858,0.0,-0.01212959879766093,0.0,0.0002415556932140759,-0.46782890117612863,-0.0008782352344418406,-3.076947156714788e-07,-0.00011745968576308865,0.6577695598778248,6.339268876066883e-05,4.655977272098768e-07,-0.5954671286236728,0.0,8.61294771596595e-06,7.041534032157909e-08,0.0,-6.524720955779464e-05,-0.3814260291659025,0.0,0.00044991023665518767,-3.6981241428442654e-07,4.9530194974860975e-06,-0.5412103819181443,2.579047547107419e-05,-0.15830859315776918,-0.00017478465085309428,0.5396014503587495,2.287326214263408,0.0,0.00018026408840611437,4.924509027825551e-07,0.0,0.9999984022394945,-3.5034706951254315e-05,0.14176673648605403,-0.8363456131685127,-0.00135744670122855,-1.3260766284220158,-0.00135744670122855,1.0000091135245375,0.0,4.5491204168316096e-07,-0.048968399613334886,0.0,2.2873530780414533
0.4641,230.0,-0.003529727511947573,-1.2635628407271015e-06,-0.00023450555130327666,1.2440409016806658e-06,1.0622640276858145e-05,-2.131524243002801,2.7858971724194975e-06,-2.168521112899664,-0.021754342583990872,0.0,0.03530451237896333,0.0,-0.015104279507823164,0.0,0.0002861870304249686,-0.45093376670945345,-0.0009105581317209229,-7.558524581085475e-08,-0.00010773654210978118,0.6787230181931126,6.931724376622445e-05,5.257651773963155e-07,-0.5832756663790871,0.0,4.367821653767395e-06,9.567670821547603e-08,0.0,-1.1511166566386511e-05,-0.39338059134220543,0.0,0.0005318942496573227,-6.239389232044657e-07,1.6568631969264341e-06,-0.5579187864594214,2.7173058565212225e-05,-0.13314143756478858,-0.0001483835402677832,0.5587523536188149,2.1878935934968204,0.0,0.00017403233161412474,1.00334603640004e-06,0.0,1.0000022940637145,-1.656189150824568e-05,0.14540968466697227,-0.8284515009468602,-0.0017870355051200926,-1.2443538968216172,-0.0017870355051200926,1.0000032325149288,0.0,3.3640019612851317e-06,-0.04784029345548455,0.0,2.187913941888428
0.4641,240.0,-0.0035275632796886807,-3.90341106417333e-07,-0.00020807226399252934,-3.757783422008942e-07,1.6803748882331562e-06,-2.036214269989861,8.644213937443667e-06,-2.227798968495449,-0.025065521044955595,0.0,0.04205468324209588,0.0,-0.01802462129539053,0.0,1.420651414627448e-05,-0.4345365980349467,-0.0008997693334239032,1.043002513683894e-07,-0.00010516883351488707,0.6990495025324543,7.153578362629027e-05,4.897292026765415e-08,-0.5717582154114378,0.0,1.4885048286770677e-06,2.3451573015026725e-08,0.0,5.172667121192725e-05,-0.40441934279688063,0.0,4.6362397726528945e-05,-3.6390654166178e-07,-1.8186429620827746e-06,-0.5741458355705263,2.4737298008957684e-05,-0.12696333464593756,-0.0001377264951926084,0.5684906210251092,2.0967476894617003,0.0,0.00016243752321716632,5.204600655304348e-07,0.0,1.0000002606753022,-1.0832800310012984e-05,0.14849678169037456,-0.8194917764748156,-0.0005728387267246336,-1.1706754882952255,-0.0005728387267246336,1.000002730772667,0.0,2.9369028439494846e-06,-0.058561794817465505,0.0,2.0967529703637355
0.4641,250.0,-0.0035274900432277177,4.248358752154971e-07,-0.00018335466062888332,-1.0722439331036312e-06,-6.901481125095699e-06,-1.9484386010831611,7.327279407784439e-06,-2.283170302823129,-0.028631916131276546,0.0,0.049394245819241386,0.0,-0.021338808512836795,0.0,-0.00022457918086300204,-0.41912745499441484,-0.0008931920393064467,-7.594485197812352e-08,-0.00010386506224727282,0.7181521315138766,6.917572074037393e-05,-3.587557960594726e-07,-0.5609410435400938,0.0,1.7022249557840893e-06,-5.1359367220470604e-08,0.0,5.970370233386929e-05,-0.4148182020084707,0.0,-0.00038396449638429216,-6.296919610775925e-08,-2.646931239588505e-06,-0.589385585044067,1.973499423207256e-05,-0.1202420975203431,-0.00013499408900679446,0.5774327951090462,2.0128881546198762,0.0,0.0001495096617707749,-1.9931245335852253e-07,0.0,0.9999966226338998,-1.3549427186852246e-05,0.15099597764895695,-0.8097277966365435,0.0007460903606366225,-1.1040924178522105,0.0007460903606366225,1.0000046310798634,0.0,1.8656453352845645e-06,-0.06910483289255873,0.0,2.0128802596137234
0.4641,260.0,-0.003613651647271821,8.959050795535886e-07,-0.00017251791140700354,-2.2272959168038746e-07,-9.827820215264915e-06,-1.8686339113496953,3.5611540064234006e-06,-2.3349628318492366,-0.03253741584267167,0.0,0.05729000089801161,0.0,-0.02521701548788086,0.0,-0.0003053200626207158,-0.40485519318656427,-0.0009120343361057262,-3.033879315556983e-07,-0.00010143972664245176,0.7358509212320622,6.408940752538727e-05,-4.842424328337727e-07,-0.5507947157862548,0.0,3.4179996466167835e-06,-8.624927038915812e-08,0.0,2.3692764123206522e-05,-0.4247126472641198,0.0,-0.0005340026197055849,7.407815964824237e-08,-1.7403543181891014e-06,-0.6034830853110873,1.4071052992751966e-05,-0.1049552213389692,-0.00013403469876139691,0.5891214992102674,1.9354732205936203,0.0,0.00013814665308067495,-7.041256687731674e-07,0.0,0.999993927419254,-1.865411843149533e-05,0.1529476159032401,-0.7994124934428576,0.0014562509939849131,-1.043771671420768,0.0014562509939849131,1.0000061862148935,0.0,9.60195826938127e-07,-0.07452291296584654,0.0,1.9354584738330638
