0.0000E+00	0.00000E+00
1.3901E+01	1.37917E+02
2.8497E+01	1.12981E+03
4.3822E+01	3.39848E+03
5.9914E+01	7.25466E+03
7.6811E+01	1.24979E+04
9.4552E+01	1.93231E+04
1.1318E+02	2.82593E+04
1.3274E+02	3.97032E+04
1.5328E+02	5.39915E+04
1.7484E+02	7.20434E+04
1.9749E+02	9.39687E+04
2.2126E+02	1.20011E+05
2.4622E+02	1.50773E+05
2.7244E+02	1.85412E+05
2.9996E+02	2.23925E+05
3.2886E+02	2.69060E+05
3.5920E+02	3.17565E+05
3.9106E+02	3.73648E+05
4.2452E+02	4.33510E+05
4.5964E+02	5.05212E+05
4.9653E+02	5.79398E+05
5.3525E+02	6.65254E+05
5.7592E+02	7.60853E+05
6.1861E+02	8.64822E+05
6.6344E+02	9.88295E+05
7.1052E+02	1.11591E+06
7.5994E+02	1.26076E+06
8.1184E+02	1.43163E+06
8.6634E+02	1.61140E+06
9.2355E+02	1.81477E+06
9.8363E+02	2.04677E+06
1.0467E+03	2.30273E+06
1.1130E+03	2.58554E+06
1.1825E+03	2.90802E+06
1.2555E+03	3.27013E+06
1.3322E+03	3.66399E+06
1.4127E+03	4.10900E+06
1.4972E+03	4.62374E+06
1.5860E+03	5.18544E+06
1.6792E+03	5.80112E+06
1.7771E+03	6.51189E+06
1.8798E+03	7.31129E+06
1.9877E+03	8.20212E+06
2.1010E+03	9.19054E+06
2.2200E+03	1.03164E+07
2.3449E+03	1.15840E+07
2.4760E+03	1.29999E+07
2.6137E+03	1.45832E+07
2.7583E+03	1.63773E+07
2.9101E+03	1.83947E+07
3.0695E+03	2.06662E+07
3.2369E+03	2.32016E+07
3.4126E+03	2.60860E+07
3.5972E+03	2.93114E+07
3.7909E+03	3.29532E+07
3.9944E+03	3.70358E+07
4.2080E+03	4.16734E+07
4.4323E+03	4.68708E+07
4.6678E+03	5.27189E+07
4.9151E+03	5.93073E+07
5.1748E+03	6.67700E+07
5.4474E+03	7.51700E+07
5.7337E+03	8.46167E+07
6.0342E+03	9.52675E+07
6.3499E+03	1.07303E+08
6.6812E+03	1.20898E+08
7.0292E+03	1.36207E+08
7.3946E+03	1.53440E+08
7.7782E+03	1.72928E+08
8.1810E+03	1.94926E+08
8.6040E+03	2.19766E+08
9.0481E+03	2.47735E+08
9.5144E+03	2.79304E+08
1.0004E+04	3.14973E+08
1.0518E+04	3.55271E+08
1.1058E+04	4.00751E+08
1.1625E+04	4.51956E+08
1.2220E+04	5.09847E+08
1.2845E+04	5.75272E+08
1.3501E+04	6.49227E+08
1.4190E+04	7.32418E+08
1.4913E+04	8.26434E+08
1.5673E+04	9.32714E+08
1.6470E+04	1.05295E+09
1.7308E+04	1.18832E+09
1.8187E+04	1.34105E+09
1.9110E+04	1.51379E+09
2.0080E+04	1.70924E+09
2.1098E+04	1.92972E+09
2.2166E+04	2.17796E+09
2.3288E+04	2.45881E+09
2.4467E+04	2.77659E+09
2.5704E+04	3.13570E+09
2.7003E+04	3.53950E+09
2.8367E+04	3.99627E+09
2.9800E+04	4.51307E+09
3.1303E+04	5.09770E+09
3.2882E+04	5.75509E+09
3.4540E+04	6.49819E+09
3.6281E+04	7.33889E+09
3.8109E+04	8.29047E+09
4.0029E+04	9.36116E+09
4.2044E+04	1.05704E+10
4.4160E+04	1.19383E+10
4.6382E+04	1.34869E+10
4.8715E+04	1.52312E+10
5.1165E+04	1.71993E+10
5.3737E+04	1.94256E+10
5.6438E+04	2.19460E+10
5.9273E+04	2.47878E+10
6.2251E+04	2.79914E+10
6.5378E+04	3.16157E+10
6.8660E+04	3.57179E+10
7.2107E+04	4.03475E+10
7.5726E+04	4.55632E+10
7.9527E+04	5.14641E+10
8.3517E+04	5.81417E+10
8.7707E+04	6.56833E+10
9.2106E+04	7.41758E+10
9.6725E+04	8.37844E+10
1.0158E+05	9.46557E+10
1.0667E+05	1.06940E+11
1.1202E+05	1.20769E+11
1.1763E+05	1.36416E+11
1.2352E+05	1.54117E+11
1.2972E+05	1.74125E+11
1.3622E+05	1.96647E+11
1.4304E+05	2.22130E+11
1.5021E+05	2.50953E+11
1.5773E+05	2.83541E+11
1.6563E+05	3.20206E+11
1.7392E+05	3.61643E+11
1.8264E+05	4.08446E+11
1.9178E+05	4.61286E+11
2.0138E+05	5.20780E+11
2.1147E+05	5.88325E+11
2.2206E+05	6.65051E+11
2.3317E+05	7.52239E+11
2.4484E+05	8.50310E+11
2.5710E+05	9.60051E+11
2.6997E+05	1.08238E+12
2.8348E+05	1.21838E+12
2.9767E+05	1.36869E+12
3.1257E+05	1.53397E+12
3.2821E+05	1.71510E+12
3.4463E+05	1.91310E+12
3.6188E+05	2.12908E+12
3.7999E+05	2.36423E+12
3.9900E+05	2.61983E+12
4.1896E+05	2.89726E+12
4.3993E+05	3.19802E+12
4.6194E+05	3.52366E+12
4.8505E+05	3.87581E+12
5.0931E+05	4.25625E+12
5.3479E+05	4.66689E+12
5.6155E+05	5.10966E+12
5.8964E+05	5.58663E+12
6.1913E+05	6.09998E+12
6.5010E+05	6.65208E+12
6.8262E+05	7.24529E+12
7.1677E+05	7.88209E+12
7.5262E+05	8.56514E+12
7.9026E+05	9.29721E+12
8.2979E+05	1.00811E+13
8.7130E+05	1.09197E+13
9.1487E+05	1.18160E+13
9.6063E+05	1.27733E+13
1.0087E+06	1.37945E+13
1.0591E+06	1.48829E+13
1.1121E+06	1.60418E+13
