Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  6.76524e-20  1.54478e-18
  210  1.06974e-19   2.0605e-18
  220   1.6712e-19  2.75774e-18
  230  2.58152e-19  3.69888e-18
  240  3.94971e-19  4.97214e-18
  250   5.9852e-19  6.68866e-18
  260  8.99969e-19  9.01053e-18
  270  1.34216e-18  1.21375e-17
  280  1.98531e-18  1.63348e-17
  290  2.91353e-18  2.19534e-17
  300  4.23927e-18  2.94253e-17
  310  6.11739e-18  3.93234e-17
  320  8.75219e-18  5.23537e-17
  330  1.24101e-17   6.9383e-17
  340   1.7442e-17  9.15077e-17
  350  2.42951e-17  1.20047e-16
  360  3.35341e-17  1.56584e-16
  370  4.58706e-17  2.03032e-16
  380  6.21873e-17   2.6166e-16
  390  8.35675e-17  3.35136e-16
  400  1.11326e-16  4.26565e-16
  410  1.47048e-16  5.39557e-16
  420  1.92627e-16  6.78262e-16
  430  2.50301e-16  8.47414e-16
  440    3.227e-16   1.0524e-15
  450   4.1289e-16  1.29929e-15
  460  5.24416e-16   1.5949e-15
  470  6.61352e-16  1.94684e-15
  480  8.28347e-16  2.36354e-15
  490  1.03068e-15  2.85432e-15
  500   1.2743e-15  3.42945e-15
  510   1.5659e-15  4.10016e-15
  520  1.91292e-15  4.87869e-15
  530  2.32365e-15  5.77834e-15
  540  2.80724e-15  6.81351e-15
  550  3.37376e-15  7.99974e-15
  560  4.03424e-15  9.35369e-15
  570  4.80073e-15  1.08933e-14
  580  5.68634e-15  1.26376e-14
  590  6.70524e-15   1.4607e-14
  600  7.87276e-15  1.68231e-14
  610  9.20539e-15  1.93088e-14
  620  1.07208e-14  2.20885e-14
  630  1.24379e-14  2.51876e-14
  640  1.43769e-14  2.86331e-14
  650  1.65592e-14  3.24533e-14
  660  1.90076e-14  3.66777e-14
  670  2.17462e-14  4.13375e-14
  680  2.48004e-14   4.6465e-14
  690   2.8197e-14  5.20941e-14
  700  3.19642e-14  5.82598e-14
  800  9.72059e-14   1.5816e-13
  900  2.40729e-13  3.60512e-13
 1000  5.12728e-13  7.21992e-13
 1100  9.74458e-13   1.3101e-12
 1200   1.6955e-12  2.20085e-12
 1300  2.75097e-12  3.47649e-12
 1400  4.21895e-12  5.22323e-12
 1500  6.17843e-12  7.52946e-12
 1600  8.70767e-12  1.04841e-11
 1700   1.1883e-11  1.41755e-11
 1800  1.57781e-11  1.86901e-11
 1900  2.04632e-11  2.41122e-11
 2000   2.6005e-11   3.0523e-11
 2100  3.24666e-11  3.80006e-11
 2200   3.9907e-11  4.66196e-11
 2300  4.83817e-11  5.64509e-11
 2400  5.79426e-11  6.75621e-11
