Pressure (atm),Temperature (K),colrel_FactorOne_W4->P2,colrel_FactorOne_P1->P2,colrel_FactorOne_W4->P1,colrel_FractionOne_W4->P2,colrel_FractionOne_P1->P2,colrel_FractionOne_W4->P1
0.5,900.0,0.6353824085979672,0.001495736637596564,-0.5928800434552034,0.161918715265731,-8.099909588934428e-05,1.0087197275692297
0.5,1000.0,0.6708889671387892,0.0011296283874636585,-0.5988850588637693,0.18925605532862685,-5.656558956999362e-05,1.0083721579862268
0.5,1100.0,0.6946033300201164,0.0008584906969689258,-0.603275028754278,0.21464187454972783,-3.69239854250196e-05,1.0082275167442059
0.5,1200.0,0.7097846931816859,0.0006570702102535792,-0.6064882850329223,0.23821434805293826,-2.316383429420902e-05,1.008256526733901
0.5,1300.0,0.7186328068200426,0.0005067421322353284,-0.6087983037655159,0.26015480533845065,-1.475345186932146e-05,1.0084313032891206
0.5,1400.0,0.7226741049455538,0.00039376881796117,-0.6104030170711098,0.28064978607843805,-1.0318886806738166e-05,1.0087245573082755
0.5,1500.0,0.7229981041711409,0.00030813296595518,-0.6114612563450263,0.29987038918380504,-8.373178006803798e-06,1.009110130878707
0.5,1600.0,0.7204034031097248,0.00024261281992789564,-0.6121059977905,0.3179644669411953,-7.690833282974236e-06,1.0095639074346912
0.5,1700.0,0.7154898731717912,0.0001920422608820156,-0.6124490114690714,0.33505601161537724,-7.418033767649108e-06,1.0100645274116942
0.5,1800.0,0.7087182332200557,0.00015273851907223235,-0.6125830061356413,0.3512477581197377,-7.046957719724054e-06,1.0105937431311702
0.5,1900.0,0.7004493928084501,0.00012207454340177213,-0.612583402632706,0.36662477264129056,-6.3398390322064405e-06,1.0111364507462621
0.5,2000.0,0.6909709795965885,9.816784039851121e-05,-0.6125102662734314,0.38125796286006824,-5.246896723388801e-06,1.0116805001572002
0.5,2100.0,0.6805155971627599,7.965827916125648e-05,-0.6124103824492043,0.39520709544516835,-3.836366364009381e-06,1.0122163808725302
0.5,2200.0,0.6692736553422631,6.555144064651726e-05,-0.6123193336118171,0.40852322709783734,-2.2414824370199482e-06,1.0127368574627493
0.5,2300.0,0.6574025787884722,5.5109097703100077e-05,-0.6122634519059122,0.42125059368811146,-6.233707556762721e-07,1.013236602511783
0.5,2400.0,0.6450335573368228,4.7773041961938174e-05,-0.6122615704674971,0.43342804870161433,8.532055234356091e-07,1.013711854552058
0.5,2500.0,0.6322765981034674,4.3112254334422036e-05,-0.6123265404889892,0.4450901470863033,2.0345426241121965e-06,1.014160114319049
0.5,2600.0,0.6192243823840394,4.078630398150875e-05,-0.6124665117407019,0.45626795897864814,2.785982666723188e-06,1.0145798837143352
0.5,2700.0,0.6059552651272931,4.051998004126365e-05,-0.6126859922755282,0.4669896816533002,2.995409373226667e-06,1.014970446671173
0.5,2800.0,0.592535647217143,4.2085678214716254e-05,-0.6129867119073946,0.4772811025017908,2.5738813503263003e-06,1.0153316884063956
0.5,2900.0,0.5790218800371953,4.529113401266489e-05,-0.6133683169978592,0.4871659527217568,1.4545472313514705e-06,1.0156639483814376
0.5,3000.0,0.5654618146674327,4.997084059030923e-05,-0.6138289235751259,0.49666618101676413,-4.0938077300915047e-07,1.015967902039576
1.0,250.0,0.05023940812627525,0.021261189815852094,0.28920702387768876,0.0028044967510804895,-0.0028490493871842666,0.9461018908111265
1.0,260.0,0.041735325917473295,0.020811203008355608,0.2557501112475382,0.0025434586704984456,-0.003110159875587827,0.9491955612653882
1.0,270.0,0.03540531258126828,0.020346988619786757,0.22858188712574667,0.002174730908132597,-0.0032146987915393217,0.9517365914878781
1.0,280.0,0.0332874904276377,0.019900178811720008,0.2012632767982596,0.0023202205009826126,-0.00314031708128292,0.9547915995369362
1.0,290.0,0.03319267755262404,0.01944632869937262,0.1755304280945535,0.002563904232846427,-0.002992124521993774,0.9577575692956498
1.0,300.0,0.0340695635565587,0.018966424467929188,0.15247064744903507,0.002784168605402965,-0.0028320057248279176,0.9603077973926208
1.0,310.0,0.035749371276848844,0.018457595968447763,0.1319483668340895,0.003038894795780587,-0.0026804496839301813,0.9624385380972552
1.0,320.0,0.03832342846057641,0.017927559103549654,0.11332077452274497,0.003401777659381443,-0.002538924540418272,0.9642700441933704
1.0,330.0,0.041867870204614195,0.017387559391971782,0.09594597072184911,0.003908473177871762,-0.0024039288426257258,0.9659230107564366
1.0,340.0,0.04639308025374965,0.016847916984933684,0.0793748897693163,0.00456198497594705,-0.002272654631233607,0.967476399299743
1.0,350.0,0.051868828446402435,0.016316195265334656,0.06336303566900128,0.005351872055887014,-0.0021441951281343666,0.968967190714357
1.0,360.0,0.05825432587965231,0.015797014137787713,0.04781530762281725,0.006268555582264581,-0.002019077166572374,0.9704039354659428
1.0,370.0,0.06551367025335418,0.01529261922071379,0.03272296304078443,0.007309435085231019,-0.0018984768708055666,0.9717807292152293
1.0,380.0,0.07361810099790071,0.01480364754061126,0.018114928958112852,0.008479099550992677,-0.0017836140861888618,0.9730871985897731
1.0,390.0,0.0825414034644462,0.014329812868317016,0.004027246187467495,0.009786687637821359,-0.0016754175978449517,0.9743141819449116
1.0,400.0,0.09225371503457867,0.013870413090814,-0.009512675932027195,0.01124260761845313,-0.0015744068314761158,0.9754561758586349
1.0,410.0,0.10271665369265874,0.013424655594707452,-0.022491867622114577,0.012855798091990448,-0.0014807068465701777,0.9765117819581535
1.0,420.0,0.11388080404849993,0.01299183537485825,-0.03491188924136709,0.014631954252477715,-0.001394127556419916,0.9774831259882897
1.0,430.0,0.1256854803145022,0.012571409515337114,-0.04678619627474299,0.01657270999414632,-0.0013142615988390102,0.978374888054298
1.0,440.0,0.13806019144573362,0.012163006995134642,-0.058136635298305185,0.018675572210987392,-0.0012405755982734044,0.9791933083994911
1.0,450.0,0.15092712495635127,0.011766403510707655,-0.06899008192501752,0.020934355404040483,-0.0011724836711975832,0.979945343632847
1.0,460.0,0.1642040513638649,0.011381481616322912,-0.07937567664986295,0.02333988984137014,-0.001109400515228431,0.9806380326284919
1.0,470.0,0.17780720744064976,0.011008188737154576,-0.08932278628910272,0.02588082948202495,-0.0010507758375759096,0.9812780686552628
1.0,480.0,0.19165387618282137,0.010646499920589579,-0.09885964635495106,0.0285444419152173,-0.0009961137029663597,0.981871545663951
1.0,490.0,0.20566451455085294,0.010296388362335642,-0.10801256496705267,0.03131731041941265,-0.000944980730669638,0.98242383787541
1.0,500.0,0.2197643779407882,0.009957804374935111,-0.11680555009298105,0.03418591438970846,-0.0008970066856291081,0.9829395734044042
1.0,510.0,0.23388465505798572,0.009630662144080945,-0.1252602317734551,0.03713707918721323,-0.0008518803362494774,0.983422668813561
1.0,520.0,0.24796316471855862,0.009314832994713087,-0.13339597296802264,0.040158301909159685,-0.0008093427363806968,0.9838763989355995
1.0,530.0,0.26194468426038925,0.009010143699766208,-0.14123008746503798,0.043237968018604155,-0.0007691794500117216,0.9843034833556881
1.0,540.0,0.27578098411032226,0.00871637842291478,-0.14877810624652826,0.04636547736078061,-0.0007312127177851846,0.9847061768938976
1.0,550.0,0.2894306397010775,0.008433283069624837,-0.15605405283275373,0.04953129856552829,-0.0006952941701376005,0.9850863560828268
1.0,560.0,0.30285868407800753,0.008160571049817518,-0.16307070301125,0.052726969482448684,-0.00066129840796865,0.9854455970765024
1.0,570.0,0.31603615472143665,0.007897929685786668,-0.16983981530310435,0.05594505901785099,-0.0006291175781294103,0.9857852428429367
1.0,580.0,0.32893957796086953,0.007645026706803725,-0.1763723261656262,0.05917910313056999,-0.0005986569469411293,0.9861064591007769
1.0,590.0,0.3415504248269292,0.007401516447188927,-0.1826785089757644,0.062423525158920745,-0.0005698314005177777,0.9864102794625075
1.0,600.0,0.3538545637709705,0.007167045504474311,-0.18876809894157992,0.06567354829432538,-0.0005425627625909538,0.986697640814003
1.0,610.0,0.3658417285692294,0.006941257722173459,-0.19465038778918894,0.06892510598237939,-0.0005167778052665016,0.9869694102279175
1.0,620.0,0.37750501392802527,0.006723798440366052,-0.20033429281980908,0.07217475434595808,-0.0004924068282889866,0.9872264047800056
1.0,630.0,0.3888404067143539,0.006514318013261959,-0.20582840504894018,0.07541958937390492,-0.0004693826910994762,0.9874694055871609
1.0,640.0,0.39984635720830336,0.006312474629582261,-0.21114102087708617,0.07865717056901367,-0.00044764019525938973,0.9876991672675486
1.0,650.0,0.4105233921398068,0.006117936494610041,-0.21628016126783092,0.08188545195701338,-0.00042711572990010145,0.9879164238713368
1.0,660.0,0.42087376937062726,0.005930383444701634,-0.2212535818423778,0.08510272077973945,-0.00040774710785247627,0.9881218921699962
1.0,670.0,0.4309011727641924,0.005749508069913522,-0.22606877671501263,0.0883075437884272,-0.000389473534067761,0.9883162730358857
1.0,680.0,0.44061044492314994,0.005575016419528493,-0.2307329783387656,0.0914987207801701,-0.00037223566052069793,0.9885002515011312
1.0,690.0,0.45000735495563987,0.005406628361704419,-0.2352531551290535,0.09467524484998734,-0.0003559756922814904,0.9886744959591082
1.0,700.0,0.45909839817057885,0.005244077662163715,-0.23963600819799596,0.0978362687370171,-0.00034063751850826613,0.988839656864129
1.0,800.0,0.5348582877030211,0.0038903149442995814,-0.2771917044493476,0.12847755114655046,-0.00022704567593612263,0.9901190848309177
1.0,900.0,0.5884064612429327,0.0029135008926265728,-0.30642939538850883,0.1571706870976288,-0.0001594944236765004,0.9910306872176146
1.0,1000.0,0.6260744133769243,0.0021997750084020197,-0.3301728443989345,0.18382934115042143,-0.00011513417372795819,0.9918373867181041
1.0,1100.0,0.6522968286458959,0.0016751563921388148,-0.349938821729181,0.20851280587689433,-8.362634257334891e-05,0.9926430677081507
1.0,1200.0,0.6700844743506836,0.0012876063420120525,-0.3666120277474055,0.23137344729506581,-6.0504178591781604e-05,0.9934742108659651
1.0,1300.0,0.6815070260512492,0.0009994287470593143,-0.3807963722847662,0.2526054578261178,-4.3599846041473946e-05,0.9943280370057777
1.0,1400.0,0.6880210694281396,0.0007832712971601774,-0.39296224511294364,0.2724064176423401,-3.155598372057719e-05,0.9951941842237146
1.0,1500.0,0.6906786707034734,0.0006194218502049588,-0.403499999679648,0.2909564151395152,-2.3310769114399462e-05,0.99606267011993
1.0,1600.0,0.6902596650230833,0.0004937719194932271,-0.4127381333253173,0.308410205569597,-1.7955426446814513e-05,0.9969260020807778
1.0,1700.0,0.6873565836143325,0.0003962668694384723,-0.4209508264442405,0.3248967227940741,-1.4708535094608441e-05,0.9977791732341535
1.0,1800.0,0.6824300222151012,0.00031974934147542176,-0.42836346024492444,0.3405219130185636,-1.2914896669818179e-05,0.9986190843851438
1.0,1900.0,0.6758453481956859,0.0002591149060653466,-0.43515834277484916,0.3553726036776513,-1.2042126670004593e-05,0.999443944249866
1.0,2000.0,0.6678974836221708,0.00021070629839249033,-0.4414807449611998,0.36952029977627865,-1.1670809349413162e-05,1.0002528019044312
1.0,2100.0,0.6588279752793308,0.00017188409461453598,-0.44744485608777496,0.383024466517491,-1.1480289828706264e-05,1.0010452227245894
1.0,2200.0,0.6488370093050416,0.00014072482360984106,-0.4531393043991128,0.3959351911538283,-1.123286928805446e-05,1.0018210782394126
1.0,2300.0,0.6380920630583571,0.00011580965732104097,-0.458632038704074,0.40829526443047903,-1.0758398389359594e-05,1.0025804160053498
1.0,2400.0,0.626734282488519,9.607681775283944e-05,-0.4639744991902228,0.4201417740468374,-9.940381190235692e-06,1.0033233820441707
1.0,2500.0,0.6148832921393793,8.071852066333543e-05,-0.4692050928023534,0.43150731015329447,-8.704051841588876e-06,1.0040501762798115
1.0,2600.0,0.6026409028800971,6.910894017052458e-05,-0.47435203601809417,0.4424208723231599,-7.006488217778931e-06,1.0047610279441133
1.0,2700.0,0.5900940275542346,6.075374727379361e-05,-0.47943564795168225,0.4529085513754803,-4.828614219796164e-06,1.0054561826437873
1.0,2800.0,0.5773170147350951,5.52546505253478e-05,-0.4844701802547243,0.4629940434687022,-2.168850104811614e-06,1.0061358959663298
1.0,2900.0,0.5643735455484361,5.228437843400585e-05,-0.48946526491662445,0.4726990401403252,9.618537160374633e-07,1.0068004305614486
