Pressure (atm),Temperature (K),B7_Energy_1_P3->P4,B7_Energy_1_P3->P5,B7_Energy_1_P3->W3,B7_Energy_1_P4->P5,B7_Energy_1_P1->P3,B7_Energy_1_W3->P5,B7_Energy_1_W3->P4,B7_Energy_1_W3->P1,B7_Energy_1_W3->P3,B7_Energy_1_P5->W3,B7_Energy_1_P1->W3,B7_Energy_1_P4->W3,B7_Energy_1_P1->P4,B7_Energy_1_P1->P5
0.1,400.0,0.0003481018127947417,-1.3464340813549662e-05,-7.567013613766167e-06,-4.286481926445422e-05,-2.3288986703093e-06,-0.2795554731374873,-3.3480923027012466e-05,1.406400318490807e-06,1.7289732865462744e-06,-0.27956275575929673,-2.39514965666043e-06,-3.106628281492736e-05,0.0002986770190237142,-1.117710424834963e-05
0.1,410.0,-0.00014268565886064877,-1.8240777990413626e-05,6.203680327942399e-06,-5.0892043630795286e-05,-3.0278181530927295e-06,-0.2695696844192112,-1.0349957359634404e-05,4.913350520363986e-06,1.7323495248735895e-05,-0.2695767147621424,1.13182146464244e-06,-7.31987504481325e-06,0.000360598497622894,-1.5077100351098201e-05
0.1,420.0,-0.0005790564733992938,-2.60530083913218e-05,1.9173568685107368e-05,-6.173086088258163e-05,-3.079369408770798e-06,-0.24727099679629433,1.26862211672942e-05,8.193481534105153e-06,3.156872940207279e-05,-0.24727699578657414,4.559446170388477e-06,1.6113133164684123e-05,0.00036061819225131735,-1.91130452476011e-05
0.1,430.0,-0.0008977708597360029,-3.744596063790066e-05,2.9661445692286096e-05,-7.620830607560717e-05,-2.42063854907419e-06,-0.21638004688032403,3.234706693071119e-05,1.0806180278488812e-05,4.275650633302899e-05,-0.2163845103948787,7.424945397832826e-06,3.5951766686347176e-05,0.00030422046218997077,-2.3144346188299324e-05
0.1,440.0,-0.0010624261933331897,-5.274846245851886e-05,3.661954113485001e-05,-9.494462888926685e-05,-1.07899348544554e-06,-0.18050750961796996,4.6470261809274104e-05,1.2471835183439229e-05,4.986214495008109e-05,-0.18051018742525712,9.422760425360515e-06,5.005238389799398e-05,0.00020459858715244232,-2.717349805752896e-05
0.1,450.0,-0.001061537772373383,-7.211036869937646e-05,3.961122443652423e-05,-0.0001183695264885204,8.519547588922743e-07,-0.14283673815724107,5.400897495039793e-05,1.3069210764249562e-05,5.2507887618477454e-05,-0.14283759179518193,1.040446901527397e-05,5.7398959518194935e-05,7.917272546606158e-05,-3.1327988411242705e-05
0.1,460.0,-0.0009037798407011859,-9.55527678084779e-05,3.871586079919721e-05,-0.00014675943279178675,3.239014702025103e-06,-0.10595710953429163,5.488131446150128e-05,1.2612920386920981e-05,5.085444012919177e-05,-0.10595626140839048,1.0358370487624727e-05,5.794659619283894e-05,-5.352069042733008e-05,-3.583052658480366e-05
0.1,470.0,-0.0006120277161055897,-0.00012301958554651704,3.439967641893987e-05,-0.00018028191128008534,5.9343116967235975e-06,-0.07181031900270252,4.9746248523196896e-05,1.1221125633404862e-05,4.546050432596449e-05,-0.07180800120513654,9.378779928701684e-06,5.239281164899047e-05,-0.00017625780278698815,-4.0965919537414553e-05
0.1,480.0,-0.00021736298826360273,-0.00015442321582278192,2.7380571243558406e-05,-0.00021903788086969253,8.79590092843178e-06,-0.04171362935732936,3.976041914493513e-05,9.080879732638844e-06,3.713864184509784e-05,-0.04171013746521708,7.632441012803991e-06,4.1931026760718243e-05,-0.00027477672503959836,-4.7050039415174654e-05
0.1,490.0,0.0002462362528436564,-0.00018968037093090672,1.8504638785429382e-05,-0.0002630964515217266,1.1703026459166544e-05,-0.016429855262354052,2.6351216524798016e-05,6.4159326157735445e-06,2.6825224101764013e-05,-0.01642550986183876,5.3269213299619494e-06,2.8021477734085356e-05,-0.00033868796065268604,-5.440389356293264e-05
0.1,500.0,0.0007461502133488657,-0.0002287369546641704,8.643932224808566e-06,-0.0003125202075561637,1.4565959912827977e-05,0.003739136736873385,1.102581012387818e-05,3.4596757250933536e-06,1.5473771874076983e-05,0.00374401984379155,2.6837454612025216e-06,1.2199039133459881e-05,-0.00036176280727715713,-6.333399639635134e-05
0.1,510.0,0.001254201214671841,-0.00027158247425086127,-1.3809678376858545e-06,-0.0003673808460027848,1.73309676244086e-05,0.018851935536934324,-4.775751492354995e-06,4.3432148258127114e-07,3.974894253643215e-06,0.018857066657255533,-8.254989907100583e-08,-4.0741525798977464e-06,-0.000341747956329123,-7.411903639216706e-05
0.1,520.0,0.00174861619114618,-0.0003182554845034325,-1.085398014125623e-05,-0.0004277663090557335,1.9981270073894415e-05,0.02923094236798805,-1.9783036755992323e-05,-2.4636522792077573e-06,-6.897944865186841e-06,0.0292360716762576,-2.7793197347294966e-06,-1.9511145813233443e-05,-0.00027985591951784676,-8.700212519650535e-05
0.1,530.0,0.0022150125957382015,-0.00036884199132475906,-1.91948580095501e-05,-0.000493781148553314,2.253496071484758e-05,0.035375973126805516,-3.2957655608438506e-05,-5.072403014704086e-06,-1.6519904712282157e-05,0.035380898094503024,-5.245203425671483e-06,-3.306219912034082e-05,-0.00018006495851930217,-0.00010218758060157111
0.1,540.0,0.002646595815607683,-0.0004234688077511106,-2.5972662793253852e-05,-0.0005655420235049598,2.504081862450107e-05,0.03789124241244336,-4.3522295453299997e-05,-7.268902934499959e-06,-2.4427634749975043e-05,0.03789581024069661,-7.354872736670179e-06,-4.3943208908984854e-05,-4.833794894954664e-05,-0.00011984111101813916
0.1,550.0,0.00304376463428851,-0.000482293697104884,-3.0905504203652994e-05,-0.0006431701230745882,2.757283934779398e-05,0.03742662194062284,-5.0963807136750475e-05,-8.969435765051703e-06,-3.0317921464514058e-05,0.03743072827308531,-9.020120434464085e-06,-5.1638085274960876e-05,0.00010815685302593195,-0.00014009233860311029
0.1,560.0,0.003413308185687558,-0.0005454938612902362,-3.385046737618429e-05,-0.0007267820512449172,3.022416280336901e-05,0.03463262922164227,-5.501752723275312e-05,-1.012741552036812e-05,-3.403624219596474e-05,0.03463621427354213,-1.0188254788992933e-05,-5.588233952165469e-05,0.00028176517371923475,-0.0001630387490542413
0.1,570.0,0.0037673531694206617,-0.0006132540116789641,-3.478715914451773e-05,-0.0008164803925121513,3.3100923986497115e-05,0.030127769948979883,-5.5639203484775254e-05,-1.0729419753908386e-05,-3.555881589983549e-05,0.030130813008379952,-1.0838665181443088e-05,-5.663430274961372e-05,0.00046496984715361,-0.0001887503385939128
0.1,580.0,0.004122190730859573,-0.0006857549427080891,-3.3797699345394544e-05,-0.0009123448565709256,3.631640834948428e-05,0.024476454693046115,-5.2969812976710874e-05,-1.0790181436888161e-05,-3.4971090704313676e-05,0.02447896776162617,-1.0978285977274067e-05,-5.4039298065178085e-05,0.0006508987744795853,-0.00021727441139494732
0.1,590.0,0.004497082805367206,-0.0007631632415881392,-3.104536008237461e-05,-0.0010144246069307362,3.998576817734473e-05,0.018175596818658345,-4.729743015266736e-05,-1.0347127107840339e-05,-3.244494942860454e-05,0.018177617980384416,-1.0636537498419042e-05,-4.8390941700354525e-05,0.0008337120430584852,-0.00024864014575928583
0.1,600.0,0.0049131205103110885,-0.0008456225246742163,-2.675347785144991e-05,-0.0011227321301182684,4.4221452653314546e-05,0.011648067133949917,-3.90192363700357e-05,-9.454901166765411e-06,-2.8216307774732277e-05,0.011649654081023064,-9.860181362982885e-06,-4.0092672160931435e-05,0.0010088719874071382,-0.00028286268625915767
0.1,610.0,0.0053921836751998015,-0.0009332463960390987,-2.1185761756213288e-05,-0.0012372388039433363,4.912942286635014e-05,0.005241353865768012,-2.8605829128795563e-05,-8.180186208982798e-06,-2.2564256451988087e-05,0.005242577876663976,-8.708401947321625e-06,-2.962166554785394e-05,0.0011733062178988962,-0.00031994662941945876
0.1,620.0,0.0059560313024852535,-0.0010261131748473126,-1.4628707456867002e-05,-0.0013578721738456338,5.480616201428259e-05,-0.0007699999792317925,-1.6569213767729145e-05,-6.59702086905297e-06,-1.5792468816960937e-05,-0.0007690594242581311,-7.2483203077256554e-06,-1.7496515003525448e-05,0.0013254773119926858,-0.0003598888536518368
0.1,630.0,0.0066255375839047856,-0.0011242623303462818,-7.376500435989844e-06,-0.0014845148404506602,6.133644777498752e-05,-0.006179371850999365,-3.435245192849833e-06,-4.782730169176272e-06,-8.21325812850477e-06,-0.006178631717338331,-5.55106226116379e-06,-4.249434125980557e-06,0.0014653745666003695,-0.0004026807032818829
0.1,640.0,0.007420076688399581,-0.0012276924903386545,2.814539509328208e-07,-0.0016170047923019586,6.879182518422003e-05,-0.010841407408126488,1.0279180073109599e-05,-2.814517268057204e-06,-1.3441469224150984e-07,-0.010840784982274103,-3.6884371646031843e-06,9.596724539732845e-06,0.0015944434871904903,-0.00044830957567948155
0.1,650.0,0.008357051368999713,-0.0013363608442537073,8.070413306272425e-06,-0.001755136978070971,7.722970135680683e-05,-0.01466449129846914,2.4084219818340273e-05,-7.667172133275605e-07,8.151228810133067e-06,-0.014663907303478288,-1.7302359137240255e-06,2.3546683864937445e-05,0.001715467988476184,-0.0004967599838405559
0.1,660.0,0.009451554944582117,-0.0014501837391336474,1.5737753741319822e-05,-0.0018986658955333182,8.669297527676321e-05,-0.017602908908373772,3.753073999464667e-05,1.2913201266540602e-06,1.6373678383165032e-05,-0.01760228990336657,2.578769395279301e-07,3.714646872063396e-05,0.0018324189613888116,-0.0005480141780964532
0.1,670.0,0.010716152853236125,-0.00156903826044351,2.3058232859911056e-05,-0.002047308974196886,9.72101142989977e-05,-0.019649113124699344,5.021994258889722e-05,3.2967722558254003e-06,2.4291356760937563e-05,-0.01964839325293635,2.2159240348292994e-06,4.999306965336809e-05,0.0019502811961107597,-0.0006020524132552252
0.1,680.0,0.01216076825488719,-0.0016927645949065583,2.9837334989561558e-05,-0.0022007505395926484,0.00010879559199510194,-0.02082638409755492,6.180946379326256e-05,5.194377880692298e-06,3.1694669171012817e-05,-0.02082550625892891,4.090689000332712e-06,6.17405478356066e-05,0.002074868843402228,-0.0006588529441400064
0.1,690.0,0.013792655657956562,-0.0018211689857364779,3.5912987852931276e-05,-0.00235864616579358,0.00012145060797416642,-0.02118206940982571,7.201646989119108e-05,6.937034153419704e-06,3.8407861254877325e-05,-0.02118098593825369,5.8363692306489874e-06,7.210311562404582e-05,0.0022126377886146084,-0.0007183918253513494
0.1,700.0,0.015616446906465064,-0.0019540271086691307,4.115593600622278e-05,-0.002520627245519085,0.00013516401810429113,-0.020781513843133755,8.061827442472365e-05,8.48602936509383e-06,4.4289468577836386e-05,-0.020780186769030918,7.414874753368321e-06,8.085572220253008e-05,0.0023705015993285066,-0.0007806425817991835
0.1,800.0,0.04385685403850527,-0.003463761021539836,3.9584289805006984e-05,-0.00427562423431194,0.000321538164677158,0.00613519207052601,6.626331545849777e-05,1.0158203818110914e-05,4.748596558573357e-05,0.006139213033439012,1.0637745758179e-05,6.75503694855955e-05,0.006594784346628159,-0.0015438840638715176
0.1,900.0,0.08358959589711684,-0.005078957752604896,-2.3008689596491036e-05,-0.006006272245149207,0.0005529195348559711,0.028359844189771898,-5.55093699995474e-05,-5.693201694047535e-06,-1.4713012807907902e-05,0.028364094835696057,-2.7459295343883807e-06,-5.3736815370798605e-05,0.01901367879634191,-0.0025186779200166948
0.1,1000.0,0.12327018276912893,-0.006535955991389997,-6.950179957490334e-05,-0.007442044270872193,0.0007688765535273325,0.02489213267040864,-0.00013981252751728098,-1.950400499617396e-05,-6.357756448997469e-05,0.024894317348345813,-1.4834493194048226e-05,-0.00013743140342247276,0.040238361603634955,-0.003612400194306049
0.1,1100.0,0.15526861994293006,-0.007696887300331903,-6.629574565004648e-05,-0.008481054527914825,0.0009357295087104091,0.007738468599599968,-0.0001279767423319187,-2.1348092480148434e-05,-6.332832518499277e-05,0.007738181906610373,-1.6184055186367743e-05,-0.00012465761111650923,0.0670250484878298,-0.004720904882800712
0.1,1200.0,0.17697983032899428,-0.008529466782075217,-2.416162853245829e-05,-0.009136360130835505,0.0010450926279357607,-0.00859200926094315,-4.4702898873612946e-05,-1.2760595838484812e-05,-2.35901382751977e-05,-0.008594035993942557,-8.0064142969253e-06,-4.032385884459578e-05,0.09515150217319782,-0.0057574683730451225
0.1,1300.0,0.18899228191922537,-0.009061586614163411,3.0081215125511804e-05,-0.00947383784527436,0.0011028254054594767,-0.017053624775131743,5.7004482577363824e-05,-1.802427464521825e-08,2.9092361652383695e-05,-0.017056492474814732,3.963785342906278e-06,6.226086593391668e-05,0.1211679329845927,-0.006665000722095416
0.1,1400.0,0.19327134675255317,-0.009345977195424716,7.316748690791312e-05,-0.009572156200557956,0.0011201620581186011,-0.01708443293370594,0.00013284500673487802,1.0934971911894118e-05,7.130206600788137e-05,-0.017087580187217483,1.4219733890988312e-05,0.00013857298149753733,0.1429279816314994,-0.0074150208626153555
0.1,1500.0,0.1920444807140353,-0.009439677897839924,9.258924295581538e-05,-0.009503227387040994,0.0011087584873927568,-0.011334133412690019,0.00016023234242264008,1.655027052447109e-05,9.02606500727336e-05,-0.011337437350162924,1.945193360862775e-05,0.00016592983102563767,0.15947641417639366,-0.00800095791061994
0.1,1600.0,0.18727640134883855,-0.00939428957781119,8.648339271330399e-05,-0.009325231664090229,0.0010785549179204805,-0.0031786917743385186,0.00013743454058336727,1.5850270997833338e-05,8.386447893473877e-05,-0.0031823622791599614,1.8740551719608527e-05,0.00014261114619983678,0.1707242916070612,-0.008430652721863621
0.1,1700.0,0.18049635872432293,-0.009252494692313365,6.0705703186663644e-05,-0.009081935900559127,0.0010371931824697082,0.004569037510614564,7.754516834873115e-05,9.815902135811077e-06,5.7807319525509523e-05,0.004564624122510949,1.2998467831550641e-05,8.179296867064593e-05,0.17712157960257485,-0.008720131418159876
