Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  7.01419e-15  1.41195e-30
  210  8.24025e-15  9.49724e-30
  220   9.6893e-15  5.46186e-29
  230  1.13868e-14  2.73729e-28
  240   1.3376e-14  1.21624e-27
  250  1.56626e-14  4.84693e-27
  260  1.83089e-14  1.75626e-26
  270  2.13394e-14  5.83905e-26
  280  2.48057e-14  1.79767e-25
  290   2.8709e-14   5.1554e-25
  300  3.30992e-14  1.38713e-24
  310   3.8027e-14  3.52309e-24
  320  4.35286e-14  8.48814e-24
  330   4.9646e-14  1.94865e-23
  340  5.63904e-14  4.27734e-23
  350  6.38071e-14  9.01104e-23
  360  7.19509e-14  1.82826e-22
  370  8.08396e-14  3.58159e-22
  380  9.05079e-14  6.79229e-22
  390   1.0099e-13   1.2499e-21
  400  1.12322e-13  2.23655e-21
  410   1.2451e-13  3.89827e-21
  420   1.3763e-13   6.6325e-21
  430  1.51672e-13  1.10293e-20
  440  1.66686e-13   1.7955e-20
  450   1.8268e-13  2.86496e-20
  460  1.99702e-13  4.48675e-20
  470  2.17776e-13  6.90417e-20
  480  2.36912e-13   1.0449e-19
  490  2.57155e-13  1.55695e-19
  500  2.78505e-13  2.28591e-19
  510   3.0099e-13  3.30974e-19
  520  3.24652e-13  4.72975e-19
  530  3.49522e-13  6.67589e-19
  540  3.75553e-13  9.31119e-19
  550  4.02837e-13  1.28434e-18
  560  4.31403e-13  1.75302e-18
  570  4.61171e-13  2.36838e-18
  580  4.92261e-13  3.16954e-18
  590  5.24653e-13  4.20323e-18
  600   5.5839e-13  5.52611e-18
  610  5.93436e-13  7.20512e-18
  620  6.29863e-13  9.32083e-18
  630  6.67664e-13  1.19674e-17
  640  7.06876e-13  1.52557e-17
  650  7.47476e-13  1.93139e-17
  660  7.89519e-13   2.4292e-17
  670  8.33005e-13  3.03617e-17
  680   8.7795e-13    3.772e-17
  690   9.2437e-13  4.65921e-17
  700  9.72292e-13  5.72339e-17
  800  1.53682e-12  3.45113e-16
  900  2.26657e-12  1.44189e-15
 1000  3.17496e-12  4.64144e-15
 1100  4.27453e-12  1.23261e-14
 1200  5.57705e-12    2.828e-14
 1300  7.09349e-12  5.78919e-14
 1400  8.83374e-12  1.08225e-13
 1500  1.08073e-11  1.87976e-13
 1600  1.30224e-11  3.07319e-13
 1700   1.5487e-11  4.77712e-13
 1800  1.82079e-11   7.1164e-13
 1900  2.11913e-11  1.02236e-12
 2000  2.44429e-11  1.42365e-12
 2100  2.79676e-11  1.92956e-12
 2200  3.17708e-11  2.55429e-12
 2300  3.58558e-11  3.31183e-12
 2400  4.02272e-11  4.21606e-12
