Pressure (atm),Temperature (K),B1_Frequencies_1_P1->P2,B1_Energy_1_P1->P2,W1_Frequencies_1_P1->P2,P2_Frequencies_1_P1->P2,colrel_Epsilons_P1->P2,B2_Energy_1_P1->P2,B2_SymmetryFactor_1_P1->P2,colrel_PowerOne_P1->P2,colrel_FactorOne_P1->P2,B2_ImaginaryFrequency_1_P1->P2,W1_Energy_1_P1->P2,P2_Energy_1_P1->P2,B2_Frequencies_1_P1->P2,P1_SymmetryFactor_1_P1->P2,P1_Frequencies_1_P1->P2,W1_SymmetryFactor_1_P1->P2,P1_Energy_1_P1->P2,P2_SymmetryFactor_1_P1->P2,B1_SymmetryFactor_1_P1->P2,colrel_Sigmas_P1->P2
0.1,2100.0,-0.0009095542569479712,-3.2961173952651395e-05,0.0,0.0,0.0,-0.23960897075102203,-0.999821059731472,0.0,0.0,0.09077550759231913,0.0,0.0,-4.987144186882221,1.0000015757438396,2.8569725691333785,0.0,0.23963200490626316,0.0,-0.00019987533535655938,0.0
0.1,2200.0,-0.001016827832460734,-3.3999014706901445e-05,0.0,0.0,0.0,-0.22871465196408056,-0.999803006118643,0.0,0.0,0.08261418667320664,0.0,0.0,-5.093182693382466,1.0000018926561616,2.95776125467046,0.0,0.22873961160460146,0.0,-0.00021959883020766213,0.0
0.1,2300.0,-0.0011232155628269624,-3.483037785254005e-05,0.0,0.0,0.0,-0.218767478374188,-0.9997850945353487,0.0,0.0,0.07549760843795789,0.0,0.0,-5.192351777566571,1.0000022684396566,3.052881583585466,0.0,0.2187943377413609,0.0,-0.0002389754277065366,0.0
0.1,2400.0,-0.0012282397907094553,-3.548062486052336e-05,0.0,0.0,0.0,-0.20964906871461858,-0.9997674041107155,0.0,0.0,0.06925716891517275,0.0,0.0,-5.2852734929906235,1.0000026909892632,3.14275049371633,0.0,0.20967779407937065,0.0,-0.000257946827675673,0.0
0.1,2500.0,-0.0013315405707585081,-3.597256304615816e-05,0.0,0.0,0.0,-0.2012599820854706,-0.9997499949609294,0.0,0.0,0.06375685274523794,0.0,0.0,-5.37250073938734,1.0000031502189857,3.2277528789479404,0.0,0.2012905340098422,0.0,-0.0002764723100299371,0.0
0.1,2600.0,-0.0014328521086449395,-3.632650384340786e-05,0.0,0.0,0.0,-0.19351607553574504,-0.9997329118684545,0.0,0.0,0.05888595702846718,0.0,0.0,-5.454525898762349,1.00000363774577,3.308242895907861,0.0,0.19354841062786135,0.0,-0.0002945248596509379,0.0
0.1,2700.0,-0.001531983605767989,-3.6560415781274945e-05,0.0,0.0,0.0,-0.1863456711030764,-0.9997161873121481,0.0,0.0,0.05455364388847332,0.0,0.0,-5.531788373630074,1.0000041466150869,3.384545743834012,0.0,0.18637974337431887,0.0,-0.0003120880948277509,0.0
0.1,2800.0,-0.001628803776988992,-3.6690122227951145e-05,0.0,0.0,0.0,-0.17968732993563521,-0.9996998439422232,0.0,0.0,0.05068481420231678,0.0,0.0,-5.604681140677821,1.00000467106675,3.456959670056933,0.0,0.1797230918461822,0.0,-0.00032915384039877547,0.0
0.1,2900.0,-0.0017232283846007725,-3.672951416163593e-05,0.0,0.0,0.0,-0.17348808695188883,-0.999683896590686,0.0,0.0,0.04721694824481031,0.0,0.0,-5.6735564363432855,1.0000052063371856,3.525758044275028,0.0,0.17352549021242938,0.0,-0.0003457202142884317,0.0
0.1,3000.0,-0.0018152102256780056,-3.6690760806557995e-05,0.0,0.0,0.0,-0.16770203857467567,-0.999668353898387,0.0,0.0,0.04409766248136968,0.0,0.0,-5.738730685164679,1.000005748493602,3.5911914046425593,0.0,0.16774103475746976,0.0,-0.0003617901210436801,0.0
0.5,200.0,3.4247438104223234e-05,-0.0004104395354059701,0.0,0.0,0.0,-2.516099892630608,-1.0000037416040986,0.0,0.0,5.592454294755486,0.0,0.0,-0.39954467027236074,1.0000079985573012,0.001509987501458879,0.0,2.516112227586943,0.0,3.080164670536082e-06,0.0
0.5,210.0,-6.881145540287755e-05,-0.00037446795213733514,0.0,0.0,0.0,-2.396290662276074,-0.99999158941535,0.0,0.0,5.366833060082598,0.0,0.0,-0.4371235853713486,1.0000017265989263,0.004037382403860978,0.0,2.3962827642625593,0.0,-6.019061876717444e-06,0.0
0.5,220.0,-2.2935158786655492e-05,-0.00029788704862726307,0.0,0.0,0.0,-2.2873730818820133,-1.0000024645710521,0.0,0.0,5.142759711348312,0.0,0.0,-0.4748313701784577,1.000000177064151,0.004180809861549538,0.0,2.287361682575994,0.0,-1.87115314474696e-06,0.0
0.5,230.0,2.5581341199921487e-05,-0.00022205633533966518,0.0,0.0,0.0,-2.187924293775062,-1.0000108649450803,0.0,0.0,4.922341816604148,0.0,0.0,-0.5123572570880438,1.0000006262507095,0.005038096959899845,0.0,2.1879148942533675,0.0,1.97325974035527e-06,0.0
0.5,240.0,4.495986147939563e-05,-0.00016000668024984538,0.0,0.0,0.0,-2.09676077568035,-1.0000123041193498,0.0,0.0,4.70674737190978,0.0,0.0,-0.5495521709566247,1.0000016524688222,0.007011311920055642,0.0,2.0967543040435532,0.0,2.956880016580916e-06,0.0
0.5,250.0,3.958313861333557e-05,-0.00011348358285688081,0.0,0.0,0.0,-2.012888959321503,-1.0000085851445935,0.0,0.0,4.496868030899093,0.0,0.0,-0.5863853537781022,1.0000025966709318,0.009842801455602535,0.0,2.012884747251609,0.0,1.7734615184171667e-06,0.0
0.5,260.0,2.1171192891710713e-05,-8.029606217669271e-05,0.0,0.0,0.0,-1.9354681487558283,-1.00000249454272,0.0,0.0,4.293470524625408,0.0,0.0,-0.6228916212462844,1.0000032169515007,0.013254502634019153,0.0,1.9354651933605747,0.0,-3.6759971990042225e-07,0.0
0.5,270.0,-4.3010977895588877e-07,-5.735255426161313e-05,0.0,0.0,0.0,-1.8637820457738503,-0.9999961905255591,0.0,0.0,4.097199927291614,0.0,0.0,-0.6591338134019782,1.0000034817911936,0.017092143513834222,0.0,1.8637794865716832,0.0,-2.5490013902157196e-06,0.0
0.5,280.0,-1.9134850791018294e-05,-4.180201184830837e-05,0.0,0.0,0.0,-1.7972165166655936,-0.9999909456385159,0.0,0.0,3.9085584188459603,0.0,0.0,-0.6951808300280815,1.0000034528004178,0.021314890782604925,0.0,1.7972137669592356,0.0,-4.2638632640842515e-06,0.0
0.5,290.0,-3.210304483176222e-05,-3.1368565979904764e-05,0.0,0.0,0.0,-1.7352420048965755,-0.9999873137783284,0.0,0.0,3.727894392875455,0.0,0.0,-0.7310965592243767,1.0000032218738055,0.025951877333682,0.0,1.7352387427025449,0.0,-5.326983996580521e-06,0.0
0.5,300.0,-3.869963925227711e-05,-2.4365554895108332e-05,0.0,0.0,0.0,-1.6773994704322768,-0.9999853736812153,0.0,0.0,3.5554063763174435,0.0,0.0,-0.7669353227540814,1.0000028800102925,0.031063633113286023,0.0,1.6773955822486586,0.0,-5.754360209354176e-06,0.0
0.5,310.0,-3.9559802311610166e-05,-1.9600793593181972e-05,0.0,0.0,0.0,-1.6232890468386612,-0.9999849355565664,0.0,0.0,3.3911576684249796,0.0,0.0,-0.8027408191695342,1.0000025038148501,0.03671645095324323,0.0,1.6232845643911313,0.0,-5.665222196226481e-06,0.0
