Pressure (atm),Temperature (K),colrel_FactorOne_W1->R,colrel_FactorOne_R->P4,colrel_FactorOne_W1->P3,colrel_FactorOne_W1->P2,colrel_FactorOne_W1->P1,colrel_FactorOne_W1->P7,colrel_FactorOne_W1->P6,colrel_FactorOne_W1->P5,colrel_FactorOne_W1->P4,colrel_FactorOne_P5->P6,colrel_FactorOne_P5->P7,colrel_FactorOne_P6->P7,colrel_FactorOne_P3->P4,colrel_FactorOne_P3->P5,colrel_FactorOne_P3->P6,colrel_FactorOne_P3->P7,colrel_FactorOne_P1->P2,colrel_FactorOne_P1->P3,colrel_FactorOne_P1->P6,colrel_FactorOne_P1->P7,colrel_FactorOne_P1->P4,colrel_FactorOne_P1->P5,colrel_FactorOne_R->P6,colrel_FactorOne_R->P2,colrel_FactorOne_R->P3,colrel_FactorOne_R->P1,colrel_FactorOne_P4->P7,colrel_FactorOne_P4->P6,colrel_FactorOne_P4->P5,colrel_FactorOne_R->P5,colrel_FactorOne_P2->P3,colrel_FactorOne_P2->P5,colrel_FactorOne_P2->P4,colrel_FactorOne_P2->P7,colrel_FactorOne_P2->P6
0.1,390.0,0.5329581976485396,-0.5613967290359584,0.01982072152095865,0.11237190616313249,0.446497407292188,0.16523501469308163,13.41913302838617,2.583257935262427,0.004034496118717852,-0.0014058849098621338,-1.499216180788516e-05,-7.180031625237754e-06,-1.101193960599133,-0.02015477819032109,0.0008900234612782701,-9.974063662044271e-07,-0.6602852578521615,-0.7561313827846804,0.0014255046099385144,8.464011154980183e-07,-0.7129759080912492,-0.03289221145195403,0.000724737970705815,-0.5080243414413496,-0.6101146265380377,-0.4914660665452334,-1.0629942157700358e-05,0.0003162307556883658,-0.03552265612369487,-0.06324204412994135,-0.9773180981656554,-0.04567361984347494,-0.9134550069357474,-7.264409132145646e-06,0.00017376458056372678
0.1,400.0,0.5484227556544073,-0.5415050356211002,0.023113228066293675,0.12198248397209197,0.4563837243227513,0.1899576065569473,13.206439882360616,2.5798923507048004,0.005439664899569092,-0.0013739090754129823,-1.2959516043018544e-05,-6.717809186215826e-06,-1.079087216469141,-0.0189629076740968,0.0008593346806735181,-1.3651631827770646e-06,-0.6438663024483011,-0.7410658529583268,0.0013863067472599474,2.4922808020670085e-07,-0.6968997424040902,-0.031021617879865026,0.0006980046709588136,-0.488734192346678,-0.5904218512649212,-0.47654863287561483,-1.0064650539008993e-05,0.00029725781909365726,-0.03374004277536015,-0.06009288421926243,-0.954246854076503,-0.04340582810121207,-0.8885514520914559,-5.326550130320739e-06,0.0001581088586434317
0.1,410.0,0.5635006619092253,-0.5223399429386966,0.02659100131017287,0.13164254080878393,0.4659328335632473,0.21486779554682847,13.000978760370195,2.5772218559849644,0.0072942385226481546,-0.0013423097732741976,-1.078568807402268e-05,-6.144187348990132e-06,-1.0571371216733265,-0.017838803617186212,0.0008298112107240396,-1.6838603607122324e-06,-0.6279335712516951,-0.7263254782039424,0.001348137267555239,-3.643922925928625e-07,-0.6812624891496936,-0.029254837701475196,0.0006724006019289232,-0.4701953404416366,-0.5714109478774314,-0.4621552229272739,-9.552918262438167e-06,0.0002789360338482164,-0.03204966607202823,-0.05711241705501779,-0.9315584741511479,-0.04125379469442725,-0.8641300873206159,-3.563400407205459e-06,0.00014333183583893492
0.1,420.0,0.5782042352606622,-0.5038784922132198,0.03025198799631031,0.1413270930491831,0.4751504889387369,0.23970323099780438,12.80327464120682,2.57527785407107,0.00965158444484041,-0.0013111137953807559,-8.630982212424796e-06,-5.537936307226615e-06,-1.0354320522643172,-0.016779412952636685,0.0008013852210308417,-1.944797188839739e-06,-0.6124851452957779,-0.7119159081832961,0.001310903677468539,-9.60585477456468e-07,-0.6660689597137031,-0.02758664871105571,0.0006479018472458256,-0.452380017194336,-0.5530642313258074,-0.4482693664618801,-9.12612834826722e-06,0.0002612511588329801,-0.030446798312372597,-0.054291254268396816,-0.9092973095173821,-0.039211845573995444,-0.8402186761188183,-2.046463671584577e-06,0.0001292790015545594
0.1,430.0,0.5925478198235868,-0.48609395875740463,0.03409965369724495,0.15102483408279122,0.48405440812327455,0.26426408504837234,12.61338951273231,2.5740136124910946,0.012548027115611782,-0.0012803251076492854,-6.603921468475304e-06,-4.957965429504994e-06,-1.0140180300949508,-0.015781634466981137,0.0007739920321512987,-2.145211007664558e-06,-0.5975059951402718,-0.6978380076643764,0.0012745435730096475,-1.5149941750604505e-06,-0.6513101149156478,-0.026011936304632517,0.0006244737564245599,-0.435258837222219,-0.5353583046738868,-0.4348710667757309,-8.797475644388268e-06,0.00024419684117336693,-0.028926909128257735,-0.05162047260870849,-0.8874777025710571,-0.037274498244303594,-0.81682223463449,-8.114360097463382e-07,0.00011584754360533137
0.1,440.0,0.6065464017961975,-0.4689579173136837,0.03813956309168022,0.16073264611830657,0.4926689703395055,0.28840212250639014,12.43110114623906,2.5733356864253314,0.016003686674312654,-0.0012499354087021804,-4.771968218612011e-06,-4.445410643908326e-06,-0.99291222229433,-0.014842352259237428,0.0007475721143181028,-2.2864596098677822e-06,-0.5829730223482709,-0.684088546234753,0.0012390177132206573,-2.0113223403217013e-06,-0.6369678319126677,-0.024525723694683473,0.0006020741621568492,-0.4188020809941162,-0.51826667164159,-0.4219384850221794,-8.567728528672271e-06,0.0002277711145507913,-0.027485667300088213,-0.0490916116048583,-0.8660946838241219,-0.035436471026921434,-0.7939319153579165,1.3208821991832526e-07,0.0001029734086697375
0.1,450.0,0.6202147118972492,-0.4524417017999397,0.04237706203444976,0.1704516247722679,0.5010213384393588,0.3120107241637342,12.25602839904245,2.573127545969712,0.020024196527806955,-0.0012199314993521693,-3.1714186242365785e-06,-4.026561290028567e-06,-0.9721134714999171,-0.013958471938513309,0.000722071804670058,-2.3725812283161936e-06,-0.5688589326981399,-0.6706610200293392,0.0012043036054815287,-2.439789832716592e-06,-0.6230186969045493,-0.023123198739978392,0.0005806562607697303,-0.40298056716846914,-0.5017616554946492,-0.4094491990513295,-8.429699026001423e-06,0.00021197389953359278,-0.026118941419581643,-0.04669666650316464,-0.8451320740476712,-0.03369269137126702,-0.7715314920913721,7.926020325133091e-07,9.062011389507302e-05
0.1,460.0,0.6335666955320891,-0.4365173686713421,0.04681585378010605,0.18018437774456178,0.5091388004927008,0.33501626248136074,12.087716018201517,2.573266275474165,0.02460284790243041,-0.0011903000619239166,-1.8158325276019276e-06,-3.715897538602853e-06,-0.9516100995227018,-0.013126953377223112,0.0006974432861729288,-2.4092017555574432e-06,-0.555135040365649,-0.6575464722749881,0.0011703901086808212,-2.7956899513244795e-06,-0.6094368520675907,-0.021799734607302865,0.0005601709630630128,-0.3877661996733748,-0.48581572470928686,-0.3973810861886114,-8.371569149332796e-06,0.00019680528476709945,-0.024822798558049704,-0.044428076691105683,-0.8245682956334955,-0.032038301372563575,-0.7496018299682236,1.190377113260526e-06,7.87697166361855e-05
0.1,470.0,0.6466152452438487,-0.4211582803302732,0.051457247373081424,0.18993331603798733,0.5170470750512862,0.35737089343967116,11.925689737208549,2.573633645277899,0.029722855989040824,-0.0011610304780748468,-7.028635505586836e-07,-3.518883065608849e-06,-0.9313854317294966,-0.012344837566605612,0.0006736441704989496,-2.4027356138811762e-06,-0.5417731835441667,-0.6447342412751139,0.0011372731624034993,-3.078132607229773e-06,-0.5961960246981355,-0.02055090382420249,0.0005405686942174303,-0.37313227287659395,-0.4704023487485294,-0.38571290117317775,-8.379274893918325e-06,0.00018226440223830662,-0.023593500942022012,-0.042278710516380186,-0.8043803240100907,-0.03046866011327432,-0.7281237799173169,1.3526786047838774e-06,6.741587333216378e-05
0.1,480.0,0.6593721102586357,-0.40633941238652604,0.056299881282453064,0.19969967643818068,0.5247693365943935,0.3790466670015213,11.769490175254258,2.5741228727845877,0.03535955419394275,-0.0011321162403084483,1.8040513818769623e-07,-3.4343664609272067e-06,-0.9114215231760212,-0.011609267065927522,0.0006506368962796744,-2.3598225335353635e-06,-0.5287469446802223,-0.632212603181221,0.0011049525625780156,-3.2889963406107506e-06,-0.5832708950027835,-0.019372486342991747,0.0005218006987233757,-0.35905360594417784,-0.4554965009840902,-0.374424620743081,-8.43814918189387e-06,0.00016834874460012724,-0.022427500972964236,-0.040241847560272284,-0.7845462097018413,-0.02897934309726977,-0.7070799028078614,1.3102535428242255e-06,5.655871681808418e-05
0.1,490.0,0.6718479184947069,-0.3920374694366679,0.06133976312622275,0.20948305742918427,0.5323257546256525,0.40003079225161736,11.618692010953062,2.574642230508369,0.04148240396756141,-0.00110355540631479,8.534153803726643e-07,-3.4565572828616416e-06,-0.8917015245738997,-0.010917500479838093,0.000628388069554596,-2.286947086973735e-06,-0.5160323505758805,-0.6199693002257672,0.0010734296290884082,-3.4320817904769155e-06,-0.5706379534227116,-0.01826047262776565,0.0005038199340064816,-0.3455065626165729,-0.441074908132585,-0.36349761753571286,-8.534001841445414e-06,0.0001550538040535038,-0.021321435015167877,-0.03831115933360816,-0.7650465479649062,-0.027566139287231253,-0.6864553614951264,1.0948394238128927e-06,4.620122180686416e-05
0.1,500.0,0.6840522642580265,-0.37823087466620503,0.06657050433034768,0.21928129816138608,0.5397333824661283,0.4203218769514145,11.472913220059619,2.575116444639209,0.04805676370899553,-0.0010753504395504031,1.3391505399900478e-06,-3.576599452153959e-06,-0.8722110553123299,-0.010266921792096501,0.0006068678191091158,-2.190195749174849e-06,-0.5036081986543038,-0.6079919583744459,0.001042705593956288,-3.512445109620213e-06,-0.5582759786089105,-0.01721106283417767,0.0004865816393369786,-0.3324689986574035,-0.4271161253302067,-0.3529147143662441,-8.653784119497026e-06,0.00014237293922889319,-0.020272116352171392,-0.03648068918792248,-0.7458652031120223,-0.026225046296209115,-0.6662382466537443,7.374645815109434e-07,3.6346737893466436e-05
0.1,510.0,0.6959938291447245,-0.36489968159071806,0.07198366167414605,0.2290905731107891,0.5470062714010732,0.4399269697008525,11.331817841480571,2.5754866162445382,0.05504539735567672,-0.001047507687537506,1.6619973901547616e-06,-3.7837899256729828e-06,-0.8529388760158105,-0.00965504548676391,0.0005860492052519093,-2.075114785981989e-06,-0.4914561253367231,-0.5962684052418792,0.001012780549479495,-3.5358848353787902e-06,-0.5461662433382312,-0.01622066305809844,0.0004700436582734384,-0.3199201674673421,-0.4136004971246795,-0.34266015854064774,-8.785954856992563e-06,0.000130297398707019,-0.019276527646678313,-0.034744832047484804,-0.7269895262693483,-0.024952264235547736,-0.646419536725307,2.6734755213185326e-07,2.699740874797483e-05
