Rate Units: cm^3/sec

 T, K       P1->P2       P2->P1
  200  2.45001e-12  1.50759e-71
  210  2.46941e-12  1.05618e-68
  220  2.55582e-12  4.18689e-66
  230  2.62029e-12  9.79272e-64
  240  2.76348e-12  1.49738e-61
  250  2.80721e-12  1.47995e-59
  260  3.02752e-12  1.09129e-57
  270  3.06826e-12  5.52653e-56
  280   3.4163e-12  2.32411e-54
  290   3.2095e-12  6.41662e-53
  300  3.30447e-12  1.54909e-51
  310  3.73197e-12  3.34552e-50
  320  3.84051e-12  5.47296e-49
  330  3.61118e-12  6.91599e-48
  340  3.74898e-12  8.27946e-47
  350  3.82339e-12   8.4653e-46
  360  3.88065e-12    7.577e-45
  370  4.00651e-12  6.13166e-44
  380  4.11049e-12  4.42378e-43
  390  4.40042e-12  3.01288e-42
  400  4.34757e-12  1.72621e-41
  410  4.49282e-12  9.49396e-41
  420  4.61477e-12  4.79233e-40
  430  4.70844e-12  2.23126e-39
  440  4.79296e-12  9.67305e-39
  450  4.97719e-12  4.01089e-38
  460  5.02372e-12  1.52202e-37
  470  5.16546e-12  5.56106e-37
  480  5.29841e-12  1.92263e-36
  490  5.42028e-12  6.30858e-36
  500  5.53314e-12  1.97148e-35
  510  5.78469e-12  6.03889e-35
  520  5.83032e-12  1.71109e-34
  530  6.25694e-12  4.96492e-34
  540  6.09171e-12   1.2597e-33
  550  6.28849e-12  3.27293e-33
  560  6.93894e-12  8.79506e-33
  570  6.48076e-12  1.93899e-32
  580  6.63227e-12  4.54744e-32
  590  6.77846e-12  1.03561e-31
  600  6.91885e-12  2.29338e-31
  610  7.05441e-12  4.94617e-31
  620  7.86604e-12  1.13881e-30
  630   7.4557e-12  2.17816e-30
  640  7.54475e-12  4.35155e-30
  650  7.65657e-12  8.53806e-30
  660  7.92139e-12  1.67416e-29
  670  7.98956e-12  3.13991e-29
  680  8.29092e-12  5.94969e-29
  690   8.3084e-12  1.06991e-28
  700  8.56654e-12  1.94687e-28
  800  1.01623e-11  3.10739e-26
  900  1.22188e-11  1.69866e-24
 1000  1.41872e-11  4.19688e-23
 1100  1.65966e-11  6.01505e-22
 1200  1.87875e-11  5.51384e-21
 1300  2.14951e-11  3.71476e-20
 1400  2.42263e-11  1.91926e-19
 1500  2.72923e-11   8.1114e-19
 1600  3.03668e-11  2.87671e-18
 1700  3.35156e-11   8.8483e-18
 1800  3.70301e-11  2.43579e-17
 1900  4.06395e-11  6.06045e-17
 2000  4.43303e-11  1.38307e-16
 2100  4.88452e-11  2.97591e-16
 2200  5.23275e-11  5.86552e-16
 2300  5.67912e-11  1.11201e-15
 2400  6.06989e-11  1.98394e-15
