Pressure (atm),Temperature (K),W2_Frequencies_1_W2->P1,W2_Frequencies_1_W2->P2,W2_Energy_1_W2->P1,W2_Energy_1_W2->P2,W1_Frequencies_1_W2->P1,W1_Frequencies_1_W2->P2,B1_Energy_1_W2->P1,B1_Energy_1_W2->P2,B3_Frequencies_1_W2->P1,B3_Frequencies_1_W2->P2,B2_Frequencies_1_W2->P1,B2_Frequencies_1_W2->P2,B1_SymmetryFactor_1_W2->P1,B1_SymmetryFactor_1_W2->P2,P2_SymmetryFactor_1_W2->P1,P2_SymmetryFactor_1_W2->P2,W3_SymmetryFactor_1_W2->P1,W3_SymmetryFactor_1_W2->P2,B2_ImaginaryFrequency_1_W2->P1,B2_ImaginaryFrequency_1_W2->P2,B3_SymmetryFactor_1_W2->P1,B3_SymmetryFactor_1_W2->P2,W3_Energy_1_W2->P1,W3_Energy_1_W2->P2,P1_Frequencies_1_W2->P1,P1_Frequencies_1_W2->P2,B2_SymmetryFactor_1_W2->P1,B2_SymmetryFactor_1_W2->P2,P2_Frequencies_1_W2->P1,P2_Frequencies_1_W2->P2,B1_Frequencies_1_W2->P1,B1_Frequencies_1_W2->P2,W1_SymmetryFactor_1_W2->P1,W1_SymmetryFactor_1_W2->P2,P2_Energy_1_W2->P1,P2_Energy_1_W2->P2,B3_ImaginaryFrequency_1_W2->P1,B3_ImaginaryFrequency_1_W2->P2,W3_Frequencies_1_W2->P1,W3_Frequencies_1_W2->P2,P1_SymmetryFactor_1_W2->P1,P1_SymmetryFactor_1_W2->P2,W1_Energy_1_W2->P1,W1_Energy_1_W2->P2,B3_Energy_1_W2->P1,B3_Energy_1_W2->P2,B2_Energy_1_W2->P1,B2_Energy_1_W2->P2,W2_SymmetryFactor_1_W2->P1,W2_SymmetryFactor_1_W2->P2,P1_Energy_1_W2->P1,P1_Energy_1_W2->P2
0.1,200.0,-10.465504842977762,-0.11531883644411264,2.058836144068728,2.697252449977187,-0.0008039428840609257,0.3899253568716662,-0.025508946642496547,0.41415839994317855,1.7910609150875025,-0.4306387695928896,-0.07086365689493374,-0.15529564090418685,-0.0014283944385109564,0.2553917886144886,0.0,0.0,3.464474500717767e-07,0.14130561709075098,1.1459387186042895,0.48634436017155525,2.200359045666679,-0.5885303140002148,3.180673526121142e-07,-0.22870885400816954,0.0,0.0,-0.7359920626046974,-0.18747784592059402,0.0,0.0,-1.0972983249506476e-06,0.3803304940213128,-0.00036464156620745887,0.3518802058285974,0.0,0.0,-9.702063373351004,6.710300656667351,4.873136198360556e-08,0.17880531304382954,0.0,0.0,-0.001574208316870858,0.4375611030519658,2.256860477126346,-0.372522348523218,-4.615107875329342,-1.4932777349185813,-1.556336748056326,0.7704620426997332,0.0,0.0
0.1,210.0,-10.499398056882827,-0.024829657948036037,1.9323046025275539,2.4190809488463647,-0.0007980186331667699,0.07910187051255804,-0.02435150381225538,0.10872153284947295,1.8023741769595079,-0.6419350777353134,-0.07297365626234562,-0.07485948793270226,-0.0014691500132534374,0.04036722897339111,0.0,0.0,-3.698146904388952e-07,0.023580397423443422,1.0779680674850443,0.11834209668970545,2.220599720463936,-0.8581895453552781,-3.3787011144924327e-07,-0.09300177204927466,0.0,0.0,-0.7308545866241797,-0.07398523556435842,0.0,0.0,1.3987078855785093e-06,0.09508521577510581,-0.00037262829462764326,0.061585811506080224,0.0,0.0,-9.962515810534413,7.055575364278342,3.12286917989766e-08,0.035210586500066456,0.0,0.0,-0.0013731973358563222,0.10982348047277933,2.4454902685220903,-1.0613856939341455,-4.462389703027774,-1.3885686885359845,-1.581841258245628,0.9100026146885706,0.0,0.0
0.1,220.0,-10.517821911936657,-0.016736780930934305,1.8211411410903815,2.2540857425850533,-0.0007646396157176588,-0.03440392922850218,-0.022844382694595385,-0.010197059035503843,1.801074517388397,-0.7062598232097773,-0.07701052433428013,-0.0314740728693812,-0.0014756360998670682,-0.034351443502776635,0.0,0.0,-3.9066712086634194e-07,-0.0171783445356852,1.0229546909311618,-0.022504678663994998,2.2231748754596086,-0.9571058227878787,-3.596701141145764e-07,-0.028893045967294046,0.0,0.0,-0.7207585653624212,-0.021139859463682863,0.0,0.0,1.1019004604974974e-06,-0.0135161296338773,-0.0003478257034065445,-0.04121870279814364,0.0,0.0,-10.106300962865673,7.129765876702467,-9.608643935897435e-08,-0.016725463885269572,0.0,0.0,-0.0011900811169367703,-0.01622933331051441,2.515599885665472,-1.3073917253161558,-4.349775055831868,-1.2483695017218273,-1.5939710597520764,0.9587814867848028,0.0,0.0
0.1,230.0,-10.515777215328836,-0.02929337646629596,1.7208286973956544,2.1437057093965177,-0.0007204049282424687,-0.05906384168757229,-0.021346940898349542,-0.04300946235842767,1.7944194428473903,-0.7067014748634798,-0.08147893146890789,-0.009234564885248419,-0.0014706633293383653,-0.04705148980843277,0.0,0.0,-1.7968273499760078e-07,-0.024037894382153493,0.9748819543009499,-0.05904764783941911,2.2183115061802265,-0.9792840099173106,-1.6770196420797992e-07,-0.0012954183048563552,0.0,0.0,-0.7097326424977477,0.0009956881353997587,0.0,0.0,1.9480140811651242e-07,-0.04146034574460253,-0.0003138931478676023,-0.06056810792306871,0.0,0.0,-10.200399681596297,7.141322278381019,-1.529596560410355e-07,-0.02756677578234268,0.0,0.0,-0.001034685463748857,-0.0496286186718705,2.5292722192649304,-1.3545661413966519,-4.256949043047918,-1.103843905839023,-1.5993067902906692,0.9671796661513414,0.0,0.0
0.1,240.0,-10.49403610067443,-0.03874485543954188,1.6291470538898742,2.0590993745042296,-0.0006731714796203247,-0.04817603164569573,-0.020000536545325295,-0.039680278423842974,1.7854092718677304,-0.6835556778354469,-0.0857872139904762,0.0011334569967748052,-0.0014638261775360717,-0.03584728896088339,0.0,0.0,5.702202432554556e-08,-0.01791640532815705,0.9311124887278943,-0.05229450685337809,2.2101969353523523,-0.9707369971675753,4.976170390140576e-08,0.00830593281207105,0.0,0.0,-0.6992658153000759,0.008170298380097418,0.0,0.0,-5.374774827154621e-07,-0.03621326202806192,-0.0002807162541805396,-0.04728787411456771,0.0,0.0,-10.271546112279012,7.171175640461874,-1.204456197849021e-07,-0.022100702824108507,0.0,0.0,-0.0009067903520390938,-0.04449198830697087,2.5177266993650953,-1.3228919799964387,-4.1735328217569565,-0.9685700060199104,-1.6007137619535496,0.9597458711304531,0.0,0.0
0.1,250.0,-10.455378109738,-0.03839614118551893,1.5448774177660742,1.9864281276070155,-0.0006265210752356204,-0.026948916706321095,-0.01884379395413844,-0.02429574487714862,1.7751790429441237,-0.6554268865455332,-0.08975219641752655,0.0050328044390850505,-0.001458588962163846,-0.018512367421443642,0.0,0.0,2.3882717657749754e-07,-0.008535083392847833,0.890532426151666,-0.031554132775423516,2.2003804466575763,-0.9530535542477404,2.1821665273370278e-07,0.009589962170208691,0.0,0.0,-0.6897477728429754,0.008574764985139448,0.0,0.0,-9.051350060993767e-07,-0.020449743668649024,-0.0002517702390310091,-0.02520619769787988,0.0,0.0,-10.328997129410732,7.24147617123475,-2.9948937539959935e-08,-0.01201024129908417,0.0,0.0,-0.000802596040211898,-0.026810245228881622,2.496282796316426,-1.2690030932997283,-4.094422995813632,-0.8475169962095404,-1.599419884736153,0.9478832476171442,0.0,0.0
0.1,260.0,-10.402964974276001,-0.02862196448024196,1.4672268791592653,1.9193613839233734,-0.0005819672821020157,-0.006433376445777251,-0.01786983796543849,-0.007766530972203103,1.764096196705394,-0.6300770822730068,-0.09336320426709797,0.005589732368666144,-0.0014557095250118523,-0.0026438250235453846,0.0,0.0,3.441943019310089e-07,-2.5000063046445642e-05,0.8526821069767032,-0.010017512776234956,2.189333301259536,-0.9355451207304081,3.171012787223797e-07,0.0075114301325549734,0.0,0.0,-0.6811336202378427,0.006366694925946606,0.0,0.0,-9.467774837045655e-07,-0.004288390203369737,-0.00022768946310300193,-0.00460692784560399,0.0,0.0,-10.37499411613595,7.349293748945293,8.051171702175188e-08,-0.0023862947291116887,0.0,0.0,-0.0007175371828853674,-0.0082826730430943,2.472112714972115,-1.21753481730573,-4.017290804995936,-0.7415729583342712,-1.5959662941022106,0.9364018467155368,0.0,0.0
0.1,270.0,-10.339698996343643,-0.01221732539856572,1.3955811690860873,1.8552500146976572,-0.0005400456590789813,0.009289953233791342,-0.017054302694172345,0.005577602734159552,1.7522501989088959,-0.6100099269022261,-0.09667204879312462,0.0045869897656356335,-0.0014548686999149797,0.00911814881625438,0.0,0.0,3.774695865061466e-07,0.0061978161080345736,0.817357788992244,0.007157629692972551,2.1771434091171873,-0.9215170781623792,3.497339039983658e-07,0.004507337199473239,0.0,0.0,-0.6732411648466513,0.0035615835343628605,0.0,0.0,-7.676038976573436e-07,0.008378560603714882,-0.0002079734833448877,0.01085025063000188,0.0,0.0,-10.40941854081867,7.482788537473954,1.8106120230668432e-07,0.004916929122968418,0.0,0.0,-0.0006474065359025602,0.006509479535714607,2.4482780464547877,-1.177359312456319,-3.9412346758534853,-0.649820037765434,-1.5906305317917462,0.9269056281477688,0.0,0.0
0.1,280.0,-10.268022561866157,0.007656203639439665,1.3294047646621079,1.7931806297481803,-0.0005008485342453358,0.019417223623855565,-0.016368589547472157,0.014571055896646107,1.7396589415795667,-0.5953268150760296,-0.09974404883004992,0.0030146729879026164,-0.001455420538444247,0.01642405636356626,0.0,0.0,3.526105454348572e-07,0.009966356342476033,0.784437100170097,0.018661642771455593,2.1638070065499915,-0.9114888158694574,3.284788373908946e-07,0.0016878061365614523,0.0,0.0,-0.6658755329897336,0.001052448569656118,0.0,0.0,-4.732401562681337e-07,0.01661989245630158,-0.0001917769888735325,0.0205868640044515,0.0,0.0,-10.431733703969947,7.628623381853816,2.528702448249587e-07,0.00956034837817993,0.0,0.0,-0.0005887149559864149,0.016392420380430726,2.4258300127689605,-1.1499569859564867,-3.8660556139476765,-0.5706607149607361,-1.5836052029607246,0.9195312368580296,0.0,0.0
0.1,290.0,-10.189904908795926,0.02828129453837887,1.268204940431257,1.7329990813928282,-0.00046428295544181204,0.024548006257926826,-0.015785723621968357,0.019460047072414416,1.7263461124768786,-0.5851627717056739,-0.10263822610223985,0.0013976044018595474,-0.0014567152801601862,0.01987381324015505,0.0,0.0,2.855254827557463e-07,0.011626889111739877,0.7538090505746646,0.02488938514299338,2.1493368696009303,-0.9048214900088092,2.6770101681907337e-07,-0.000520365598241379,0.0,0.0,-0.6588743924355782,-0.0008402970956054571,0.0,0.0,-1.4704837632479216e-07,0.02080036662337083,-0.00017825275801751163,0.025317769836733,0.0,0.0,-10.441687576141783,7.775049177370389,2.8673649546232724e-07,0.011848671204427627,0.0,0.0,-0.0005387242340862695,0.02170095496451536,2.4048933585893955,-1.1336737536092487,-3.791871431819975,-0.5023571538703705,-1.575065822002143,0.9138248523835242,0.0,0.0
