Pressure (atm),Temperature (K),W1_Energy_1_W1->R,W1_Energy_1_P3->W1,W1_Energy_1_R->P2,W1_Energy_1_R->P4,W1_Energy_1_P3->R,W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_W1->P6,W1_Energy_1_W1->P5,W1_Energy_1_W1->P4,W1_Energy_1_P5->P6,W1_Energy_1_P5->P3,W1_Energy_1_P6->P3,W1_Energy_1_P3->P4,W1_Energy_1_P3->P5,W1_Energy_1_P3->P6,W1_Energy_1_P3->P1,W1_Energy_1_P3->P2,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P1->P6,W1_Energy_1_P1->P4,W1_Energy_1_P1->P5,W1_Energy_1_P4->P3,W1_Energy_1_R->P3,W1_Energy_1_R->P1,W1_Energy_1_R->P6,W1_Energy_1_P4->P6,W1_Energy_1_P4->P5,W1_Energy_1_R->P5,W1_Energy_1_P2->P3,W1_Energy_1_P2->P5,W1_Energy_1_P2->P4,W1_Energy_1_P2->P6
0.1,300.0,1.647807690393256,-0.00026038685628037526,0.051298242231870766,0.0547657741096359,0.05743470451600913,1.6771134443851126,1.6741591249077064,1.649383966054371,1.103355362003412,1.4925363986395006,1.6773788135156324,0.00011102715896915957,-6.300968993029743e-05,2.058014744448376e-06,0.09646881520086094,-6.649997740551408e-05,-3.2420418420027296e-05,0.06410414320084379,0.08794806210649374,0.059490430495271654,0.06414264678131609,-2.744644729380262e-05,0.06220866416013078,0.0009139006837026595,0.0964495942390085,0.057437110265823405,0.04755756175867082,5.622312085476941e-07,1.3234853523362872e-06,0.0016704958539359366,0.005256776491297635,0.08792755357572578,0.0029300432571777446,0.08504895694904156,3.4539978346311485e-05
0.1,310.0,1.5923796928480387,-0.00027477515014331943,0.049117657776447304,0.05263180950357229,0.055367558067972764,1.6230963627902903,1.6197026586534677,1.594462813666254,1.0566971104643594,1.4382016409758407,1.6234079147866467,0.00012913752506142235,-0.0001920080119532378,-1.0689462911701476e-05,0.09505746231558246,-0.00020549314912069402,-4.225260348567422e-06,0.06264541074994016,0.08619112831625897,0.05785099451653887,0.0626437421274597,-1.9477077990108275e-05,0.060645593573489205,0.0007037174944505879,0.0950830603473793,0.05538836540084173,0.04579984141100526,1.4283071501437278e-06,-6.187381573952165e-06,0.0014819935468685902,0.004870468785243221,0.08620020853131749,0.002677609427202126,0.08307955359004761,2.7805987548090167e-05
0.1,320.0,1.5399070852638252,-0.00044873218243390715,0.04703062141373575,0.050563799295710865,0.05335353298436799,1.5720342936881309,1.5681784169460606,1.5423703591726314,1.0286390485006565,1.3871370322941043,1.572458975133365,0.00011808568647667508,-0.0002942259454324052,-1.1889800676980496e-05,0.09346970560043401,-0.0002960772764608607,7.223101964603739e-06,0.06122111234688194,0.08435670624113552,0.05623072503014832,0.06121864172434594,-4.035361109932277e-05,0.059099819865289685,0.0005255701080766706,0.09349531698244673,0.053371176234532726,0.04411499750555233,-3.156316060215772e-06,9.249794058339783e-06,0.0013194241800460302,0.0045351708749399155,0.08437168659130383,0.002457023718844454,0.08103674903895006,1.4419881171815064e-05
0.1,330.0,1.4908211876337627,-0.000541079339396155,0.045024298808133474,0.048572248054482,0.051415239372188344,1.5242933878928773,1.51996792418015,1.4937482221883258,0.9940633817140936,1.3394976614311658,1.5248278828234052,0.0001062823217236973,-0.00037791434579719,-8.021465473977071e-06,0.09190714579545495,-0.00037390026835331107,3.4402699444171485e-08,0.059804043145801226,0.08256339638136535,0.05466975065629168,0.05980658532904212,-4.456960125941721e-05,0.05760922532310909,0.000375732961725065,0.09192379334297318,0.05143390138030164,0.04251266319585892,-4.424540789043682e-06,2.3656307847270355e-05,0.0011780059499156726,0.004230174532700335,0.08257261138637698,0.002257018761637984,0.07901526571533618,1.0012375784675126e-05
0.1,340.0,1.4446934620283773,-0.0006191024643575275,0.043099846856272564,0.04665491960156065,0.04955028670733187,1.4794439601576177,1.474646586387892,1.4481121676432018,0.9566212323857224,1.2948247879431678,1.4800855913887874,9.863216163209445e-05,-0.0004473527297492499,-3.827039946759435e-06,0.09033171226229458,-0.0004439776744362724,-1.1655877198840395e-05,0.05841564864906946,0.08078095934531207,0.05316139017557696,0.05842144651677972,-3.646125351902948e-05,0.05616660999184231,0.00024751371177761557,0.09034147137023561,0.049571821099079955,0.04097906813195889,-2.9636163090876155e-06,3.1199586099182856e-05,0.001053602046316128,0.003948458998451483,0.08078241530244451,0.0020762331997937664,0.07700612156192434,1.0947131233711104e-05
0.1,350.0,1.4011240476802889,-0.0007385283454151445,0.041257999379405726,0.04480912347074673,0.047753364311264236,1.4370943991755813,1.4318237574407773,1.4050101360095104,0.9215898879969621,1.2527232929014698,1.4378599618054106,9.421767499190697e-05,-0.0005051358487926957,-1.2752159959679492e-06,0.08870712964332449,-0.0005049170265660249,-1.912039890510251e-05,0.057069563192387436,0.07898497710246813,0.05169677713340621,0.05707658571780188,-2.5763902363618127e-05,0.05476280869937368,0.00013589057124706034,0.0887133153253639,0.04777588151823708,0.03950375499191021,-7.712911256290915e-07,3.2616265457365414e-05,0.0009428525294917343,0.0036870869500299727,0.07898113150372565,0.0019139819692448167,0.0749991707351052,1.261439179759231e-05
0.1,360.0,1.3598570583296072,-0.00090899883693169,0.03949695979211754,0.043033237293222386,0.046020780849297706,1.396993865709379,1.3912488011442945,1.3641725484210876,0.8909861782597027,1.2129341631000248,1.3979140315412366,9.151630773684912e-05,-0.0005530320042540102,-5.746930313545046e-07,0.08703088045291699,-0.0005555772045979144,-2.018552639363226e-05,0.055767989615735744,0.07717442085978081,0.05027210975681858,0.0557752191209972,-1.7914313050736387e-05,0.05339403213027341,3.77353665342393e-05,0.08703527309882148,0.04604151423167012,0.038082282322552216,8.491092077550543e-07,3.026666179848722e-05,0.0008433062242741097,0.0034443218293519168,0.07716860895267051,0.0017686062126814348,0.07299640181619767,1.287614300816704e-05
0.1,370.0,1.3207276391046268,-0.0011167421583563818,0.03781329921191734,0.04132605369846824,0.044350343319582285,1.3589788787206527,1.3527590049100704,1.325443076013154,0.864415439434447,1.1752821921283354,1.3600861352387668,8.952718279578289e-05,-0.0005923507075347574,-1.1837859009838987e-06,0.08531969146436773,-0.0005960961569476929,-1.6288882781754862e-05,0.05450754951194159,0.07536061233276614,0.048886960175115,0.05451471122894984,-1.4244079486465125e-05,0.05206019418909666,-4.885698331543072e-05,0.08532252248193234,0.044367487174107656,0.03671369454770701,1.4567757844974792e-06,2.6295896735195927e-05,0.0007533154233302452,0.0032188335017075695,0.07535537971497683,0.0016378218786941576,0.07100625715439943,1.15320114582934e-05
0.1,380.0,1.2836067096149752,-0.001344743834377604,0.03620304018432804,0.03968618436417488,0.04274053267441465,1.3229199186009342,1.3162264147042442,1.288706494955195,0.840563906087364,1.1396272528360205,1.324238418448771,8.775661113147503e-05,-0.0006241281039092273,-2.420371819893841e-06,0.08359420496685685,-0.0006274826203185155,-9.961281023641025e-06,0.05328381809701654,0.07355686030899233,0.047541920438610275,0.05329094259593477,-1.3928303677511744e-05,0.05076240954733924,-0.00012515655134613367,0.08359489087854523,0.04275368311772186,0.03539810927430734,1.1589480904487316e-06,2.2148711973989827e-05,0.0006718110822308639,0.003009483931292761,0.07355352759934236,0.0015192879328261052,0.06903787079230433,9.25896124471862e-06
0.1,390.0,1.2483720755794356,-0.0015817931456803926,0.034662316479967245,0.03811184145295193,0.04118993342468302,1.288694050966056,1.2815302361928391,1.2538511754458779,0.8181488954290109,1.1058392328203925,1.2902338846436274,8.600660269079534e-05,-0.0006492320253616626,-3.7361284387077085e-06,0.08187105699741856,-0.0006510842569431495,-3.4567960581887337e-06,0.05209333414867352,0.07177344444555839,0.04623727734519086,0.052100479063465155,-1.5499806627870203e-05,0.049501492888620095,-0.0001921497657241345,0.08186888502659338,0.04119976444453748,0.034135386708483255,2.935388012953534e-07,1.860253298743816e-05,0.0005980758543359755,0.0028152482587154347,0.07177227217729436,0.0014109627033317676,0.0670983204730328,6.880419719724463e-06
