Pressure (atm),Temperature (K),colrel_FactorOne_W4->P2,colrel_FactorOne_P1->P2,colrel_FactorOne_W4->P1
1.0,420.0,0.1140967557343786,0.012996641059085665,-0.034696003487740226
1.0,430.0,0.1258343580001864,0.012577337646778321,-0.04663365034834786
1.0,440.0,0.13812317419157658,0.0121690415789052,-0.05806709242920909
1.0,450.0,0.1509029887120714,0.0117716757014358,-0.0690059609620731
1.0,460.0,0.16410506538713104,0.011385358981998996,-0.07946599794170779
1.0,470.0,0.17765416018264346,0.011010306118793133,-0.08946794326220893
1.0,480.0,0.19147131766817818,0.010646747372168655,-0.09903602845519235
1.0,490.0,0.2054768313180751,0.010294871816293048,-0.10819641333850388
1.0,500.0,0.2195929531305843,0.009954792445788441,-0.11697578242004368
1.0,510.0,0.23374612067627748,0.009626529316707802,-0.12540021492990797
1.0,520.0,0.2478686095211312,0.009310006237647382,-0.13349436567286338
1.0,530.0,0.26189961411228485,0.00900505674576076,-0.1412809435846455
1.0,540.0,0.275785817187982,0.008711435757120497,-0.14878044653408123
1.0,550.0,0.2894815358278021,0.00842883407160078,-0.15601109877655006
1.0,560.0,0.3029485403884886,0.008156893678580933,-0.1629889361077322
1.0,570.0,0.3161556382417255,0.007895222478426877,-0.1697279887879717
1.0,580.0,0.32907810306477764,0.00764340756917202,-0.17624052046242433
1.0,590.0,0.34169701637116245,0.007401026648991006,-0.18253729042873948
1.0,600.0,0.35399857347098035,0.007167657379928033,-0.18862781536079462
1.0,610.0,0.36597339265902956,0.006942884746624703,-0.19452061427546893
1.0,620.0,0.3776158548050673,0.006726306568654154,-0.20022342683359506
1.0,630.0,0.38892349100528706,0.00651753738755787,-0.20574339995216176
1.0,640.0,0.3998964284384805,0.006316210978582845,-0.211087241308572
1.0,650.0,0.41053689891503375,0.006121981737104594,-0.2162613408029836
1.0,660.0,0.4208488105068776,0.005934525174945061,-0.22127186264184498
1.0,670.0,0.4308373798442168,0.005753537737041184,-0.22612481160581827
1.0,680.0,0.4405088208557972,0.005578736120793243,-0.230826077455964
1.0,690.0,0.4498700847150398,0.005409856250561392,-0.23538146145804822
1.0,700.0,0.4589286452830518,0.005246652031086008,-0.2397966887959286
1.0,800.0,0.5346199558035181,0.0038827620984452534,-0.27743315759909604
1.0,900.0,0.5884106408764729,0.0029015251268201966,-0.30644235600729025
1.0,1000.0,0.6262624021970264,0.002192641200888679,-0.33000098463578753
1.0,1100.0,0.6524839656310748,0.0016762348356218434,-0.3497561243153527
1.0,1200.0,0.670155968871572,0.0012948040965780796,-0.36653259281534567
1.0,1300.0,0.6814511139225137,0.0010085469011666818,-0.38083755157049765
1.0,1400.0,0.6878882601375979,0.000790571555309726,-0.3930804495628611
1.0,1500.0,0.6905347844889302,0.0006227429120844749,-0.4036345785126018
1.0,1600.0,0.6901563607174876,0.0004926213837101631,-0.4128397752862554
1.0,1700.0,0.6873200970154003,0.00039141816471946516,-0.4209930345042449
1.0,1800.0,0.6824619081690024,0.0003127025797472355,-0.4283425988443921
1.0,1900.0,0.6759290712109556,0.00025160654231997005,-0.43508795383667037
1.0,2000.0,0.6680066634730466,0.00020433767759335238,-0.4413840928923893
1.0,2100.0,0.6589339862287888,0.00016787753583087355,-0.44734791741598934
1.0,2200.0,0.6489149476079523,0.0001397889691119431,-0.4530651818983715
1.0,2300.0,0.6381248676142629,0.0001180877804253497,-0.4585970456312886
1.0,2400.0,0.626715179162257,0.00010115271261240123,-0.463985784592493
1.0,2500.0,0.6148168841082655,8.765897028275565e-05,-0.46925952565222834
1.0,2600.0,0.6025432544699219,7.652684240383628e-05,-0.474436034404822
1.0,2700.0,0.5899920541453657,6.688056886358942e-05,-0.4795256668172302
1.0,2800.0,0.5772474342511242,5.801459349090377e-05,-0.4845336211241028
1.0,2900.0,0.5643815874449177,4.936544561711392e-05,-0.48946162479549243
1.0,3000.0,0.5514562099094475,4.0488105521375074e-05,-0.4943091769346537
2.0,250.0,0.030180951452800742,0.018655557341951734,0.8478629946757582
2.0,260.0,0.025114846828843827,0.01788592601603272,0.821790499786703
2.0,270.0,0.02205847208171809,0.017453895229845362,0.8012544743261697
2.0,280.0,0.020357717444515117,0.017281502941461666,0.776416727897848
2.0,290.0,0.02051738716352841,0.01734869943069281,0.7524251179653488
2.0,300.0,0.021694091852440606,0.017438978638509784,0.730889021652884
2.0,310.0,0.02333156335031117,0.017426593023239612,0.711305422223642
2.0,320.0,0.025391440669437285,0.017302993675783956,0.6928570410445934
2.0,330.0,0.028054869446919848,0.017111160958787588,0.6749912030061913
2.0,340.0,0.03148972200594895,0.01689449964807711,0.6574377160307546
2.0,350.0,0.035774663662350645,0.016677594507190304,0.6401011360743971
2.0,360.0,0.04091274421853605,0.01646672409823201,0.62297187296548
2.0,370.0,0.0468688211454532,0.016257264666978865,0.6060760596080361
2.0,380.0,0.0535989460584161,0.016040906669615645,0.5894517751801422
2.0,390.0,0.061064325560318204,0.015810281772963466,0.5731385475954957
2.0,400.0,0.06923332918104058,0.01556100135307436,0.5571725383025196
2.0,410.0,0.07807739638980993,0.015291925775003708,0.5415840625423068
2.0,420.0,0.08756548068049412,0.015004518223660364,0.5263962746021653
2.0,430.0,0.09765965583531122,0.014701899084109165,0.5116246748540813
2.0,440.0,0.10831285729195998,0.014387954404593593,0.49727729478184013
2.0,450.0,0.11946871378378758,0.014066653242758997,0.4833554085621603
2.0,460.0,0.13106294864241055,0.013741605989377202,0.46985458837997823
2.0,470.0,0.1430257106583125,0.013415833332169969,0.45676591956266854
2.0,480.0,0.15528426532140543,0.013091692431257764,0.4440772207697747
2.0,490.0,0.16776562372919956,0.012770905780572855,0.4317741588382902
2.0,500.0,0.1803988415573604,0.012454647232688139,0.4198411935706727
2.0,510.0,0.19311685208600274,0.012143651704918415,0.40826232633137316
2.0,520.0,0.20585779464327966,0.011838326483661525,0.397021654472096
2.0,530.0,0.21856586378977583,0.011538851280423689,0.38610375135967934
2.0,540.0,0.23119174099108017,0.01124526093685652,0.3754939008769101
2.0,550.0,0.2436926866295168,0.010957509162397074,0.36517821801216216
2.0,560.0,0.25603237260751777,0.01067551439693721,0.35514368574739114
2.0,570.0,0.2681805299421225,0.01039919029435489,0.34537813469833345
2.0,580.0,0.28011247555794044,0.010128463859464526,0.3358701871850298
2.0,590.0,0.29180857072811306,0.00986328425794757,0.32660918249127324
2.0,600.0,0.3032536519293509,0.00960362501700077,0.3175850955429195
2.0,610.0,0.3144364643045108,0.009349481885531072,0.308788457360774
2.0,620.0,0.32534911888005,0.009100868146971032,0.3002102825189037
2.0,630.0,0.33598658729711883,0.008857808730988488,0.2918420064407003
2.0,640.0,0.34634624205110837,0.008620334075988341,0.2836754336206554
2.0,650.0,0.35642744585529745,0.00838847437618175,0.2757026966597906
2.0,660.0,0.366231190611633,0.008162254593755651,0.26791622523803055
2.0,670.0,0.3757597842875369,0.007941690428904542,0.26030872371623137
2.0,680.0,0.3850165825924035,0.007726785306412723,0.2528731558711138
2.0,690.0,0.39400576155705097,0.007517528344287572,0.24560273524659426
2.0,700.0,0.40273212669166525,0.007313893216352425,0.23849091969309785
2.0,800.0,0.4768022574645161,0.005570652792149318,0.1748293215677874
2.0,900.0,0.5309560880504786,0.00427674378783593,0.12159388644843257
2.0,1000.0,0.5701978116432959,0.003306013026258278,0.07583957042006696
2.0,1100.0,0.598307918520646,0.0025660822718327238,0.03592626084300547
2.0,1200.0,0.6180510522080518,0.0019984750689982594,0.0008298625738768097
2.0,1300.0,0.6314156862704386,0.001563884235749203,-0.030224876232175072
2.0,1400.0,0.6398235924601059,0.0012326405255973136,-0.057899701309269525
2.0,1500.0,0.6442993859579544,0.0009807904513005358,-0.08277511262439512
2.0,1600.0,0.6455966675739339,0.0007888310214559984,-0.10535207894795455
2.0,1700.0,0.644285751604342,0.0006412345165548822,-0.12605135295972938
2.0,1800.0,0.640811974728228,0.0005260400787668895,-0.14521737369866727
2.0,1900.0,0.6355334632341377,0.00043435524544501185,-0.16312628054328712
2.0,2000.0,0.6287453746436645,0.0003598027122035033,-0.17999595640883242
2.0,2100.0,0.6206955566426069,0.00029797830607433413,-0.19599634162297838
2.0,2200.0,0.6115948771655132,0.0002459668238657204,-0.21125895333618708
2.0,2300.0,0.6016242773932746,0.00020193716893389236,-0.22588511864035438
2.0,2400.0,0.5909398052477632,0.00016481990299999454,-0.23995279792208105
2.0,2500.0,0.5796763860139869,0.0001340600260958712,-0.253522075892923
2.0,2600.0,0.5679507803536138,0.00010943338242753659,-0.2666394881738027
2.0,2700.0,0.5558639967234943,9.091422058138117e-05,-0.27934137739196047
2.0,2800.0,0.5435033174534032,7.858240394915893e-05,-0.2916564653477998
2.0,2900.0,0.5309440351131696,7.25604891279229e-05,-0.3036078055413879
2.0,3000.0,0.5182509597886761,7.29727632467257e-05,-0.3152142535280963
4.0,250.0,0.017141400872412466,-0.005002860369695426,1.1655209229373236
4.0,260.0,0.014345374109148903,-0.006733856892411153,1.1677516519143318
4.0,270.0,0.012659722583203362,-0.007135282712322702,1.1725552257324454
4.0,280.0,0.011867982190411156,-0.00651147990399199,1.1712980102362383
4.0,290.0,0.01216879498157812,-0.0049450089657206075,1.1695994341973504
4.0,300.0,0.013059249442095577,-0.0031922673712016076,1.1683351697086544
4.0,310.0,0.014250851354705307,-0.0016879830782899083,1.1666211922914822
4.0,320.0,0.015758466329966858,-0.00047236349629763597,1.1638503643345177
4.0,330.0,0.017713202320828486,0.0005769981431413584,1.1599592807168835
4.0,340.0,0.020230011940221827,0.0015758473669901748,1.155151816737771
4.0,350.0,0.023369554589227404,0.0025763359556084118,1.149656103910394
4.0,360.0,0.02714971785344047,0.003574945877957716,1.1436229426394793
4.0,370.0,0.03156795311556977,0.004539921228259911,1.137120027239051
4.0,380.0,0.03661698959553995,0.005435082176358554,1.1301636636155077
4.0,390.0,0.04229088645911687,0.006233378427065311,1.1227529683172373
4.0,400.0,0.0485843104263252,0.006921385032761219,1.114892972041537
4.0,410.0,0.055488867577040725,0.007498192857099994,1.1066051484581192
4.0,420.0,0.06298928760802655,0.007971831594962014,1.0979286706065075
4.0,430.0,0.07106090269318603,0.008355295109019988,1.0889164809022298
4.0,440.0,0.07966882399678037,0.00866323012590526,1.0796294167982616
4.0,450.0,0.08876861578135305,0.008909648586724384,1.0701304355759278
4.0,460.0,0.09830801371943189,0.009106628136862515,1.0604799638135516
4.0,470.0,0.10822920093324502,0.009263791001440126,1.0507327018756358
4.0,480.0,0.11847123356511383,0.009388311281608212,1.0409358129400217
4.0,490.0,0.12897232460932512,0.009485228215768889,1.0311282392822292
4.0,500.0,0.13967180935396634,0.0095578959325465,1.0213408360026932
4.0,510.0,0.15051170950044118,0.009608455367905217,1.0115970328342945
4.0,520.0,0.16143788070947018,0.009638260651009542,1.0019137872649566
4.0,530.0,0.17240077181977018,0.009648227072731698,0.9923026527151708
4.0,540.0,0.18335584803828728,0.009639091242281498,0.9827708412888432
4.0,550.0,0.19426374031345453,0.00961158826802148,0.9733222063682457
4.0,560.0,0.20509018363330841,0.009566558217135318,0.9639581049102729
4.0,570.0,0.21580580190438717,0.009504996894773611,0.954678123700961
4.0,580.0,0.22638578910216664,0.009428065920622786,0.9454806698585753
4.0,590.0,0.2368095274647677,0.009337075434959896,0.9363634355243803
4.0,600.0,0.24706017468872943,0.009233450425091654,0.927323751727351
4.0,610.0,0.25712424419064595,0.009118689173284152,0.9183588483382763
4.0,620.0,0.2669911956477914,0.00899432000955829,0.9094660369498695
4.0,630.0,0.27665304749006814,0.008861860559942867,0.9006428322833961
4.0,640.0,0.2861040185763073,0.008722782074775736,0.8918870258755061
4.0,650.0,0.2953402029331979,0.008578480182353703,0.8831967237454131
4.0,660.0,0.30435927893670345,0.008430252519096411,0.8745703576987105
4.0,670.0,0.31316025256916374,0.008279283062154051,0.866006678045654
4.0,680.0,0.3217432331900055,0.008126632598774476,0.857504733847061
4.0,690.0,0.33010923952466126,0.007973234541081745,0.8490638453889445
4.0,700.0,0.3382600331735114,0.007819895197483436,0.8406835724158888
4.0,800.0,0.40862259237352605,0.006389676861047147,0.7602257471969441
4.0,900.0,0.4614811725902677,0.00521281409285877,0.6860628968596448
4.0,1000.0,0.5006842172415306,0.004219630056989435,0.6183194928174893
4.0,1100.0,0.5293887301985333,0.003364561951629019,0.5566985061551661
4.0,1200.0,0.550009448854692,0.002648960848839109,0.5006163189963259
4.0,1300.0,0.5643427611149409,0.002078431120219223,0.44938253016604884
4.0,1400.0,0.5737124161883258,0.0016439946745139891,0.40231741741898985
4.0,1500.0,0.579098682316923,0.0013235964575849294,0.35881097151895375
4.0,1600.0,0.5812390475098423,0.0010897310220395104,0.31834389732875024
4.0,1700.0,0.5807009326669252,0.0009159711471493644,0.28048764558533723
4.0,1800.0,0.5779318574530281,0.0007806230091978288,0.24489466570306015
4.0,1900.0,0.573293237175505,0.0006679611663130611,0.21128534048024325
4.0,2000.0,0.5670829874359589,0.000567976953203117,0.17943493390413648
4.0,2100.0,0.5595507379293391,0.00047541900861205316,0.14916202731205652
4.0,2200.0,0.5509082542765918,0.00038862574786271986,0.120318912092947
4.0,2300.0,0.5413367715070719,0.00030841872482069714,0.0927839117120881
4.0,2400.0,0.5309923281412384,0.00023717402441583214,0.06645539643034026
4.0,2500.0,0.5200097872775866,0.00017810198613404918,0.04124719333504789
4.0,2600.0,0.5085059749380056,0.00013472207587288866,0.017085103956339377
4.0,2700.0,0.4965822059074026,0.00011050192225794946,-0.0060957201649219145
4.0,2800.0,0.48432636844862753,0.00010862553197750272,-0.02835274820419808
4.0,2900.0,0.47181467851950437,0.00013185829686228632,-0.04973754833794071
4.0,3000.0,0.45911317681136693,0.0001824815698751451,-0.07029689798448424
