*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
          200            1   1.4489e+10    0.0513914  0.000305208   0.00540657
          210            1  1.38261e+10    0.0503527  0.000367425    0.0070466
          220            1  1.32298e+10     0.049395  0.000443204   0.00914822
          230            1  1.26909e+10    0.0488725  0.000543353    0.0119796
          240            1  1.22017e+10     0.049077  0.000677379    0.0158056
          250            1  1.17557e+10    0.0495702  0.000841987    0.0206523
          260            1  1.13475e+10     0.050699   0.00105028    0.0268397
          270            1  1.09724e+10    0.0530626   0.00133225    0.0349925
          280            1  1.06265e+10    0.0564075     0.001673    0.0447615
          290            1  1.03065e+10    0.0595202   0.00205571    0.0558609
          300            1  1.00096e+10    0.0626538   0.00248122    0.0683068
          310            1  9.73324e+09    0.0663133   0.00297907    0.0824355
          320            1   9.4753e+09    0.0702998   0.00352951    0.0977975
          330            1  9.23395e+09    0.0734596   0.00409364     0.113865
          340            1  9.00757e+09    0.0776774   0.00475064     0.131563
          350            1  8.79475e+09    0.0818806   0.00545546     0.150164
          360            1  8.59426e+09    0.0857705   0.00620224     0.169593
          370            1    8.405e+09    0.0903686   0.00701563     0.189799
          380            1  8.22602e+09    0.0950097   0.00788987     0.210751
          390            1  8.05645e+09    0.0995792   0.00880271      0.23205
          400            1  7.89553e+09     0.104157   0.00977105     0.253843
          410            1   7.7426e+09     0.109305    0.0108124     0.276008
          420            1  7.59703e+09      0.11376    0.0118514     0.298053
          430            1  7.45829e+09     0.119025    0.0130026     0.320522
          440            1  7.32588e+09     0.123073    0.0141366     0.342654
          450            1  7.19936e+09     0.130194    0.0154962      0.36546
          460            1  7.07833e+09     0.134193    0.0166309     0.386703
          470            1  6.96242e+09     0.137925    0.0178828     0.408556
          480            1  6.85129e+09     0.145976    0.0195948     0.431852
          490            1  6.74465e+09     0.151425    0.0209093     0.452341
          500            1  6.64222e+09     0.154134      0.02211     0.472292
          510            1  6.54373e+09     0.159371    0.0236898     0.493157
          520            1  6.44897e+09      0.17041    0.0257429     0.514112
          530            1   6.3577e+09     0.172852    0.0270915     0.533029
          540            1  6.26974e+09     0.176081    0.0285111     0.551536
          550            1   6.1849e+09     0.184306    0.0303379     0.569886
          560            1  6.10301e+09     0.191455    0.0322548     0.588153
          570            1  6.02391e+09     0.197132    0.0340912     0.605653
          580            1  5.94745e+09     0.201692    0.0358888     0.622586
          590            1  5.87351e+09     0.204241    0.0376227     0.639182
          600            1  5.80194e+09     0.214096    0.0397317     0.654556
          610            1  5.73264e+09     0.219448    0.0416757     0.669822
          620            1  5.66549e+09     0.225932    0.0437731     0.684535
          630            1  5.60039e+09     0.230848    0.0457223     0.698601
          640            1  5.53724e+09     0.234312    0.0476698     0.712342
          650            1  5.47595e+09     0.238562    0.0497324     0.725623
          660            1  5.41644e+09     0.252158     0.052286     0.737368
          670            1  5.35862e+09     0.256882    0.0544858     0.749584
          680            1  5.30242e+09     0.261643    0.0565901     0.761047
          690            1  5.24778e+09     0.267154    0.0588657      0.77219
          700            1  5.19461e+09      0.27161    0.0611411      0.78299
          800            1  4.73213e+09     0.330871    0.0859827     0.866294
          900            1   4.3659e+09     0.397352     0.114772     0.917964
         1000            1  4.06693e+09     0.445752     0.144299     0.950083
         1100            1  3.81695e+09     0.448926     0.168106     0.969937
         1200            1  3.60387e+09     0.496802     0.199043     0.981371
         1300            1   3.4194e+09     0.557629     0.235815     0.988292
         1400            1  3.25765e+09     0.447664     0.227908     0.993177
         1500            1  3.11433e+09     0.554781     0.283056     0.995472
         1600            1   2.9862e+09     0.421387     0.253325     0.997344
         1700            1  2.87077e+09     0.338376     0.225056     0.998385
         1800            1  2.76612e+09     0.652286     0.382117     0.998789
         1900            1  2.67069e+09     0.505977     0.326254     0.999279
         2000            1  2.58323e+09     0.285057     0.199612     0.999624
         2100            1  2.50271e+09     0.732331     0.473017     0.999581
         2200            1  2.42829e+09     0.612424     0.432871     0.999712
         2300            1  2.35925e+09     0.439177     0.336397     0.999809
         2400            1    2.295e+09     0.494208     0.355951     0.999895
         2500            1  2.23501e+09     0.311752      0.23769     0.999938
         2600            1  2.17886e+09     0.968513     0.612319     0.999928
         2700            1  2.12616e+09     0.921201     0.550239     0.999953
         2800            1  2.07658e+09     0.893382     0.499015     0.999969
         2900            1  2.02984e+09     0.838294     0.432173     0.999979
         3000            1  1.98569e+09     0.635146     0.303184     0.999986
