*F - collisional frequency
*Q - minimal relaxational eigenvalue
*E - eigenvalue
*P - eigenvector projection squared on the relaxational subspace
 Temperature,    Pressure,          *F,         *Q/F         *E/F           *P
            K          atm        1/sec                         0            0
          200            1  1.41748e+10    0.0596422  0.000339771   0.00508409
          210            1  1.35343e+10    0.0585277  0.000410638   0.00664784
          220            1  1.29583e+10    0.0575042  0.000497148   0.00865618
          230            1  1.24377e+10    0.0569826  0.000611568    0.0113666
          240            1  1.19649e+10    0.0573008  0.000764815     0.015036
          250            1  1.15337e+10    0.0579508  0.000953448    0.0196949
          260            1  1.11389e+10     0.059333    0.0011925    0.0256557
          270            1  1.07759e+10     0.062038   0.00151613    0.0335313
          280            1   1.0441e+10    0.0659802   0.00190791    0.0429872
          290            1   1.0131e+10    0.0696009   0.00234894    0.0537601
          300            1  9.84308e+09    0.0732605   0.00284074    0.0658646
          310            1  9.57496e+09    0.0775091   0.00341625    0.0796375
          320            1  9.32456e+09    0.0821207   0.00405346    0.0946469
          330            1  9.09011e+09    0.0858051   0.00470843     0.110371
          340            1  8.87007e+09    0.0906976   0.00547115     0.127723
          350            1  8.66309e+09    0.0955608   0.00629044     0.145996
          360            1  8.46798e+09     0.100006   0.00715955     0.165118
          370            1   8.2837e+09     0.105384    0.0081073      0.18502
          380            1  8.10934e+09     0.110744   0.00912635     0.205696
          390            1  7.94407e+09     0.115988    0.0101914     0.226751
          400            1  7.78716e+09     0.121315    0.0113227     0.248308
          410            1  7.63798e+09     0.127154    0.0125383     0.270289
          420            1  7.49592e+09     0.132367    0.0137564     0.292143
          430            1  7.36048e+09     0.138373    0.0151024     0.314467
          440            1  7.23117e+09     0.143136    0.0164319     0.336459
          450            1  7.10758e+09     0.151004    0.0180164     0.359227
          460            1  6.98931e+09     0.155757    0.0193527     0.380362
          470            1  6.87601e+09     0.160111    0.0208235     0.402143
          480            1  6.76736e+09     0.168802    0.0228114     0.425502
          490            1  6.66308e+09     0.175378    0.0243635      0.44591
          500            1  6.56288e+09     0.178498    0.0257808     0.465861
          510            1  6.46653e+09     0.184133     0.027624     0.486815
          520            1  6.37379e+09       0.1968    0.0300194     0.507795
          530            1  6.28447e+09     0.199723    0.0316143     0.526746
          540            1  6.19836e+09     0.203193    0.0332825     0.545352
          550            1  6.11529e+09     0.212713    0.0354295     0.563749
          560            1  6.03509e+09     0.220462    0.0376628     0.582166
          570            1  5.95761e+09     0.226789    0.0398104     0.599787
          580            1  5.88272e+09     0.231855    0.0419136     0.616845
          590            1  5.81026e+09     0.233821    0.0439163     0.633697
          600            1  5.74013e+09     0.246002    0.0464293     0.649008
          610            1  5.67221e+09     0.251736    0.0486983     0.664434
          620            1  5.60638e+09     0.258557    0.0511325      0.67934
          630            1  5.54255e+09     0.263739    0.0534014     0.693581
          640            1  5.48063e+09     0.266748    0.0556383     0.707576
          650            1  5.42052e+09     0.270863     0.058021      0.72107
          660            1  5.36214e+09     0.288358    0.0611244     0.732652
          670            1  5.30541e+09     0.292794    0.0636521       0.7451
          680            1  5.25026e+09     0.297991    0.0661067      0.75671
          690            1  5.19663e+09     0.303568    0.0687334     0.768039
          700            1  5.14444e+09     0.307536    0.0713322     0.779061
          800            1  4.69001e+09     0.370497     0.100022     0.863668
          900            1  4.32949e+09     0.441433      0.13323     0.916197
         1000            1  4.03466e+09     0.487579     0.166372     0.949008
         1100            1  3.78774e+09     0.474307     0.189918     0.969432
         1200            1    3.577e+09     0.521528     0.224106     0.981032
         1300            1  3.39436e+09     0.586886     0.266064     0.988055
         1400            1  3.23409e+09     0.444685     0.244528      0.99311
         1500            1  3.09198e+09     0.559135     0.310905     0.995425
         1600            1  2.96489e+09     0.405637     0.264634     0.997356
         1700            1  2.85036e+09     0.317732      0.22701     0.998382
         1800            1   2.7465e+09     0.676442     0.417214     0.998798
         1900            1  2.65177e+09     0.515526     0.340794     0.999304
         2000            1  2.56495e+09     0.283767     0.194965     0.999651
         2100            1  2.48501e+09     0.744028     0.516775     0.999569
         2200            1  2.41112e+09     0.618135     0.461525     0.999702
         2300            1  2.34258e+09     0.436365     0.345199     0.999802
         2400            1  2.27878e+09     0.484699      0.36994     0.999893
         2500            1  2.21922e+09     0.300075     0.239968     0.999936
         2600            1  2.16347e+09      1.06758     0.662661      0.99993
         2700            1  2.11114e+09      1.01593     0.586086     0.999954
         2800            1  2.06191e+09     0.984438     0.525292      0.99997
         2900            1   2.0155e+09     0.920163     0.448664      0.99998
         3000            1  1.97166e+09      0.68771     0.307103     0.999987
